artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
The Pogues and Kirsty MacColl,1.5.6.4,1,5 ,6  ,4   ,Fairytale of New York,0.42,"[u'celtic punk', u'celtic rock', u'singer-songwriter']",2,55,1988-09-05,118.685,0.385,1988
Tomas Danko,1.5.6.4,1,5 ,6  ,4   ,Plastic Pop,0.701,"[u'garage pop', u'indie garage rock', u'indie punk', u'preverb']",5,16,2015-04-21,183.845,0.732,2015
toto,1.5.6.4,1,5 ,6  ,4   ,toto africa,0.373,"[u'album rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",9,74,1982-04-08,92.717,0.735,1982
Tristam and Braken,1.5.6.4,1,5 ,6  ,4   ,Far Away,0.797,"[u'alternative metal', u'canadian pop', u'nu metal', u'pop rock', u'post-grunge']",6,57,2005-09-26,132.915,0.306,2005
Vangelis,1.5.6.4,1,5 ,6  ,4   ,Hymne,0.762,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive house', u'progressive trance', u'trance', u'tropical house']",11,41,2016-10-13,120.005,0.554,2016
Weezer,1.5.6.4,1,5 ,6  ,4   ,No One Else,0.809,"[u'neo mellow', u'pop', u'pop christmas']",11,51,2014-07-01,115.945,0.526,2014
Weezer,1.5.6.4,1,5 ,6  ,4   ,My Name Is Jonas,0.925,"[u'alternative metal', u'alternative rock', u'garage rock', u'indie christmas', u'indie pop', u'indie rock', u'permanent wave', u'pop christmas', u'pop punk', u'pop rock', u'post-grunge', u'punk christmas', u'rock']",11,49,1994-05-10,186.271,0.663,1994
Wyclef Jean,1.5.6.4,1,5 ,6  ,4   ,Divine Sorrow,0.606,"[u'hip hop', u'pop christmas', u'pop rap', u'soul christmas']",0,55,2014-11-24,129.996,0.418,2014
4 Strings,1.5.6.4,1,5 ,6  ,4   ,Take Me Away,0.622,"[u'contemporary country', u'country', u'country christmas', u'country dawn', u'pop rock']",6,62,1999-08-27,164.418,0.454,1999
Adele,1.5.6.4,1,5 ,6  ,4   ,Hello,0.451,"[u'dance pop', u'pop']",5,74,2015-10-23,157.966,0.287,2015
Alan Walker,1.5.6.4,1,5 ,6  ,4   ,Faded,0.651,"[u'edm', u'tropical house']",6,86,2015-12-04,90.011,0.161,2015
Alligatoah,1.5.6.4,1,5 ,6  ,4   ,Lass Liegen,0.842,"[u'deep german hip hop', u'deep german pop rock', u'german hip hop']",2,55,2015-11-27,143.033,0.805,2015
Antonim,1.5.6.4,1,5 ,6  ,4   ,Melancholy Soldier,0.351,[],9,0,2014-04-27,102.523,0.441,2014
Basshunter,1.5.6.4,1,5 ,6  ,4   ,DotA,0.964,"[u'bubblegum dance', u'dance pop', u'edm', u'eurodance', u'europop', u'swedish eurodance']",0,45,2008,140.044,0.534,2008
Beck,1.5.6.4,1,5 ,6  ,4   ,Blue Moon,0.197,[],10,48,2016-10-11,170.605,0.273,2016
Blink 182,1.5.6.4,1,5 ,6  ,4   ,Bored To Death,0.966,"[u'heavy christmas', u'pop punk', u'punk christmas']",0,65,2016-04-27,159.948,0.635,2016
Blink 182,1.5.6.4,1,5 ,6  ,4   ,Dammit,0.968,"[u'heavy christmas', u'pop punk', u'punk christmas']",0,61,1997,109.727,0.363,1997
Blink-182,1.5.6.4,1,5 ,6  ,4   ,She's Out Of Her Mind,0.967,"[u'heavy christmas', u'pop punk', u'punk christmas']",0,70,2016-07-01,179.991,0.597,2016
Blink-182,1.5.6.4,1,5 ,6  ,4   ,Going Away To College,0.821,"[u'heavy christmas', u'pop punk', u'punk christmas']",11,52,1999-05-25,104.528,0.572,1999
Brand New,1.5.6.4,1,5 ,6  ,4   ,Not the Sun,0.927,"[u'alternative emo', u'emo', u'pop punk', u'pop rock', u'screamo']",1,47,2006-01-01,131.669,0.318,2006
Brand New,1.5.6.4,1,5 ,6  ,4   ,The Archers Bows Have Broken,NA,NA,NA,NA,NA,NA,NA,NA
Carly Rae Jepsen,1.5.6.4,1,5 ,6  ,4   ,Your Type,0.39,"[u'dance pop', u'deep pop r&b', u'dirty south rap', u'hip hop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']",1,51,2010-11-12,136.453,0.188,2010
Carly Rae Jepsen,1.5.6.4,1,5 ,6  ,4   ,I Really Like You,0.81,"[u'canadian pop', u'dance pop', u'indie poptimism', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",5,63,2015-08-21,122.041,0.582,2015
carly ray,1.5.6.4,1,5 ,6  ,4   ,I JUST MET YOU,0.391,"[u'boy band', u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'pop christmas', u'quiet storm', u'r&b', u'soul christmas', u'urban contemporary']",7,35,2014-09-23,85.083,0.409,2014
DECO 27,1.5.6.4,1,5 ,6  ,4   ,Streaming Heart,0.435,[],5,19,2014-07-01,74.035,0.309,2014
Deuce,1.5.6.4,1,5 ,6  ,4   ,The One,0.566,"[u'pop', u'pop christmas', u'pop rap', u'rap']",7,79,2016-06-15,113.074,0.429,2016
Different Heaven,1.5.6.4,1,5 ,6  ,4   ,Nekozilla,0.905,"[u'brostep', u'catstep', u'edm', u'tracestep', u'zapstep']",6,58,2015-07-31,128.031,0.385,2015
Different Heaven,1.5.6.4,1,5 ,6  ,4   ,My Heart,0.632,[],2,77,2015-05-15,120.113,0.454,2015
Diplo and Sleepy Tom,1.5.6.4,1,5 ,6  ,4   ,Be Right There,0.797,"[u'bmore', u'brostep', u'edm', u'electro house', u'electronic trap', u'moombahton', u'ninja', u'tropical house']",7,67,2015-08-28,124.972,0.279,2015
Florida Georgia Line,1.5.6.4,1,5 ,6  ,4   ,Get Your Shine On,0.93,"[u'contemporary country', u'country road', u'dwn trap', u'modern country rock']",0,65,2012-01-01,96.993,0.621,2012
Fountains of Wayne,1.5.6.4,1,5 ,6  ,4   ,Hey Julie,0.554,"[u'alternative rock', u'indie christmas', u'pop christmas', u'pop rock', u'power pop']",7,46,2003-06-10,137.013,0.978,2003
Franck Keller and Ygal Ama,1.5.6.4,1,5 ,6  ,4   ,Code Lyoko Theme,NA,NA,NA,NA,NA,NA,NA,NA
Greek Fire,1.5.6.4,1,5 ,6  ,4   ,Top Of The World,0.795,"[u'contemporary country', u'country', u'country road']",8,62,2015-11-06,141.208,0.961,2015
Icelandic Folk,1.5.6.4,1,5 ,6  ,4   ,Islandsljod,NA,NA,NA,NA,NA,NA,NA,NA
ItaloBrothers,1.5.6.4,1,5 ,6  ,4   ,Sleep When We're Dead,0.89,"[u'bubblegum dance', u'dance pop', u'deep pop edm', u'edm', u'europop', u'hands up', u'italo dance']",1,47,2015-08-28,142.022,0.439,2015
John Hiatt,1.5.6.4,1,5 ,6  ,4   ,Cry Love,0.595,[],2,53,2015-04-10,146.983,0.503,2015
Justin Bieber,1.5.6.4,1,5 ,6  ,4   ,Love Yourself,0.376,"[u'canadian pop', u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",4,77,2015-11-13,102.541,0.559,2015
Kenshi Yonezu,1.5.6.4,1,5 ,6  ,4   ,Wooden Doll,0.288,"[u'brazilian composition', u'classical', u'modern classical', u'romantic']",9,0,2016-11-08,80.547,0.203,2016
Lady Gaga,1.5.6.4,1,5 ,6  ,4   ,Dance In The Dark,0.768,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",8,45,2009-01-01,120.966,0.102,2009
Lady Gaga,1.5.6.4,1,5 ,6  ,4   ,Second Time Around,0.388,"[u'classic funk rock', u'disco', u'funk', u'motown', u'new jack swing', u'post-disco', u'quiet storm', u'soul', u'urban contemporary']",1,37,1979,112.367,0.59,1979
Lady Gaga,1.5.6.4,1,5 ,6  ,4   ,Heavy Metal Lover,0.648,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",1,42,2011-01-01,115.991,0.707,2011
Love and Theft,1.5.6.4,1,5 ,6  ,4   ,Angel Eyes,0.696,"[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock']",8,57,2012-07-24,108.015,0.966,2012
Lynyrd Skynyrd,1.5.6.4,1,5 ,6  ,4   ,Tuesday's Gone,0.625,"[u'album rock', u'blues-rock', u'classic rock', u'country rock', u'hard rock', u'heavy christmas', u'mellow gold', u'rock', u'roots rock', u'southern rock']",9,54,1973,149.243,0.422,1973
marny kennedy,1.5.6.4,1,5 ,6  ,4   ,It's My Life,0.201,"[u'alternative rock', u'anti-folk', u'chamber pop', u'folk christmas', u'folk-pop', u'indie christmas', u'indie folk', u'indie pop', u'indie rock', u'lo-fi', u'melancholia', u'pop rock', u'slow core', u'stomp and holler']",4,71,2005-01-25,94.422,0.384,2005
Muse,1.5.6.4,1,5 ,6  ,4   ,Dead Inside,0.758,"[u'alternative rock', u'indie rock', u'permanent wave', u'piano rock', u'post-grunge', u'rock']",8,61,2015-06-04,100.005,0.61,2015
Muse,1.5.6.4,1,5 ,6  ,4   ,Revolt,0.892,"[u'alternative metal', u'funk metal', u'groove metal', u'industrial metal', u'industrial rock', u'nu metal', u'post-grunge', u'rap metal', u'rap rock']",11,53,1999-07-20,143.884,0.665,1999
nanobii,1.5.6.4,1,5 ,6  ,4   ,HYPER DRIVE,0.811,[u'catstep'],1,27,2015-11-15,173.837,0.27,2015
Neru,1.5.6.4,1,5 ,6  ,4   ,Law-Evading Rock,NA,NA,NA,NA,NA,NA,NA,NA
Nicky Jam and Enrique Iglesias,1.5.6.4,1,5 ,6  ,4   ,El Perdon,0.701,"[u'latin', u'latin hip hop', u'reggaeton', u'tropical']",8,78,2016-04-19,179.998,0.665,2016
Nightwish,1.5.6.4,1,5 ,6  ,4   ,Ever Dream,0.624,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'singer-songwriter']",0,47,2014-09-09,87.565,0.248,2014
Nightwish,1.5.6.4,1,5 ,6  ,4   ,Amaranth,0.874,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",2,43,2007-08-15,127.961,0.326,2007
Nightwish,1.5.6.4,1,5 ,6  ,4   ,Wish I Had An Angel,0.944,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",4,42,2004-10-04,158.997,0.511,2004
Nintendo,1.5.6.4,1,5 ,6  ,4   ,GBA Sky Garden - Mario Kart DS,0.921,"[u'antiviral pop', u'deep chiptune', u'otacore', u'scorecore', u'video game music']",6,10,2014-12-19,145.01,0.618,2014
No Doubt,1.5.6.4,1,5 ,6  ,4   ,Spiderwebs,0.913,"[u'alternative rock', u'dance pop', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'post-grunge', u'punk christmas']",10,53,2003-01-01,143.262,0.663,2003
OMI,1.5.6.4,1,5 ,6  ,4   ,Hula Hoop,0.843,"[u'dance pop', u'pop', u'tropical house']",10,57,2015-10-16,121.973,0.545,2015
Palm Trees,1.5.6.4,1,5 ,6  ,4   ,Casanova,0.716,[],1,60,2015-08-21,106.09,0.739,2015
Pepper Coyote,1.5.6.4,1,5 ,6  ,4   ,No Cock Like Horse Cock,NA,NA,NA,NA,NA,NA,NA,NA
Perfume,1.5.6.4,1,5 ,6  ,4   ,Sweet Donuts,0.969,"[u'anime', u'j-dance', u'j-idol', u'j-pop', u'j-rock', u'japanese r&b', u'k-pop', u'otacore', u'shibuya-kei']",1,11,2006,99.979,0.795,2006
Pink,1.5.6.4,1,5 ,6  ,4   ,Try,0.604,"[u'dance pop', u'latin', u'latin pop', u'pop']",1,65,2016-02-12,115.48,0.486,2016
Project 46,1.5.6.4,1,5 ,6  ,4   ,Forgettable,0.605,"[u'alternative emo', u'anthem emo', u'folk punk', u'pop punk']",5,46,2016-05-06,114.182,0.381,2016
Rachel Platten,1.5.6.4,1,5 ,6  ,4   ,Fight Song,0.714,"[u'neo mellow', u'pop', u'post-teen pop', u'viral pop']",7,75,2016-01-01,175.924,0.328,2016
Relient K,1.5.6.4,1,5 ,6  ,4   ,Be My Escape,0.865,"[u'ccm', u'christian alternative rock', u'christian christmas', u'christian music', u'christian punk', u'christian rock', u'emo', u'neo mellow', u'pop christmas', u'pop punk', u'pop rock', u'punk christmas', u'worship']",9,58,2004-11-02,112.486,0.236,2004
Richard Marx,1.5.6.4,1,5 ,6  ,4   ,Right Here Waiting,0.252,"[u'album rock', u'mellow gold', u'new romantic', u'new wave pop', u'rock', u'soft rock']",0,65,1989-04-27,177.679,0.125,1989
Richard Marx,1.5.6.4,1,5 ,6  ,4   ,Richard Marx - Right Here Waiting,0.252,"[u'album rock', u'mellow gold', u'new romantic', u'new wave pop', u'rock', u'soft rock']",0,65,1989-04-27,177.679,0.125,1989
Riggi and Piros,1.5.6.4,1,5 ,6  ,4   ,Knightlife,0.873,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive electro house']",1,38,2015-11-13,128.014,0.34,2015
Ron,1.5.6.4,1,5 ,6  ,4   ,Call Your Girlfriend,0.877,"[u'dance pop', u'europop', u'pop', u'pop rock', u'swedish pop', u'synthpop']",1,51,2010-11-22,125.193,0.486,2010
Runaground and Disco Fries,1.5.6.4,1,5 ,6  ,4   ,Stars Come Out,0.923,"[u'channel pop', u'viral pop']",11,59,2015-11-17,128.022,0.444,2015
ryo,1.5.6.4,1,5 ,6  ,4   ,Black Rock Shooter,0.89,[u'otacore'],5,23,2014-09-19,130.017,0.46,2014
Saigon Kick,1.5.6.4,1,5 ,6  ,4   ,Love Is On The Way,0.882,"[u'folk-pop', u'neo mellow', u'pop', u'pop rock', u'singer-songwriter', u'viral pop']",2,48,2008,186.658,0.401,2008
Shinichi Sakamoto,1.5.6.4,1,5 ,6  ,4   ,Side-Crawler's Dance,0.512,[],9,2,2015-11-21,112.506,0.966,2015
Taio Cruz,1.5.6.4,1,5 ,6  ,4   ,Break Your Heart,0.892,"[u'dance pop', u'edm', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'tropical house']",8,56,2010-06-01,122.025,0.62,2010
Taylor Swift,1.5.6.4,1,5 ,6  ,4   ,Bad Blood,0.715,"[u'folk-pop', u'metropopolis', u'pop', u'tropical house']",9,68,2013-01-01,127.429,0.587,2013
Teddyloid,1.5.6.4,1,5 ,6  ,4   ,MEMEME Final Part,NA,NA,NA,NA,NA,NA,NA,NA
The Chainsmokers,1.5.6.4,1,5 ,6  ,4   ,Don't Let Me Down Ft Daya,0.64,[],8,22,2016-03-31,160.086,0.201,2016
The Killers,1.5.6.4,1,5 ,6  ,4   ,Human,0.489,"[u'dance pop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'teen pop', u'viral pop']",8,65,2013-11-18,143.808,0.247,2013
The Police,1.5.6.4,1,5 ,6  ,4   ,So Lonely,0.767,"[u'comic', u'pop rap']",9,53,2016-06-03,140.991,0.819,2016
The Teddy Bears,1.5.6.4,1,5 ,6  ,4   ,To Know Him Is To Love Him,0.195,"[u'dance pop', u'pop', u'r&b', u'soul']",0,42,2007-01-01,170.12,0.406,2007
TheFatRat,1.5.6.4,1,5 ,6  ,4   ,Windfall,0.852,"[u'bass trap', u'catstep', u'edm', u'tracestep']",0,61,2014-10-31,101.992,0.399,2014
ToFox,1.5.6.4,1,5 ,6  ,4   ,Stronger Monsters,0.968,[u'otacore'],10,42,2016-06-03,174.999,0.961,2016
Tool,1.5.6.4,1,5 ,6  ,4   ,Aenima,0.675,"[u'dark wave', u'ethereal wave', u'medieval', u'neoclassical']",4,7,2003-03-01,110.008,0.366,2003
Toru Minegishi,1.5.6.4,1,5 ,6  ,4   ,Splatfest Battle - Ink Me Up,NA,NA,NA,NA,NA,NA,NA,NA
UFO,1.5.6.4,1,5 ,6  ,4   ,Doctor Doctor,0.934,"[u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'west coast rap']",3,62,2011-02-01,155.968,0.458,2011
Wilco,1.5.6.4,1,5 ,6  ,4   ,Poor Places,0.416,"[u'alternative country', u'alternative rock', u'chamber pop', u'chicago indie', u'folk rock', u'folk-pop', u'freak folk', u'garage rock', u'indie folk', u'indie pop', u'indie rock', u'lo-fi', u'neo-psychedelic', u'new americana', u'pop rock', u'rock', u'roots rock', u'singer-songwriter', u'slow core', u'stomp and holler']",10,37,2002-04-16,181.037,0.29,2002
Alan Silvestri,6.4.2.5,6,4 ,2  ,5   ,Forest Gump Theme,0.0871,[u'classify'],7,37,2013-05-01,106.763,0.247,2013
Alizee,6.4.2.5,6,4 ,2  ,5   ,Moi Lolita,0.744,"[u'hands up', u'pop house']",3,29,2013-05-03,127.957,0.587,2013
Big Data,6.4.2.5,6,4 ,2  ,5   ,Bombs Over Brooklyn,0.992,"[u'melodic hardcore', u'punk', u'skate punk']",7,5,2006-03-21,109.265,0.296,2006
Chase and Status,6.4.2.5,6,4 ,2  ,5   ,Time,0.378,[u'indie poptimism'],0,73,2015-04-14,90.056,0.499,2015
Counting Crows,6.4.2.5,6,4 ,2  ,5   ,Mr Jones,0.817,"[u'alternative rock', u'folk-pop', u'mellow gold', u'neo mellow', u'pop rock', u'post-grunge', u'rock', u'singer-songwriter']",0,66,1993-01-01,141.607,0.772,1993
David Guetta,6.4.2.5,6,4 ,2  ,5   ,Dangerous,0.728,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",6,88,2016-05-20,159.167,0.624,2016
David Guetta,6.4.2.5,6,4 ,2  ,5   ,Hey Mama,0.73,"[u'dance pop', u'edm', u'pop', u'tropical house']",9,63,2014-11-24,85.979,0.543,2014
Destiny's Child,6.4.2.5,6,4 ,2  ,5   ,Say My Name,0.678,"[u'dance pop', u'europop', u'hip pop', u'neo soul', u'pop', u'pop christmas', u'pop rap', u'post-teen pop', u'r&b', u'soul christmas', u'urban contemporary']",5,71,1999-07-26,138.009,0.738,1999
Dillon Francis,6.4.2.5,6,4 ,2  ,5   ,IDGAFOS,0.93,"[u'bass trap', u'big room', u'brostep', u'deep big room', u'edm', u'electro house', u'electronic trap', u'house', u'moombahton', u'tropical house']",6,43,2011-10-18,110.018,0.141,2011
Dusty Springfield,6.4.2.5,6,4 ,2  ,5   ,You Don't Have to Say You Love Me,0.517,"[u'adult standards', u'brill building pop', u'british invasion', u'christmas', u'classic rock', u'disco', u'folk', u'folk rock', u'jazz blues', u'mellow gold', u'memphis soul', u'motown', u'new wave pop', u'rock-and-roll', u'singer-songwriter', u'soul', u'soul christmas', u'southern soul', u'traditional folk', u'vocal jazz']",2,44,1966-07,112.09,0.612,1966
Emiko Shiratori,6.4.2.5,6,4 ,2  ,5   ,Melodies Of Life - FFIX,0.0433,"[u'scorecore', u'video game music']",4,28,2015-06-26,140.04,0.0735,2015
Europe,6.4.2.5,6,4 ,2  ,5   ,The Final Countdown,0.844,"[u'album rock', u'glam metal', u'hard rock', u'metal', u'rock', u'soft rock', u'swedish hard rock']",6,66,1986,117.652,0.187,1986
Fall Of Troy,6.4.2.5,6,4 ,2  ,5   ,FCPREMIX,0.891,"[u'dreamo', u'mathcore', u'metalcore', u'nintendocore', u'post-hardcore', u'progressive post-hardcore', u'screamo']",9,54,2005,167.876,0.521,2005
Foals,6.4.2.5,6,4 ,2  ,5   ,Moon,0.622,"[u'dwn trap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",0,69,2009-01-01,115.293,0.259,2009
Iron Maiden,6.4.2.5,6,4 ,2  ,5   ,No more lies,0.871,"[u'hip pop', u'new jack swing', u'quiet storm', u'r&b', u'soul christmas', u'urban contemporary']",10,45,1989,110.294,0.824,1989
James Lowndes and Paul Lowndes,6.4.2.5,6,4 ,2  ,5   ,Only You - Joshua Ollerton Remix,0.752,[],11,1,2014-07-14,124.995,0.177,2014
JR JR,6.4.2.5,6,4 ,2  ,5   ,Hypothetical,0.74,"[u'chamber pop', u'indie pop', u'indie poptimism', u'indie psych-rock', u'indietronica', u'shimmer pop', u'stomp and holler']",5,29,2015-09-25,92.015,0.609,2015
Klaas,6.4.2.5,6,4 ,2  ,5   ,Heartbeat,0.569,"[u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",1,66,2011-11-15,119.954,0.32,2011
Knife Party,6.4.2.5,6,4 ,2  ,5   ,Give It Up,0.689,"[u'pop', u'post-teen pop', u'teen pop', u'viral pop']",11,48,2016-04-04,102.46,0.879,2016
Nightwish,6.4.2.5,6,4 ,2  ,5   ,Last Of the Wilds,0.774,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",9,31,2007-08-15,137.636,0.0583,2007
Penguin Cafe Orchestra,6.4.2.5,6,4 ,2  ,5   ,Perpetuum Mobile,0.322,"[u'bow pop', u'compositional ambient', u'fourth world', u'minimal', u'modern classical', u'modern performance']",0,45,1996,164.799,0.77,1996
Rick Springfield,6.4.2.5,6,4 ,2  ,5   ,Human Touch,0.516,"[u'classic rock', u'folk-pop', u'mellow gold', u'permanent wave', u'pop christmas', u'rock', u'singer-songwriter', u'soft rock']",0,51,1992-02-20,115.154,0.45,1992
Rihanna,6.4.2.5,6,4 ,2  ,5   ,Stay,0.736,"[u'edm', u'minimal dub', u'pop', u'tropical house']",8,77,2015-12-04,103.027,0.376,2015
Selena Gomez,6.4.2.5,6,4 ,2  ,5   ,Same Old Love,0.596,"[u'dance pop', u'pop', u'post-teen pop']",11,70,2015-10-09,98.025,0.444,2015
Skyrim,6.4.2.5,6,4 ,2  ,5   ,Dragonborn,0.509,"[u'antiviral pop', u'deep chiptune', u'otacore', u'scorecore', u'video game music']",11,59,2014-02-07,69.288,0.285,2014
Smashing Pumpkins,6.4.2.5,6,4 ,2  ,5   ,Bullet With Butterfly Wings,0.72,"[u'alternative metal', u'alternative rock', u'blues-rock', u'classic rock', u'funk rock', u'garage rock', u'indie rock', u'nu metal', u'permanent wave', u'pop christmas', u'pop rock', u'post-grunge', u'rock']",10,64,1995-12-12,121.649,0.482,1995
Stromae,6.4.2.5,6,4 ,2  ,5   ,Papaoutai,0.807,[],10,55,2013-08-19,115.994,0.264,2013
Toru Minegishi,6.4.2.5,6,4 ,2  ,5   ,Splatfest Battle - Ink Me Up,NA,NA,NA,NA,NA,NA,NA,NA
Tove Lo,6.4.2.5,6,4 ,2  ,5   ,Cool Girl,0.709,"[u'dance pop', u'metropopolis', u'pop', u'swedish pop', u'swedish synthpop', u'tropical house']",9,74,2016-10-28,101.975,0.238,2016
Tristam,6.4.2.5,6,4 ,2  ,5   ,The Vine,0.549,[u'underground pop rap'],1,46,2016-09-30,131.544,0.449,2016
Within Temptation,6.4.2.5,6,4 ,2  ,5   ,A Demon's Fate,0.903,"[u'gothic metal', u'gothic symphonic metal', u'power metal', u'progressive metal', u'symphonic metal']",5,32,2011-03-28,134.049,0.335,2011
Xi,6.4.2.5,6,4 ,2  ,5   ,Freedom Dive,0.994,[u'doujin'],11,12,2015-12-16,117.284,0.0371,2015
Angel Beats,6.4.2.3,6,4 ,2  ,3   ,My Soul Your Beats,0.197,[u'otacore'],2,35,2015-07-28,144.991,0.547,2015
Au5,6.4.2.3,6,4 ,2  ,3   ,Singularity,0.907,"[u'death core', u'deep melodic metalcore', u'djent', u'melodic metalcore', u'metalcore', u'rap metal', u'screamo']",8,47,2013-02-22,109.997,0.276,2013
BESTie,6.4.2.3,6,4 ,2  ,3   ,Excuse Me,0.71,"[u'dwn trap', u'east coast hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",8,64,2015-05-26,122.044,0.407,2015
Cashmere Cat,6.4.2.3,6,4 ,2  ,3   ,Paws,0.663,"[u'folk-pop', u'icelandic pop', u'indie folk', u'indie pop', u'indietronica', u'metropopolis', u'neo mellow', u'pop', u'stomp and holler']",3,65,2012-01-01,111.63,0.18,2012
Crystal Castles,6.4.2.3,6,4 ,2  ,3   ,Crimewave,0.691,"[u'alternative dance', u'chillwave', u'dance-punk', u'digital hardcore', u'electroclash', u'escape room', u'indie pop', u'indie r&b', u'indie rock', u'indietronica', u'new rave', u'nintendocore', u'nu gaze', u'synthpop']",4,55,2008-03-18,119.982,0.884,2008
DIAD,6.4.2.3,6,4 ,2  ,3   ,Dimension-Reversing Dualities,NA,NA,NA,NA,NA,NA,NA,NA
fripSide,6.4.2.3,6,4 ,2  ,3   ,Only My Railgun,0.961,[u'otacore'],11,31,2014-03-05,152.033,0.47,2014
Lindsey Stirling,6.4.2.3,6,4 ,2  ,3   ,Heist,0.922,"[u'pop', u'pop rap']",2,79,2012-10-09,146.078,0.85,2012
nanobii,6.4.2.3,6,4 ,2  ,3   ,astral blast,0.803,[u'catstep'],10,33,2014-09-17,169.997,0.191,2014
Nintendo,6.4.2.3,6,4 ,2  ,3   ,Warioware DIY- Jimmy's Aerobics,NA,NA,NA,NA,NA,NA,NA,NA
Ramin Djawadi,6.4.2.3,6,4 ,2  ,3   ,Game Of Thrones Theme,0.322,"[u'channel pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",5,51,2016-05-23,161.528,0.324,2016
Renaud,6.4.2.3,6,4 ,2  ,3   ,Manhattan-Kaboul,0.618,"[u'chanson', u'francoton', u'french pop', u'french reggae', u'french rock']",0,23,2006-07-07,105.214,0.666,2006
Senpi,6.4.2.3,6,4 ,2  ,3   ,Awakening Wolf's Instinct,NA,NA,NA,NA,NA,NA,NA,NA
Serge Gainsbourg,6.4.2.3,6,4 ,2  ,3   ,Je t'aime - moi non plus,0.538,"[u'cabaret', u'chanson', u'french rock']",0,45,2011-02-28,82.655,0.516,2011
Ace Of Base,1.6.4.5,1,6 ,4  ,5   ,I Saw The Sign,0.744,[],7,37,2016-01-25,194.085,0.938,2016
Alicia Keys,1.6.4.5,1,6 ,4  ,5   ,Girl On Fire,0.706,"[u'hip pop', u'indie r&b', u'neo mellow', u'pop', u'pop christmas', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']",9,69,2012-09-04,92.494,0.138,2012
Alligatoah,1.6.4.5,1,6 ,4  ,5   ,Trauerfeier Lied,0.501,"[u'deep german hip hop', u'deep german pop rock', u'german hip hop']",4,53,2013-08-02,79.376,0.681,2013
Anamanaguchi,1.6.4.5,1,6 ,4  ,5   ,Akira,0.0146,"[u'ambient', u'compositional ambient', u'j-ambient']",0,56,2009-11-16,128.502,0.135,2009
Antonin Dvorak,1.6.4.5,1,6 ,4  ,5   ,Humoresque Op 101 No 7,0.167,"[u'classical', u'classical christmas', u'romantic']",6,30,1963,78.23,0.154,1963
Avril Lavigne,1.6.4.5,1,6 ,4  ,5   ,Complicated,0.624,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'teen pop', u'viral pop']",6,74,2016-06-10,124.012,0.407,2016
Bare Naked Ladies,1.6.4.5,1,6 ,4  ,5   ,Big Bang Theory Theme Song,0.472,[],0,1,2014-01-28,161.147,0.788,2014
