 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"924"   "32661"   "1918"   "$"   "6.375000"   "208"   "48.000000"   "0.375000"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"925"   "15634"   "1900"   "$"   "6.500000"   "2"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"926"   "12917"   "1900"   "$"   "5.710145"   "69"   "20.000000"   "0.500000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050000" 
"927"   "33460"   "1915"   "$$"   "5.930556"   "72"   "21.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"928"   "24351"   "1900"   "$$"   "6.294118"   "85"   "34.000000"   "0.205882"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"929"   "20714"   "1900"   "$$"   "5.914894"   "47"   "12.000000"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"930"   "32827"   "1917"   "$$"   "6.084577"   "201"   "33.000000"   "0.939394"   "0.030303"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.060606" 
"931"   "32704"   "1917"   "$"   "6.165138"   "109"   "12.000000"   "0.333333"   "0.833333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"932"   "32824"   "1917"   "$"   "5.771654"   "127"   "38.000000"   "0.236842"   "0.052632"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"933"   "14544"   "1900"   "$$"   "6.692308"   "39"   "14.000000"   "0.142857"   "0.071429"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"934"   "35345"   "1913"   "$"   "6.122449"   "196"   "42.000000"   "0.595238"   "0.000000"   "0.000000"   "0.071429"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"935"   "32822"   "1917"   "$"   "5.807692"   "26"   "7.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"936"   "32709"   "1917"   "$"   "5.933333"   "60"   "16.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.125000" 
"937"   "32855"   "1917"   "$$"   "6.276562"   "640"   "176.000000"   "0.482955"   "0.073864"   "0.000000"   "0.005682"   "0.011364"   "0.000000"   "0.000000"   "0.000000"   "0.153409" 
"938"   "32854"   "1917"   "$"   "6.000000"   "68"   "23.000000"   "0.086957"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"939"   "32853"   "1917"   "$$"   "5.979381"   "194"   "77.000000"   "0.233766"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.064935" 
"940"   "32851"   "1917"   "$$"   "6.084211"   "190"   "50.000000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020000" 
"941"   "32850"   "1917"   "$$"   "6.280374"   "107"   "27.000000"   "0.370370"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"942"   "35498"   "1913"   "$"   "5.863942"   "1933"   "272.000000"   "0.897059"   "0.268382"   "0.000000"   "0.051471"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.139706" 
"943"   "35499"   "1913"   "$$"   "6.296651"   "418"   "118.000000"   "0.483051"   "0.067797"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.093220" 
"944"   "35496"   "1913"   "$"   "6.141401"   "785"   "219.000000"   "0.420091"   "0.004566"   "0.000000"   "0.036530"   "0.000000"   "0.000000"   "0.004566"   "0.000000"   "0.068493" 
"945"   "35497"   "1913"   "$$"   "5.951220"   "82"   "26.000000"   "0.192308"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"946"   "35494"   "1913"   "$$"   "6.662722"   "169"   "61.000000"   "0.180328"   "0.032787"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.081967" 
"947"   "35495"   "1913"   "$"   "6.066667"   "285"   "56.000000"   "0.607143"   "0.017857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.125000" 
"948"   "23824"   "1898"   "$"   "6.252078"   "361"   "142.000000"   "0.253521"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.007042"   "0.000000"   "0.049296" 
"949"   "22199"   "1900"   "$$"   "5.984127"   "63"   "19.000000"   "0.157895"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"950"   "22195"   "1907"   "$"   "5.844470"   "868"   "300.000000"   "0.300000"   "0.006667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.013333"   "0.000000"   "0.050000" 
"951"   "22191"   "1900"   "$"   "5.755261"   "1283"   "401.000000"   "0.321696"   "0.004988"   "0.000000"   "0.034913"   "0.000000"   "0.000000"   "0.009975"   "0.000000"   "0.077307" 
"952"   "25178"   "1907"   "$"   "6.156627"   "83"   "39.000000"   "0.205128"   "0.000000"   "0.000000"   "0.025641"   "0.000000"   "0.000000"   "0.025641"   "0.000000"   "0.000000" 
"953"   "25170"   "1906"   "$"   "7.000000"   "3"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"954"   "25171"   "1900"   "$$"   "6.183400"   "747"   "278.000000"   "0.165468"   "0.003597"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.003597"   "0.000000"   "0.043165" 
"955"   "25173"   "1893"   "$$"   "6.301299"   "385"   "152.000000"   "0.230263"   "0.006579"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.046053" 
"956"   "32888"   "1917"   "$$"   "6.134259"   "216"   "49.000000"   "0.163265"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"957"   "12534"   "1900"   "$$"   "5.200000"   "5"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"958"   "35183"   "1913"   "$"   "5.934211"   "456"   "148.000000"   "0.290541"   "0.000000"   "0.000000"   "0.006757"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.081081" 
"959"   "32905"   "1917"   "$$"   "6.458333"   "48"   "12.000000"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"960"   "12969"   "1900"   "$"   "6.107784"   "167"   "78.000000"   "0.179487"   "0.012821"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.012821" 
"961"   "21218"   "1907"   "$$"   "6.400000"   "575"   "228.000000"   "0.307018"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.065789" 
"962"   "12964"   "1900"   "$"   "6.144385"   "187"   "49.000000"   "0.163265"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020408" 
"963"   "21213"   "1900"   "$$"   "6.092308"   "715"   "209.000000"   "0.277512"   "0.009569"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.033493" 
"964"   "32431"   "1918"   "$$"   "6.433333"   "150"   "33.000000"   "0.606061"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.303030" 
"965"   "32433"   "1918"   "$$"   "6.575758"   "66"   "17.000000"   "0.352941"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"966"   "32722"   "1917"   "$"   "5.636364"   "11"   "5.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"967"   "32885"   "1917"   "$"   "6.289308"   "477"   "173.000000"   "0.236994"   "0.005780"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.028902" 
"968"   "32886"   "1917"   "$$"   "6.030534"   "131"   "32.000000"   "0.062500"   "0.031250"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"969"   "33882"   "1914"   "$"   "6.003643"   "1647"   "341.000000"   "0.645161"   "0.087977"   "0.000000"   "0.026393"   "0.000000"   "0.000000"   "0.002933"   "0.000000"   "0.090909" 
"970"   "32887"   "1917"   "$$"   "6.415254"   "118"   "29.000000"   "0.241379"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.034483"   "0.000000"   "0.034483" 
"971"   "13232"   "1900"   "$$"   "6.000000"   "203"   "61.000000"   "0.409836"   "0.000000"   "0.000000"   "0.032787"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.065574" 
"972"   "13233"   "1900"   "$$"   "6.067891"   "1252"   "415.000000"   "0.298795"   "0.004819"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.007229"   "0.000000"   "0.038554" 
"973"   "13231"   "1900"   "$"   "6.477876"   "113"   "46.000000"   "0.456522"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.130435" 
"974"   "14225"   "1901"   "$$"   "5.642857"   "42"   "9.000000"   "0.222222"   "0.888889"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"975"   "14227"   "1901"   "$"   "6.166667"   "42"   "12.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"976"   "14959"   "1900"   "$"   "6.861111"   "36"   "19.000000"   "0.105263"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"977"   "32899"   "1917"   "$"   "5.727273"   "88"   "24.000000"   "0.583333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"978"   "32880"   "1917"   "$$"   "6.619048"   "210"   "62.000000"   "0.258065"   "0.016129"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.016129" 
"979"   "32903"   "1917"   "$$"   "6.475410"   "61"   "15.000000"   "0.400000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.066667" 
"980"   "33960"   "1914"   "$"   "5.083333"   "12"   "3.000000"   "0.666667"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"981"   "20032"   "1900"   "$$"   "5.750000"   "48"   "11.000000"   "0.818182"   "0.000000"   "0.000000"   "0.000000"   "0.090909"   "0.000000"   "0.000000"   "0.000000"   "0.272727" 
"982"   "20030"   "1900"   "$"   "5.818182"   "33"   "8.000000"   "1.250000"   "0.000000"   "0.000000"   "0.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.250000" 
"983"   "20036"   "1900"   "$"   "6.338983"   "59"   "15.000000"   "0.800000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.066667" 
"984"   "20034"   "1900"   "$"   "5.666667"   "3"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "1.000000"   "0.000000"   "0.000000" 
"985"   "32902"   "1917"   "$$"   "6.179104"   "67"   "18.000000"   "0.444444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"986"   "34224"   "1914"   "$$"   "5.946115"   "798"   "237.000000"   "0.430380"   "0.037975"   "0.000000"   "0.004219"   "0.000000"   "0.000000"   "0.021097"   "0.004219"   "0.075949" 
"987"   "32788"   "1917"   "$"   "6.104167"   "336"   "91.000000"   "0.362637"   "0.032967"   "0.000000"   "0.065934"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.109890" 
"988"   "32883"   "1917"   "$"   "5.719780"   "182"   "49.000000"   "0.183673"   "0.061224"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"989"   "32748"   "1917"   "$"   "5.725806"   "62"   "13.000000"   "0.153846"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"990"   "15573"   "1901"   "$"   "5.695522"   "670"   "155.000000"   "0.393548"   "0.045161"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025806" 
"991"   "15574"   "1901"   "$"   "5.749139"   "1451"   "307.000000"   "0.719870"   "0.185668"   "0.000000"   "0.065147"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.280130" 
"992"   "15579"   "1901"   "$$"   "6.117949"   "585"   "215.000000"   "0.260465"   "0.004651"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.018605" 
"993"   "15578"   "1901"   "$$"   "6.129747"   "632"   "220.000000"   "0.245455"   "0.004545"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.059091" 
"994"   "34662"   "1912"   "$"   "6.096774"   "124"   "35.000000"   "0.228571"   "0.057143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"995"   "34661"   "1912"   "$$"   "6.389474"   "95"   "27.000000"   "0.000000"   "0.037037"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"996"   "34664"   "1912"   "$$"   "6.168831"   "77"   "25.000000"   "0.120000"   "0.080000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.080000" 
"997"   "32747"   "1917"   "$"   "6.232472"   "271"   "103.000000"   "0.359223"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058252" 
"998"   "32746"   "1917"   "$"   "6.075758"   "66"   "14.000000"   "0.500000"   "0.000000"   "0.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.285714" 
"999"   "33087"   "1917"   "$$"   "6.136364"   "110"   "28.000000"   "0.392857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035714"   "0.214286" 
"1000"   "33086"   "1917"   "$"   "6.146018"   "226"   "71.000000"   "0.408451"   "0.000000"   "0.000000"   "0.056338"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.084507" 
"1001"   "33085"   "1917"   "$$"   "6.028846"   "104"   "23.000000"   "0.304348"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1002"   "32647"   "1918"   "$$"   "6.294872"   "78"   "19.000000"   "0.473684"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.105263" 
"1003"   "15394"   "1900"   "$"   "5.982659"   "346"   "127.000000"   "0.346457"   "0.015748"   "0.000000"   "0.007874"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.094488" 
"1004"   "14859"   "1900"   "$$"   "6.172222"   "180"   "65.000000"   "0.169231"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1005"   "24654"   "1901"   "$$"   "5.887574"   "845"   "287.000000"   "0.362369"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010453"   "0.000000"   "0.073171" 
"1006"   "22761"   "1896"   "$$"   "11.500000"   "4"   "3.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1007"   "14858"   "1900"   "$$"   "5.952891"   "467"   "148.000000"   "0.432432"   "0.040541"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.087838" 
"1008"   "22768"   "1906"   "$$"   "6.382979"   "188"   "56.000000"   "0.107143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1009"   "33730"   "1914"   "$"   "5.790738"   "583"   "105.000000"   "0.761905"   "0.047619"   "0.000000"   "0.019048"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.114286" 
"1010"   "18550"   "1900"   "$"   "6.228346"   "127"   "44.000000"   "0.295455"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.068182" 
"1011"   "32644"   "1918"   "$"   "6.453125"   "192"   "51.000000"   "0.254902"   "0.039216"   "0.000000"   "0.039216"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.039216" 
"1012"   "32743"   "1917"   "$$"   "6.021739"   "92"   "23.000000"   "0.695652"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.304348" 
"1013"   "33732"   "1914"   "$"   "6.030030"   "666"   "249.000000"   "0.321285"   "0.004016"   "0.000000"   "0.004016"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.072289" 
"1014"   "32628"   "1918"   "$$"   "6.066667"   "30"   "6.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"1015"   "32629"   "1918"   "$"   "6.989899"   "99"   "25.000000"   "0.560000"   "0.120000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.080000" 
"1016"   "16179"   "1901"   "$"   "5.956522"   "115"   "41.000000"   "0.195122"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.024390" 
"1017"   "33125"   "1917"   "$"   "5.931507"   "146"   "32.000000"   "0.656250"   "0.062500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.312500" 
"1018"   "32642"   "1918"   "$$"   "5.811437"   "647"   "138.000000"   "0.384058"   "0.014493"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050725" 
"1019"   "32741"   "1917"   "$"   "5.571429"   "35"   "9.000000"   "0.222222"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1020"   "13425"   "1900"   "$$"   "5.738889"   "180"   "51.000000"   "0.333333"   "0.176471"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"1021"   "33887"   "1914"   "$"   "5.932836"   "134"   "22.000000"   "1.000000"   "0.181818"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.136364" 
"1022"   "16896"   "1900"   "$$"   "6.227129"   "317"   "83.000000"   "0.204819"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.012048"   "0.000000"   "0.024096" 
"1023"   "32168"   "1916"   "$"   "6.206897"   "29"   "14.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1024"   "34594"   "1912"   "$$"   "6.460526"   "76"   "24.000000"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1025"   "32442"   "1918"   "$"   "6.511628"   "129"   "44.000000"   "0.136364"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.068182" 
"1026"   "35318"   "1913"   "$$"   "6.312500"   "16"   "4.000000"   "0.750000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.250000" 
"1027"   "20952"   "1900"   "$$"   "5.863636"   "88"   "17.000000"   "1.117647"   "0.000000"   "0.000000"   "0.000000"   "0.117647"   "0.000000"   "0.000000"   "0.000000"   "0.235294" 
"1028"   "24163"   "1906"   "$"   "6.422713"   "317"   "142.000000"   "0.239437"   "0.000000"   "0.000000"   "0.000000"   "0.014085"   "0.000000"   "0.000000"   "0.000000"   "0.021127" 
"1029"   "21686"   "1906"   "$$"   "5.855932"   "118"   "35.000000"   "0.314286"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.028571" 
"1030"   "33179"   "1917"   "$"   "5.871345"   "342"   "88.000000"   "0.420455"   "0.068182"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.068182" 
