"name"   "category"   "city"   "restdollars"   "numitems"   "origin"   "traditional"   "generous"   "participle"   "useless"   "delicious"   "choice"   "adj"   "sensoryadj"   "length"   "wordlen"
 "2495"   "Li Ho Food"   "chinese"   "washington"   "1.0"   "166"   "0.0000"   "0.0000"   "0.0000"   "0.1325"   "0.0060"   "0.0000"   "0.0000"   "0.5723"   "0.1747"   "4.9277"   "5.7842"
 "2496"   "Cilantro"   "mexican"   "nyc"   "2.0"   "35"   "0.0286"   "0.0000"   "0.0000"   "0.7143"   "0.0000"   "0.0000"   "0.0000"   "1.6286"   "0.2857"   "8.7429"   "6.8906"
 "2497"   "DC Noodles"   "thai"   "washington"   "2.0"   "53"   "0.0000"   "0.0000"   "0.0000"   "0.0943"   "0.0000"   "0.0000"   "0.0000"   "0.6038"   "0.2075"   "5.1698"   "5.9454"
 "2498"   "La Esquina Taqueria"   "mexican"   "nyc"   "2.0"   "39"   "0.0256"   "0.0000"   "0.0000"   "0.2821"   "0.0000"   "0.0000"   "0.1026"   "0.6923"   "0.0256"   "8.2051"   "6.7964"
 "2499"   "Hot & Crusty"   "coffee & tea"   "nyc"   "1.0"   "122"   "0.0164"   "0.0246"   "0.0082"   "0.5738"   "0.0000"   "0.0000"   "0.3115"   "1.5738"   "0.3197"   "8.6148"   "6.4793"
 "2500"   "Langostini"   "italian"   "philadelphia"   "2.0"   "28"   "0.0000"   "0.0357"   "0.0000"   "0.1786"   "0.0000"   "0.0357"   "0.1429"   "1.5357"   "0.5714"   "13.7500"   "6.5582"
 "2501"   "Pershing Square"   "american (traditional)"   "nyc"   "2.0"   "30"   "0.0333"   "0.0000"   "0.0000"   "0.3333"   "0.0000"   "0.0000"   "0.0000"   "1.0667"   "0.1333"   "6.6000"   "6.4276"
 "2502"   "Cafe Promenade"   "american (new)"   "washington"   "3.0"   "27"   "0.4444"   "0.0000"   "0.0000"   "0.7778"   "0.0000"   "0.0000"   "0.0000"   "1.8519"   "0.2593"   "10.7778"   "6.8286"
 "2503"   "Yuet Lee"   "chinese"   "sf"   "2.0"   "204"   "0.0000"   "0.0000"   "0.0000"   "0.2598"   "0.0000"   "0.0000"   "0.0000"   "0.8284"   "0.1275"   "5.0343"   "5.8910"
 "2504"   "L Annam"   "otherasian"   "nyc"   "2.0"   "177"   "0.0000"   "0.0395"   "0.0113"   "0.5141"   "0.0000"   "0.0000"   "0.1808"   "1.0226"   "0.1695"   "7.4011"   "6.1814"
 "2505"   "Juniper at the Fairmont Washington DC"   "other"   "washington"   "3.0"   "61"   "0.1148"   "0.0328"   "0.0000"   "0.6393"   "0.0000"   "0.0328"   "0.1475"   "1.5246"   "0.1803"   "9.0492"   "6.5571"
 "2506"   "Crumbs Bakeshop"   "bakeries"   "nyc"   "2.0"   "138"   "0.0072"   "0.0072"   "0.0000"   "0.0435"   "0.0000"   "0.0145"   "0.0507"   "0.4493"   "0.0145"   "4.0580"   "6.5366"
 "2507"   "Original Bemo's"   "fast food"   "chicago"   "1.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.0690"   "0.0690"   "0.0000"   "0.0345"   "0.4828"   "0.2414"   "4.2759"   "6.7634"
 "2508"   "Cafe Lo Cubano"   "coffee & tea"   "sf"   "1.0"   "19"   "0.1053"   "0.1053"   "0.0526"   "0.3684"   "0.0526"   "0.1053"   "0.2632"   "1.3158"   "0.1579"   "12.5263"   "6.5511"
 "2509"   "Terramia Ristorante"   "italian"   "boston"   "3.0"   "23"   "0.2174"   "0.1304"   "0.0000"   "0.5217"   "0.0000"   "0.0000"   "0.0000"   "1.7826"   "0.6522"   "14.2174"   "6.8945"
 "2510"   "Cosi"   "sandwiches"   "nyc"   "1.0"   "64"   "0.1562"   "0.0000"   "0.0156"   "0.8906"   "0.0000"   "0.0000"   "0.2812"   "1.8906"   "0.3906"   "16.2969"   "6.6542"
 "2511"   "Lucien Restaurant & Bar"   "french"   "nyc"   "3.0"   "31"   "0.0323"   "0.0968"   "0.0000"   "0.4194"   "0.0000"   "0.0000"   "0.0323"   "0.9677"   "0.0645"   "11.1613"   "6.5303"
 "2512"   "Pasquallys Pasta and Pizza"   "pizza"   "philadelphia"   "1.0"   "318"   "0.0000"   "0.0000"   "0.0063"   "0.0503"   "0.0000"   "0.0000"   "0.0063"   "0.7736"   "0.0346"   "4.8742"   "6.4014"
 "2513"   "Koyzina Grill"   "greek"   "nyc"   "2.0"   "43"   "0.0000"   "0.0465"   "0.0000"   "0.5814"   "0.0000"   "0.0000"   "0.0233"   "1.1860"   "0.1395"   "8.3256"   "6.2289"
 "2514"   "Siam Lotus"   "thai"   "sf"   "2.0"   "74"   "0.0676"   "0.0000"   "0.0000"   "0.5135"   "0.0405"   "0.0270"   "0.5405"   "2.3514"   "0.9189"   "18.2703"   "5.9830"
 "2515"   "Pinnacle"   "italian"   "nyc"   "1.0"   "229"   "0.0000"   "0.0000"   "0.0044"   "0.2096"   "0.0175"   "0.0044"   "0.0524"   "0.8472"   "0.1354"   "6.3406"   "6.1211"
 "2516"   "City Diner"   "diners"   "nyc"   "2.0"   "207"   "0.0145"   "0.0145"   "0.0097"   "0.3623"   "0.0242"   "0.0097"   "0.0918"   "1.4396"   "0.2754"   "9.5072"   "6.3837"
 "2517"   "Peri Ela"   "middle eastern"   "nyc"   "3.0"   "41"   "0.0000"   "0.0000"   "0.0000"   "0.6585"   "0.0000"   "0.0000"   "0.0000"   "1.1707"   "0.2439"   "10.6098"   "6.3976"
 "2518"   "Big 4 Restaurant"   "american (new)"   "sf"   "4.0"   "7"   "0.0000"   "0.0000"   "0.0000"   "0.1429"   "0.0000"   "0.0000"   "0.0000"   "1.1429"   "0.2857"   "10.4286"   "6.4797"
 "2519"   "New Golden Palace"   "chinese"   "philadelphia"   "1.0"   "143"   "0.0000"   "0.0000"   "0.0000"   "0.1329"   "0.0000"   "0.0000"   "0.0210"   "0.5315"   "0.1119"   "4.0769"   "5.7318"
 "2520"   "Vinny Vincenz"   "pizza"   "nyc"   "1.0"   "84"   "0.0357"   "0.0000"   "0.0000"   "0.2738"   "0.0000"   "0.0000"   "0.0119"   "0.7500"   "0.2619"   "6.1667"   "6.7834"
 "2521"   "Typhoon Asian Bistro"   "sushi bars"   "boston"   "2.0"   "278"   "0.0000"   "0.0216"   "0.0072"   "0.7302"   "0.0072"   "0.0000"   "0.3094"   "1.9245"   "0.5180"   "17.4676"   "6.0504"
 "2522"   "Palace Restaurant"   "american (traditional)"   "nyc"   "2.0"   "109"   "0.0000"   "0.0550"   "0.0000"   "0.3578"   "0.0000"   "0.0000"   "0.0734"   "1.3853"   "0.3119"   "9.2477"   "6.5789"
 "2523"   "Nice Matin Bar Restaurant Cafe"   "french"   "nyc"   "2.0"   "64"   "0.0312"   "0.0156"   "0.0000"   "0.3125"   "0.0156"   "0.0000"   "0.0000"   "0.9688"   "0.1406"   "9.6875"   "6.7740"
 "2524"   "Casablanca Cafe"   "mediterranean"   "sf"   "2.0"   "86"   "0.0000"   "0.0116"   "0.0000"   "0.4884"   "0.0116"   "0.0000"   "0.1279"   "1.0349"   "0.0581"   "10.4070"   "6.6182"
 "2525"   "Chatham Restaurant "   "chinese"   "nyc"   "1.0"   "250"   "0.0000"   "0.0080"   "0.0000"   "0.2040"   "0.0000"   "0.0000"   "0.0000"   "0.5880"   "0.1400"   "4.8280"   "5.6490"
 "2526"   "Saray Restaurant"   "middle eastern"   "boston"   "2.0"   "58"   "0.0000"   "0.0172"   "0.0000"   "0.9138"   "0.0517"   "0.0000"   "0.0517"   "1.9310"   "0.3448"   "15.7931"   "6.2601"
 "2527"   "Tin Wong Restaurant"   "chinese"   "sf"   "1.0"   "94"   "0.0000"   "0.0000"   "0.0000"   "0.2021"   "0.0000"   "0.0000"   "0.0851"   "0.4468"   "0.1489"   "4.5000"   "5.6380"
 "2528"   "Big Nicks"   "pizza"   "nyc"   "2.0"   "390"   "0.0026"   "0.0308"   "0.0308"   "0.1769"   "0.0231"   "0.0462"   "0.0385"   "1.0308"   "0.2077"   "8.0077"   "6.4201"
 "2529"   "Biddy Early's"   "bars"   "nyc"   "1.0"   "83"   "0.0000"   "0.1566"   "0.0241"   "0.4578"   "0.0120"   "0.0120"   "0.0964"   "1.1446"   "0.2771"   "10.2892"   "6.3364"
 "2530"   "El Pollo Loco"   "fast food"   "la"   "1.0"   "14"   "0.0000"   "0.0000"   "0.0000"   "0.2857"   "0.0000"   "0.0000"   "0.1429"   "1.5000"   "0.7857"   "10.7857"   "6.3774"
 "2531"   "Randi's Restaurant And Bar"   "italian"   "philadelphia"   "2.0"   "101"   "0.0000"   "0.0198"   "0.0000"   "0.2277"   "0.0099"   "0.0000"   "0.1782"   "0.8218"   "0.2772"   "8.1089"   "6.1515"
 "2532"   "Krik Krak Restaurant"   "latin american"   "nyc"   "2.0"   "49"   "0.0000"   "0.1020"   "0.0000"   "0.2857"   "0.0000"   "0.0000"   "0.0612"   "0.7755"   "0.1429"   "8.9388"   "5.9537"
 "2533"   "Chick's Bar & Grill"   "bars"   "philadelphia"   "2.0"   "99"   "0.0303"   "0.0000"   "0.0000"   "0.1717"   "0.0000"   "0.0000"   "0.0000"   "0.2929"   "0.0202"   "3.8485"   "5.9987"
 "2534"   "Victorias Pizza"   "pizza"   "philadelphia"   "2.0"   "185"   "0.0000"   "0.0270"   "0.0054"   "0.1784"   "0.0108"   "0.0000"   "0.0649"   "0.7081"   "0.1189"   "4.4270"   "6.3827"
 "2535"   "Friday Saturday Sunday"   "american (traditional)"   "philadelphia"   "3.0"   "30"   "0.0667"   "0.0000"   "0.0000"   "0.5000"   "0.0000"   "0.0000"   "0.1000"   "1.5667"   "0.4333"   "11.4667"   "6.5322"
 "2536"   "Fresh Tortilla Express"   "mexican"   "nyc"   "1.0"   "182"   "0.0000"   "0.0055"   "0.0110"   "0.2747"   "0.0055"   "0.0000"   "0.0714"   "0.7802"   "0.1484"   "5.3077"   "6.3058"
 "2537"   "Charlie Chiang's"   "chinese"   "washington"   "2.0"   "244"   "0.0000"   "0.0164"   "0.0000"   "0.4057"   "0.0164"   "0.0000"   "0.0779"   "1.7295"   "0.6148"   "9.0984"   "6.2803"
 "2538"   "Sucelt Coffee Shop"   "coffee & tea"   "nyc"   "1.0"   "26"   "0.0000"   "0.0000"   "0.0000"   "0.0385"   "0.0000"   "0.0000"   "0.0000"   "0.1538"   "0.0000"   "1.4615"   "6.1891"
 "2539"   "Boulettes Larder"   "american (new)"   "sf"   "2.0"   "113"   "0.0619"   "0.0000"   "0.0000"   "0.1593"   "0.0000"   "0.0088"   "0.0088"   "0.7965"   "0.0796"   "5.7168"   "5.7257"
 "2540"   "Fig & Olive"   "mediterranean"   "nyc"   "3.0"   "72"   "0.0139"   "0.0000"   "0.0000"   "0.4167"   "0.0000"   "0.0000"   "0.0000"   "0.9722"   "0.1806"   "10.4167"   "6.6079"
 "2541"   "Gazebo"   "chinese"   "sf"   "1.0"   "145"   "0.0000"   "0.0207"   "0.0000"   "0.2552"   "0.0207"   "0.0483"   "0.0621"   "2.2414"   "1.0000"   "14.8000"   "5.8789"
 "2542"   "Pizza Pronto"   "pizza"   "boston"   "1.0"   "167"   "0.0000"   "0.0000"   "0.0000"   "0.3353"   "0.0180"   "0.0000"   "0.0180"   "1.1377"   "0.1677"   "8.3114"   "6.4207"
 "2543"   "Bacci Pizzeria"   "pizza"   "chicago"   "1.0"   "87"   "0.0000"   "0.0115"   "0.0000"   "0.0115"   "0.0115"   "0.0000"   "0.0345"   "0.4828"   "0.1839"   "3.1954"   "5.9693"
 "2544"   "Johnnie's on the Side"   "american (new)"   "boston"   "2.0"   "15"   "0.0000"   "0.0000"   "0.0000"   "0.6000"   "0.0000"   "0.0000"   "0.0000"   "1.4667"   "0.2667"   "9.2667"   "6.9522"
 "2545"   "Pio Pio"   "latin american"   "nyc"   "2.0"   "30"   "0.0000"   "0.2000"   "0.0000"   "0.5333"   "0.0667"   "0.0000"   "0.0333"   "2.2333"   "0.5000"   "15.8000"   "6.2898"
 "2546"   "Dragon Court"   "chinese"   "chicago"   "2.0"   "125"   "0.0240"   "0.0000"   "0.0000"   "0.1760"   "0.0000"   "0.0000"   "0.0800"   "0.7520"   "0.1600"   "5.0560"   "5.7241"
 "2547"   "Metro Grill"   "american (new)"   "nyc"   "2.0"   "40"   "0.0500"   "0.0000"   "0.0250"   "0.6250"   "0.0000"   "0.0000"   "0.1500"   "1.5000"   "0.3000"   "13.9250"   "6.4047"
 "2548"   "Greek Lady"   "american (traditional)"   "philadelphia"   "1.0"   "250"   "0.0000"   "0.0240"   "0.0000"   "0.3720"   "0.0040"   "0.0000"   "0.0360"   "0.8560"   "0.0520"   "5.3560"   "6.2422"
 "2549"   "Popeyes Chicken & Biscuits"   "fast food"   "chicago"   "2.0"   "39"   "0.0000"   "0.0000"   "0.0000"   "0.1026"   "0.0000"   "0.0000"   "0.0769"   "0.6667"   "0.0256"   "4.5641"   "5.8352"
 "2550"   "Dukes"   "american (traditional)"   "nyc"   "2.0"   "81"   "0.0123"   "0.0988"   "0.0247"   "0.4815"   "0.0494"   "0.0123"   "0.1358"   "1.4815"   "0.3457"   "9.2222"   "6.1443"
 "2551"   "Club Cafe"   "bars"   "boston"   "2.0"   "28"   "0.0714"   "0.0000"   "0.0000"   "0.4643"   "0.0000"   "0.0000"   "0.0714"   "1.2143"   "0.2143"   "9.5000"   "6.4007"
 "2552"   "Henry's"   "american (new)"   "nyc"   "3.0"   "38"   "0.0263"   "0.0000"   "0.0000"   "0.6842"   "0.0000"   "0.0000"   "0.0000"   "1.2895"   "0.1842"   "7.7368"   "6.7689"
 "2553"   "Siroc Restaurant"   "italian"   "washington"   "3.0"   "31"   "0.1290"   "0.0000"   "0.0000"   "0.7742"   "0.0000"   "0.0000"   "0.0000"   "1.8387"   "0.3871"   "15.9032"   "6.4904"
 "2554"   "Amici's East Coast Pizzeria"   "pizza"   "sf"   "2.0"   "56"   "0.0536"   "0.0000"   "0.0000"   "0.2679"   "0.0536"   "0.0000"   "0.8393"   "1.3036"   "0.0536"   "10.3393"   "6.5585"
 "2555"   "Cosi"   "sandwiches"   "nyc"   "1.0"   "64"   "0.1562"   "0.0000"   "0.0156"   "0.8906"   "0.0000"   "0.0000"   "0.2812"   "1.8906"   "0.3906"   "16.2969"   "6.6542"
 "2556"   "Costa Del Sol"   "latin american"   "sf"   "2.0"   "57"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "2.7193"   "6.7184"
 "2557"   "Fuleen Seafood Restaurant "   "chinese"   "nyc"   "2.0"   "171"   "0.0117"   "0.0000"   "0.0000"   "0.4269"   "0.0000"   "0.0000"   "0.0643"   "1.0936"   "0.2164"   "6.0351"   "5.8459"
 "2558"   "Cookin' Cafe & Grill"   "diners"   "boston"   "1.0"   "286"   "0.0000"   "0.0280"   "0.0000"   "0.1434"   "0.0140"   "0.0000"   "0.0979"   "0.9965"   "0.0594"   "5.7622"   "6.2093"
 "2559"   "Johnny's Snack Shop"   "diners"   "chicago"   "1.0"   "21"   "0.0000"   "0.0000"   "0.0000"   "0.0476"   "0.0000"   "0.0000"   "0.0000"   "0.4286"   "0.0952"   "2.7143"   "5.8897"
 "2560"   "Villa Romana Pizzeria Restaurant"   "pizza"   "sf"   "2.0"   "185"   "0.0000"   "0.0486"   "0.0000"   "0.0324"   "0.0054"   "0.0000"   "0.0324"   "1.0865"   "0.1027"   "9.3189"   "6.1704"
 "2561"   "Tia's Restaurant & Bar"   "seafood"   "boston"   "2.0"   "69"   "0.0000"   "0.0290"   "0.0000"   "0.4348"   "0.0000"   "0.0000"   "0.0870"   "1.2029"   "0.2319"   "7.8116"   "6.3721"
 "2562"   "Moran's Chelsea"   "american (new)"   "nyc"   "3.0"   "43"   "0.0000"   "0.0000"   "0.0000"   "0.4419"   "0.0000"   "0.0000"   "0.0000"   "1.0465"   "0.1628"   "8.6977"   "6.2569"
 "2563"   "Olieng"   "thai"   "nyc"   "2.0"   "201"   "0.0000"   "0.0000"   "0.0000"   "0.4428"   "0.1393"   "0.0000"   "0.4080"   "1.8259"   "0.2786"   "14.4478"   "6.0328"
 "2564"   "Manivanh"   "thai"   "sf"   "2.0"   "46"   "0.0000"   "0.0000"   "0.0000"   "0.4783"   "0.0217"   "0.0000"   "0.0000"   "1.1957"   "0.2174"   "13.6522"   "5.5383"
 "2565"   "Cocola Bakery & Pastry"   "coffee & tea"   "sf"   "2.0"   "83"   "0.0000"   "0.0000"   "0.0000"   "0.1084"   "0.0000"   "0.0000"   "0.0000"   "0.3012"   "0.0361"   "3.2410"   "6.2381"
 "2566"   "Quantum Leap"   "vegetarian"   "nyc"   "2.0"   "80"   "0.0000"   "0.0000"   "0.0375"   "0.1625"   "0.0125"   "0.0000"   "0.0000"   "0.4625"   "0.0125"   "3.4250"   "6.2798"
 "2567"   "Best of Mediterranean"   "mediterranean"   "la"   "1.0"   "107"   "0.0000"   "0.0093"   "0.0000"   "0.6262"   "0.0561"   "0.0000"   "0.0467"   "1.2243"   "0.0935"   "9.1121"   "6.6399"
 "2568"   "Baobab"   "chinese"   "nyc"   "2.0"   "13"   "0.0000"   "0.0769"   "0.0000"   "0.3846"   "0.0000"   "0.2308"   "0.3077"   "2.3077"   "0.6154"   "15.3077"   "6.2602"
 "2569"   "Corner Bakery"   "other"   "washington"   "1.0"   "36"   "0.0278"   "0.0833"   "0.0833"   "0.8333"   "0.0833"   "0.0556"   "0.2222"   "2.1667"   "0.6111"   "15.0833"   "6.0791"
 "2570"   "Hunan Delight and Matsuya Sushi"   "chinese"   "nyc"   "2.0"   "160"   "0.0000"   "0.0125"   "0.0000"   "0.2812"   "0.0000"   "0.0000"   "0.1187"   "0.9688"   "0.2000"   "5.9437"   "6.0124"
 "2571"   "Davide Ristorante"   "italian"   "boston"   "3.0"   "25"   "0.0800"   "0.0000"   "0.0000"   "0.5200"   "0.0000"   "0.0000"   "0.1200"   "1.0000"   "0.1200"   "14.6400"   "6.3087"
 "2572"   "Rite Spot Cafe"   "fast food"   "sf"   "2.0"   "40"   "0.0000"   "0.0000"   "0.0000"   "0.3000"   "0.0000"   "0.0000"   "0.2750"   "0.7000"   "0.1500"   "6.7250"   "6.6494"
 "2573"   "Mizu Sushi Bar"   "sushi bars"   "philadelphia"   "2.0"   "146"   "0.0000"   "0.0000"   "0.0000"   "0.0479"   "0.0000"   "0.0000"   "0.0205"   "0.3356"   "0.1233"   "5.2945"   "5.8723"
 "2574"   "Figs"   "pizza"   "boston"   "2.0"   "30"   "0.0000"   "0.0667"   "0.0000"   "0.2333"   "0.0000"   "0.0000"   "0.0000"   "0.9333"   "0.2000"   "8.7333"   "6.9000"
 "2575"   "Tamari Japanese Restaurant"   "sushi bars"   "nyc"   "2.0"   "99"   "0.0000"   "0.0000"   "0.0101"   "0.2020"   "0.0101"   "0.0000"   "0.0303"   "0.7071"   "0.1818"   "8.1515"   "6.1045"
 "2576"   "Ocean Taqueria #2"   "mexican"   "sf"   "1.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.1333"   "0.0000"   "0.0000"   "0.1667"   "1.6000"   "0.5333"   "10.2333"   "6.2676"
 "2577"   "Paradigm - International"   "italian"   "philadelphia"   "2.0"   "39"   "0.0513"   "0.4615"   "0.0000"   "0.7692"   "0.0256"   "0.0000"   "0.0256"   "2.4872"   "1.1538"   "18.0513"   "6.4066"
 "2578"   "Blowfish Sushi to Die For"   "sushi bars"   "sf"   "3.0"   "71"   "0.0141"   "0.0000"   "0.0000"   "0.2254"   "0.0141"   "0.0000"   "0.0000"   "0.8169"   "0.2113"   "6.8592"   "6.0489"
 "2579"   "Choga"   "sushi bars"   "nyc"   "2.0"   "117"   "0.0000"   "0.0171"   "0.0000"   "0.4957"   "0.0000"   "0.0000"   "0.1795"   "1.1026"   "0.3675"   "8.1026"   "6.1773"
 "2580"   "Cafe Bakery & Restaurant"   "chinese"   "sf"   "1.0"   "19"   "0.0000"   "0.0000"   "0.0000"   "0.5789"   "0.0000"   "0.0000"   "0.3684"   "1.1053"   "0.0526"   "6.5789"   "5.6791"
 "2581"   "Benvenuto Caffe"   "italian"   "nyc"   "2.0"   "176"   "0.0057"   "0.0341"   "0.0057"   "0.1193"   "0.0057"   "0.0000"   "0.0568"   "0.5682"   "0.1023"   "3.3977"   "6.2969"
 "2582"   "Tea & Sympathy"   "coffee & tea"   "nyc"   "2.0"   "46"   "0.0870"   "0.0217"   "0.0435"   "0.3478"   "0.0217"   "0.0217"   "0.2174"   "1.0435"   "0.1087"   "8.6522"   "6.1799"
 "2583"   "Gordon Biersch Brewery Restaurant"   "american (new)"   "washington"   "2.0"   "68"   "0.0000"   "0.0000"   "0.0000"   "0.3971"   "0.0000"   "0.0000"   "0.3971"   "1.1765"   "0.2647"   "13.1765"   "6.5117"
 "2584"   "Slow Club"   "american (new)"   "sf"   "2.0"   "14"   "0.0000"   "0.0000"   "0.0000"   "0.6429"   "0.0000"   "0.0000"   "0.1429"   "1.8571"   "0.2857"   "9.7857"   "6.4736"
 "2585"   "Chicago Brauhaus"   "american (traditional)"   "chicago"   "2.0"   "26"   "0.0385"   "0.0385"   "0.0385"   "0.4615"   "0.0769"   "0.0000"   "0.4231"   "1.4231"   "0.2692"   "13.9231"   "6.1418"
 "2586"   "Dean And Deluca - Rockefeller Center Cafe"   "sandwiches"   "nyc"   "2.0"   "103"   "0.0583"   "0.0194"   "0.0000"   "0.6408"   "0.0097"   "0.0000"   "0.0194"   "1.5922"   "0.2136"   "12.6019"   "6.3177"
 "2587"   "Flor De Mayo Restaurant"   "chinese"   "nyc"   "2.0"   "251"   "0.0120"   "0.0279"   "0.0000"   "0.1514"   "0.0000"   "0.0000"   "0.0120"   "0.7649"   "0.1713"   "5.9920"   "5.7526"
 "2588"   "Baja Fresh Mexican Grill"   "mexican"   "la"   "1.0"   "54"   "0.0000"   "0.1111"   "0.0370"   "0.7407"   "0.0185"   "0.0370"   "1.2037"   "2.5741"   "0.9444"   "19.9074"   "6.1614"
 "2589"   "Tpaktnpl"   "sushi bars"   "sf"   "2.0"   "42"   "0.0000"   "0.0000"   "0.0000"   "0.1905"   "0.0000"   "0.0000"   "0.0000"   "0.3810"   "0.0476"   "4.0952"   "6.6357"
 "2590"   "Teatro"   "italian"   "boston"   "3.0"   "60"   "0.0667"   "0.0000"   "0.0000"   "0.2167"   "0.0000"   "0.0000"   "0.0167"   "0.6833"   "0.1167"   "5.5500"   "7.0500"
 "2591"   "Capital Restaurant"   "chinese"   "sf"   "1.0"   "219"   "0.0000"   "0.0000"   "0.0000"   "0.1233"   "0.0000"   "0.0000"   "0.0000"   "0.6027"   "0.1553"   "4.8265"   "5.7992"
 "2592"   "Irving Pizza"   "pizza"   "sf"   "1.0"   "144"   "0.0000"   "0.0000"   "0.0000"   "0.1181"   "0.0000"   "0.0000"   "0.0486"   "1.5556"   "0.2708"   "8.8125"   "6.5843"
 "2593"   "Al Masri"   "middle eastern"   "sf"   "3.0"   "27"   "0.0741"   "0.0000"   "0.0000"   "0.8148"   "0.0000"   "0.0000"   "0.0000"   "2.6667"   "0.5926"   "16.5185"   "6.2584"
 "2594"   "Lucca"   "italian"   "boston"   "3.0"   "21"   "0.2381"   "0.0476"   "0.0000"   "1.1429"   "0.0000"   "0.0000"   "0.0952"   "2.9524"   "0.7619"   "20.5714"   "6.1946"
 "2595"   "Utopia Cafe"   "sandwiches"   "nyc"   "1.0"   "149"   "0.0000"   "0.0134"   "0.0134"   "0.2886"   "0.0000"   "0.0000"   "0.1678"   "0.8993"   "0.0805"   "7.0604"   "6.3141"
 "2596"   "Butterfield 8 Restaurant & Lounge"   "american (traditional)"   "nyc"   "2.0"   "54"   "0.0370"   "0.0741"   "0.0185"   "0.7407"   "0.0000"   "0.0185"   "0.1667"   "2.0370"   "0.5185"   "15.9630"   "6.4882"
 "2597"   "Artopolis Bakery, Cafe & Agora"   "bakeries"   "chicago"   "2.0"   "94"   "0.0213"   "0.0638"   "0.0106"   "0.5106"   "0.0106"   "0.0213"   "0.0213"   "1.2447"   "0.2660"   "9.6277"   "6.7872"
 "2598"   "Elephant & Castle"   "bars"   "sf"   "2.0"   "42"   "0.0000"   "0.1429"   "0.0714"   "0.7381"   "0.0000"   "0.0476"   "0.0476"   "2.6667"   "0.9762"   "19.1905"   "6.3021"
 "2599"   "Slanted Door"   "otherasian"   "sf"   "3.0"   "67"   "0.3134"   "0.0000"   "0.0000"   "0.5672"   "0.0000"   "0.0000"   "0.0299"   "1.7313"   "0.3433"   "10.9254"   "6.3887"
 "2600"   "Al-Baraka Mediterranean Cuisine"   "mediterranean"   "nyc"   "2.0"   "55"   "0.0182"   "0.0000"   "0.0000"   "0.5455"   "0.1455"   "0.0000"   "0.1455"   "1.1636"   "0.2364"   "10.1455"   "6.0542"
 "2601"   "Abitino's Pizzeria - 2nd Ave"   "pizza"   "nyc"   "3.0"   "113"   "0.0000"   "0.1416"   "0.0000"   "0.1770"   "0.0177"   "0.0088"   "0.0265"   "1.0796"   "0.4513"   "9.5752"   "6.6428"
 "2602"   "Kisso Sushi Bar"   "sushi bars"   "philadelphia"   "2.0"   "106"   "0.0000"   "0.0000"   "0.0000"   "0.1604"   "0.0283"   "0.0000"   "0.0189"   "0.9340"   "0.3679"   "6.9340"   "5.8950"
 "2603"   "Josie's Kitchen"   "american (new)"   "nyc"   "2.0"   "34"   "0.0882"   "0.0588"   "0.0000"   "0.9706"   "0.0000"   "0.0000"   "0.2647"   "2.8824"   "0.2353"   "12.2353"   "6.9488"
 "2604"   "Malai Thai"   "thai"   "sf"   "2.0"   "94"   "0.0000"   "0.0000"   "0.0000"   "0.2128"   "0.0000"   "0.0000"   "0.1277"   "1.4894"   "0.3511"   "16.7234"   "5.5438"
 "2605"   "Frank's Steakhouse"   "steakhouses"   "boston"   "2.0"   "82"   "0.0000"   "0.0000"   "0.0122"   "0.0854"   "0.0366"   "0.0000"   "0.1341"   "0.3902"   "0.0732"   "5.4024"   "5.9790"
 "2606"   "Pronto Pizza"   "pizza"   "nyc"   "1.0"   "70"   "0.0000"   "0.0000"   "0.0000"   "0.0571"   "0.0000"   "0.0000"   "0.1286"   "0.3286"   "0.0143"   "3.0429"   "6.9306"
 "2607"   "Boulevard 16"   "american (new)"   "la"   "3.0"   "50"   "0.2400"   "0.0000"   "0.0000"   "0.5200"   "0.0000"   "0.0200"   "0.0400"   "1.6000"   "0.2400"   "10.2600"   "6.7365"
 "2608"   "Savanna Jazz"   "american (new)"   "sf"   "2.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.2069"   "0.0000"   "0.1724"   "0.2414"   "1.8966"   "0.7931"   "13.0000"   "6.3481"
 "2609"   "Dumpling Man"   "chinese"   "nyc"   "1.0"   "22"   "0.0455"   "0.0909"   "0.0000"   "1.0909"   "0.0000"   "0.0000"   "0.0000"   "2.3636"   "0.1818"   "17.9091"   "5.8106"
 "2610"   "The Winds Cafe"   "american (traditional)"   "chicago"   "2.0"   "69"   "0.0000"   "0.0290"   "0.0000"   "0.3043"   "0.0290"   "0.0290"   "0.2609"   "0.8406"   "0.1304"   "7.6957"   "6.1316"
 "2611"   "Fresco Tortilla Taco"   "mexican"   "nyc"   "1.0"   "88"   "0.0000"   "0.0000"   "0.0000"   "0.1477"   "0.0000"   "0.0000"   "0.0568"   "0.2955"   "0.0114"   "3.5000"   "6.2302"
 "2612"   "Luella"   "american (new)"   "sf"   "3.0"   "43"   "0.0930"   "0.0000"   "0.0000"   "0.2791"   "0.0000"   "0.0000"   "0.0233"   "0.7442"   "0.1628"   "6.6279"   "6.6310"
