rating,chipmake,brand,memorysize,rank,boostclock,coreclock,url,memorytype,memoryclock,memoryinterface,gpu,model,productname,price
Rating + 5,NVIDIA,EVGA,6GB,270,1291 MHz,1190 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4S74230,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti,06G-P4-4996-KR,"EVGA GeForce GTX 980 Ti 06G-P4-4996-KR 6GB FTW GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",899.88
Rating + 5,NVIDIA,ZOTAC,8GB,269,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500396,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,ZT-P10800A-10P,ZOTAC GeForce GTX 1080 FE DirectX 12 ZT-P10800A-10P 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card VR Ready Founders Edition,679.99
Rating + 5,NVIDIA,MSI,4GB,268,1241 MHz,1102 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIABVR4RU6794,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,GTX 970 4GD5T OC,MSI GeForce GTX 970 4GD5T OC,399.99
Rating + 5,AMD,PowerColor,8GB,267,1266 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131704,GDDR5,2000 MHz (8.0 Gbps),,Radeon RX 480,AXRX 480 8GBD5-3DHD,PowerColor Radeon RX 480 DirectX 12 AXRX 480 8GBD5-3DHD 8GB GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Cards,259.99
Rating + 5,NVIDIA,EVGA,2GB,266,1393 MHz,1190 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42980,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-2957-KR,"EVGA GeForce GTX 950 02G-P4-2957-KR 2GB SSC GAMING, Silent Cooling Gaming Graphics Card",257.38
Rating + 5,NVIDIA,GIGABYTE,4GB,265,1278 MHz in OC Mode,1149 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RR6182,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,GV-N970WF3OC-4GD (rev. 1.0/1.1),GIGABYTE GeForce GTX 970 4GB WINDFORCE 3X OC EDITION,539.89
Rating + 5,NVIDIA,EVGA,2GB,264,1355 MHz,1165 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VB1867,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-2956-KR,"EVGA GeForce GTX 950 02G-P4-2956-KR 2GB SC+ GAMING, Silent Cooling Gaming Graphics Card",289.99
Rating + 5,,PNY Technology,,263,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4SM9638,,,,,,"PNY VCGGTX10606PB-CG Geforce Gtx 1060 - Cg Edition - Graphics Card - Gf Gtx 1060 - 6 Gb Gddr5 - Pcie 3.0 X16 - Dvi, Hdmi, 3 X Displayport",269.99
Rating + 5,NVIDIA,MSI,2GB,262,1317 MHz,1127 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127904,GDDR5,6650 MHz,128-Bit,GeForce GTX 950,GTX 950 GAMING 2G,MSI GeForce GTX 950 DirectX 12 GTX 950 GAMING 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX GAMING Video Card,154.99
Rating + 5,NVIDIA,EVGA,2GB,261,1178 MHz,1127 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VA3590,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,02G-P4-2963-KR,"EVGA GeForce GTX 960 02G-P4-2963-KR 2GB GAMING, Whisper Silent Cooling Gaming Graphics Card",399.77
Rating + 5,,MSI,4GB,260,1252 MHz,1152 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127838,GDDR5,7010 MHz,256-Bit,GeForce GTX 980,GTX 980 4GD5 OCV1,MSI GeForce GTX 980 4GD5 OCV1,419.99
Rating + 5,NVIDIA,EVGA,4GB,259,1367 MHz,1216 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VA1581,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,04G-P4-2978-KR,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Graphics Card",599.86
Rating + 5,NVIDIA,EVGA,2GB,258,1342 MHz,1152 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VA1936,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-2951-KR,"EVGA GeForce GTX 950 02G-P4-2951-KR 2GB GAMING, Silent Cooling Gaming Graphics Card",299.39
Rating + 5,NVIDIA,MSI,8GB,257,1847 MHz (OC Mode)       1822 MHz (Gaming Mode)      1733 MHz (Silent Mode),1708 MHz (OC Mode)     1683 MHz (Gaming Mode)    1607 MHz (Silent Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TF1955,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 SEA HAWK EK X,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 SEA HAWK EK X Video Graphics Card,"1,399.77"
Rating + 5,NVIDIA,MSI,2GB,256,1556 MHz (OC),1442 MHz (OC),http://www.newegg.com/Product/Product.aspx?Item=N82E16814137059,GDDR5,7108 MHz (OC ),128-Bit,GeForce GTX 1050,GTX 1050 GAMING X 2G,MSI GeForce GTX 1050 DirectX 12 GTX 1050 GAMING X 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,129.99
Rating + 5,NVIDIA,MSI,8GB,255,1746 MHz,1556 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84H09206,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GTX 1070 ARMOR 8G OC,MSI GeForce GTX 1070 DirectX 12 GTX 1070 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,406.84
Rating + 5,AMD,MSI,2GB,254,,800 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127958,DDR3,1600MHz,128-Bit,Radeon R7 240,R7 240 2GD3 LPV6,MSI Radeon R7 240 DirectX 12 R7 240 2GD3 LPV6 2GB 128-Bit DDR3 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Low Profile Video Card,64.99
Rating + 5,NVIDIA,EVGA,4GB,253,1178 MHz,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VA1627,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,04G-P4-2972-KR,"EVGA GeForce GTX 970 04G-P4-2972-KR 4GB GAMING w/ACX 2.0, Silent Cooling Graphics Card",699.89
Rating + 5,NVIDIA,EVGA,6GB,252,1190 MHz,1102 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4SC8069,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti,06G-P4-4995-KR,"EVGA GeForce GTX 980 Ti 06G-P4-4995-KR 6GB SC+ GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",999.89
Rating + 5,NVIDIA,ZOTAC,4GB,251,1304 MHz,1152 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA6KX4WP7949,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,ZT-90106-10P,ZOTAC GeForce GTX 970 4GB AMP! Omega Core Edition,
Rating + 5,NVIDIA,ZOTAC,4GB,250,1380 MHz,1228 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA6KX4WP7709,GDDR5,7200 MHz,256-Bit,GeForce GTX 970,ZT-90107-10P,ZOTAC GeForce GTX 970 4GB AMP! Extreme Core Edition,399.99
Rating + 5,NVIDIA,EVGA,6GB,249,1076 MHz,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VA1642,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti,06G-P4-4990-KR,"EVGA GeForce GTX 980 Ti 06G-P4-4990-KR 6GB GAMING, Whisper Silent Cooling Graphics Card",739.97
Rating + 5,AMD,MSI,2GB,247,1100 MHz,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127763,DDR3,1800 MHz,128-Bit,Radeon R7 250,R7 250 2GD3 OC,MSI Radeon R7 250 DirectX 12 R7 250 2GD3 OC 2GB 128-Bit DDR3 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,62.99
Rating + 5,NVIDIA,MSI,8GB,246,1771 MHz,1632 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137045,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,GeForce GTX 1080 SEA HAWK,MSI GeForce GTX 1080 DirectX 12 GeForce GTX 1080 SEA HAWK 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,739.99
Rating + 5,NVIDIA,EVGA,2GB,245,1085 MHz,1020 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487025,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,02G-P4-3751-KR,EVGA 02G-P4-3751-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,109.99
Rating + 5,AMD,ASUS,4GB,244,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126126,GDDR5,7000 MHz,128-Bit,Radeon RX 460,STRIX-RX460-O4G-GAMING,ASUS ROG STRIX Radeon RX 460 4GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (STRIX-RX460-O4G-GAMING,134.99
Rating + 5,NVIDIA,EVGA,6GB,243,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F5291945,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,06G-P4-6161-KR,"EVGA GeForce GTX 1060 GAMING, ACX 2.0 (Single Fan), 06G-P4-6161-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",339.77
Rating + 5,,MSI,4GB,242,1216 MHz,1076 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42233,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,GTX 970 GAMING 4G LE,MSI GeForce GTX 970 GAMING 4G LE,499.89
Rating + 5,NVIDIA,GIGABYTE,4GB,241,"Gaming Mode: 1304 MHz, OC Mode: 1329 MHz","Gaming Mode: 1241 MHz, OC Mode: 1266 MHz",http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4M09462,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,GV-N960G1 GAMING-4GD (rev. 1.1),GIGABYTE GeForce GTX 960 4GB G1 GAMING OC EDITION,399.89
Rating + 5,NVIDIA,MSI,3GB,240,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4R63704,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GTX 1060 ARMOR 3G OCV1,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 3G OCV1 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,245.59
Rating + 5,NVIDIA,MSI,4GB,239,1279 MHz (OC Mode),1140 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42414,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,GTX 970 GAMING 4G,MSI GeForce GTX 970 GAMING 4G,599.78
Rating + 5,AMD,MSI,8GB,238,1291 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137048,GDDR5,8000 MHz,256-Bit,Radeon RX 480,RX 480 ARMOR 8G OC,MSI Radeon RX 480 DirectX 12 RX 480 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Cards,269.99
Rating + 5,NVIDIA,ZOTAC,4GB,237,,902 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F83MX8576,DDR3,1600MHz,64-Bit,GeForce GT 730,ZT-71115-20L,ZOTAC GeForce GT 730 DirectX 12 (feature level 11_0) ZT-71115-20L 4GB 64-Bit DDR3 PCI Express 2.0 x16 (x8 lanes) Zone Edition Video Card,70.33
Rating + 5,NVIDIA,MSI,8GB,236,1797 MHz (OC Mode),1607 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814137046,GDDR5,8108 MHz (OC Mode),256-Bit,GeForce GTX 1070,GeForce GTX 1070 Quick Silver 8G OC,MSI GeForce GTX 1070 DirectX 12 GeForce GTX 1070 Quick Silver 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,449.99
Rating + 5,NVIDIA,GIGABYTE,8GB,235,OC Mode: 1797 MHz,OC Mode: 1657 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125880,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,GV-N1080WF3OC-8GD,GIGABYTE GeForce GTX 1080 WindForce GV-N1080WF3OC-8GD Video Card,629.99
Rating + 5,NVIDIA,ASUS,4GB,234,1228 MHz,1088 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4UB3057,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,TURBO-GTX970-OC-4GD5,ASUS GeForce GTX 970 TURBO-GTX970-OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,399.89
Rating + 5,NVIDIA,EVGA,3GB,233,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487276,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,03G-P4-6365-KR,"EVGA GeForce GTX 1060 3GB FTW+ DT GAMING ACX 3.0, 03G-P4-6365-KR, 3GB GDDR5, LED, DX12 OSD Support (PXOC), 03G-P4-6365-KR",249.99
Rating + 5,NVIDIA,ASUS,8GB,232,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126110,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,TURBO-GTX1080-8G,ASUS GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,619.99
Rating + 5,AMD,ASUS,4GB,231,,1226 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126123,GDDR5,,256-Bit,Radeon RX 470,STRIX-RX470-4G-GAMIN,ASUS ROG STRIX Radeon RX 470 4GB DP 1.4 HDMI 2.0 AMD Gaming Graphics Card,189.99
Rating + 5,NVIDIA,GIGABYTE,8GB,230,1936 MHz in OC mode,1784 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125878,GDDR5X,10416 MHz in OC mode,256-Bit,GeForce GTX 1080,GV-N1080XTREME W-8GD,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080XTREME W-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 ATX Xtreme Gaming Water cooling Video Card,769.99
Rating + 5,NVIDIA,EVGA,4GB,229,1317 MHz,1165 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RC5439,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,04G-P4-2974-KR,"EVGA GeForce GTX 970 04G-P4-2974-KR 4GB SC GAMING w/ACX 2.0, Silent Cooling Graphics Card",519.99
Rating + 5,NVIDIA,PNY,2GB,228,1455 MHz,1354 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133641,GDDR5,7 Gbps,128-Bit,GeForce GTX 1050,VCGGTX10502PB,PNY GeForce GTX 1050 DirectX 12 VCGGTX10502PB 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,119.99
Rating + 5,NVIDIA,EVGA,3GB,226,1835 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487284,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,03G-P4-6167-KR,"EVGA GeForce GTX 1060 3GB SSC GAMING ACX 3.0, 03G-P4-6167-KR, 3GB GDDR5, LED, DX12 OSD Support (PXOC)",229.99
Rating + 5,AMD,ASUS,8GB,227,,1266 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4W98312,GDDR5,8000 MHz,256-Bit,Radeon RX 480,STRIX-RX480-8G-GAMING,ASUS ROG Radeon RX 480 STRIX-RX480-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,309.28
Rating + 5,NVIDIA,MSI,8GB,225,1771 MHz,1632 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA57X4N05386,GDDR5X,5005 MHz,256-Bit,GeForce GTX 1080,GTX 1080 AERO 8G OC,MSI GeForce GTX 1080 DirectX 12 GTX 1080 AERO 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,619.00
Rating + 5,NVIDIA,ZOTAC,8GB,224,1708 MHz,1518 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500408,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070,ZT-P10700G-10M,"ZOTAC GeForce GTX 1070 Mini, ZT-P10700G-10M, 8GB GDDR5",389.99
Rating + 5,NVIDIA,ASUS,6GB,223,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84RK1420,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,DUAL-GTX1060-6G,ASUS GeForce GTX 1060 DUAL-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,283.00
Rating + 5,NVIDIA,MSI,6GB,222,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4T46728,GDDR5,8000 MHz,192-Bit,GeForce GTX 1060,GTX 1060 6GT OC,MSI GeForce GTX 1060 6GT OC GDDR5 6GB Dual Fan OC,399.98
Rating + 5,NVIDIA,ASUS,8GB,221,OC Mode: 1721 MHz,OC Mode: 1531 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126120,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,DUAL-GTX1070-8G,ASUS GeForce GTX 1070 DUAL-GTX1070-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,409.99
Rating + 5,NVIDIA,GIGABYTE,2GB,220,1556 MHz in OC Mode,1442 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125917,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050,GV-N1050G1 GAMING-2GD,GIGABYTE GeForce GTX 1050 DirectX 12 GV-N1050G1 GAMING-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,139.99
Rating + 5,NVIDIA,GIGABYTE,4GB,219,1455 MHz in OC Mode,1341 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125915,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050 Ti,GV-N105TOC-4GD,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TOC-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,149.99
Rating + 5,NVIDIA,EVGA,2GB,218,1544 MHz,1430 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487297,GDDR5,7010 MHz,128-Bit,GeForce GTX 1050,02G-P4-6154-KR,"EVGA GeForce GTX 1050 SSC GAMING ACX 3.0, 02G-P4-6154-KR, 2GB GDDR5, DX12 OSD Support (PXOC)",129.99
Rating + 5,NVIDIA,MSI,8GB,217,1721 MHz,1531 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4VD6808,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GTX 1070 AERO 8G OC,MSI GeForce GTX 1070 DirectX 12 GTX 1070 AERO 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,399.99
Rating + 3,NVIDIA,EVGA,8GB,215,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84BJ0092,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-6171-KR,"EVGA GeForce GTX 1070 GAMING ACX 3.0, 08G-P4-6171-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)",440.83
Rating + 3,NVIDIA,ASUS,6GB,214,OC mode: 1873 MHz,OC mode: 1645 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126113,GDDR5,8208 MHz,192-Bit,GeForce GTX 1060,STRIX-GTX1060-O6G-GAMING,ASUS GeForce GTX 1060 6GB ROG STRIX OC Edition VR Ready HDMI 2.0 DP 1.4 Auto-extreme Graphics Card,329.99
Rating + 3,NVIDIA,MSI,3GB,213,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137037,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GTX 1060 3GT OC,MSI GeForce GTX 1060 DirectX 12 GTX 1060 3GT OC 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,199.99
Rating + 3,AMD,ASUS,4GB,212,,1320 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814126135,GDDR5,7000 MHz,256-Bit,Radeon RX 480,DUAL-RX480-O4G,ASUS Dual-fan Radeon RX 480 4GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (DUAL-RX480-O4G),229.99
Rating + 3,AMD,MSI,4GB,211,1230 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137050,GDDR5,6600 MHz,256-Bit,Radeon RX 470,Radeon RX 470 ARMOR 4G OC,MSI Radeon RX 470 DirectX 12 Radeon RX 470 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Cards,169.99
Rating + 3,NVIDIA,MSI,6GB,210,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RS1523,GDDR5,8000 MHz,192-Bit,GeForce GTX 1060,GTX 1060 ARMOR 6G OC,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,499.89
Rating + 3,NVIDIA,ASUS,6GB,208,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126115,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,TURBO-GTX1060-6G,ASUS GeForce GTX 1060 TURBO-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,259.99
Rating + 3,NVIDIA,EVGA,6GB,209,1835 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487261,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,06G-P4-6163-KR,"EVGA GeForce GTX 1060 SC GAMING, ACX 2.0 (Single Fan), 06G-P4-6163-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",259.99
Rating + 3,NVIDIA,EVGA,8GB,207,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487278,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-5180-KR,EVGA GeForce GTX 1080 DirectX 12 08G-P4-5180-KR 8GB 256-Bit GDDR5X PCI Express 3.0 SLI Support GAMING Video Card,619.99
Rating + 3,NVIDIA,MSI,4GB,206,1455 MHz,1341 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137056,GDDR5,7000 MHz,128-Bit,GeForce GTX 1050 Ti,GTX 1050 Ti 4G OC,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,139.99
Rating + 3,NVIDIA,ZOTAC,2GB,205,,902 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83Y15174,DDR3,1600MHz,64-Bit,GeForce GT 730,ZT-71113-20L,ZOTAC GeForce GT 730 DirectX 12 (feature level 11_0) ZT-71113-20L 2GB 64-Bit DDR3 PCI Express 2.0 x16 (x8 lanes) HDCP Ready Zone Edition Video Card,64.26
Rating + 3,AMD,VisionTek,2GB,204,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129274,GDDR5,,,Radeon HD 7750,900614,Visiontek Radeon 7750 2GB GDDR5 6M (6x MiniDP),229.99
Rating + 3,NVIDIA,EVGA,1GB,203,,520 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U88413,DDR3,1200 MHz,64-Bit,GeForce 210,01G-P3-1313-KR,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,33.52
Rating + 3,AMD,MSI,2GB,202,1210 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137028,GDDR5,7000 MHz,128-Bit,Radeon RX 460,RX 460 2G OC,MSI Radeon RX 460 DirectX 12 RX 460 2G OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,109.99
Rating + 3,AMD,VisionTek,512MB,201,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3YS8034,DDR3,,,Radeon HD 5450,900529,"Radeon 5450 SFF 512MB DDR3 3M (2 x DVI-I, miniDP)",77.66
Rating + 3,AMD,MSI,8GB,200,1254 MHz (OC Mode),,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137025,GDDR5,6700 MHz (OC Mode),256-Bit,Radeon RX 470,Radeon RX 470 GAMING X 8G,MSI Radeon RX 470 DirectX 12 RX 470 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,239.99
Rating + 3,NVIDIA,GIGABYTE,2GB,199,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125785,DDR3,1600MHz,128-Bit,GeForce GT 420,GV-N420-2GI (rev. 3.0),GIGABYTE GeForce GT 420 2GB 80mm FAN,39.99
Rating + 3,NVIDIA,MSI,2GB,198,,1006 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127852,GDDR5,5000 MHz,64-Bit,GeForce GT 730,N730K-2GD5LP/OC,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,69.99
Rating + 3,NVIDIA,ZOTAC,8GB,197,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4994896,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070 FE,ZT-P10700A-10P,ZOTAC GeForce GTX1070 GDDR5 8GB DirectX-12 Founders Edition,409.99
Rating + 3,AMD,GIGABYTE,2GB,196,,1200 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125847,GDDR5,6000 MHz,128-Bit,Radeon R7 360,GV-R736OC-2GD (rev. 2.0),GIGABYTE Radeon R7 360 DirectX 12 GV-R736OC-2GD (rev. 2.0) 2GB 128-Bit GDDR5 PCI Express 3.0 ATX Video Card,89.99
Rating + 3,AMD,ASUS,4GB,195,,990 MHz (1010 MHz in OC mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814121978,GDDR5,5700 MHz (1425 MHz GDDR5),256-Bit,Radeon R9 380,STRIX-R9380-DC2OC-4GD5-GAMING,ASUS Radeon R9 380 STRIX-R9380-DC2OC-4GD5-GAMING 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready CrossFireX Support Video Card,229.99
