Reporter,Partner,Product categories,Indicator Type,Indicator,Year,Indicator Value
Panama,World,Consumer goods,Import,Import(US$ Mil),2012,7655.37
Panama,World,Intermediate goods,Import,Import(US$ Mil),2012,1788.93
Panama,World,Raw materials,Import,Import(US$ Mil),2012,385.15
Peru,World,Animal,Export,Export(US$ Mil),2012,880.67
Peru,World,Capital goods,Export,Export(US$ Mil),2012,427.56
Peru,World,Chemicals,Export,Export(US$ Mil),2012,917.46
Peru,World,Consumer goods,Export,Export(US$ Mil),2012,9077.75
Peru,World,Food Products,Export,Export(US$ Mil),2012,3211.15
Peru,World,Footwear,Export,Export(US$ Mil),2012,29.38
Peru,World,Fuels,Export,Export(US$ Mil),2012,5364.65
Peru,World,Hides and Skins,Export,Export(US$ Mil),2012,47.88
Peru,World,Intermediate goods,Export,Export(US$ Mil),2012,19083.52
Peru,World,Mach and Elec,Export,Export(US$ Mil),2012,370.06
Peru,World,Metals,Export,Export(US$ Mil),2012,4287.28
Peru,World,Minerals,Export,Export(US$ Mil),2012,13876.56
Peru,World,Miscellaneous,Export,Export(US$ Mil),2012,114.02
Peru,World,Plastic or Rubber,Export,Export(US$ Mil),2012,619.15
Peru,World,Raw materials,Export,Export(US$ Mil),2012,17733.98
Peru,World,Stone and Glass,Export,Export(US$ Mil),2012,10476.54
Peru,World,Textiles and Clothing,Export,Export(US$ Mil),2012,2195.04
Peru,World,Transportation,Export,Export(US$ Mil),2012,83.54
Peru,World,Vegetable,Export,Export(US$ Mil),2012,3462.28
Peru,World,Wood,Export,Export(US$ Mil),2012,430.86
Peru,World,Capital goods,Import,Import(US$ Mil),2012,13132.54
Peru,World,Consumer goods,Import,Import(US$ Mil),2012,11586.18
Peru,World,Intermediate goods,Import,Import(US$ Mil),2012,10824.84
Peru,World,Raw materials,Import,Import(US$ Mil),2012,5849.46
Philippines,World,Animal,Export,Export(US$ Mil),2012,558.23
Philippines,World,Capital goods,Export,Export(US$ Mil),2012,29407.18
Philippines,World,Chemicals,Export,Export(US$ Mil),2012,1581.35
Philippines,World,Consumer goods,Export,Export(US$ Mil),2012,12226.28
Philippines,World,Food Products,Export,Export(US$ Mil),2012,1841.44
Philippines,World,Footwear,Export,Export(US$ Mil),2012,83.61
Philippines,World,Fuels,Export,Export(US$ Mil),2012,1262.97
Philippines,World,Hides and Skins,Export,Export(US$ Mil),2012,147.81
Philippines,World,Intermediate goods,Export,Export(US$ Mil),2012,6079.57
Philippines,World,Mach and Elec,Export,Export(US$ Mil),2012,27826.49
Philippines,World,Metals,Export,Export(US$ Mil),2012,2131.08
Philippines,World,Minerals,Export,Export(US$ Mil),2012,1169.48
Philippines,World,Miscellaneous,Export,Export(US$ Mil),2012,2793.03
Philippines,World,Plastic or Rubber,Export,Export(US$ Mil),2012,1959.2
Philippines,World,Raw materials,Export,Export(US$ Mil),2012,4011.85
Philippines,World,Stone and Glass,Export,Export(US$ Mil),2012,727.31
Philippines,World,Textiles and Clothing,Export,Export(US$ Mil),2012,1781.66
Philippines,World,Transportation,Export,Export(US$ Mil),2012,3130.91
Philippines,World,Vegetable,Export,Export(US$ Mil),2012,2479.11
Philippines,World,Wood,Export,Export(US$ Mil),2012,2521.54
Philippines,World,Capital goods,Import,Import(US$ Mil),2012,25177.37
Philippines,World,Consumer goods,Import,Import(US$ Mil),2012,14862.21
Philippines,World,Intermediate goods,Import,Import(US$ Mil),2012,12572.53
Philippines,World,Raw materials,Import,Import(US$ Mil),2012,12391.65
Palau,World,Animal,Export,Export(US$ Mil),2012,7.6
Palau,World,Capital goods,Export,Export(US$ Mil),2012,0.56
Palau,World,Chemicals,Export,Export(US$ Mil),2012,0.05
Palau,World,Consumer goods,Export,Export(US$ Mil),2012,0.5
Palau,World,Food Products,Export,Export(US$ Mil),2012,0.23
Palau,World,Footwear,Export,Export(US$ Mil),2012,0.0
Palau,World,Fuels,Export,Export(US$ Mil),2012,0.01
Palau,World,Hides and Skins,Export,Export(US$ Mil),2012,0.01
Palau,World,Intermediate goods,Export,Export(US$ Mil),2012,0.24
Palau,World,Mach and Elec,Export,Export(US$ Mil),2012,0.22
Palau,World,Metals,Export,Export(US$ Mil),2012,0.43
Palau,World,Minerals,Export,Export(US$ Mil),2012,0.0
Palau,World,Miscellaneous,Export,Export(US$ Mil),2012,0.24
Palau,World,Plastic or Rubber,Export,Export(US$ Mil),2012,0.02
Palau,World,Raw materials,Export,Export(US$ Mil),2012,7.65
Palau,World,Stone and Glass,Export,Export(US$ Mil),2012,0.01
Palau,World,Textiles and Clothing,Export,Export(US$ Mil),2012,0.01
Palau,World,Transportation,Export,Export(US$ Mil),2012,0.14
Palau,World,Vegetable,Export,Export(US$ Mil),2012,0.0
Palau,World,Wood,Export,Export(US$ Mil),2012,0.03
Palau,World,Capital goods,Import,Import(US$ Mil),2012,21.81
Palau,World,Consumer goods,Import,Import(US$ Mil),2012,101.03
Palau,World,Intermediate goods,Import,Import(US$ Mil),2012,8.7
Palau,World,Raw materials,Import,Import(US$ Mil),2012,8.85
Papua New Guinea,World,Animal,Export,Export(US$ Mil),2012,138.48
Papua New Guinea,World,Capital goods,Export,Export(US$ Mil),2012,138.82
Papua New Guinea,World,Chemicals,Export,Export(US$ Mil),2012,176.79
Papua New Guinea,World,Consumer goods,Export,Export(US$ Mil),2012,237.43
Papua New Guinea,World,Food Products,Export,Export(US$ Mil),2012,204.19
Papua New Guinea,World,Footwear,Export,Export(US$ Mil),2012,0.18
Papua New Guinea,World,Fuels,Export,Export(US$ Mil),2012,132.11
Papua New Guinea,World,Hides and Skins,Export,Export(US$ Mil),2012,0.87
Papua New Guinea,World,Intermediate goods,Export,Export(US$ Mil),2012,2406.81
Papua New Guinea,World,Mach and Elec,Export,Export(US$ Mil),2012,76.51
Papua New Guinea,World,Metals,Export,Export(US$ Mil),2012,120.17
Papua New Guinea,World,Minerals,Export,Export(US$ Mil),2012,863.22
Papua New Guinea,World,Miscellaneous,Export,Export(US$ Mil),2012,20.22
Papua New Guinea,World,Plastic or Rubber,Export,Export(US$ Mil),2012,64.33
Papua New Guinea,World,Raw materials,Export,Export(US$ Mil),2012,1722.74
Papua New Guinea,World,Stone and Glass,Export,Export(US$ Mil),2012,1505.49
Papua New Guinea,World,Textiles and Clothing,Export,Export(US$ Mil),2012,1.14
Papua New Guinea,World,Transportation,Export,Export(US$ Mil),2012,59.13
Papua New Guinea,World,Vegetable,Export,Export(US$ Mil),2012,882.04
Papua New Guinea,World,Wood,Export,Export(US$ Mil),2012,272.81
Papua New Guinea,World,Capital goods,Import,Import(US$ Mil),2012,3475.53
Papua New Guinea,World,Consumer goods,Import,Import(US$ Mil),2012,2456.94
Papua New Guinea,World,Intermediate goods,Import,Import(US$ Mil),2012,1081.52
Papua New Guinea,World,Raw materials,Import,Import(US$ Mil),2012,1142.46
Poland,World,Animal,Export,Export(US$ Mil),2012,7261.18
Poland,World,Capital goods,Export,Export(US$ Mil),2012,50364.85
Poland,World,Chemicals,Export,Export(US$ Mil),2012,12462.89
Poland,World,Consumer goods,Export,Export(US$ Mil),2012,73281.75
Poland,World,Food Products,Export,Export(US$ Mil),2012,10050.3
Poland,World,Footwear,Export,Export(US$ Mil),2012,839.64
Poland,World,Fuels,Export,Export(US$ Mil),2012,8985.32
Poland,World,Hides and Skins,Export,Export(US$ Mil),2012,679.87
Poland,World,Intermediate goods,Export,Export(US$ Mil),2012,38103.09
Poland,World,Mach and Elec,Export,Export(US$ Mil),2012,42689.17
Poland,World,Metals,Export,Export(US$ Mil),2012,21008.9
Poland,World,Minerals,Export,Export(US$ Mil),2012,346.04
Poland,World,Miscellaneous,Export,Export(US$ Mil),2012,11895.98
Poland,World,Plastic or Rubber,Export,Export(US$ Mil),2012,12622.82
Poland,World,Raw materials,Export,Export(US$ Mil),2012,12053.15
Poland,World,Stone and Glass,Export,Export(US$ Mil),2012,5489.21
Poland,World,Textiles and Clothing,Export,Export(US$ Mil),2012,5429.34
Poland,World,Transportation,Export,Export(US$ Mil),2012,25975.9
Poland,World,Vegetable,Export,Export(US$ Mil),2012,4806.3
Poland,World,Wood,Export,Export(US$ Mil),2012,9060.75
Poland,World,Capital goods,Import,Import(US$ Mil),2012,54644.33
Poland,World,Consumer goods,Import,Import(US$ Mil),2012,50929.66
Poland,World,Intermediate goods,Import,Import(US$ Mil),2012,45890.71
Poland,World,Raw materials,Import,Import(US$ Mil),2012,32132.93
Portugal,World,Animal,Export,Export(US$ Mil),2012,1580.13
Portugal,World,Capital goods,Export,Export(US$ Mil),2012,10991.64
Portugal,World,Chemicals,Export,Export(US$ Mil),2012,3257.36
Portugal,World,Consumer goods,Export,Export(US$ Mil),2012,29385.84
Portugal,World,Food Products,Export,Export(US$ Mil),2012,3549.95
Portugal,World,Footwear,Export,Export(US$ Mil),2012,2173.48
Portugal,World,Fuels,Export,Export(US$ Mil),2012,4839.1
Portugal,World,Hides and Skins,Export,Export(US$ Mil),2012,237.31
Portugal,World,Intermediate goods,Export,Export(US$ Mil),2012,13520.25
Portugal,World,Mach and Elec,Export,Export(US$ Mil),2012,8891.62
Portugal,World,Metals,Export,Export(US$ Mil),2012,4781.95
Portugal,World,Minerals,Export,Export(US$ Mil),2012,975.79
Portugal,World,Miscellaneous,Export,Export(US$ Mil),2012,2605.61
Portugal,World,Plastic or Rubber,Export,Export(US$ Mil),2012,3984.1
Portugal,World,Raw materials,Export,Export(US$ Mil),2012,3998.66
Portugal,World,Stone and Glass,Export,Export(US$ Mil),2012,2917.97
Portugal,World,Textiles and Clothing,Export,Export(US$ Mil),2012,5307.09
Portugal,World,Transportation,Export,Export(US$ Mil),2012,6749.91
Portugal,World,Vegetable,Export,Export(US$ Mil),2012,1562.79
Portugal,World,Wood,Export,Export(US$ Mil),2012,4726.32
Portugal,World,Capital goods,Import,Import(US$ Mil),2012,13851.73
Portugal,World,Consumer goods,Import,Import(US$ Mil),2012,23697.19
Portugal,World,Intermediate goods,Import,Import(US$ Mil),2012,17290.99
Portugal,World,Raw materials,Import,Import(US$ Mil),2012,16981.54
Paraguay,World,Animal,Export,Export(US$ Mil),2012,836.38
Paraguay,World,Capital goods,Export,Export(US$ Mil),2012,58.47
Paraguay,World,Chemicals,Export,Export(US$ Mil),2012,111.91
Paraguay,World,Consumer goods,Export,Export(US$ Mil),2012,510.34
Paraguay,World,Food Products,Export,Export(US$ Mil),2012,416.82
Paraguay,World,Footwear,Export,Export(US$ Mil),2012,33.24
Paraguay,World,Fuels,Export,Export(US$ Mil),2012,2259.05
Paraguay,World,Hides and Skins,Export,Export(US$ Mil),2012,117.03
Paraguay,World,Intermediate goods,Export,Export(US$ Mil),2012,3095.01
Paraguay,World,Mach and Elec,Export,Export(US$ Mil),2012,72.46
Paraguay,World,Metals,Export,Export(US$ Mil),2012,61.98
Paraguay,World,Minerals,Export,Export(US$ Mil),2012,5.53
Paraguay,World,Miscellaneous,Export,Export(US$ Mil),2012,35.86
Paraguay,World,Plastic or Rubber,Export,Export(US$ Mil),2012,95.3
Paraguay,World,Raw materials,Export,Export(US$ Mil),2012,3603.43
Paraguay,World,Stone and Glass,Export,Export(US$ Mil),2012,42.64
Paraguay,World,Textiles and Clothing,Export,Export(US$ Mil),2012,154.75
Paraguay,World,Transportation,Export,Export(US$ Mil),2012,4.79
Paraguay,World,Vegetable,Export,Export(US$ Mil),2012,2931.2
Paraguay,World,Wood,Export,Export(US$ Mil),2012,103.85
Paraguay,World,Capital goods,Import,Import(US$ Mil),2012,3405.43
Paraguay,World,Consumer goods,Import,Import(US$ Mil),2012,5387.2
Paraguay,World,Intermediate goods,Import,Import(US$ Mil),2012,2198.78
Paraguay,World,Raw materials,Import,Import(US$ Mil),2012,329.92
French Polynesia,World,Animal,Export,Export(US$ Mil),2012,19.96
French Polynesia,World,Capital goods,Export,Export(US$ Mil),2012,4.56
French Polynesia,World,Chemicals,Export,Export(US$ Mil),2012,3.0
French Polynesia,World,Consumer goods,Export,Export(US$ Mil),2012,20.53
French Polynesia,World,Food Products,Export,Export(US$ Mil),2012,8.14
French Polynesia,World,Footwear,Export,Export(US$ Mil),2012,0.05
French Polynesia,World,Fuels,Export,Export(US$ Mil),2012,0.01
French Polynesia,World,Hides and Skins,Export,Export(US$ Mil),2012,0.03
French Polynesia,World,Intermediate goods,Export,Export(US$ Mil),2012,14.67
French Polynesia,World,Mach and Elec,Export,Export(US$ Mil),2012,3.15
French Polynesia,World,Metals,Export,Export(US$ Mil),2012,2.6
French Polynesia,World,Minerals,Export,Export(US$ Mil),2012,0.01
French Polynesia,World,Miscellaneous,Export,Export(US$ Mil),2012,1.0
French Polynesia,World,Plastic or Rubber,Export,Export(US$ Mil),2012,0.29
French Polynesia,World,Raw materials,Export,Export(US$ Mil),2012,99.24
French Polynesia,World,Stone and Glass,Export,Export(US$ Mil),2012,84.05
French Polynesia,World,Textiles and Clothing,Export,Export(US$ Mil),2012,0.72
French Polynesia,World,Transportation,Export,Export(US$ Mil),2012,4.07
French Polynesia,World,Vegetable,Export,Export(US$ Mil),2012,11.13
French Polynesia,World,Wood,Export,Export(US$ Mil),2012,0.79
French Polynesia,World,Capital goods,Import,Import(US$ Mil),2012,326.75
French Polynesia,World,Consumer goods,Import,Import(US$ Mil),2012,1025.97
French Polynesia,World,Intermediate goods,Import,Import(US$ Mil),2012,188.5
French Polynesia,World,Raw materials,Import,Import(US$ Mil),2012,144.66
Qatar,World,Animal,Export,Export(US$ Mil),2012,44.63
Qatar,World,Chemicals,Export,Export(US$ Mil),2012,5252.2
Qatar,World,Food Products,Export,Export(US$ Mil),2012,8.36
Qatar,World,Footwear,Export,Export(US$ Mil),2012,3.65
Qatar,World,Fuels,Export,Export(US$ Mil),2012,117028.95
Qatar,World,Hides and Skins,Export,Export(US$ Mil),2012,5.58
Qatar,World,Mach and Elec,Export,Export(US$ Mil),2012,482.27
Qatar,World,Metals,Export,Export(US$ Mil),2012,4530.11
Qatar,World,Minerals,Export,Export(US$ Mil),2012,393.22
Qatar,World,Miscellaneous,Export,Export(US$ Mil),2012,838.75
Qatar,World,Plastic or Rubber,Export,Export(US$ Mil),2012,4345.28
Qatar,World,Stone and Glass,Export,Export(US$ Mil),2012,107.72
Qatar,World,Textiles and Clothing,Export,Export(US$ Mil),2012,13.8
Qatar,World,Transportation,Export,Export(US$ Mil),2012,617.33
Qatar,World,Vegetable,Export,Export(US$ Mil),2012,18.02
Qatar,World,Wood,Export,Export(US$ Mil),2012,27.13
Romania,World,Animal,Export,Export(US$ Mil),2012,901.64
Romania,World,Capital goods,Export,Export(US$ Mil),2012,15872.51
Romania,World,Chemicals,Export,Export(US$ Mil),2012,3017.2
Romania,World,Consumer goods,Export,Export(US$ Mil),2012,23521.1
Romania,World,Food Products,Export,Export(US$ Mil),2012,1440.61
Romania,World,Footwear,Export,Export(US$ Mil),2012,1599.2
Romania,World,Fuels,Export,Export(US$ Mil),2012,3202.22
Romania,World,Hides and Skins,Export,Export(US$ Mil),2012,367.81
Romania,World,Intermediate goods,Export,Export(US$ Mil),2012,11297.62
Romania,World,Mach and Elec,Export,Export(US$ Mil),2012,14440.09
Romania,World,Metals,Export,Export(US$ Mil),2012,6482.81
Romania,World,Minerals,Export,Export(US$ Mil),2012,126.32
Romania,World,Miscellaneous,Export,Export(US$ Mil),2012,4467.15
Romania,World,Plastic or Rubber,Export,Export(US$ Mil),2012,3227.32
Romania,World,Raw materials,Export,Export(US$ Mil),2012,4762.52
Romania,World,Stone and Glass,Export,Export(US$ Mil),2012,316.61
Romania,World,Textiles and Clothing,Export,Export(US$ Mil),2012,4523.55
Romania,World,Transportation,Export,Export(US$ Mil),2012,8716.2
Romania,World,Vegetable,Export,Export(US$ Mil),2012,2686.49
Romania,World,Wood,Export,Export(US$ Mil),2012,2389.11
Romania,World,Capital goods,Import,Import(US$ Mil),2012,20352.45
Romania,World,Consumer goods,Import,Import(US$ Mil),2012,21176.22
Romania,World,Intermediate goods,Import,Import(US$ Mil),2012,18237.31
Romania,World,Raw materials,Import,Import(US$ Mil),2012,7988.95
Russian Federation,World,Animal,Export,Export(US$ Mil),2012,2923.01
Russian Federation,World,Capital goods,Export,Export(US$ Mil),2012,17519.53
Russian Federation,World,Chemicals,Export,Export(US$ Mil),2012,22864.98
Russian Federation,World,Consumer goods,Export,Export(US$ Mil),2012,188252.69
Russian Federation,World,Food Products,Export,Export(US$ Mil),2012,4138.96
Russian Federation,World,Footwear,Export,Export(US$ Mil),2012,113.48
Russian Federation,World,Fuels,Export,Export(US$ Mil),2012,368853.37
Russian Federation,World,Hides and Skins,Export,Export(US$ Mil),2012,503.38
Russian Federation,World,Intermediate goods,Export,Export(US$ Mil),2012,89117.65
Russian Federation,World,Mach and Elec,Export,Export(US$ Mil),2012,12169.4
Russian Federation,World,Metals,Export,Export(US$ Mil),2012,44404.92
Russian Federation,World,Minerals,Export,Export(US$ Mil),2012,5615.2
Russian Federation,World,Miscellaneous,Export,Export(US$ Mil),2012,14926.26
Russian Federation,World,Plastic or Rubber,Export,Export(US$ Mil),2012,6052.13
Russian Federation,World,Raw materials,Export,Export(US$ Mil),2012,216487.39
Russian Federation,World,Stone and Glass,Export,Export(US$ Mil),2012,15059.36
Russian Federation,World,Textiles and Clothing,Export,Export(US$ Mil),2012,644.53
Russian Federation,World,Transportation,Export,Export(US$ Mil),2012,6541.56
Russian Federation,World,Vegetable,Export,Export(US$ Mil),2012,9683.02
Russian Federation,World,Wood,Export,Export(US$ Mil),2012,10272.85
Russian Federation,World,Capital goods,Import,Import(US$ Mil),2012,125882.16
Russian Federation,World,Consumer goods,Import,Import(US$ Mil),2012,111774.45
Russian Federation,World,Intermediate goods,Import,Import(US$ Mil),2012,46674.48
Russian Federation,World,Raw materials,Import,Import(US$ Mil),2012,26724.11
Rwanda,World,Animal,Export,Export(US$ Mil),2012,9.12
Rwanda,World,Capital goods,Export,Export(US$ Mil),2012,12.44
Rwanda,World,Chemicals,Export,Export(US$ Mil),2012,3.39
Rwanda,World,Consumer goods,Export,Export(US$ Mil),2012,205.22
Rwanda,World,Food Products,Export,Export(US$ Mil),2012,19.24
Rwanda,World,Footwear,Export,Export(US$ Mil),2012,6.88
Rwanda,World,Fuels,Export,Export(US$ Mil),2012,52.33
Rwanda,World,Hides and Skins,Export,Export(US$ Mil),2012,11.86
Rwanda,World,Intermediate goods,Export,Export(US$ Mil),2012,44.72
Rwanda,World,Mach and Elec,Export,Export(US$ Mil),2012,4.37
Rwanda,World,Metals,Export,Export(US$ Mil),2012,15.55
Rwanda,World,Minerals,Export,Export(US$ Mil),2012,138.99
Rwanda,World,Miscellaneous,Export,Export(US$ Mil),2012,5.05
Rwanda,World,Plastic or Rubber,Export,Export(US$ Mil),2012,2.83
Rwanda,World,Raw materials,Export,Export(US$ Mil),2012,244.29
Rwanda,World,Stone and Glass,Export,Export(US$ Mil),2012,0.89
Rwanda,World,Textiles and Clothing,Export,Export(US$ Mil),2012,1.46
Rwanda,World,Transportation,Export,Export(US$ Mil),2012,32.07
Rwanda,World,Vegetable,Export,Export(US$ Mil),2012,201.94
Rwanda,World,Wood,Export,Export(US$ Mil),2012,1.03
Rwanda,World,Capital goods,Import,Import(US$ Mil),2012,449.26
Rwanda,World,Consumer goods,Import,Import(US$ Mil),2012,774.89
Rwanda,World,Intermediate goods,Import,Import(US$ Mil),2012,464.43
Rwanda,World,Raw materials,Import,Import(US$ Mil),2012,101.97
Saudi Arabia,World,Animal,Export,Export(US$ Mil),2012,1472.55
Saudi Arabia,World,Capital goods,Export,Export(US$ Mil),2012,4953.86
Saudi Arabia,World,Chemicals,Export,Export(US$ Mil),2012,18207.61
Saudi Arabia,World,Consumer goods,Export,Export(US$ Mil),2012,38976.05
Saudi Arabia,World,Food Products,Export,Export(US$ Mil),2012,1472.47
Saudi Arabia,World,Footwear,Export,Export(US$ Mil),2012,10.3
Saudi Arabia,World,Fuels,Export,Export(US$ Mil),2012,337483.99
Saudi Arabia,World,Hides and Skins,Export,Export(US$ Mil),2012,117.43
Saudi Arabia,World,Intermediate goods,Export,Export(US$ Mil),2012,36791.04
Saudi Arabia,World,Mach and Elec,Export,Export(US$ Mil),2012,2850.88
Saudi Arabia,World,Metals,Export,Export(US$ Mil),2012,2756.98
Saudi Arabia,World,Minerals,Export,Export(US$ Mil),2012,219.04
Saudi Arabia,World,Miscellaneous,Export,Export(US$ Mil),2012,1048.78
Saudi Arabia,World,Plastic or Rubber,Export,Export(US$ Mil),2012,15594.41
Saudi Arabia,World,Raw materials,Export,Export(US$ Mil),2012,306866.35
Saudi Arabia,World,Stone and Glass,Export,Export(US$ Mil),2012,1462.4
Saudi Arabia,World,Textiles and Clothing,Export,Export(US$ Mil),2012,588.96
Saudi Arabia,World,Transportation,Export,Export(US$ Mil),2012,3194.53
Saudi Arabia,World,Vegetable,Export,Export(US$ Mil),2012,680.01
Saudi Arabia,World,Wood,Export,Export(US$ Mil),2012,1240.74
Saudi Arabia,World,Capital goods,Import,Import(US$ Mil),2012,49449.37
Saudi Arabia,World,Consumer goods,Import,Import(US$ Mil),2012,52689.89
Saudi Arabia,World,Intermediate goods,Import,Import(US$ Mil),2012,36693.89
Saudi Arabia,World,Raw materials,Import,Import(US$ Mil),2012,12418.86
Senegal,World,Animal,Export,Export(US$ Mil),2012,287.42
Senegal,World,Capital goods,Export,Export(US$ Mil),2012,109.29
Senegal,World,Chemicals,Export,Export(US$ Mil),2012,382.39
Senegal,World,Consumer goods,Export,Export(US$ Mil),2012,823.36
Senegal,World,Food Products,Export,Export(US$ Mil),2012,242.4
Senegal,World,Footwear,Export,Export(US$ Mil),2012,12.18
Senegal,World,Fuels,Export,Export(US$ Mil),2012,360.8
Senegal,World,Hides and Skins,Export,Export(US$ Mil),2012,16.14
Senegal,World,Intermediate goods,Export,Export(US$ Mil),2012,1213.48
Senegal,World,Mach and Elec,Export,Export(US$ Mil),2012,82.17
Senegal,World,Metals,Export,Export(US$ Mil),2012,183.15
Senegal,World,Minerals,Export,Export(US$ Mil),2012,270.17
Senegal,World,Miscellaneous,Export,Export(US$ Mil),2012,9.21
Senegal,World,Plastic or Rubber,Export,Export(US$ Mil),2012,41.09
Senegal,World,Raw materials,Export,Export(US$ Mil),2012,378.84
Senegal,World,Stone and Glass,Export,Export(US$ Mil),2012,362.11
Senegal,World,Textiles and Clothing,Export,Export(US$ Mil),2012,35.94
Senegal,World,Transportation,Export,Export(US$ Mil),2012,63.91
Senegal,World,Vegetable,Export,Export(US$ Mil),2012,156.03
Senegal,World,Wood,Export,Export(US$ Mil),2012,26.54
Senegal,World,Capital goods,Import,Import(US$ Mil),2012,1131.37
Senegal,World,Consumer goods,Import,Import(US$ Mil),2012,2794.56
Senegal,World,Intermediate goods,Import,Import(US$ Mil),2012,1112.09
Senegal,World,Raw materials,Import,Import(US$ Mil),2012,1364.57
"Serbia, FR(Serbia/Montenegro)",World,Animal,Export,Export(US$ Mil),2012,173.02
"Serbia, FR(Serbia/Montenegro)",World,Capital goods,Export,Export(US$ Mil),2012,1753.64
"Serbia, FR(Serbia/Montenegro)",World,Chemicals,Export,Export(US$ Mil),2012,625.91
"Serbia, FR(Serbia/Montenegro)",World,Consumer goods,Export,Export(US$ Mil),2012,5082.24
"Serbia, FR(Serbia/Montenegro)",World,Food Products,Export,Export(US$ Mil),2012,1020.28
"Serbia, FR(Serbia/Montenegro)",World,Footwear,Export,Export(US$ Mil),2012,247.35
"Serbia, FR(Serbia/Montenegro)",World,Fuels,Export,Export(US$ Mil),2012,401.46
"Serbia, FR(Serbia/Montenegro)",World,Hides and Skins,Export,Export(US$ Mil),2012,66.66
"Serbia, FR(Serbia/Montenegro)",World,Intermediate goods,Export,Export(US$ Mil),2012,2518.58
"Serbia, FR(Serbia/Montenegro)",World,Mach and Elec,Export,Export(US$ Mil),2012,1837.45
"Serbia, FR(Serbia/Montenegro)",World,Metals,Export,Export(US$ Mil),2012,1740.62
"Serbia, FR(Serbia/Montenegro)",World,Minerals,Export,Export(US$ Mil),2012,101.97
"Serbia, FR(Serbia/Montenegro)",World,Miscellaneous,Export,Export(US$ Mil),2012,530.45
"Serbia, FR(Serbia/Montenegro)",World,Plastic or Rubber,Export,Export(US$ Mil),2012,912.43
"Serbia, FR(Serbia/Montenegro)",World,Raw materials,Export,Export(US$ Mil),2012,1749.75
"Serbia, FR(Serbia/Montenegro)",World,Stone and Glass,Export,Export(US$ Mil),2012,143.04
"Serbia, FR(Serbia/Montenegro)",World,Textiles and Clothing,Export,Export(US$ Mil),2012,634.71
"Serbia, FR(Serbia/Montenegro)",World,Transportation,Export,Export(US$ Mil),2012,739.74
"Serbia, FR(Serbia/Montenegro)",World,Vegetable,Export,Export(US$ Mil),2012,1485.58
"Serbia, FR(Serbia/Montenegro)",World,Wood,Export,Export(US$ Mil),2012,568.37
"Serbia, FR(Serbia/Montenegro)",World,Capital goods,Import,Import(US$ Mil),2012,3718.01
"Serbia, FR(Serbia/Montenegro)",World,Consumer goods,Import,Import(US$ Mil),2012,6715.02
"Serbia, FR(Serbia/Montenegro)",World,Intermediate goods,Import,Import(US$ Mil),2012,5208.79
"Serbia, FR(Serbia/Montenegro)",World,Raw materials,Import,Import(US$ Mil),2012,1916.95
Singapore,World,Animal,Export,Export(US$ Mil),2012,769.36
Singapore,World,Capital goods,Export,Export(US$ Mil),2012,185107.88
Singapore,World,Chemicals,Export,Export(US$ Mil),2012,41442.1
Singapore,World,Consumer goods,Export,Export(US$ Mil),2012,117530.03
Singapore,World,Food Products,Export,Export(US$ Mil),2012,7075.2
Singapore,World,Footwear,Export,Export(US$ Mil),2012,327.09
Singapore,World,Fuels,Export,Export(US$ Mil),2012,75584.9
Singapore,World,Hides and Skins,Export,Export(US$ Mil),2012,672.35
Singapore,World,Intermediate goods,Export,Export(US$ Mil),2012,67508.49
Singapore,World,Mach and Elec,Export,Export(US$ Mil),2012,172381.76
Singapore,World,Metals,Export,Export(US$ Mil),2012,10795.52
Singapore,World,Minerals,Export,Export(US$ Mil),2012,124.72
Singapore,World,Miscellaneous,Export,Export(US$ Mil),2012,53078.71
Singapore,World,Plastic or Rubber,Export,Export(US$ Mil),2012,15827.72
Singapore,World,Raw materials,Export,Export(US$ Mil),2012,3102.82
Singapore,World,Stone and Glass,Export,Export(US$ Mil),2012,7698.25
Singapore,World,Textiles and Clothing,Export,Export(US$ Mil),2012,2150.65
Singapore,World,Transportation,Export,Export(US$ Mil),2012,14810.46
Singapore,World,Vegetable,Export,Export(US$ Mil),2012,1239.91
Singapore,World,Wood,Export,Export(US$ Mil),2012,4414.33
Singapore,World,Capital goods,Import,Import(US$ Mil),2012,151184.08
Singapore,World,Consumer goods,Import,Import(US$ Mil),2012,124672.79
Singapore,World,Intermediate goods,Import,Import(US$ Mil),2012,49457.74
Singapore,World,Raw materials,Import,Import(US$ Mil),2012,45763.33
Solomon Islands,World,Animal,Export,Export(US$ Mil),2012,50.04
Solomon Islands,World,Chemicals,Export,Export(US$ Mil),2012,0.36
Solomon Islands,World,Food Products,Export,Export(US$ Mil),2012,18.26
Solomon Islands,World,Footwear,Export,Export(US$ Mil),2012,0.01
Solomon Islands,World,Fuels,Export,Export(US$ Mil),2012,0.01
Solomon Islands,World,Hides and Skins,Export,Export(US$ Mil),2012,0.03
Solomon Islands,World,Mach and Elec,Export,Export(US$ Mil),2012,4.18
Solomon Islands,World,Metals,Export,Export(US$ Mil),2012,1.91
Solomon Islands,World,Minerals,Export,Export(US$ Mil),2012,0.89
Solomon Islands,World,Miscellaneous,Export,Export(US$ Mil),2012,0.12
Solomon Islands,World,Plastic or Rubber,Export,Export(US$ Mil),2012,0.01
Solomon Islands,World,Stone and Glass,Export,Export(US$ Mil),2012,113.26
