Reporter,Partner,Product categories,Indicator Type,Indicator,Year,Indicator Value
Germany,World,Animal,Export,Export(US$ Mil),2013,26418.02
Germany,World,Capital goods,Export,Export(US$ Mil),2013,550894.03
Germany,World,Chemicals,Export,Export(US$ Mil),2013,175472.24
Germany,World,Consumer goods,Export,Export(US$ Mil),2013,496278.55
Germany,World,Food Products,Export,Export(US$ Mil),2013,43083.1
Germany,World,Footwear,Export,Export(US$ Mil),2013,5633.2
Germany,World,Fuels,Export,Export(US$ Mil),2013,35043.15
Germany,World,Hides and Skins,Export,Export(US$ Mil),2013,3736.83
Germany,World,Intermediate goods,Export,Export(US$ Mil),2013,283562.35
Germany,World,Mach and Elec,Export,Export(US$ Mil),2013,386865.18
Germany,World,Metals,Export,Export(US$ Mil),2013,112292.32
Germany,World,Minerals,Export,Export(US$ Mil),2013,2905.68
Germany,World,Miscellaneous,Export,Export(US$ Mil),2013,161534.86
Germany,World,Plastic or Rubber,Export,Export(US$ Mil),2013,79839.73
Germany,World,Raw materials,Export,Export(US$ Mil),2013,42982.74
Germany,World,Stone and Glass,Export,Export(US$ Mil),2013,31308.49
Germany,World,Textiles and Clothing,Export,Export(US$ Mil),2013,33353.56
Germany,World,Transportation,Export,Export(US$ Mil),2013,295270.02
Germany,World,Vegetable,Export,Export(US$ Mil),2013,19603.27
Germany,World,Wood,Export,Export(US$ Mil),2013,38591.27
Germany,World,Capital goods,Import,Import(US$ Mil),2013,336832.84
Germany,World,Consumer goods,Import,Import(US$ Mil),2013,388815.91
Germany,World,Intermediate goods,Import,Import(US$ Mil),2013,245143.16
Germany,World,Raw materials,Import,Import(US$ Mil),2013,156341.67
Denmark,World,Animal,Export,Export(US$ Mil),2013,11410.48
Denmark,World,Capital goods,Export,Export(US$ Mil),2013,27993.84
Denmark,World,Chemicals,Export,Export(US$ Mil),2013,11837.16
Denmark,World,Consumer goods,Export,Export(US$ Mil),2013,36389.7
Denmark,World,Food Products,Export,Export(US$ Mil),2013,7406.34
Denmark,World,Footwear,Export,Export(US$ Mil),2013,703.62
Denmark,World,Fuels,Export,Export(US$ Mil),2013,9461.08
Denmark,World,Hides and Skins,Export,Export(US$ Mil),2013,2669.15
Denmark,World,Intermediate goods,Export,Export(US$ Mil),2013,16411.79
Denmark,World,Mach and Elec,Export,Export(US$ Mil),2013,23269.08
Denmark,World,Metals,Export,Export(US$ Mil),2013,6536.64
Denmark,World,Minerals,Export,Export(US$ Mil),2013,250.61
Denmark,World,Miscellaneous,Export,Export(US$ Mil),2013,18785.27
Denmark,World,Plastic or Rubber,Export,Export(US$ Mil),2013,2951.95
Denmark,World,Raw materials,Export,Export(US$ Mil),2013,17916.66
Denmark,World,Stone and Glass,Export,Export(US$ Mil),2013,1045.33
Denmark,World,Textiles and Clothing,Export,Export(US$ Mil),2013,5019.48
Denmark,World,Transportation,Export,Export(US$ Mil),2013,3841.47
Denmark,World,Vegetable,Export,Export(US$ Mil),2013,2967.43
Denmark,World,Wood,Export,Export(US$ Mil),2013,2266.64
Denmark,World,Capital goods,Import,Import(US$ Mil),2013,25628.93
Denmark,World,Consumer goods,Import,Import(US$ Mil),2013,39843.54
Denmark,World,Intermediate goods,Import,Import(US$ Mil),2013,17473.48
Denmark,World,Raw materials,Import,Import(US$ Mil),2013,10499.66
Dominican Republic,World,Animal,Export,Export(US$ Mil),2013,35.26
Dominican Republic,World,Capital goods,Export,Export(US$ Mil),2013,1397.63
Dominican Republic,World,Chemicals,Export,Export(US$ Mil),2013,359.93
Dominican Republic,World,Consumer goods,Export,Export(US$ Mil),2013,2931.56
Dominican Republic,World,Food Products,Export,Export(US$ Mil),2013,1281.98
Dominican Republic,World,Footwear,Export,Export(US$ Mil),2013,323.8
Dominican Republic,World,Fuels,Export,Export(US$ Mil),2013,156.39
Dominican Republic,World,Hides and Skins,Export,Export(US$ Mil),2013,26.33
Dominican Republic,World,Intermediate goods,Export,Export(US$ Mil),2013,2708.82
Dominican Republic,World,Mach and Elec,Export,Export(US$ Mil),2013,593.72
Dominican Republic,World,Metals,Export,Export(US$ Mil),2013,523.73
Dominican Republic,World,Minerals,Export,Export(US$ Mil),2013,210.61
Dominican Republic,World,Miscellaneous,Export,Export(US$ Mil),2013,842.62
Dominican Republic,World,Plastic or Rubber,Export,Export(US$ Mil),2013,433.51
Dominican Republic,World,Raw materials,Export,Export(US$ Mil),2013,911.43
Dominican Republic,World,Stone and Glass,Export,Export(US$ Mil),2013,1498.84
Dominican Republic,World,Textiles and Clothing,Export,Export(US$ Mil),2013,1118.38
Dominican Republic,World,Transportation,Export,Export(US$ Mil),2013,15.13
Dominican Republic,World,Vegetable,Export,Export(US$ Mil),2013,462.68
Dominican Republic,World,Wood,Export,Export(US$ Mil),2013,78.08
Dominican Republic,World,Capital goods,Import,Import(US$ Mil),2013,2769.21
Dominican Republic,World,Consumer goods,Import,Import(US$ Mil),2013,8452.18
Dominican Republic,World,Intermediate goods,Import,Import(US$ Mil),2013,4113.71
Dominican Republic,World,Raw materials,Import,Import(US$ Mil),2013,2355.85
Algeria,World,Animal,Export,Export(US$ Mil),2013,11.01
Algeria,World,Capital goods,Export,Export(US$ Mil),2013,11.44
Algeria,World,Chemicals,Export,Export(US$ Mil),2013,441.23
Algeria,World,Consumer goods,Export,Export(US$ Mil),2013,33826.93
Algeria,World,Food Products,Export,Export(US$ Mil),2013,334.32
Algeria,World,Footwear,Export,Export(US$ Mil),2013,0.02
Algeria,World,Fuels,Export,Export(US$ Mil),2013,64902.42
Algeria,World,Hides and Skins,Export,Export(US$ Mil),2013,26.07
Algeria,World,Intermediate goods,Export,Export(US$ Mil),2013,1609.66
Algeria,World,Mach and Elec,Export,Export(US$ Mil),2013,7.85
Algeria,World,Metals,Export,Export(US$ Mil),2013,36.84
Algeria,World,Minerals,Export,Export(US$ Mil),2013,103.4
Algeria,World,Miscellaneous,Export,Export(US$ Mil),2013,2.67
Algeria,World,Plastic or Rubber,Export,Export(US$ Mil),2013,14.74
Algeria,World,Raw materials,Export,Export(US$ Mil),2013,30550.04
Algeria,World,Stone and Glass,Export,Export(US$ Mil),2013,31.07
Algeria,World,Textiles and Clothing,Export,Export(US$ Mil),2013,0.38
Algeria,World,Transportation,Export,Export(US$ Mil),2013,6.3
Algeria,World,Vegetable,Export,Export(US$ Mil),2013,60.17
Algeria,World,Wood,Export,Export(US$ Mil),2013,19.64
Algeria,World,Capital goods,Import,Import(US$ Mil),2013,16306.11
Algeria,World,Consumer goods,Import,Import(US$ Mil),2013,17393.51
Algeria,World,Intermediate goods,Import,Import(US$ Mil),2013,15567.21
Algeria,World,Raw materials,Import,Import(US$ Mil),2013,5011.44
Ecuador,World,Animal,Export,Export(US$ Mil),2013,2091.38
Ecuador,World,Capital goods,Export,Export(US$ Mil),2013,295.27
Ecuador,World,Chemicals,Export,Export(US$ Mil),2013,169.53
Ecuador,World,Consumer goods,Export,Export(US$ Mil),2013,4036.83
Ecuador,World,Food Products,Export,Export(US$ Mil),2013,2633.47
Ecuador,World,Footwear,Export,Export(US$ Mil),2013,46.12
Ecuador,World,Fuels,Export,Export(US$ Mil),2013,14106.35
Ecuador,World,Hides and Skins,Export,Export(US$ Mil),2013,17.57
Ecuador,World,Intermediate goods,Export,Export(US$ Mil),2013,1794.76
Ecuador,World,Mach and Elec,Export,Export(US$ Mil),2013,194.22
Ecuador,World,Metals,Export,Export(US$ Mil),2013,319.04
Ecuador,World,Minerals,Export,Export(US$ Mil),2013,87.66
Ecuador,World,Miscellaneous,Export,Export(US$ Mil),2013,112.36
Ecuador,World,Plastic or Rubber,Export,Export(US$ Mil),2013,239.12
Ecuador,World,Raw materials,Export,Export(US$ Mil),2013,18767.09
Ecuador,World,Stone and Glass,Export,Export(US$ Mil),2013,512.83
Ecuador,World,Textiles and Clothing,Export,Export(US$ Mil),2013,157.28
Ecuador,World,Transportation,Export,Export(US$ Mil),2013,180.46
Ecuador,World,Vegetable,Export,Export(US$ Mil),2013,3777.03
Ecuador,World,Wood,Export,Export(US$ Mil),2013,313.22
Ecuador,World,Capital goods,Import,Import(US$ Mil),2013,7286.26
Ecuador,World,Consumer goods,Import,Import(US$ Mil),2013,10207.81
Ecuador,World,Intermediate goods,Import,Import(US$ Mil),2013,8094.18
Ecuador,World,Raw materials,Import,Import(US$ Mil),2013,954.63
"Egypt, Arab Rep.",World,Animal,Export,Export(US$ Mil),2013,471.32
"Egypt, Arab Rep.",World,Capital goods,Export,Export(US$ Mil),2013,497.27
"Egypt, Arab Rep.",World,Chemicals,Export,Export(US$ Mil),2013,3549.37
"Egypt, Arab Rep.",World,Consumer goods,Export,Export(US$ Mil),2013,13071.86
"Egypt, Arab Rep.",World,Food Products,Export,Export(US$ Mil),2013,1398.87
"Egypt, Arab Rep.",World,Footwear,Export,Export(US$ Mil),2013,11.03
"Egypt, Arab Rep.",World,Fuels,Export,Export(US$ Mil),2013,7558.21
"Egypt, Arab Rep.",World,Hides and Skins,Export,Export(US$ Mil),2013,172.39
"Egypt, Arab Rep.",World,Intermediate goods,Export,Export(US$ Mil),2013,8606.0
"Egypt, Arab Rep.",World,Mach and Elec,Export,Export(US$ Mil),2013,1394.83
"Egypt, Arab Rep.",World,Metals,Export,Export(US$ Mil),2013,2577.1
"Egypt, Arab Rep.",World,Minerals,Export,Export(US$ Mil),2013,654.31
"Egypt, Arab Rep.",World,Miscellaneous,Export,Export(US$ Mil),2013,664.64
"Egypt, Arab Rep.",World,Plastic or Rubber,Export,Export(US$ Mil),2013,1621.91
"Egypt, Arab Rep.",World,Raw materials,Export,Export(US$ Mil),2013,6272.25
"Egypt, Arab Rep.",World,Stone and Glass,Export,Export(US$ Mil),2013,1948.51
"Egypt, Arab Rep.",World,Textiles and Clothing,Export,Export(US$ Mil),2013,3100.73
"Egypt, Arab Rep.",World,Transportation,Export,Export(US$ Mil),2013,178.16
"Egypt, Arab Rep.",World,Vegetable,Export,Export(US$ Mil),2013,3031.13
"Egypt, Arab Rep.",World,Wood,Export,Export(US$ Mil),2013,446.91
"Egypt, Arab Rep.",World,Capital goods,Import,Import(US$ Mil),2013,12330.35
"Egypt, Arab Rep.",World,Consumer goods,Import,Import(US$ Mil),2013,19385.27
"Egypt, Arab Rep.",World,Intermediate goods,Import,Import(US$ Mil),2013,20746.61
"Egypt, Arab Rep.",World,Raw materials,Import,Import(US$ Mil),2013,10849.92
Spain,World,Animal,Export,Export(US$ Mil),2013,10415.69
Spain,World,Capital goods,Export,Export(US$ Mil),2013,65702.85
Spain,World,Chemicals,Export,Export(US$ Mil),2013,32688.96
Spain,World,Consumer goods,Export,Export(US$ Mil),2013,130665.49
Spain,World,Food Products,Export,Export(US$ Mil),2013,15904.52
Spain,World,Footwear,Export,Export(US$ Mil),2013,3280.31
Spain,World,Fuels,Export,Export(US$ Mil),2013,21479.7
Spain,World,Hides and Skins,Export,Export(US$ Mil),2013,2257.08
Spain,World,Intermediate goods,Export,Export(US$ Mil),2013,68219.95
Spain,World,Mach and Elec,Export,Export(US$ Mil),2013,42271.64
Spain,World,Metals,Export,Export(US$ Mil),2013,26342.79
Spain,World,Minerals,Export,Export(US$ Mil),2013,3602.62
Spain,World,Miscellaneous,Export,Export(US$ Mil),2013,21267.36
Spain,World,Plastic or Rubber,Export,Export(US$ Mil),2013,16185.87
Spain,World,Raw materials,Export,Export(US$ Mil),2013,31684.02
Spain,World,Stone and Glass,Export,Export(US$ Mil),2013,10750.91
Spain,World,Textiles and Clothing,Export,Export(US$ Mil),2013,15545.06
Spain,World,Transportation,Export,Export(US$ Mil),2013,58065.82
Spain,World,Vegetable,Export,Export(US$ Mil),2013,22461.48
Spain,World,Wood,Export,Export(US$ Mil),2013,8443.83
Spain,World,Capital goods,Import,Import(US$ Mil),2013,69698.36
Spain,World,Consumer goods,Import,Import(US$ Mil),2013,119526.97
Spain,World,Intermediate goods,Import,Import(US$ Mil),2013,64852.96
Spain,World,Raw materials,Import,Import(US$ Mil),2013,75108.12
Estonia,World,Animal,Export,Export(US$ Mil),2013,612.7
Estonia,World,Capital goods,Export,Export(US$ Mil),2013,5649.58
Estonia,World,Chemicals,Export,Export(US$ Mil),2013,965.42
Estonia,World,Consumer goods,Export,Export(US$ Mil),2013,7017.15
Estonia,World,Food Products,Export,Export(US$ Mil),2013,911.6
Estonia,World,Footwear,Export,Export(US$ Mil),2013,127.59
Estonia,World,Fuels,Export,Export(US$ Mil),2013,1871.08
Estonia,World,Hides and Skins,Export,Export(US$ Mil),2013,156.45
Estonia,World,Intermediate goods,Export,Export(US$ Mil),2013,3147.91
Estonia,World,Mach and Elec,Export,Export(US$ Mil),2013,4739.27
Estonia,World,Metals,Export,Export(US$ Mil),2013,1116.22
Estonia,World,Minerals,Export,Export(US$ Mil),2013,68.42
Estonia,World,Miscellaneous,Export,Export(US$ Mil),2013,2364.17
Estonia,World,Plastic or Rubber,Export,Export(US$ Mil),2013,778.23
Estonia,World,Raw materials,Export,Export(US$ Mil),2013,1606.55
Estonia,World,Stone and Glass,Export,Export(US$ Mil),2013,459.31
Estonia,World,Textiles and Clothing,Export,Export(US$ Mil),2013,915.97
Estonia,World,Transportation,Export,Export(US$ Mil),2013,1114.3
Estonia,World,Vegetable,Export,Export(US$ Mil),2013,344.19
Estonia,World,Wood,Export,Export(US$ Mil),2013,1739.22
Estonia,World,Capital goods,Import,Import(US$ Mil),2013,5875.96
Estonia,World,Consumer goods,Import,Import(US$ Mil),2013,8068.83
Estonia,World,Intermediate goods,Import,Import(US$ Mil),2013,3706.86
Estonia,World,Raw materials,Import,Import(US$ Mil),2013,965.91
Ethiopia(excludes Eritrea),World,Animal,Export,Export(US$ Mil),2013,421.48
Ethiopia(excludes Eritrea),World,Capital goods,Export,Export(US$ Mil),2013,50.48
Ethiopia(excludes Eritrea),World,Chemicals,Export,Export(US$ Mil),2013,3.72
Ethiopia(excludes Eritrea),World,Consumer goods,Export,Export(US$ Mil),2013,950.01
Ethiopia(excludes Eritrea),World,Food Products,Export,Export(US$ Mil),2013,29.05
Ethiopia(excludes Eritrea),World,Footwear,Export,Export(US$ Mil),2013,28.35
Ethiopia(excludes Eritrea),World,Fuels,Export,Export(US$ Mil),2013,260.51
Ethiopia(excludes Eritrea),World,Hides and Skins,Export,Export(US$ Mil),2013,106.75
Ethiopia(excludes Eritrea),World,Intermediate goods,Export,Export(US$ Mil),2013,606.17
Ethiopia(excludes Eritrea),World,Mach and Elec,Export,Export(US$ Mil),2013,35.82
Ethiopia(excludes Eritrea),World,Metals,Export,Export(US$ Mil),2013,7.04
Ethiopia(excludes Eritrea),World,Minerals,Export,Export(US$ Mil),2013,6.23
Ethiopia(excludes Eritrea),World,Miscellaneous,Export,Export(US$ Mil),2013,12.05
Ethiopia(excludes Eritrea),World,Plastic or Rubber,Export,Export(US$ Mil),2013,2.03
Ethiopia(excludes Eritrea),World,Raw materials,Export,Export(US$ Mil),2013,2469.72
Ethiopia(excludes Eritrea),World,Stone and Glass,Export,Export(US$ Mil),2013,170.48
Ethiopia(excludes Eritrea),World,Textiles and Clothing,Export,Export(US$ Mil),2013,94.18
Ethiopia(excludes Eritrea),World,Transportation,Export,Export(US$ Mil),2013,36.62
Ethiopia(excludes Eritrea),World,Vegetable,Export,Export(US$ Mil),2013,2855.12
Ethiopia(excludes Eritrea),World,Wood,Export,Export(US$ Mil),2013,7.52
Ethiopia(excludes Eritrea),World,Capital goods,Import,Import(US$ Mil),2013,4546.3
Ethiopia(excludes Eritrea),World,Consumer goods,Import,Import(US$ Mil),2013,5864.83
Ethiopia(excludes Eritrea),World,Intermediate goods,Import,Import(US$ Mil),2013,3434.96
Ethiopia(excludes Eritrea),World,Raw materials,Import,Import(US$ Mil),2013,909.32
Finland,World,Animal,Export,Export(US$ Mil),2013,941.63
Finland,World,Capital goods,Export,Export(US$ Mil),2013,20856.96
Finland,World,Chemicals,Export,Export(US$ Mil),2013,5765.98
Finland,World,Consumer goods,Export,Export(US$ Mil),2013,18416.76
Finland,World,Food Products,Export,Export(US$ Mil),2013,771.13
Finland,World,Footwear,Export,Export(US$ Mil),2013,190.98
Finland,World,Fuels,Export,Export(US$ Mil),2013,9094.24
Finland,World,Hides and Skins,Export,Export(US$ Mil),2013,1201.0
Finland,World,Intermediate goods,Export,Export(US$ Mil),2013,30199.64
Finland,World,Mach and Elec,Export,Export(US$ Mil),2013,16465.41
Finland,World,Metals,Export,Export(US$ Mil),2013,9936.28
Finland,World,Minerals,Export,Export(US$ Mil),2013,434.1
Finland,World,Miscellaneous,Export,Export(US$ Mil),2013,5108.97
Finland,World,Plastic or Rubber,Export,Export(US$ Mil),2013,3460.83
Finland,World,Raw materials,Export,Export(US$ Mil),2013,2840.66
Finland,World,Stone and Glass,Export,Export(US$ Mil),2013,1414.1
Finland,World,Textiles and Clothing,Export,Export(US$ Mil),2013,747.63
Finland,World,Transportation,Export,Export(US$ Mil),2013,3324.17
Finland,World,Vegetable,Export,Export(US$ Mil),2013,520.81
Finland,World,Wood,Export,Export(US$ Mil),2013,15068.11
Finland,World,Capital goods,Import,Import(US$ Mil),2013,17364.82
Finland,World,Consumer goods,Import,Import(US$ Mil),2013,26291.43
Finland,World,Intermediate goods,Import,Import(US$ Mil),2013,13923.3
Finland,World,Raw materials,Import,Import(US$ Mil),2013,16723.4
Fiji,World,Animal,Export,Export(US$ Mil),2013,130.02
Fiji,World,Capital goods,Export,Export(US$ Mil),2013,69.62
Fiji,World,Chemicals,Export,Export(US$ Mil),2013,29.49
Fiji,World,Consumer goods,Export,Export(US$ Mil),2013,635.49
Fiji,World,Food Products,Export,Export(US$ Mil),2013,262.57
Fiji,World,Footwear,Export,Export(US$ Mil),2013,1.64
Fiji,World,Fuels,Export,Export(US$ Mil),2013,323.79
Fiji,World,Hides and Skins,Export,Export(US$ Mil),2013,0.46
Fiji,World,Intermediate goods,Export,Export(US$ Mil),2013,220.82
Fiji,World,Mach and Elec,Export,Export(US$ Mil),2013,32.95
Fiji,World,Metals,Export,Export(US$ Mil),2013,34.73
Fiji,World,Minerals,Export,Export(US$ Mil),2013,14.44
Fiji,World,Miscellaneous,Export,Export(US$ Mil),2013,23.09
Fiji,World,Plastic or Rubber,Export,Export(US$ Mil),2013,6.86
Fiji,World,Raw materials,Export,Export(US$ Mil),2013,167.16
Fiji,World,Stone and Glass,Export,Export(US$ Mil),2013,50.99
Fiji,World,Textiles and Clothing,Export,Export(US$ Mil),2013,66.18
Fiji,World,Transportation,Export,Export(US$ Mil),2013,38.18
Fiji,World,Vegetable,Export,Export(US$ Mil),2013,47.75
Fiji,World,Wood,Export,Export(US$ Mil),2013,44.85
Fiji,World,Capital goods,Import,Import(US$ Mil),2013,902.16
Fiji,World,Consumer goods,Import,Import(US$ Mil),2013,1233.72
Fiji,World,Intermediate goods,Import,Import(US$ Mil),2013,388.29
Fiji,World,Raw materials,Import,Import(US$ Mil),2013,258.43
France,World,Animal,Export,Export(US$ Mil),2013,17123.44
France,World,Capital goods,Export,Export(US$ Mil),2013,197528.65
France,World,Chemicals,Export,Export(US$ Mil),2013,86954.18
France,World,Consumer goods,Export,Export(US$ Mil),2013,203919.33
France,World,Food Products,Export,Export(US$ Mil),2013,37650.48
France,World,Footwear,Export,Export(US$ Mil),2013,3232.33
France,World,Fuels,Export,Export(US$ Mil),2013,22239.0
France,World,Hides and Skins,Export,Export(US$ Mil),2013,7925.66
France,World,Intermediate goods,Export,Export(US$ Mil),2013,112528.86
France,World,Mach and Elec,Export,Export(US$ Mil),2013,109314.56
France,World,Metals,Export,Export(US$ Mil),2013,38502.51
France,World,Minerals,Export,Export(US$ Mil),2013,1421.11
France,World,Miscellaneous,Export,Export(US$ Mil),2013,44276.65
France,World,Plastic or Rubber,Export,Export(US$ Mil),2013,28369.94
France,World,Raw materials,Export,Export(US$ Mil),2013,36775.25
France,World,Stone and Glass,Export,Export(US$ Mil),2013,12709.17
France,World,Textiles and Clothing,Export,Export(US$ Mil),2013,15853.74
France,World,Transportation,Export,Export(US$ Mil),2013,106793.4
France,World,Vegetable,Export,Export(US$ Mil),2013,22544.31
France,World,Wood,Export,Export(US$ Mil),2013,13077.22
France,World,Capital goods,Import,Import(US$ Mil),2013,171639.08
France,World,Consumer goods,Import,Import(US$ Mil),2013,268234.92
France,World,Intermediate goods,Import,Import(US$ Mil),2013,143275.84
France,World,Raw materials,Import,Import(US$ Mil),2013,80849.48
"Micronesia, Fed. Sts.",World,Animal,Export,Export(US$ Mil),2013,23.16
"Micronesia, Fed. Sts.",World,Capital goods,Export,Export(US$ Mil),2013,0.01
"Micronesia, Fed. Sts.",World,Consumer goods,Export,Export(US$ Mil),2013,0.5
"Micronesia, Fed. Sts.",World,Food Products,Export,Export(US$ Mil),2013,0.35
"Micronesia, Fed. Sts.",World,Intermediate goods,Export,Export(US$ Mil),2013,0.22
"Micronesia, Fed. Sts.",World,Metals,Export,Export(US$ Mil),2013,0.04
"Micronesia, Fed. Sts.",World,Minerals,Export,Export(US$ Mil),2013,0.01
"Micronesia, Fed. Sts.",World,Miscellaneous,Export,Export(US$ Mil),2013,0.01
"Micronesia, Fed. Sts.",World,Raw materials,Export,Export(US$ Mil),2013,26.89
"Micronesia, Fed. Sts.",World,Textiles and Clothing,Export,Export(US$ Mil),2013,0.01
"Micronesia, Fed. Sts.",World,Vegetable,Export,Export(US$ Mil),2013,3.96
"Micronesia, Fed. Sts.",World,Wood,Export,Export(US$ Mil),2013,0.07
"Micronesia, Fed. Sts.",World,Capital goods,Import,Import(US$ Mil),2013,19.26
"Micronesia, Fed. Sts.",World,Consumer goods,Import,Import(US$ Mil),2013,126.96
"Micronesia, Fed. Sts.",World,Intermediate goods,Import,Import(US$ Mil),2013,16.67
"Micronesia, Fed. Sts.",World,Raw materials,Import,Import(US$ Mil),2013,14.94
United Kingdom,World,Animal,Export,Export(US$ Mil),2013,7200.58
United Kingdom,World,Capital goods,Export,Export(US$ Mil),2013,131082.53
United Kingdom,World,Chemicals,Export,Export(US$ Mil),2013,65958.62
United Kingdom,World,Consumer goods,Export,Export(US$ Mil),2013,181263.14
United Kingdom,World,Food Products,Export,Export(US$ Mil),2013,20094.26
United Kingdom,World,Footwear,Export,Export(US$ Mil),2013,2178.2
United Kingdom,World,Fuels,Export,Export(US$ Mil),2013,62000.95
United Kingdom,World,Hides and Skins,Export,Export(US$ Mil),2013,1687.79
United Kingdom,World,Intermediate goods,Export,Export(US$ Mil),2013,149162.73
United Kingdom,World,Mach and Elec,Export,Export(US$ Mil),2013,100942.57
United Kingdom,World,Metals,Export,Export(US$ Mil),2013,27314.96
United Kingdom,World,Minerals,Export,Export(US$ Mil),2013,862.7
United Kingdom,World,Miscellaneous,Export,Export(US$ Mil),2013,63639.4
United Kingdom,World,Plastic or Rubber,Export,Export(US$ Mil),2013,15473.6
United Kingdom,World,Raw materials,Export,Export(US$ Mil),2013,52135.22
United Kingdom,World,Stone and Glass,Export,Export(US$ Mil),2013,102511.43
United Kingdom,World,Textiles and Clothing,Export,Export(US$ Mil),2013,12246.09
United Kingdom,World,Transportation,Export,Export(US$ Mil),2013,52385.2
United Kingdom,World,Vegetable,Export,Export(US$ Mil),2013,4210.84
United Kingdom,World,Wood,Export,Export(US$ Mil),2013,9334.65
United Kingdom,World,Capital goods,Import,Import(US$ Mil),2013,167282.39
United Kingdom,World,Consumer goods,Import,Import(US$ Mil),2013,257975.29
United Kingdom,World,Intermediate goods,Import,Import(US$ Mil),2013,116448.11
United Kingdom,World,Raw materials,Import,Import(US$ Mil),2013,82525.05
Georgia,World,Animal,Export,Export(US$ Mil),2013,72.27
Georgia,World,Capital goods,Export,Export(US$ Mil),2013,176.92
Georgia,World,Chemicals,Export,Export(US$ Mil),2013,258.73
Georgia,World,Consumer goods,Export,Export(US$ Mil),2013,1326.99
Georgia,World,Food Products,Export,Export(US$ Mil),2013,404.67
Georgia,World,Footwear,Export,Export(US$ Mil),2013,3.14
Georgia,World,Fuels,Export,Export(US$ Mil),2013,70.6
Georgia,World,Hides and Skins,Export,Export(US$ Mil),2013,7.05
Georgia,World,Intermediate goods,Export,Export(US$ Mil),2013,783.12
Georgia,World,Mach and Elec,Export,Export(US$ Mil),2013,77.41
Georgia,World,Metals,Export,Export(US$ Mil),2013,462.63
Georgia,World,Minerals,Export,Export(US$ Mil),2013,199.22
Georgia,World,Miscellaneous,Export,Export(US$ Mil),2013,28.58
Georgia,World,Plastic or Rubber,Export,Export(US$ Mil),2013,24.83
Georgia,World,Raw materials,Export,Export(US$ Mil),2013,615.37
Georgia,World,Stone and Glass,Export,Export(US$ Mil),2013,100.16
Georgia,World,Textiles and Clothing,Export,Export(US$ Mil),2013,62.37
Georgia,World,Transportation,Export,Export(US$ Mil),2013,807.68
Georgia,World,Vegetable,Export,Export(US$ Mil),2013,297.34
Georgia,World,Wood,Export,Export(US$ Mil),2013,32.78
Georgia,World,Capital goods,Import,Import(US$ Mil),2013,1429.35
Georgia,World,Consumer goods,Import,Import(US$ Mil),2013,4492.01
Georgia,World,Intermediate goods,Import,Import(US$ Mil),2013,1172.71
Georgia,World,Raw materials,Import,Import(US$ Mil),2013,758.07
Ghana,World,Animal,Export,Export(US$ Mil),2013,19.06
Ghana,World,Capital goods,Export,Export(US$ Mil),2013,259.44
Ghana,World,Chemicals,Export,Export(US$ Mil),2013,387.05
Ghana,World,Consumer goods,Export,Export(US$ Mil),2013,867.78
Ghana,World,Food Products,Export,Export(US$ Mil),2013,1554.55
Ghana,World,Footwear,Export,Export(US$ Mil),2013,2.82
Ghana,World,Fuels,Export,Export(US$ Mil),2013,3128.66
Ghana,World,Hides and Skins,Export,Export(US$ Mil),2013,1.88
Ghana,World,Intermediate goods,Export,Export(US$ Mil),2013,6265.14
Ghana,World,Mach and Elec,Export,Export(US$ Mil),2013,192.65
Ghana,World,Metals,Export,Export(US$ Mil),2013,196.39
Ghana,World,Minerals,Export,Export(US$ Mil),2013,208.6
Ghana,World,Miscellaneous,Export,Export(US$ Mil),2013,63.42
Ghana,World,Plastic or Rubber,Export,Export(US$ Mil),2013,135.49
Ghana,World,Raw materials,Export,Export(US$ Mil),2013,5231.14
Ghana,World,Stone and Glass,Export,Export(US$ Mil),2013,5441.98
Ghana,World,Textiles and Clothing,Export,Export(US$ Mil),2013,30.2
Ghana,World,Transportation,Export,Export(US$ Mil),2013,28.21
Ghana,World,Vegetable,Export,Export(US$ Mil),2013,767.56
Ghana,World,Wood,Export,Export(US$ Mil),2013,485.39
Ghana,World,Capital goods,Import,Import(US$ Mil),2013,3940.84
Ghana,World,Consumer goods,Import,Import(US$ Mil),2013,4543.06
Ghana,World,Intermediate goods,Import,Import(US$ Mil),2013,3038.7
Ghana,World,Raw materials,Import,Import(US$ Mil),2013,1029.13
Guinea,World,Animal,Export,Export(US$ Mil),2013,6.87
Guinea,World,Capital goods,Export,Export(US$ Mil),2013,77.22
Guinea,World,Chemicals,Export,Export(US$ Mil),2013,2.82
Guinea,World,Consumer goods,Export,Export(US$ Mil),2013,240.67
Guinea,World,Food Products,Export,Export(US$ Mil),2013,4.45
Guinea,World,Footwear,Export,Export(US$ Mil),2013,0.08
Guinea,World,Fuels,Export,Export(US$ Mil),2013,11.94
Guinea,World,Hides and Skins,Export,Export(US$ Mil),2013,0.1
Guinea,World,Intermediate goods,Export,Export(US$ Mil),2013,946.22
Guinea,World,Mach and Elec,Export,Export(US$ Mil),2013,41.19
Guinea,World,Metals,Export,Export(US$ Mil),2013,6.36
Guinea,World,Minerals,Export,Export(US$ Mil),2013,459.26
Guinea,World,Miscellaneous,Export,Export(US$ Mil),2013,3.34
Guinea,World,Plastic or Rubber,Export,Export(US$ Mil),2013,38.07
Guinea,World,Raw materials,Export,Export(US$ Mil),2013,514.04
