reviewScorePro,gameName,reviewScoreUser
82,Metal Gear Rising: Revengeance,7.8
80,Double Fine Happy Action Theater,6.2
76,Call of Juarez: Gunslinger,8.2
76,LEGO Batman: The Videogame,7.9
76,Resident Evil 5: Desperate Escape,7.9
76,Call of Duty: Black Ops II - Uprising,5.1
76,Puzzle Quest: Galactrix,7.6
76,Kinect Sesame Street TV,6.2
76,Deus Ex: Human Revolution - The Missing Link,6.8
76,Deathsmiles,8.4
76,Brothers in Arms: Hell's Highway,8.3
76,Chessmaster LIVE,6.9
76,Penny Arcade Adventures: Episode One,7.6
76,Zuma's Revenge!,6.9
63,Triggerheart Exelica,8.1
63,Texas Hold 'Em,6.6
63,AC/DC Live: Rock Band Track Pack,4.9
63,Sacred Citadel,6.2
63,Lucidity,7.6
63,Matt Hazard: Blood Bath and Beyond,8.7
63,Spider-Man 3,7.0
63,Serious Sam 3: BFE,8.2
63,Fallout: New Vegas - Lonesome Road,7.6
63,Fatal Fury Special,8.3
63,Clive Barker's Jericho,7.5
63,Scrap Metal,8.0
68,Space Giraffe,7.5
68,G-Force,7.0
68,Harry Potter and the Order of the Phoenix,6.8
68,Deadly Premonition,8.2
68,The UnderGarden,
68,Tom Clancy's HAWX 2,6.3
68,Viking: Battle for Asgard,8.0
68,Test Drive Unlimited 2,6.4
68,Major League Baseball 2K12,6.4
68,Juiced 2: Hot Import Nights,7.5
68,Bejeweled Blitz Live,7.2
78,Kinect Nat Geo TV,
78,Charlie Murder,6.5
78,Metal Slug 3,6.2
78,GRID 2,5.8
78,A Kingdom for Keflings,7.0
78,Ace Combat: Assault Horizon,6.2
78,Switchball,7.8
78,Call of Duty: Modern Warfare 2 - Resurgence Pack,3.4
78,Dead Space 3,6.4
78,R.U.S.E.,7.0
78,Every Extend Extra Extreme,7.1
78,Pro Evolution Soccer 2010,7.6
78,Marvel vs. Capcom Origins,8.1
72,Guitar Hero: Warriors of Rock,6.5
72,FIFA World Cup: Germany 2006,6.6
72,Serious Sam HD: The Second Encounter,8.0
72,Axel & Pixel,7.5
72,Sonic the Hedgehog 4: Episode I,5.8
72,GoldenEye 007: Reloaded,6.0
72,Hexic 2,7.4
72,Hasbro Family Game Night: Battleship,
72,Call of Duty Classic,7.8
72,Army of Two,7.6
72,Dead Rising 2: Off the Record,7.3
72,Batman: Arkham City - Harley Quinn's Revenge,6.6
74,Zeno Clash: Ultimate Edition,8.1
74,Naruto Shippuden: Ultimate Ninja Storm 2,8.5
74,Comic Jumper: The Adventures of Captain Smiley,6.8
74,Pinball FX 2: Zen Classics,
74,Madden NFL 06,4.8
74,Ion Assault,7.5
65,Dance Dance Revolution Universe 2,7.4
65,Armored Core 4,7.2
65,Crash of the Titans,6.3
65,Mini Ninjas Adventures,8.0
65,WRC 2: FIA World Rally Championship 2011,6.3
65,Brave: The Video Game,
65,Zeno Clash II,6.1
65,Fallout 3: Mothership Zeta,6.0
65,Harms Way,6.3
65,Shotest Shogi,
65,Exit 2,
65,Gauntlet,5.4
60,WarTech: Senko no Ronde,6.1
60,Warface,5.8
60,Spider-Man: Friend or Foe,6.2
60,Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,7.0
60,Dynasty Warriors 6,7.4
60,Karateka,6.9
60,Jeremy McGrath's Offroad,5.7
60,MicroBot,6.4
60,Chaotic: Shadow Warriors,5.0
59,Crazy Taxi,7.7
59,How to Survive,6.3
59,Dark Void,6.0
51,Where the Wild Things Are,5.4
51,History Legends of War: Patton,6.0
51,CSI: Crime Scene Investigation: Deadly Intent,5.6
51,Sacred 3,4.1
51,Halo: Spartan Assault,4.9
51,Are You Smarter Than a 5th Grader: Make the Grade,4.6
51,Superman Returns,6.1
51,Happy Tree Friends: False Alarm,5.9
69,Serious Sam HD: The First Encounter,8.7
69,NHL 2K10,7.6
69,Foul Play,6.4
69,Bejeweled 2 Deluxe,6.3
69,Ancients of Ooga,5.8
69,Def Jam: Icon,6.3
69,Rayman 3 HD,7.1
69,Poker Night 2,5.8
69,Lightning Returns: Final Fantasy XIII,6.6
69,Lips: Party Classics,
69,Turok,7.1
82,Pro Evolution Soccer 2013,6.9
82,Sonic & All-Stars Racing Transformed,7.9
82,Command & Conquer 3: Tiberium Wars,7.1
82,Final Fantasy XIII,6.3
82,The Wolf Among Us: Episode 1 - Faith,8.4
82,Sonic the Hedgehog 2,8.9
82,FIFA Soccer 08,7.9
82,Dark Souls II: Crown of the Old Iron King,7.9
82,Enslaved: Odyssey to the West,7.8
82,Halo Wars,7.3
82,The Walking Dead: Episode 4 - Around Every Corner,8.3
82,SSX,6.4
80,Tiger Woods PGA Tour 08,7.8
80,Dragon Age: Origins - Awakening,8.1
80,Metro: Last Light,8.4
80,The Walking Dead: Season Two Episode 2 - A House Divided,8.3
80,Kingdoms of Amalur: Reckoning,7.7
80,Snoopy Flying Ace,8.6
80,Magic: The Gathering - Duels of the Planeswalkers 2013,7.0
80,Space Invaders Infinity Gene,8.8
80,UEFA EURO 2008,8.4
76,Singularity,7.7
76,The Club,6.8
76,Fallout 3: The Pitt,7.2
76,The Sims 3,7.2
76,Need for Speed: Rivals,5.4
76,Disney/Pixar Toy Story 3,8.4
76,Lode Runner,7.4
76,Section 8: Prejudice,7.8
76,Alan Wake's American Nightmare,7.8
76,Spider-Man: Shattered Dimensions,7.6
63,Monsters vs. Aliens,6.6
63,Scarygirl,7.7
63,Contra,5.1
63,Borderlands: Mad Moxxi's Underdome Riot,5.6
63,Gin Rummy,
63,Kane & Lynch 2: Dog Days,5.2
63,Bladestorm: The Hundred Years' War,6.8
63,MX vs. ATV Alive,7.2
63,DanceMasters,6.4
68,Vandal Hearts: Flames of Judgment,7.9
68,Alien Breed 3: Descent,6.7
68,The Biggest Loser: Ultimate Workout,
68,EA Sports Active 2,5.4
68,Fable Anniversary,6.8
68,BioShock Infinite: Burial at Sea - Episode One,7.9
68,Serious Sam Double D XXL,5.5
68,Ninja Blade,6.7
68,BloodRayne: Betrayal,7.4
68,Rango,8.0
78,Call of Duty: Black Ops - Annihilation,5.0
78,Top Spin 3,7.6
77,Mutant Storm Reloaded,7.2
77,Devil May Cry HD Collection,8.4
72,Borderlands 2: Sir Hammerlock's Big Game Hunt,6.3
72,Dark Sector,7.5
72,The Splatters,8.8
72,Divinity II: The Dragon Knight Saga,7.8
72,Assassin's Creed Rogue,7.3
72,The Hip Hop Dance Experience,
72,Command & Conquer: Red Alert 3 - Commander's Challenge,6.8
71,Red Faction: Armageddon,7.0
71,The Walking Dead: Season Two Episode 4 - Amid the Ruins,7.1
71,Bee Movie Game,5.8
74,Mafia II,7.8
74,Syndicate,7.1
74,2014 FIFA World Cup Brazil,4.4
74,NCAA Basketball 09: March Madness Edition,
74,SBK X: Superbike World Championship,8.3
74,Dance Dance Revolution Universe,8.8
74,Galaga Legions,7.8
74,Prince of Persia: The Forgotten Sands,7.8
74,Pro Evolution Soccer 2009,6.8
74,Doritos Crash Course,6.7
73,Call of Duty: Ghosts,2.6
88,Battlefield: Bad Company 2 Vietnam,7.8
65,Choplifter HD,3.1
64,Crystal Quest,7.6
64,Fallout: New Vegas - Honest Hearts,7.1
64,Happy Feet Two: The Videogame,7.5
64,Harry Potter and the Half-Blood Prince,6.8
64,Arcania: Gothic 4,5.2
64,Aliens vs. Predator,7.3
64,The Testament of Sherlock Holmes,7.6
64,Puzzlegeddon,
64,F1 2014,4.1
64,Killer Is Dead,7.2
64,London 2012 - The Official Video Game of the Olympic Games,6.4
59,Spectral Force 3,7.5
59,KrissX,
59,Mass Effect 3: From Ashes,3.6
59,Worms Ultimate Mayhem,7.8
59,Angry Birds Star Wars,5.6
59,Hydrophobia,7.4
59,Dynasty Warriors 6 Empires,7.3
59,The Spiderwick Chronicles,
59,Dynasty Warriors: Strikeforce,5.7
51,The History Channel: Civil War - Secret Missions,
51,Babel Rising,3.4
51,Yie Ar Kung-Fu,
51,Fairytale Fights,6.2
51,Qix++,
51,Beowulf: The Game,4.7
51,Saints Row 2: Ultor Exposed,5.9
51,Cabela's Big Game Hunter,
51,Red Johnson's Chronicles - One Against All,
69,I Am Alive,6.3
69,Conan,7.3
69,Plants vs Zombies: Garden Warfare,7.3
69,Enemy Territory: Quake Wars,7.3
69,Quake Arena Arcade,7.0
69,The LEGO Movie Videogame,7.2
69,Silent Hill HD Collection,5.6
69,Pinball FX,7.9
69,Biology Battle,8.7
82,Tom Clancy's Splinter Cell: Blacklist,7.5
82,College Hoops 2K7,8.2
82,Joe Danger 2: The Movie,7.2
82,Catherine,7.9
81,Condemned: Criminal Origins,8.2
81,Tony Hawk's Project 8,7.6
81,Saints Row IV,6.5
81,Trials Evolution: The Riders of Doom,6.2
80,Alan Wake: The Writer,7.3
80,Lazy Raiders,8.8
80,Pro Evolution Soccer 2014,4.3
80,Dark Souls II: Crown of the Sunken King,8.0
80,NBA Live 10,7.7
80,The Walking Dead: Season Two Episode 1 - All That Remains,8.6
80,Tiger Woods PGA Tour 12: The Masters,6.0
80,Naruto: The Broken Bond,7.7
80,FlatOut: Ultimate Carnage,8.8
76,Undertow,7.6
76,Streets of Rage 2,8.6
76,Dragon Age II: Mark of the Assassin,5.4
76,Age of Booty,7.1
76,Battlestations: Pacific,7.4
76,Overlord,8.3
76,"Warhammer 40,000: Space Marine",7.8
76,Scene It? Box Office Smash,7.4
76,RoboBlitz,8.3
76,Tomb Raider: Underworld,6.6
63,Raiden IV,7.8
63,The King of Fighters XII,4.2
63,Angry Birds Trilogy,3.5
63,SBK Superbike World Championship,8.0
63,Fracture,6.2
63,Wits & Wagers,7.4
63,Missile Command,
63,Time Pilot,
63,Track & Field,7.8
63,Dragon Ball Z Budokai HD Collection,8.4
68,Go! Go! Break Steady,8.8
68,MotoGP 08,5.6
68,Enslaved: Odyssey to the West - Pigsy's Perfect 10,7.6
68,Deadlight,7.8
68,The Bureau: XCOM Declassified,6.7
68,Earth Defense Force: Insect Armageddon,8.2
68,Need for Speed: The Run,6.0
68,Infinite Undiscovery,7.0
68,Ice Age: Dawn of the Dinosaurs,7.5
77,Sega Rally Revo,7.2
77,Birds of Steel,8.9
77,NBA Live 09,7.4
77,Shank 2,6.1
77,Sanctum 2,4.8
77,Eets: Chowdown,5.8
77,RISK: Factions,6.6
71,Sacred 2: Fallen Angel,7.3
71,Shank,6.3
71,Record of Agarest War,7.0
71,WWE '12,6.3
71,LEGO Indiana Jones 2: The Adventure Continues,7.4
71,Under Defeat HD,
71,Dead Island,6.9
71,Boulder Dash-XL,
71,Aces of the Galaxy,7.3
73,NBA Live 08,5.3
73,Your Shape: Fitness Evolved,7.5
73,Army of Two: The 40th Day,7.3
73,Just Cause,7.2
73,Jetpac Refuelled,8.4
73,The Saboteur,8.2
73,Medal of Honor: Airborne,6.7
73,The Elder Scrolls V: Skyrim - Dawnguard,7.1
73,Motocross Madness,7.9
88,Need for Speed: Hot Pursuit,7.0
88,NBA 2K13,7.3
87,Rocksmith 2014 Edition,7.5
87,Halo 4,7.0
87,FIFA Soccer 09,8.0
87,Ikaruga,7.9
87,Mass Effect 2: Lair of the Shadow Broker,8.6
87,DiRT 3,7.1
64,Speedball 2: Brutal Deluxe,8.7
64,F1 Race Stars,5.8
64,Magic: Duels of the Planeswalkers 2015,4.3
64,Project Sylpheed: Arc of Deception,8.6
64,Nexuiz,6.1
64,NBA Live 06,5.6
59,Open Season,7.3
59,Green Lantern: Rise of the Manhunters,7.2
59,Bionicle Heroes,5.9
59,NASCAR 08,5.2
59,Dogfight 1942,5.5
59,Fist of the North Star: Ken's Rage,7.4
59,Disney Epic Mickey 2: The Power of Two,5.5
59,Soltrio Solitaire,7.5
59,NBA Live 07,4.9
59,GEON: emotions,8.6
59,Saw,7.4
51,Wing Commander Arena,5.5
50,Flashback,4.7
50,Narco Terror,5.9
50,Battlezone,
50,Haunted House,6.5
50,X-Blades,5.4
50,Dead Space 3: Awakened,5.1
50,Novadrome,7.5
50,Yaiba: Ninja Gaiden Z,5.3
69,Diner Dash,
69,Major League Baseball 2K11,6.8
69,Hitman HD Trilogy,7.2
69,Sega Vintage Collection: Alex Kidd & Co.,8.4
69,Call of Duty: Black Ops II - Vengeance,3.9
69,Giana Sisters: Twisted Dreams,7.4
69,The Amazing Spider-Man,7.4
69,Sonic & Knuckles,8.7
69,Boom Boom Rocket,6.1
68,Band of Bugs,6.0
68,Madballs in Babo: Invasion,8.9
81,Injustice: Gods Among Us,7.9
80,Hitman: Sniper Challenge,7.7
79,Hitman: Absolution,7.1
79,WWE SmackDown vs. Raw 2009,7.1
79,Resident Evil 5: Lost in Nightmares,7.7
79,Kameo: Elements of Power,8.1
79,The King of Fighters XIII,8.2
79,Sesame Street: Once Upon a Monster,6.9
79,Gears of War 2: All Fronts Collection,7.6
79,Banjo-Kazooie: Nuts & Bolts,6.7
79,The Bigs,8.4
79,EA Sports MMA,7.0
75,Alan Wake: The Signal,6.9
75,MX vs. ATV Reflex,6.5
75,WWE 2K14,7.7
75,Top Spin 2,6.8
75,NHL 2K6,6.1
75,Panzer General: Allied Assault,6.9
75,Overlord II,7.2
75,Worms,6.9
75,Sam & Max: Beyond Time and Space,7.9
63,Michael Jackson The Experience,6.8
63,Final Fantasy XI: Wings of the Goddess,5.8
62,Islands of Wakfu,7.3
62,Karaoke Revolution,
62,Inferno Pool,
62,Zombie Apocalypse: Never Die Alone,5.9
62,Hardwood Backgammon,5.8
62,Wanted: Weapons of Fate,7.5
68,MXGP: The Official Motocross Videogame,6.2
68,JoJo's Bizarre Adventure HD Ver.,4.4
68,Planets Under Attack,7.6
68,Puddle,6.9
68,Armored Core V,7.2
77,Your Shape Fitness Evolved 2012,7.6
77,SoulCalibur V,6.3
77,Call of Juarez: Bound in Blood,7.6
77,Banjo-Kazooie,8.2
77,Gears of War 3: RAAM's Shadow,7.8
77,Final Fight: Double Impact,7.9
77,Battlefield 2: Modern Combat,7.3
77,Sonic Generations,8.3
71,WWE Legends of WrestleMania,6.3
71,Zeit Squared,
71,State of Decay: Breakdown,5.5
71,Fighting Vipers,8.1
71,Guitar Hero: Smash Hits,6.0
71,Grand Slam Tennis 2,5.1
71,Retro City Rampage,7.6
71,Nike+ Kinect Training,7.3
71,Comix Zone,8.5
73,Scott Pilgrim vs. the World: The Game,7.5
73,Bandfuse: Rock Legends,7.7
73,The King of Fighters '98 Ultimate Match,7.7
73,Assassin's Creed III - The Infamy,5.0
73,LEGO Pirates of the Caribbean: The Video Game,7.0
73,NBA Baller Beats,6.6
73,Castlevania: Lords of Shadow - Mirror of Fate HD,7.8
73,Battlestations: Midway,7.1
73,Marvel: Ultimate Alliance 2,7.3
73,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",7.9
87,Red Dead Redemption: Undead Nightmare Pack,8.2
87,Call of Duty: Black Ops,6.3
87,Fight Night Round 4,8.1
64,Abyss Odyssey,7.0
64,3 on 3 NHL Arcade,7.1
64,Star Trek: Legacy,5.5
64,TNT Racers,
64,Pac-Man Museum,
64,NeoGeo Battle Coliseum,8.0
64,Darksiders II: Argul's Tomb,6.6
64,Dragon Age II: Legacy,5.1
64,Of Orcs and Men,5.8
64,Hardwood Hearts,
59,Arkadian Warriors,5.9
59,Transformers: Dark of the Moon,6.7
59,Dance Paradise,
58,How to Train Your Dragon,7.6
58,Adventure Time: The Secret of the Nameless Kingdom,7.5
58,Pirates of the Caribbean: At World's End,5.3
58,Cabela's Dangerous Hunts 2013,3.7
58,Far Cry Classic,7.5
58,Worms Collection,7.3
58,Front Mission Evolved,6.1
68,BioShock Infinite: Clash in the Clouds,5.9
68,Call of Duty: Modern Warfare 2 - Stimulus Package,2.7
68,1942: Joint Strike,6.2
68,DmC: Devil May Cry - Vergil's Downfall,5.2
81,NBA 2K8,7.0
81,NHL 14,5.9
81,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,7.8
81,Torchlight,7.7
81,Renegade Ops,8.1
81,Saints Row,7.5
81,LEGO Star Wars II: The Original Trilogy,8.0
81,Saints Row 2,8.1
79,NHL 07,5.3
79,The Walking Dead: Episode 1 - A New Day,8.0
79,Dishonored: The Knife of Dunwall,7.7
79,Lost Planet: Extreme Condition,7.1
79,Chime,7.9
79,Eternal Sonata,7.9
79,NCAA Football 07,6.9
79,Mega Man 10,7.8
75,Dragon's Dogma,7.8
75,Penny Arcade Adventures: Episode Two,7.5
75,NCAA Basketball 10,
75,Resident Evil: Revelations,7.4
75,Gyromancer,6.5
75,Stuntman Ignition,7.3
75,F.E.A.R. 3,7.0
75,Tony Hawk's American Wasteland,7.2
75,Sonic & Sega All-Stars Racing with Banjo-Kazooie,7.5
75,Tropico 3,6.6
75,WWE All Stars,7.2
62,The Legend of Spyro: Dawn of the Dragon,7.2
62,FIFA 06: Road to FIFA World Cup,6.0
62,PowerUp Forever,5.4
62,Might & Magic: Duel of Champions - Forgotten Wars,
62,TNA iMPACT!,5.9
62,Batman: Arkham Origins Blackgate - Deluxe Edition,7.2
62,Marathon: Durandal,7.6
62,Sherlock Holmes vs. Jack the Ripper,6.8
62,Assassin's Creed Liberation HD,5.7
62,Rumble Roses XX,6.4
62,Bionic Commando Rearmed 2,6.3
68,Schizoid,7.8
68,Flock!,4.8
77,Sonic the Hedgehog (Live Arcade),8.7
77,Dungeons & Dragons: Chronicles of Mystara,5.8
77,Wik: The Fable of Souls,6.8
77,Daytona USA,8.0
77,World of Tanks: Xbox 360 Edition,6.7
77,Tomb Raider: Anniversary,8.3
77,Lumines Live!,7.5
77,DoDonPachi Resurrection,8.3
77,Red Dead Redemption: Liars and Cheats,7.6
71,Call of Juarez,6.9
71,Stacking: The Lost Hobo King,8.8
71,Guardians of Middle-Earth,7.9
71,50 Cent: Blood on the Sand,6.4
71,Meteos Wars,6.5
71,Tropico 5,7.2
71,NHL 2K8,7.4
71,Warriors Orochi 3,8.1
71,LEGO Rock Band,7.2
73,The Wolf Among Us: Episode 2 - Smoke and Mirrors,7.8
73,"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",
73,Hybrid,7.4
73,Dishonored: Dunwall City Trials,6.3
73,Earthworm Jim HD,8.0
73,Thrillville: Off the Rails,2.8
73,Tom Clancy's HAWX,7.3
73,Worms Revolution,5.9
73,Jonah Lomu Rugby Challenge,6.0
87,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,7.3
87,DiRT 2,8.2
87,Rayman Origins,8.2
87,Pinball FX 2: Star Wars Pinball,6.4
87,Spelunky,7.3
64,Yosumin! LIVE,
64,Wheelman,7.4
64,Major League Baseball 2K9,5.3
64,Mad Riders,7.1
64,Need for Speed Undercover,5.9
64,Phantasy Star Universe,7.4
64,Armored Core: For Answer,7.8
58,TRON: Evolution,5.8
58,Rush'n Attack,
58,Lost Planet 3,5.8
58,God Mode,6.3
58,Blade Kitten,5.8
58,Ninja Gaiden 3,4.4
58,Alone in the Dark,5.7
58,Assassin's Creed II: Battle of Forli,6.2
58,WRC Powerslide,5.7
81,NCAA Football 08,7.8
81,Dungeon Siege III: Treasures of the Sun,6.2
81,Dishonored: The Brigmore Witches,7.8
81,Virtua Fighter 5 Final Showdown,8.0
81,Sensible World of Soccer,7.2
81,Toy Soldiers: Cold War,8.6
81,Assassin's Creed,7.7
81,ilomilo,8.0
81,Uno,7.9
79,Sonic's Ultimate Genesis Collection,8.6
79,SoulCalibur,8.1
79,Counter-Strike: Global Offensive,7.0
79,LEGO Batman 2: DC Super Heroes,7.2
79,Monday Night Combat,8.1
79,Gunstar Heroes,8.1
79,Quarrel,8.1
75,Magic: The Gathering - Duels of the Planeswalkers 2012,8.0
75,GRID Autosport,6.0
75,Blood of the Werewolf,6.6
75,Akai Katana,8.0
75,Supreme Commander 2,7.1
75,Payday 2,6.3
75,Zone of the Enders HD Collection,8.8
75,All-Pro Football 2K8,6.8
62,Tornado Outbreak,8.0
62,Hardwood Spades,6.5
62,Pac-Man,5.1
62,Mortal Kombat Arcade Kollection,6.4
62,Divinity II: Ego Draconis,6.4
62,Cloudy With a Chance of Meatballs,6.5
62,BlackSite: Area 51,6.1
62,Heroes Over Europe,8.1
62,Marvel Avengers: Battle for Earth,7.3
68,Ascend: Hand of Kul,7.6
68,Capcom Arcade Cabinet,3.1
68,Golden Axe,8.3
68,Saints Row IV: Enter the Dominatrix,6.3
68,Jewel Quest,
67,Fallout 3 - Operation: Anchorage,6.5
67,The Simpsons Arcade Game,7.1
67,Shoot Many Robots,7.0
67,Nin2-Jump,7.8
77,LEGO Indiana Jones: The Original Adventures,7.5
77,Dungeon Defenders,6.8
77,Operation Flashpoint: Dragon Rising,7.8
77,Stranglehold,7.6
77,Fable III: Traitor's Keep Quest Pack,7.8
77,Rocksmith,8.2
71,Robert Ludlum's The Bourne Conspiracy,7.2
71,Mass Effect 2: Kasumi - Stolen Memory,7.9
71,NBA 2K10: Draft Combine,
71,Hasbro Family Game Night: Sorry!,
71,Battle Fantasia,6.6
71,WWE SmackDown vs. Raw 2008,6.8
71,Lips,7.4
73,Small Arms,7.4
73,Star Wars: The Force Unleashed,6.7
73,Virtual-On: Oratorio Tangram Ver.5.66,8.3
73,Raiden Fighters Aces,7.5
73,Left 4 Dead 2: Cold Stream,7.4
73,Zumba Fitness Rush,6.2
73,Banjo-Tooie,8.3
73,Kinect: Disneyland Adventures,2.9
73,"Scene It? Lights, Camera, Action",8.1
87,Diablo III,6.6
87,Puzzle Quest: Challenge of the Warlords,8.3
87,GRID,7.9
87,NBA 2K14,4.9
86,The Elder Scrolls IV: Shivering Isles,8.5
86,BlazBlue: Calamity Trigger,8.5
86,Dragon Age: Origins,7.9
86,Tomb Raider,8.5
64,Phantasy Star II,7.6
64,The Baconing,6.1
64,Apples to Apples,
81,Super Time Force,5.4
81,Toy Soldiers,8.6
81,Crysis,7.6
81,Just Cause 2,8.0
81,Rage,6.7
81,Rockstar Games presents Table Tennis,7.8
81,Borderlands 2: Captain Scarlett and Her Pirate's Booty,7.8
81,The Dishwasher: Vampire Smile,8.1
81,Skulls of the Shogun,8.1
79,Transformers: Fall of Cybertron,8.4
79,BlazBlue: Continuum Shift Extend,7.8
79,Orcs Must Die!,8.1
79,Sonic the Hedgehog 3,8.7
79,Dead Rising 2: Case Zero,7.9
79,DeathSpank,8.2
79,Tom Clancy's Ghost Recon: Future Soldier,7.2
79,Winning Eleven: Pro Evolution Soccer 2007,6.5
79,The Lord of the Rings: The Battle for Middle-Earth II,7.5
75,Hard Corps: Uprising,7.2
75,The Maw,7.7
75,Raskulls,7.1
75,WWE SmackDown vs. Raw 2011,7.6
75,Magic: The Gathering - Duels of the Planeswalkers,7.4
75,Frontlines: Fuel of War,7.8
75,Dead or Alive 5 Ultimate,7.5
75,Call of Duty: Black Ops II - Revolution,5.1
75,Culdcept Saga,8.7
75,Quake 4,6.7
75,DiRT Showdown,6.5
62,Fable II: See the Future,6.6
62,DreamWorks Shrek Forever After,6.2
62,Madagascar: Escape 2 Africa,
62,Rainbow Islands: Towering Adventure!,
62,WRC 4: FIA World Rally Championship,6.5
62,Fuse,5.5
67,The Fancy Pants Adventures,6.8
67,PopCap Arcade Vol 2,
67,Sniper Elite V2,6.8
67,Disney Castle of Illusion starring Mickey Mouse,7.0
67,Space Ark,
67,NIER,8.4
67,Wreckateer,5.5
67,Alien Breed 2: Assault,5.4
67,Assassin's Creed II: Bonfire of the Vanities,6.5
67,Assassin's Creed III - The Betrayal,5.1
77,Zuma Deluxe,7.4
77,Outpost Kaloki X,6.6
77,Command & Conquer: Red Alert 3,7.3
77,LEGO Harry Potter: Years 5-7,8.0
77,Mutant Storm Empire,8.8
77,Doom II,8.3
77,Need for Speed Carbon,6.3
77,The Wolf Among Us: Episode 3 - A Crooked Mile,8.2
77,Tom Clancy's EndWar,7.2
71,Paperboy,6.2
71,Gotham City Impostors,7.0
71,The Simpsons Game,7.7
71,Fruit Ninja Kinect,6.4
71,Easy Golf: Course Architect,7.9
71,Chromehounds,7.0
71,Tiger Woods PGA Tour 06,7.4
71,Asura's Wrath,6.6
71,"Batman: Arkham Origins - Cold, Cold Heart",7.9
73,Dante's Inferno,7.7
73,FIFA 07 Soccer,7.6
73,Kinect Sports,7.4
73,Assassin's Creed IV: Black Flag - Freedom Cry,6.6
86,Borderlands 2: Tiny Tina's Assault on Dragon Keep,8.4
86,Pinball FX 2: Marvel Pinball,8.3
86,Trials HD,8.6
86,Radiant Silvergun,8.5
86,Mortal Kombat,8.3
86,Brothers: A Tale of Two Sons,8.6
86,NCAA Football 11,7.1
86,Street Fighter III: Third Strike Online Edition,7.2
86,DmC: Devil May Cry,5.1
81,Borderlands: The Zombie Island of Dr. Ned,8.4
81,Terraria,7.2
81,Madden NFL 13,5.8
81,Poker Smash,8.5
81,College Hoops 2K8,6.9
81,Monaco: What's Yours Is Mine,7.3
81,Midnight Club: Los Angeles,8.5
79,Dead Rising 2,6.9
79,Hexic HD,7.0
79,CastleStorm,6.8
79,Ultimate Marvel vs. Capcom 3,6.2
79,Final Fantasy XIII-2,6.3
79,LEGO Harry Potter: Years 1-4,8.0
79,Kingdoms of Amalur: Reckoning - Teeth of Naros,7.1
79,Mirror's Edge,7.5
79,Alien Hominid HD,7.5
75,DreamWorks Kung Fu Panda,7.4
75,Exit,7.7
75,El Shaddai: Ascension of the Metatron,7.0
75,The Dishwasher: Dead Samurai,7.8
75,Gears of War 3: Fenix Rising Map Pack,5.8
75,Green Day: Rock Band,6.6
75,Smash T.V.,8.0
62,NASCAR 2011: The Game,4.1
62,WRC 3,7.7
62,Mafia II: Jimmy's Vendetta,3.6
62,Mad Tracks,7.5
62,Naruto Shippuden: Ultimate Ninja Storm Revolution,7.3
62,Splatterhouse,7.6
62,Tower Bloxx Deluxe,7.3
62,Deadpool,7.4
67,Thunder Wolves,5.3
67,NCAA March Madness 07,7.1
67,Constant C,
67,Sega Superstars Tennis,6.8
67,Resident Evil Code: Veronica X HD,8.1
67,"Warhammer 40,000: Kill Team",6.9
67,Joy Ride Turbo,8.2
67,Castlevania: Harmony of Despair,6.8
67,Resident Evil 6,5.0
67,NFL Head Coach 09,8.1
77,Metro 2033,7.8
77,SkyDrift,8.0
77,NCAA Football 14,5.8
77,Tropico 4,7.5
77,The Godfather,7.7
77,The Gunstringer,8.1
77,Dragon's Dogma: Dark Arisen,8.1
77,Heavy Weapon: Atomic Tank,7.8
77,The Adventures of Shuggy,8.2
77,Uno Rush,7.2
77,Pinball FX 2: MARS,7.0
71,Ridge Racer Unbounded,7.7
70,Bionic Commando,7.3
70,Crackdown 2,6.0
73,Beautiful Katamari,7.0
73,Warp,7.4
73,Anarchy Reigns,7.9
73,Mini Ninjas,8.4
73,AirMech Arena,7.3
73,Saints Row: The Third - Gangstas in Space,5.9
72,Crimson Alliance,7.2
72,Rock of Ages,8.4
72,UEFA Champions League 2006-2007,8.2
86,Assassin's Creed IV: Black Flag,7.9
86,Dance Central 2,8.2
86,Geometry Wars: Retro Evolved,8.5
86,Fight Night Round 3,8.8
86,Bastion,8.5
86,Fight Night Champion,7.4
86,Tom Clancy's Ghost Recon Advanced Warfighter 2,8.0
86,Max Payne 3,7.8
86,Skate,8.4
86,NHL 12,7.0
81,Halo: Reach - Defiant Map Pack,7.3
81,Catan,8.0
81,Mass Effect 2: Overlord,7.6
81,NBA 2K6,8.6
81,Perfect Dark Zero,7.3
81,WWE SmackDown vs. Raw 2007,7.8
81,Ninja Gaiden II,8.0
81,Kinect Party,6.6
81,Puzzle Quest 2,8.5
81,Prince of Persia,7.0
80,Madden NFL 25,5.6
80,Ace Combat 6: Fires of Liberation,7.9
79,Ghostbusters: The Video Game,8.5
75,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,8.3
75,Command & Conquer 3: Kane's Wrath,6.8
75,Assault Heroes 2,5.3
75,Hydro Thunder Hurricane,8.3
