publisher,features,xboxRating,onlineFeatures,gameName,gameUrl,priceGold,dayRecorded,releaseDate,genre,highresboxart,price,developer
,,4.1,,Shadow Complex Remastered,https://www.microsoft.com/en-us/store/p/shadow-complex-remastered/bpp935f82l43,,03/03/17,,,,$14.99,
,,4,,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,https://www.microsoft.com/en-us/store/p/plants-vs-zombies-garden-warfare-2-deluxe-edition/bwnn9m15w9v9,,03/03/17,,,,,
,,4.5,,Firewatch,https://www.microsoft.com/en-us/store/p/firewatch/bqqkg9h2stc0,,03/03/17,,,,,
,,4.4,,Dragon Age™: Inquisition - Game of the Year Edition,https://www.microsoft.com/en-us/store/p/dragon-age-inquisition-game-of-the-year-edition/c5911mltlxk1,,03/03/17,,,,,
,,3.3,,STAR WARS™ Battlefront™ Ultimate Edition,https://www.microsoft.com/en-us/store/p/star-wars-battlefront-ultimate-edition/c5b4kp2nsclb,,03/03/17,,,,,
,,4.3,,Battlefield™ 1 Deluxe Edition,https://www.microsoft.com/en-us/store/p/battlefield-1-deluxe-edition/bt5gn1w0cbpw,,03/03/17,,,,,
,,3.9,,EA SPORTS™ UFC® 2,https://www.microsoft.com/en-us/store/p/ea-sports-ufc-2/bpmmfjdvp9nf,,03/03/17,,,,,
,,3.6,,Battlefield™ Hardline Standard Edition,https://www.microsoft.com/en-us/store/p/battlefield-hardline-standard-edition/c2wj0zttwvqs,,03/03/17,,,,,
,,4.6,,FINAL FANTASY XV,https://www.microsoft.com/en-us/store/p/final-fantasy-xv/c45d79qvkztp,,03/03/17,,,,$59.99,
,,4.4,,Gears of War 4,https://www.microsoft.com/en-us/store/p/gears-of-war-4/9nblggh4pbbm,,03/03/17,,,,$59.99,
,,3.7,,Saban’s Mighty Morphin Power Rangers: Mega Battle,https://www.microsoft.com/en-us/store/p/sabans-mighty-morphin-power-rangers-mega-battle/bzl8smbdbrnq,,03/03/17,,,,$14.99,
,,3.5,,King's Quest™ : The Complete Collection,https://www.microsoft.com/en-us/store/p/kings-quest-the-complete-collection/c55wg3pp53mq,,03/03/17,,,,$29.99,
,,4.9,,Sniper Elite 4 Digital Deluxe Edition,https://www.microsoft.com/en-us/store/p/sniper-elite-4-digital-deluxe-edition/c2t7qdlpdrfl,,03/03/17,,,,$89.99,
,,4.2,,WWE 2K17,https://www.microsoft.com/en-us/store/p/wwe-2k17/bnnvj9xxpxts,,03/03/17,,,,$59.99,
,,3.6,,MX vs. ATV Supercross Encore,https://www.microsoft.com/en-us/store/p/mx-vs-atv-supercross-encore/c50mcjdhvk7j,,03/03/17,,,,$29.99,
,,4.6,,The Witcher 3: Wild Hunt,https://www.microsoft.com/en-us/store/p/the-witcher-3-wild-hunt/br765873cqjd,,03/03/17,,,,$39.99,
,,4.6,,Borderlands: The Handsome Collection,https://www.microsoft.com/en-us/store/p/borderlands-the-handsome-collection/c4dqhrnn1zn5,,03/03/17,,,,$59.99,
,,4.8,,Battlefield™ 1 - Titanfall® 2 Deluxe Bundle,https://www.microsoft.com/en-us/store/p/battlefield-1-titanfall-2-deluxe-bundle/bz82tffkwxdh,,03/03/17,,,,,
,,4.8,,(Game Preview) Pit People,https://www.microsoft.com/en-us/store/p/game-preview-pit-people/bnrn5clm2zqh,,03/03/17,,,,$14.99,
,,4.6,,NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4,https://www.microsoft.com/en-us/store/p/naruto-shippuden-ultimate-ninja-storm-4/c1kx6knb7xmm,,03/03/17,,,,$29.99,
,,3.9,,PAYDAY 2: CRIMEWAVE EDITION,https://www.microsoft.com/en-us/store/p/payday-2-crimewave-edition/c2z9d406g0kq,,03/03/17,,,,$19.99,
,,3.2,,UNO®,https://www.microsoft.com/en-us/store/p/uno/bnsdhdk45kbr,,03/03/17,,,,$9.99,
,,4.1,,I Am Bread,https://www.microsoft.com/en-us/store/p/i-am-bread/c1spd35kvpj0,,03/03/17,,,,$12.99,
,,3.8,,NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4 ROAD TO BORUTO,https://www.microsoft.com/en-us/store/p/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto/br1qz16d82q4,,03/03/17,,,,$49.99,
,,3.4,,MONOPOLY PLUS,https://www.microsoft.com/en-us/store/p/monopoly-plus/c0cb2cvzvsnr,,03/03/17,,,,$14.99,
,,4.2,,ACA NEOGEO NEO TURF MASTERS,https://www.microsoft.com/en-us/store/p/aca-neogeo-neo-turf-masters/bqdpspp12shj,,03/03/17,,,,$7.99,
,,4.6,,INSIDE,https://www.microsoft.com/en-us/store/p/inside/c17gqf31d617,,03/03/17,,,,,
,,3.9,,Yu-Gi-Oh! Legacy of the Duelist,https://www.microsoft.com/en-us/store/p/yu-gi-oh-legacy-of-the-duelist/c20vh7bd75ng,,03/03/17,,,,$19.99,
,,3.2,,Scrabble,https://www.microsoft.com/en-us/store/p/scrabble/bw893r0dpnn6,,03/03/17,,,,$14.99,
,,4.6,,Atari Flashback Classics Vol. 2,https://www.microsoft.com/en-us/store/p/atari-flashback-classics-vol-2/c3gvmvxvv7ps,,03/03/17,,,,$19.99,
,,3.4,,Virginia,https://www.microsoft.com/en-us/store/p/virginia/c4vq205dnr53,,03/03/17,,,,$9.99,
,,4.2,,DMC4SE Demon Hunter Bundle,https://www.microsoft.com/en-us/store/p/dmc4se-demon-hunter-bundle/bp1gzs0z6g58,,03/03/17,,,,$35.99,
,,3,,Madden NFL 17 Super Deluxe Edition,https://www.microsoft.com/en-us/store/p/madden-nfl-17-super-deluxe-edition/bvnkm2bxwkjb,,03/03/17,,,,,
,,3.6,,Q*bert REBOOTED: The XBOX One @!#?@! Edition,https://www.microsoft.com/en-us/store/p/q-bert-rebooted-the-xbox-one-edition/bp6fd6x4xm9f,,03/03/17,,,,$9.99,
,,4,,Game of Thrones - The Complete First Season (Episodes 1-6),https://www.microsoft.com/en-us/store/p/game-of-thrones-the-complete-first-season-episodes-1-6/bt6jw4qfvtz6,,03/03/17,,,,$24.99,
,,3.7,,The Escapists: The Walking Dead,https://www.microsoft.com/en-us/store/p/the-escapists-the-walking-dead/bztzv149bz44,,03/03/17,,,,$19.99,
,,3.6,,Sheltered,https://www.microsoft.com/en-us/store/p/sheltered/bzx1g0c724kc,,03/03/17,,,,$14.99,
,,3.4,,"Assassin's Creed Triple Pack: Black Flag, Unity, Syndicate",https://www.microsoft.com/en-us/store/p/assassins-creed-triple-pack-black-flag-unity-syndicate/c48zftbq17q3,,03/03/17,,,,$89.99,
,,4,,Back to the Future: The Game - 30th Anniversary Edition,https://www.microsoft.com/en-us/store/p/back-to-the-future-the-game-30th-anniversary-edition/bz55ndwhc7d4,,03/03/17,,,,$19.99,
,,3.4,,Madden NFL 25,https://www.microsoft.com/en-us/store/p/madden-nfl-25/c3cf8lr1rfkh,,03/03/17,,,,,
,,2,,Cabela’s® African Adventures,https://www.microsoft.com/en-us/store/p/cabelas-african-adventures/bqdptc3dnshl,,03/03/17,,,,$39.99,
,,3.7,,Gas Guzzlers Extreme,https://www.microsoft.com/en-us/store/p/gas-guzzlers-extreme/brqh5gkv7912,,03/03/17,,,,$24.99,
,,3.6,,[PROTOTYPE®],https://www.microsoft.com/en-us/store/p/prototype/btb6374nzgv3,,03/03/17,,,,$29.99,
,,3.7,,NBA 2K14,https://www.microsoft.com/en-us/store/p/nba-2k14/bxnvl0pqtblq,,03/03/17,,,,$29.99,
,,3.1,,Thief,https://www.microsoft.com/en-us/store/p/thief/bnqcgr7bx08d,,03/03/17,,,,$19.99,
,,4.5,,Subterrain,https://www.microsoft.com/en-us/store/p/subterrain/bqt43569vwf2,,03/03/17,,,,$16.99,
,,3.7,,"I, Zombie",https://www.microsoft.com/en-us/store/p/i-zombie/bxqj9t399pfw,,03/03/17,,,,$3.99,
,,3.9,,Party Hard,https://www.microsoft.com/en-us/store/p/party-hard/bxvbzgl29961,,03/03/17,,,,$12.99,
,,3,,#IDARB,https://www.microsoft.com/en-us/store/p/idarb/bzjh18qjvdvw,,03/03/17,,,,$14.99,
,,3.2,,Gone Home: Console Edition,https://www.microsoft.com/en-us/store/p/gone-home-console-edition/bp74gq3n60z1,,03/03/17,,,,$19.99,
,,4.4,,Slain: Back from Hell,https://www.microsoft.com/en-us/store/p/slain-back-from-hell/brb2xn908f4k,,03/03/17,,,,$14.99,
,,3.4,,Anarcute,https://www.microsoft.com/en-us/store/p/anarcute/bpzmch4w02tt,,03/03/17,,,,$14.99,
,,2.6,,Pure Hold'em™,https://www.microsoft.com/en-us/store/p/pure-holdem/bq0b04mg31tz,,03/03/17,,,,$19.99,
,,3.8,,The Escapists & The Escapists: The Walking Dead,https://www.microsoft.com/en-us/store/p/the-escapists-the-escapists-the-walking-dead/bqkstgwvcvtj,,03/03/17,,,,$25.99,
,,3.4,,Mahjong,https://www.microsoft.com/en-us/store/p/mahjong/bz8t21t2cr4r,,03/03/17,,,,$9.99,
,,3.1,,Project CARS Digital Edition,https://www.microsoft.com/en-us/store/p/project-cars-digital-edition/bwd6mg147s5j,"
            Free
        ",03/03/17,,,,,
,,2.7,,Zumba Fitness World Party,https://www.microsoft.com/en-us/store/p/zumba-fitness-world-party/bzj8bw2b3fnx,,03/03/17,,,,$39.99,
,,2.9,,Just Dance 2014,https://www.microsoft.com/en-us/store/p/just-dance-2014/c42wnxbh6srh,,03/03/17,,,,$29.99,
,,2.9,,Evolve Ultimate Edition,https://www.microsoft.com/en-us/store/p/evolve-ultimate-edition/bpq6t4zdt00f,,03/03/17,,,,$49.99,
,,0,,Worms Anniversary Edition,https://www.microsoft.com/en-us/store/p/worms-anniversary-edition/bqdn4084hf1j,,03/03/17,,,,,
,,4.5,,The Telltale Undead Survival Bundle,https://www.microsoft.com/en-us/store/p/the-telltale-undead-survival-bundle/br2vqgctt28h,,03/03/17,,,,$54.99,
,,4.4,,Boom Ball 2 for Kinect,https://www.microsoft.com/en-us/store/p/boom-ball-2-for-kinect/c3ngpjhhwpw6,,03/03/17,,,,$9.99,
,,4.1,,Child of Light,https://www.microsoft.com/en-us/store/p/child-of-light/bq9q620nc614,,03/03/17,,,,$14.99,
,,4.5,,Hue,https://www.microsoft.com/en-us/store/p/hue/bxlh97r22vm2,,03/03/17,,,,$14.99,
,,4.6,,Saturday Morning RPG,https://www.microsoft.com/en-us/store/p/saturday-morning-rpg/br28n4t3dtxm,,03/03/17,,,,$9.99,
,,3.8,,Chivalry: Medieval Warfare Ultimate Edition,https://www.microsoft.com/en-us/store/p/chivalry-medieval-warfare-ultimate-edition/bwfbbw2m063c,,03/03/17,,,,,
,,3.2,,World II:Hunting Boss,https://www.microsoft.com/en-us/store/p/world-ii-hunting-boss/br4c6xcrsl72,,03/03/17,,,,$2.99,
,,3.6,,Gears of War Ultimate Edition Deluxe Version,https://www.microsoft.com/en-us/store/p/gears-of-war-ultimate-edition-deluxe-version/br751b3h533g,,03/03/17,,,,$39.99,
,,1.5,,Duck Dynasty,https://www.microsoft.com/en-us/store/p/duck-dynasty/c081ld3wdcbh,,03/03/17,,,,$49.99,
,,4.1,,Deadlight: Director's Cut,https://www.microsoft.com/en-us/store/p/deadlight-directors-cut/c0skp911gzmv,,03/03/17,,,,$14.99,
,,3.1,,Lords of the Fallen,https://www.microsoft.com/en-us/store/p/lords-of-the-fallen/c5fp8dq3r1wf,,03/03/17,,,,$39.99,
,,4.3,,Ittle Dew 2,https://www.microsoft.com/en-us/store/p/ittle-dew-2/bnbp7p83dskx,,03/03/17,,,,$19.99,
,,2.9,,Shape Up,https://www.microsoft.com/en-us/store/p/shape-up/c1b6dl0t68q5,,03/03/17,,,,$19.99,
,,4.4,,Oddworld: New 'n' Tasty,https://www.microsoft.com/en-us/store/p/oddworld-new-n-tasty/c4css7qss98c,,03/03/17,,,,$19.99,
,,3.1,,N.E.R.O.: Nothing Ever Remains Obscure,https://www.microsoft.com/en-us/store/p/nero-nothing-ever-remains-obscure/c53szpdw3qfw,,03/03/17,,,,$4.99,
,,3.3,,Stick it To The Man,https://www.microsoft.com/en-us/store/p/stick-it-to-the-man/bppggjv0m1nh,,03/03/17,,,,$9.99,
,,3.6,,Neon Chrome,https://www.microsoft.com/en-us/store/p/neon-chrome/bq26hj8ls3pd,,03/03/17,,,,$14.99,
,,3.2,,FORCED,https://www.microsoft.com/en-us/store/p/forced/bsb39n2rt01v,,03/03/17,,,,$14.99,
,,4,,DOOM Digital Deluxe,https://www.microsoft.com/en-us/store/p/doom-digital-deluxe/brsfl8q7lz56,,03/03/17,,,,$99.99,
,,4.4,,Metro: Last Light Redux,https://www.microsoft.com/en-us/store/p/metro-last-light-redux/c03j6wr23xq9,,03/03/17,,,,$19.99,
,,3.7,,Cannon Brawl,https://www.microsoft.com/en-us/store/p/cannon-brawl/c4nwpx63jmzv,,03/03/17,,,,$9.99,
,,3.3,,Screencheat,https://www.microsoft.com/en-us/store/p/screencheat/bpjpx9fhsbxf,,03/03/17,,,,$14.99,
,,2.6,,Squid Hero for Kinect,https://www.microsoft.com/en-us/store/p/squid-hero-for-kinect/bsfzlnb9r9rx,,03/03/17,,,,$9.99,
,,3.9,,The Fall,https://www.microsoft.com/en-us/store/p/the-fall/bv7jz6mtr47k,,03/03/17,,,,$9.99,
,,2.5,,Lichdom: Battlemage,https://www.microsoft.com/en-us/store/p/lichdom-battlemage/bvjk7v1bdqrf,,03/03/17,,,,$49.99,
,,2.6,,Tetraminos,https://www.microsoft.com/en-us/store/p/tetraminos/bvqrzrbc5csw,,03/03/17,,,,$9.99,
,,4.8,,Enigmatis 2: The Mists of Ravenwood,https://www.microsoft.com/en-us/store/p/enigmatis-2-the-mists-of-ravenwood/bpkf486vrkdr,,03/03/17,,,,$9.99,
,,4.3,,Vertical Drop Heroes HD,https://www.microsoft.com/en-us/store/p/vertical-drop-heroes-hd/bq6nn0jbz8z2,,03/03/17,,,,$7.99,
,,3.5,,Riptide GP2,https://www.microsoft.com/en-us/store/p/riptide-gp2/br2c25zf5lk7,,03/03/17,,,,$6.99,
,,2.8,,Homefront®: The Revolution,https://www.microsoft.com/en-us/store/p/homefront-the-revolution/brglm9v090gw,,03/03/17,,,,$49.99,
,,3.8,,The Final Station,https://www.microsoft.com/en-us/store/p/the-final-station/bx8hv1b694pc,,03/03/17,,,,$14.99,
,,3.1,,Bard's Gold,https://www.microsoft.com/en-us/store/p/bards-gold/bxvgqmlm0c0n,,03/03/17,,,,$4.99,
,,3.3,,Costume Quest 2,https://www.microsoft.com/en-us/store/p/costume-quest-2/bz92fb6pwxfj,,03/03/17,,,,$14.99,
,,3.8,,LASTFIGHT,https://www.microsoft.com/en-us/store/p/lastfight/bzpm47xw2hz7,,03/03/17,,,,$14.99,
,,4.4,,The Incredible Adventures of Van Helsing II: Extended Edition,https://www.microsoft.com/en-us/store/p/the-incredible-adventures-of-van-helsing-ii-extended-edition/bt6fkbn1wzpz,,03/03/17,,,,$19.99,
,,4.5,,Westerado: Double Barreled,https://www.microsoft.com/en-us/store/p/westerado-double-barreled/bvvwbv3qb1d7,,03/03/17,,,,$9.99,
,,3.6,,Battleborn,https://www.microsoft.com/en-us/store/p/battleborn/bx2znbz3vqp8,,03/03/17,,,,$59.99,
,,3.4,,METAL GEAR SOLID V: GROUND ZEROES,https://www.microsoft.com/en-us/store/p/metal-gear-solid-v-ground-zeroes/c1tvfvt36hvn,,03/03/17,,,,$19.99,
,,3.3,,Submerged,https://www.microsoft.com/en-us/store/p/submerged/c01189nk5c8w,,03/03/17,,,,$19.99,
,,2.5,,Volgarr the Viking,https://www.microsoft.com/en-us/store/p/volgarr-the-viking/c0lgzmbccd6t,,03/03/17,,,,$9.99,
,,3.5,,Forza Horizon 2 Deluxe - 10th Anniversary Edition,https://www.microsoft.com/en-us/store/p/forza-horizon-2-deluxe-10th-anniversary-edition/c0r2xn6t051q,,03/03/17,,,,$69.99,
,,2.5,,Baseball Riot,https://www.microsoft.com/en-us/store/p/baseball-riot/c0zhswvr0q2b,,03/03/17,,,,$4.99,
,,4,,Trackmania® Turbo,https://www.microsoft.com/en-us/store/p/trackmania-turbo/c3sqqg5q6z64,,03/03/17,,,,$39.99,
,,3.1,,The Assembly,https://www.microsoft.com/en-us/store/p/the-assembly/bqx4tk49bxlc,,03/03/17,,,,$18.49,
,,3.7,,Bridge Constructor Stunts,https://www.microsoft.com/en-us/store/p/bridge-constructor-stunts/bvdxptttg0dl,,03/03/17,,,,$9.99,
,,4.3,,Valley,https://www.microsoft.com/en-us/store/p/valley/c346vjhcg26x,,03/03/17,,,,$19.99,
,,3.2,,Sixty Second Shooter Prime,https://www.microsoft.com/en-us/store/p/sixty-second-shooter-prime/c2gln6khj6sz,,03/03/17,,,,$4.99,
,,4.2,,Acorn Assault: Rodent Revolution,https://www.microsoft.com/en-us/store/p/acorn-assault-rodent-revolution/c3z3w9lgq0bm,,03/03/17,,,,$9.99,
,,2.8,,Crimsonland,https://www.microsoft.com/en-us/store/p/crimsonland/c52gx7jz5hr6,,03/03/17,,,,$13.99,
,,3.4,,Disney Fantasia: Music Evolved – Digital Bundle,https://www.microsoft.com/en-us/store/p/disney-fantasia-music-evolved-digital-bundle/c548znsc30fj,,03/03/17,,,,$39.99,
,,3.8,,Reus,https://www.microsoft.com/en-us/store/p/reus/c4wzbl6k5dl3,,03/03/17,,,,$24.99,
,,3.3,,Assassin's Creed® Chronicles: China,https://www.microsoft.com/en-us/store/p/assassins-creed-chronicles-china/bzqq7hx8pz05,,03/03/17,,,,$9.99,
