movie_name,release_date,worldwide_gross,production_budget,num_rows,movie_link,domestic_gross
Hard Candy,4/14/2006,"$8,267,066","$950,000",,http://www.the-numbers.com/movie/Hard-Candy#tab=summary,"$1,024,640"
Charly,9/27/2002,"$814,666","$950,000",,http://www.the-numbers.com/movie/Charly#tab=summary,"$814,666"
Trance,12/31/2010,"$11,784,772","$950,000",,http://www.the-numbers.com/movie/Trance#tab=summary,$0
Banshee Chapter,1/10/2014,"$78,122","$950,000",,http://www.the-numbers.com/movie/Banshee-Chapter#tab=summary,$0
Jesse,8/12/2014,$0,"$950,000",,http://www.the-numbers.com/movie/Jesse#tab=summary,$0
Ask Me Anything,3/3/2015,$0,"$950,000",,http://www.the-numbers.com/movie/Ask-Me-Anything#tab=summary,$0
L!fe Happens,4/13/2012,"$30,905","$930,000",,http://www.the-numbers.com/movie/Life-Happens#tab=summary,"$30,905"
Food Chains,11/21/2014,$0,"$913,000",,http://www.the-numbers.com/movie/Food-Chains#tab=summary,$0
On the Waterfront,7/28/1954,"$9,600,000","$910,000",,http://www.the-numbers.com/movie/On-the-Waterfront#tab=summary,"$9,600,000"
Fruitvale Station,7/12/2013,"$17,549,645","$900,000",,http://www.the-numbers.com/movie/Fruitvale-Station#tab=summary,"$16,098,998"
Meet the Blacks,4/1/2016,"$9,097,072","$900,000",,http://www.the-numbers.com/movie/Meet-the-Blacks#tab=summary,"$9,097,072"
"4 luni, 3 saptamani si 2 zile",1/25/2008,"$11,993,156","$900,000",,http://www.the-numbers.com/movie/4-luni-3-saptamani-si-2-zile#tab=summary,"$1,196,321"
Circumstance,8/26/2011,"$958,978","$900,000",,http://www.the-numbers.com/movie/Circumstance#tab=summary,"$454,121"
The Quiet,8/25/2006,"$381,420","$900,000",,http://www.the-numbers.com/movie/Quiet-The#tab=summary,"$381,420"
The Giant Mechanical Man,4/27/2012,"$7,396","$900,000",,http://www.the-numbers.com/movie/Giant-Mechanical-Man-The#tab=summary,"$7,396"
The Brass Teapot,4/5/2013,"$413,733","$900,000",,http://www.the-numbers.com/movie/Brass-Teapot-The#tab=summary,"$6,997"
40 Weeks,12/31/2014,$0,"$900,000",,http://www.the-numbers.com/movie/40-Weeks#tab=summary,$0
Le bonheur d'Elza,5/5/2015,$0,"$900,000",,http://www.the-numbers.com/movie/bonheur-d-Elza-Le#tab=summary,$0
Bambi,8/13/1942,"$268,000,000","$858,000",,http://www.the-numbers.com/movie/Bambi#tab=summary,"$102,797,000"
"For a Good Time, Call",8/31/2012,"$1,386,088","$850,000",,http://www.the-numbers.com/movie/For-a-Good-Time-Call#tab=summary,"$1,251,749"
Latter Days,1/30/2004,"$865,708","$850,000",,http://www.the-numbers.com/movie/Latter-Days#tab=summary,"$833,118"
The Hammer,3/21/2008,"$442,638","$850,000",,http://www.the-numbers.com/movie/Hammer-The#tab=summary,"$442,638"
Windsor Drive,8/28/2015,"$3,256","$850,000",,http://www.the-numbers.com/movie/Windsor-Drive#tab=summary,"$3,256"
Snitch,12/31/2012,$0,"$850,000",,http://www.the-numbers.com/movie/Snitch-(2012)#tab=summary,$0
Harrison Montgomery,12/31/2008,$0,"$850,000",,http://www.the-numbers.com/movie/Harrison-Montgomery#tab=summary,$0
Celeste and Jesse Forever,8/3/2012,"$3,787,689","$840,000",,http://www.the-numbers.com/movie/Celeste-and-Jesse-Forever#tab=summary,"$3,103,407"
Time Changer,10/25/2002,"$1,500,711","$825,000",,http://www.the-numbers.com/movie/Time-Changer#tab=summary,"$1,500,711"
London to Brighton,8/11/2009,"$610,776","$825,000",,http://www.the-numbers.com/movie/London-to-Brighton#tab=summary,$0
Crying With Laughter,12/31/2009,"$16,909","$820,000",,http://www.the-numbers.com/movie/Crying-With-Laughter#tab=summary,$0
Jodaeiye Nader az Simin,12/30/2011,"$24,426,169","$800,000",,http://www.the-numbers.com/movie/Jodaeiye-Nader-az-Simin#tab=summary,"$7,098,492"
Welcome to the Dollhouse,5/10/1996,"$5,034,794","$800,000",,http://www.the-numbers.com/movie/Welcome-to-the-Dollhouse#tab=summary,"$4,198,137"
Raising Victor Vargas,3/28/2003,"$2,900,578","$800,000",,http://www.the-numbers.com/movie/Raising-Victor-Vargas#tab=summary,"$2,073,984"
Ruby in Paradise,10/1/1993,"$1,001,437","$800,000",,http://www.the-numbers.com/movie/Ruby-in-Paradise#tab=summary,"$1,001,437"
Pandora's Box,8/9/2002,"$881,950","$800,000",,http://www.the-numbers.com/movie/Pandoras-Box#tab=summary,"$881,950"
Cama adentro,7/18/2007,"$200,433","$800,000",,http://www.the-numbers.com/movie/Cama-adentro#tab=summary,"$200,433"
Deterrence,3/10/2000,"$371,647","$800,000",,http://www.the-numbers.com/movie/Deterrence#tab=summary,"$144,583"
The Mudge Boy,5/7/2004,"$62,544","$800,000",,http://www.the-numbers.com/movie/Mudge-Boy-The#tab=summary,"$62,544"
The Young Unknowns,4/11/2003,"$58,163","$800,000",,http://www.the-numbers.com/movie/Young-Unknowns-The#tab=summary,"$58,163"
Dod sno,6/19/2009,"$2,194,020","$800,000",,http://www.the-numbers.com/movie/Dod-sno#tab=summary,"$46,742"
Not Cool,9/19/2014,"$35,688","$800,000",,http://www.the-numbers.com/movie/Not-Cool#tab=summary,"$35,688"
Kill List,2/3/2012,"$462,206","$800,000",,http://www.the-numbers.com/movie/Kill-List#tab=summary,"$29,063"
Vessel,1/9/2015,$0,"$800,000",,http://www.the-numbers.com/movie/Vessel#tab=summary,$0
Saints and Soldiers,8/6/2004,"$1,310,470","$780,000",,http://www.the-numbers.com/movie/Saints-and-Soldiers#tab=summary,"$1,310,470"
American Graffiti,8/11/1973,"$140,000,000","$777,000",,http://www.the-numbers.com/movie/American-Graffiti#tab=summary,"$115,000,000"
Iraq for Sale: The War Profiteers,9/8/2006,$0,"$775,000",,http://www.the-numbers.com/movie/Iraq-for-Sale-The-War-Profiteers#tab=summary,$0
Kevin Hart: Laugh at My Pain,9/9/2011,"$7,712,436","$750,000",,http://www.the-numbers.com/movie/Kevin-Hart-Laugh-at-My-Pain#tab=summary,"$7,706,436"
Aqua Teen Hunger Force Colon Movie Film for Theaters,4/13/2007,"$5,520,368","$750,000",,http://www.the-numbers.com/movie/Aqua-Teen-Hunger-Force-The-Movie#tab=summary,"$5,520,368"
Safety Not Guaranteed,6/8/2012,"$4,422,318","$750,000",,http://www.the-numbers.com/movie/Safety-Not-Guaranteed#tab=summary,"$4,010,957"
The Innkeepers,2/3/2012,"$1,011,535","$750,000",,http://www.the-numbers.com/movie/Innkeepers-The#tab=summary,"$78,396"
Il conformista,8/29/2014,"$59,656","$750,000",,http://www.the-numbers.com/movie/conformista-Il#tab=summary,"$59,656"
Interview with the Assassin,11/15/2002,"$47,329","$750,000",,http://www.the-numbers.com/movie/Interview-with-the-Assassin#tab=summary,"$47,329"
Undead,7/1/2005,"$229,250","$750,000",,http://www.the-numbers.com/movie/Undead#tab=summary,"$41,196"
Donkey Punch,1/23/2009,"$814,801","$750,000",,http://www.the-numbers.com/movie/Donkey-Punch#tab=summary,"$19,367"
All the Boys Love Mandy Lane,10/11/2013,"$1,960,521","$750,000",,http://www.the-numbers.com/movie/All-the-Boys-Love-Mandy-Lane#tab=summary,$0
Destiny,12/31/2014,$450,"$750,000",,http://www.the-numbers.com/movie/Destiny-(2014)#tab=summary,$0
Bled,4/7/2009,$0,"$750,000",,http://www.the-numbers.com/movie/Bled#tab=summary,$0
Adulterers,1/5/2016,$0,"$750,000",,http://www.the-numbers.com/movie/Adulterers#tab=summary,$0
La mariÃ©e Ã©tait en noir ,6/25/1968,"$44,566","$747,000",,http://www.the-numbers.com/movie/mariee-etait-en-noir-La#tab=summary,"$44,566"
High Noon,1/1/1952,"$8,000,000","$730,000",,http://www.the-numbers.com/movie/High-Noon#tab=summary,"$8,000,000"
Hoop Dreams,10/14/1994,"$11,768,371","$700,000",,http://www.the-numbers.com/movie/Hoop-Dreams#tab=summary,"$7,768,371"
Rize,6/24/2005,"$4,857,731","$700,000",,http://www.the-numbers.com/movie/Rize#tab=summary,"$3,278,611"
Half Nelson,8/11/2006,"$4,911,725","$700,000",,http://www.the-numbers.com/movie/Half-Nelson#tab=summary,"$2,697,938"
L.I.E.,9/7/2001,"$1,140,965","$700,000",,http://www.the-numbers.com/movie/LIE#tab=summary,"$1,140,965"
Naturally Native,10/8/1999,"$10,508","$700,000",,http://www.the-numbers.com/movie/Naturally-Native#tab=summary,"$10,508"
B-Girl,1/26/2010,"$1,160","$700,000",,http://www.the-numbers.com/movie/B-Girl#tab=summary,$0
Walter,3/13/2015,$0,"$700,000",,http://www.the-numbers.com/movie/Walter#tab=summary,$0
King Kong,4/7/1933,"$10,000,650","$672,000",,http://www.the-numbers.com/movie/King-Kong-(1933)#tab=summary,"$10,000,000"
House of Wax,4/10/1953,"$23,800,000","$658,000",,http://www.the-numbers.com/movie/House-of-Wax#tab=summary,"$23,800,000"
Hav Plenty,6/19/1998,"$2,301,777","$650,000",,http://www.the-numbers.com/movie/Hav-Plenty#tab=summary,"$2,301,777"
Escape from Tomorrow,10/11/2013,"$171,962","$650,000",,http://www.the-numbers.com/movie/Escape-from-Tomorrow#tab=summary,"$171,962"
After,12/31/2012,$0,"$650,000",,http://www.the-numbers.com/movie/After-(2012)#tab=summary,$0
The Hadza: Last of the First,12/31/2014,$0,"$650,000",,http://www.the-numbers.com/movie/Hadza-Last-of-the-First-The#tab=summary,$0
Starsuckers,12/31/2009,"$14,812","$640,000",,http://www.the-numbers.com/movie/Starsuckers#tab=summary,$0
Treachery,12/31/2013,$0,"$625,000",,http://www.the-numbers.com/movie/Treachery#tab=summary,$0
Top Hat,9/6/1935,"$3,202,000","$609,000",,http://www.the-numbers.com/movie/Top-Hat#tab=summary,"$1,782,000"
The Blair Witch Project,7/14/1999,"$248,300,000","$600,000",,http://www.the-numbers.com/movie/Blair-Witch-Project-The#tab=summary,"$140,539,099"
Woodstock,3/26/1970,"$34,505,110","$600,000",,http://www.the-numbers.com/movie/Woodstock#tab=summary,"$34,505,110"
The Kentucky Fried Movie,8/10/1977,"$20,000,000","$600,000",,http://www.the-numbers.com/movie/Kentucky-Fried-Movie#tab=summary,"$15,000,000"
Per qualche dollaro in piÃ¹,5/10/1967,"$4,300,000","$600,000",,http://www.the-numbers.com/movie/Per-qualche-dollaro-in-piu#tab=summary,"$4,300,000"
Mercy Streets,10/31/2000,"$173,599","$600,000",,http://www.the-numbers.com/movie/Mercy-Streets#tab=summary,"$173,599"
Water & Power,5/2/2014,"$42,557","$600,000",,http://www.the-numbers.com/movie/Water-and-Power#tab=summary,"$42,557"
Arnolds Park,10/19/2007,"$23,616","$600,000",,http://www.the-numbers.com/movie/Arnolds-Park#tab=summary,"$23,616"
Broken Vessels,7/2/1999,"$85,343","$600,000",,http://www.the-numbers.com/movie/Broken-Vessels#tab=summary,"$15,030"
Drunk Wedding,5/22/2015,"$3,301","$600,000",,http://www.the-numbers.com/movie/Drunk-Wedding#tab=summary,"$3,301"
They Will Have to Kill Us First,3/4/2016,"$7,943","$600,000",,http://www.the-numbers.com/movie/They-Will-Have-to-Kill-Us-First#tab=summary,$0
Crop Circles: Quest for Truth,8/23/2002,$0,"$600,000",,http://www.the-numbers.com/movie/Crop-Circles-Quest-for-Truth#tab=summary,$0
The Maid's Room,8/8/2014,$0,"$600,000",,http://www.the-numbers.com/movie/Maids-Room-The#tab=summary,$0
Light from the Darkroom,12/31/2014,$0,"$600,000",,http://www.the-numbers.com/movie/Light-from-the-Darkroom#tab=summary,$0
Irreplaceable,2/24/2015,$0,"$600,000",,http://www.the-numbers.com/movie/Irreplaceable#tab=summary,$0
A Hard Day's Night,8/11/1964,"$1,585,688","$560,000",,http://www.the-numbers.com/movie/Hard-Days-Night-A#tab=summary,"$1,537,860"
The Harvest/La Cosecha,7/29/2011,"$3,709","$560,000",,http://www.the-numbers.com/movie/Harvest-La-Cosecha-The#tab=summary,"$3,709"
Julija in alfa Romeo,12/31/2015,"$8,462","$560,000",,http://www.the-numbers.com/movie/Julija-in-alfa-Romeo#tab=summary,$0
Mata Hari,12/31/1931,"$900,000","$558,000",,http://www.the-numbers.com/movie/Mata-Hari#tab=summary,"$900,000"
Friday the 13th,5/9/1980,"$59,754,601","$550,000",,http://www.the-numbers.com/movie/Friday-the-13th-(1980)#tab=summary,"$39,754,601"
Love Letters,4/27/1984,"$5,269,990","$550,000",,http://www.the-numbers.com/movie/Love-Letters#tab=summary,"$5,269,990"
Faith Connections,9/12/2014,"$9,111","$550,000",,http://www.the-numbers.com/movie/Faith-Connections#tab=summary,"$9,111"
High Road,3/6/2012,$0,"$546,173",,http://www.the-numbers.com/movie/High-Road#tab=summary,$0
Fireproof,9/26/2008,"$33,473,297","$500,000",,http://www.the-numbers.com/movie/Fireproof#tab=summary,"$33,456,317"
Benji,11/15/1974,"$31,559,560","$500,000",,http://www.the-numbers.com/movie/Benji#tab=summary,"$31,559,560"
Open Water,8/6/2004,"$55,518,641","$500,000",,http://www.the-numbers.com/movie/Open-Water#tab=summary,"$30,500,882"
Kingdom of the Spiders,1/1/1977,"$17,000,000","$500,000",,http://www.the-numbers.com/movie/Kingdom-of-the-Spiders#tab=summary,"$17,000,000"
Mad Hot Ballroom,5/13/2005,"$9,387,581","$500,000",,http://www.the-numbers.com/movie/Mad-Hot-Ballroom#tab=summary,"$8,117,961"
The Station Agent,10/3/2003,"$9,470,209","$500,000",,http://www.the-numbers.com/movie/Station-Agent-The#tab=summary,"$5,801,558"
To Save a Life,1/22/2010,"$3,824,868","$500,000",,http://www.the-numbers.com/movie/To-Save-a-Life#tab=summary,"$3,777,210"
Wordplay,6/16/2006,"$3,177,636","$500,000",,http://www.the-numbers.com/movie/Wordplay#tab=summary,"$3,121,270"
Beyond the Mat,10/22/1999,"$2,047,570","$500,000",,http://www.the-numbers.com/movie/Beyond-the-Mat#tab=summary,"$2,047,570"
The Singles Ward,2/1/2002,"$1,250,798","$500,000",,http://www.the-numbers.com/movie/Singles-Ward-The#tab=summary,"$1,250,798"
Sholem Aleichem: Laughing in the Darkness,7/8/2011,"$1,131,261","$500,000",,http://www.the-numbers.com/movie/Sholem-Aleichem-Laughing-in-the-Darkness#tab=summary,"$1,131,261"
Osama,1/30/2004,"$1,971,479","$500,000",,http://www.the-numbers.com/movie/Osama#tab=summary,"$1,127,331"
Groove,6/9/2000,"$1,167,524","$500,000",,http://www.the-numbers.com/movie/Groove#tab=summary,"$1,115,313"
The R.M.,1/31/2003,"$1,111,615","$500,000",,http://www.the-numbers.com/movie/R-M-The#tab=summary,"$1,111,615"
Twin Falls Idaho,7/30/1999,"$1,027,228","$500,000",,http://www.the-numbers.com/movie/Twin-Falls-Idaho#tab=summary,"$985,341"
Mean Creek,8/20/2004,"$1,348,750","$500,000",,http://www.the-numbers.com/movie/Mean-Creek#tab=summary,"$603,951"
Drinking Buddies,8/23/2013,"$407,100","$500,000",,http://www.the-numbers.com/movie/Drinking-Buddies#tab=summary,"$343,706"
Hurricane Streets,2/13/1998,"$367,582","$500,000",,http://www.the-numbers.com/movie/Hurricane-Streets#tab=summary,"$334,041"
Never Again,7/12/2002,"$308,793","$500,000",,http://www.the-numbers.com/movie/Never-Again#tab=summary,"$307,631"
Shichinin no samurai,11/19/1956,"$271,736","$500,000",,http://www.the-numbers.com/movie/Shichinin-no-samurai#tab=summary,"$271,736"
Civil Brand,8/29/2003,"$254,293","$500,000",,http://www.the-numbers.com/movie/Civil-Brand#tab=summary,"$254,293"
Monsters,10/29/2010,"$5,639,730","$500,000",,http://www.the-numbers.com/movie/Monsters#tab=summary,"$237,301"
Lonesome Jim,3/24/2006,"$602,789","$500,000",,http://www.the-numbers.com/movie/Lonesome-Jim#tab=summary,"$154,187"
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4/17/2013,"$152,449","$500,000",,http://www.the-numbers.com/movie/Deceptive-Practice-The-Mysteries-and-Mentors-of-Ricky-Jay#tab=summary,"$152,449"
The Other Dream Team,9/28/2012,"$314,444","$500,000",,http://www.the-numbers.com/movie/Other-Dream-Team-The#tab=summary,"$134,109"
Rubber,4/1/2011,"$680,914","$500,000",,http://www.the-numbers.com/movie/Rubber#tab=summary,"$100,370"
Johnny Suede,1/1/1991,"$55,000","$500,000",,http://www.the-numbers.com/movie/Johnny-Suede#tab=summary,"$55,000"
Finishing the Game,10/5/2007,"$53,201","$500,000",,http://www.the-numbers.com/movie/Finishing-the-Game#tab=summary,"$52,850"
Kiss the Bride,4/18/2008,"$32,033","$500,000",,http://www.the-numbers.com/movie/Kiss-the-Bride#tab=summary,"$32,033"
The Journey,7/11/2003,"$19,800","$500,000",,http://www.the-numbers.com/movie/Journey-The#tab=summary,"$19,800"
Home,4/23/2009,"$44,793,168","$500,000",,http://www.the-numbers.com/movie/Home#tab=summary,"$15,433"
The Slaughter Rule,1/10/2003,"$13,134","$500,000",,http://www.the-numbers.com/movie/Slaughter-Rule-The#tab=summary,"$13,134"
The Living Wake,5/14/2010,"$12,232","$500,000",,http://www.the-numbers.com/movie/Living-Wake-The#tab=summary,"$12,232"
Scott Walker: 30 Century Man,2/27/2009,"$77,121","$500,000",,http://www.the-numbers.com/movie/Scott-Walker-30-Century-Man#tab=summary,"$6,840"
The Californians,10/21/2005,"$4,134","$500,000",,http://www.the-numbers.com/movie/Californians-The#tab=summary,"$4,134"
Born to Fly: Elizabeth Streb vs. Gravity,9/10/2014,"$1,822","$500,000",,http://www.the-numbers.com/movie/Born-to-Fly-Elizabeth-Streb-vs-Gravity#tab=summary,"$1,822"
Detention of the Dead,6/28/2013,"$1,778","$500,000",,http://www.the-numbers.com/movie/Detention-of-the-Dead#tab=summary,"$1,778"
Fengkuang de Shitou,12/31/2006,"$3,000,000","$500,000",,http://www.the-numbers.com/movie/Fengkuang-de-Shitou#tab=summary,$0
Now is Good,1/8/2013,"$2,141,436","$500,000",,http://www.the-numbers.com/movie/Now-is-Good#tab=summary,$0
Everything Put Together,11/2/2001,"$7,890","$500,000",,http://www.the-numbers.com/movie/Everything-Put-Together#tab=summary,$0
Drones,12/31/2010,$0,"$500,000",,http://www.the-numbers.com/movie/Drones#tab=summary,$0
Enter Nowhere,4/3/2012,$0,"$500,000",,http://www.the-numbers.com/movie/Enter-Nowhere#tab=summary,$0
Girls Gone Dead,7/17/2012,$0,"$500,000",,http://www.the-numbers.com/movie/Girls-Gone-Dead#tab=summary,$0
Insomnia Manica,12/31/2005,$0,"$500,000",,http://www.the-numbers.com/movie/Insomnia-Manica#tab=summary,$0
America Is Still The Place,12/31/2014,$0,"$500,000",,http://www.the-numbers.com/movie/America-Is-Still-the-Place#tab=summary,$0
The Outrageous Sophie Tucker,7/24/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Outrageous-Sophie-Tucker-The#tab=summary,$0
Subconscious,3/10/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Subconscious#tab=summary,$0
Roadside,4/14/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Roadside#tab=summary,$0
Diamond Rufff,12/31/2014,$0,"$500,000",,http://www.the-numbers.com/movie/Diamond-Ruff#tab=summary,$0
Love in the Time of Monsters,2/10/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Love-in-the-Time-of-Monsters#tab=summary,$0
El rey de Najayo,12/31/2012,$0,"$500,000",,http://www.the-numbers.com/movie/rey-de-Najayo-El#tab=summary,$0
Fight to the Finish,12/31/2014,$0,"$500,000",,http://www.the-numbers.com/movie/Fight-to-the-Finish#tab=summary,$0
Bucky and the Squirrels,12/31/2013,$0,"$500,000",,http://www.the-numbers.com/movie/Bucky-and-the-Squirrels#tab=summary,$0
Going Under,12/31/1990,$0,"$500,000",,http://www.the-numbers.com/movie/Going-Under-(1990)#tab=summary,$0
Crossroads,6/23/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Crossroads-(2015)#tab=summary,$0
Alleluia! The Devil's Carnival,8/11/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Alleluia-The-Devils-Carnival#tab=summary,$0
Brooklyn Bizarre,12/1/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Brooklyn-Bizarre#tab=summary,$0
Crabs!,12/31/2016,$0,"$500,000",,http://www.the-numbers.com/movie/Crabs#tab=summary,$0
The Sound and the Shadow,12/31/2014,$0,"$500,000",,http://www.the-numbers.com/movie/Sound-and-the-Shadow-The#tab=summary,$0
Rodeo Girl,12/31/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Rodeo-Girl#tab=summary,$0
The Little Ponderosa Zoo,11/10/2015,$0,"$500,000",,http://www.the-numbers.com/movie/Little-Ponderosa-Zoo-The#tab=summary,$0
The Toxic Avenger,12/31/1984,$0,"$475,000",,http://www.the-numbers.com/movie/Toxic-Avenger-The#tab=summary,$0
Paranormal Activity,9/25/2009,"$194,183,034","$450,000",,http://www.the-numbers.com/movie/Paranormal-Activity#tab=summary,"$107,918,810"
Straight out of Brooklyn,1/1/1991,"$2,712,293","$450,000",,http://www.the-numbers.com/movie/Straight-out-of-Brooklyn#tab=summary,"$2,712,293"
Brick,3/31/2006,"$4,243,996","$450,000",,http://www.the-numbers.com/movie/Brick#tab=summary,"$2,075,743"
Sunday,8/22/1997,"$450,349","$450,000",,http://www.the-numbers.com/movie/Sunday#tab=summary,"$410,919"
Conversations with Other Women,8/11/2006,"$1,297,745","$450,000",,http://www.the-numbers.com/movie/Conversations-with-Other-Women#tab=summary,"$379,418"
Siakh lokhamim: ha'slilim ha'gnouzim,11/20/2015,"$42,503","$450,000",,http://www.the-numbers.com/movie/Siakh-lokhamim-ha-slilim-ha-gnouzim#tab=summary,"$41,260"
Poultrygeist: Night of the Chicken Dead,5/9/2008,"$22,623","$450,000",,http://www.the-numbers.com/movie/Poultrygeist-Night-of-the-Chicken-Dead#tab=summary,"$13,804"
As It Is in Heaven,7/11/2014,"$13,486","$450,000",,http://www.the-numbers.com/movie/As-It-Is-in-Heaven#tab=summary,"$13,486"
Mutual Friends,7/1/2014,$0,"$450,000",,http://www.the-numbers.com/movie/Mutual-Friends#tab=summary,$0
Rise Of the Entrepreneur - The Search For A Better Way,12/31/2014,$0,"$450,000",,http://www.the-numbers.com/movie/Rise-Of-the-Entrepreneur-The-Search-For-A-Better-Way#tab=summary,$0
42nd Street,3/9/1933,"$2,281,000","$439,000",,http://www.the-numbers.com/movie/42nd-Street#tab=summary,"$1,438,000"
Metropolitan,8/3/1990,"$2,938,000","$430,000",,http://www.the-numbers.com/movie/Metropolitan#tab=summary,"$2,938,000"
Gory Gory Hallelujah,1/21/2005,"$12,604","$425,000",,http://www.the-numbers.com/movie/Gory-Gory-Hallelujah#tab=summary,"$12,604"
Blue Ruin,4/25/2014,"$435,168","$420,000",,http://www.the-numbers.com/movie/Blue-Ruin#tab=summary,"$258,384"
Napoleon Dynamite,6/11/2004,"$46,122,713","$400,000",,http://www.the-numbers.com/movie/Napoleon-Dynamite#tab=summary,"$44,540,956"
Monty Python and the Holy Grail,5/10/1975,"$5,028,948","$400,000",,http://www.the-numbers.com/movie/Monty-Python-and-the-Holy-Grail-(1975)#tab=summary,"$3,427,696"
Quinceanera,8/2/2006,"$2,797,199","$400,000",,http://www.the-numbers.com/movie/Quinceanera#tab=summary,"$1,692,693"
Dogtown and Z-Boys,4/26/2002,"$1,600,566","$400,000",,http://www.the-numbers.com/movie/Dogtown-and-Z-Boys#tab=summary,"$1,293,295"
Heroes,10/24/2008,"$655,538","$400,000",,http://www.the-numbers.com/movie/Heroes-(2008)#tab=summary,"$655,538"
Tarnation,10/6/2004,"$1,162,014","$400,000",,http://www.the-numbers.com/movie/Tarnation#tab=summary,"$592,014"
I Want Your Money,10/15/2010,"$433,588","$400,000",,http://www.the-numbers.com/movie/I-Want-Your-Money#tab=summary,"$433,588"
E tu vivrai nel terrore - L'aldilÃ ,1/1/1983,"$126,387","$400,000",,http://www.the-numbers.com/movie/E-tu-vivrai-nel-terrore-Laldila#tab=summary,"$126,387"
Home Movies,5/16/1980,"$89,134","$400,000",,http://www.the-numbers.com/movie/Home-Movies#tab=summary,"$89,134"
Jackpot,7/27/2001,"$44,452","$400,000",,http://www.the-numbers.com/movie/Jackpot#tab=summary,"$44,452"
Fabled,12/10/2004,"$31,425","$400,000",,http://www.the-numbers.com/movie/Fabled#tab=summary,"$31,425"
The Dark Hours,10/13/2005,$423,"$400,000",,http://www.the-numbers.com/movie/Dark-Hours-The#tab=summary,$423
My Beautiful Laundrette,4/1/1986,$0,"$400,000",,http://www.the-numbers.com/movie/My-Beautiful-Laundrette#tab=summary,$0
Show Me,11/4/2005,$0,"$400,000",,http://www.the-numbers.com/movie/Show-Me-(2004)#tab=summary,$0
Pancakes,12/31/2014,$0,"$400,000",,http://www.the-numbers.com/movie/Pancakes#tab=summary,$0
Viskningar och rop,3/31/2015,$0,"$400,000",,http://www.the-numbers.com/movie/Viskningar-och-rop#tab=summary,$0
Intolerance,9/5/1916,$0,"$385,907",,http://www.the-numbers.com/movie/Intolerance#tab=summary,$0
The Broadway Melody,2/1/1929,"$4,358,000","$379,000",,http://www.the-numbers.com/movie/Broadway-Melody-The#tab=summary,"$2,800,000"
The Evil Dead,4/15/1983,"$29,400,000","$375,000",,http://www.the-numbers.com/movie/Evil-Dead-The#tab=summary,"$2,400,000"
Trekkies,5/21/1999,"$617,172","$375,000",,http://www.the-numbers.com/movie/Trekkies#tab=summary,"$617,172"
Maniac,1/1/1980,"$10,000,000","$350,000",,http://www.the-numbers.com/movie/Maniac#tab=summary,"$10,000,000"
American Ninja 2: The Confrontation,1/1/1987,"$4,000,000","$350,000",,http://www.the-numbers.com/movie/American-Ninja-2-The-Confrontation#tab=summary,"$4,000,000"
Murderball,7/8/2005,"$1,772,979","$350,000",,http://www.the-numbers.com/movie/Murderball#tab=summary,"$1,531,154"
My Dog Tulip,9/1/2010,"$310,891","$350,000",,http://www.the-numbers.com/movie/My-Dog-Tulip#tab=summary,"$246,574"
51 Birch Street,10/18/2006,"$84,689","$350,000",,http://www.the-numbers.com/movie/51-Birch-Street#tab=summary,"$84,689"
Revolution#9,11/15/2002,"$9,118","$350,000",,http://www.the-numbers.com/movie/Revolution-no-9#tab=summary,"$9,118"
Royal Kill,4/10/2009,$0,"$350,000",,http://www.the-numbers.com/movie/Royal-Kill#tab=summary,$0
Rotor DR1,10/20/2015,$0,"$350,000",,http://www.the-numbers.com/movie/Rotor-DR1#tab=summary,$0
12 Angry Men,4/13/1957,$0,"$340,000",,http://www.the-numbers.com/movie/12-Angry-Men#tab=summary,$0
Halloween,10/17/1978,"$70,000,000","$325,000",,http://www.the-numbers.com/movie/Halloween#tab=summary,"$47,000,000"
It Happened One Night,1/1/1934,"$2,500,000","$325,000",,http://www.the-numbers.com/movie/It-Happened-One-Night#tab=summary,"$2,500,000"
Dogtooth,6/25/2010,"$1,373,407","$323,000",,http://www.the-numbers.com/movie/Dogtooth#tab=summary,"$110,248"
Tumbleweeds,11/24/1999,"$1,788,168","$312,000",,http://www.the-numbers.com/movie/Tumbleweeds#tab=summary,"$1,350,248"
Tupac Resurrection,11/14/2003,"$7,808,524","$300,000",,http://www.the-numbers.com/movie/Tupac-Resurrection#tab=summary,"$7,718,961"
God's Army,3/10/2000,"$2,652,515","$300,000",,http://www.the-numbers.com/movie/Gods-Army#tab=summary,"$2,637,726"
Pieces of April,10/17/2003,"$3,571,253","$300,000",,http://www.the-numbers.com/movie/Pieces-of-April#tab=summary,"$2,528,664"
When The Cat's Away,9/20/1996,"$2,525,984","$300,000",,http://www.the-numbers.com/movie/When-The-Cats-Away#tab=summary,"$1,652,472"
Wendy and Lucy,12/10/2008,"$1,416,046","$300,000",,http://www.the-numbers.com/movie/Wendy-and-Lucy#tab=summary,"$865,695"
