"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:0AdjJ2SaOeb5bPJ67nDbsW","From the Ground Up",72,"https://p.scdn.co/mp3-preview/311f28baa84fbdbe09c24f0d209d2e6e98928c82","Dan + Shay",0.524,0.586,9,-5.431,1,0.0262,0.356,0,0.121,0.287,101.214,"audio_features","0AdjJ2SaOeb5bPJ67nDbsW","https://api.spotify.com/v1/tracks/0AdjJ2SaOeb5bPJ67nDbsW","https://api.spotify.com/v1/audio-analysis/0AdjJ2SaOeb5bPJ67nDbsW",254293,4
"2","spotify:track:1Wjk9qHVbxgOopOEP9SqLW","Sleep Without You",72,"https://p.scdn.co/mp3-preview/78c4016c99a1bd46424b99d56a26f4dcad47aa34","Brett Young",0.631,0.716,10,-5.713,1,0.0432,0.013,0,0.0756,0.637,88.541,"audio_features","1Wjk9qHVbxgOopOEP9SqLW","https://api.spotify.com/v1/tracks/1Wjk9qHVbxgOopOEP9SqLW","https://api.spotify.com/v1/audio-analysis/1Wjk9qHVbxgOopOEP9SqLW",187813,4
"3","spotify:track:63lHuquEopEUiwPy6VLxlb","Vice",72,"https://p.scdn.co/mp3-preview/06ae984e5d6135627f61c90da57c668b19267dad","Miranda Lambert",0.567,0.565,9,-7.78,1,0.0426,0.119,9.17e-05,0.368,0.263,133.631,"audio_features","63lHuquEopEUiwPy6VLxlb","https://api.spotify.com/v1/tracks/63lHuquEopEUiwPy6VLxlb","https://api.spotify.com/v1/audio-analysis/63lHuquEopEUiwPy6VLxlb",239704,4
"4","spotify:track:21ERipllp1AG7ux7nQZxHp","Rebound",68,"https://p.scdn.co/mp3-preview/ea2dd47a1edb501c5181b1c5ca02cafc472a9a73","Drew Baldridge",0.599,0.795,11,-4.47,0,0.0302,0.166,4.23e-06,0.224,0.559,135.97,"audio_features","21ERipllp1AG7ux7nQZxHp","https://api.spotify.com/v1/tracks/21ERipllp1AG7ux7nQZxHp","https://api.spotify.com/v1/audio-analysis/21ERipllp1AG7ux7nQZxHp",271493,4
"5","spotify:track:2TbPBxkTqPh3s0jKsm05wI","There’s A Girl",69,"https://p.scdn.co/mp3-preview/40e4d33e521bf304cb3b13fdae31fff688a3d690","Trent Harmon",0.529,0.803,7,-5.379,1,0.0389,0.2,0,0.0894,0.343,97.043,"audio_features","2TbPBxkTqPh3s0jKsm05wI","https://api.spotify.com/v1/tracks/2TbPBxkTqPh3s0jKsm05wI","https://api.spotify.com/v1/audio-analysis/2TbPBxkTqPh3s0jKsm05wI",215600,4
"6","spotify:track:4QbPy85DSlqGzOXdDaFYLN","Comeback Kid",66,"https://p.scdn.co/mp3-preview/86464a166f67d6aac0bfaca4466a6eddaa02bbd2","The Band Perry",0.782,0.694,3,-5.776,1,0.0489,0.28,0,0.115,0.477,127.987,"audio_features","4QbPy85DSlqGzOXdDaFYLN","https://api.spotify.com/v1/tracks/4QbPy85DSlqGzOXdDaFYLN","https://api.spotify.com/v1/audio-analysis/4QbPy85DSlqGzOXdDaFYLN",231427,4
"7","spotify:track:1cRc03E5Ps0fwe4l8fz2J0","Brace For Impact (Live A Little)",67,"https://p.scdn.co/mp3-preview/f7ec09bd76f1a0d1ed382b896ed8a3bf350924ce","Sturgill Simpson",0.616,0.706,0,-6.846,1,0.0233,0.00969,0.313,0.111,0.654,89.998,"audio_features","1cRc03E5Ps0fwe4l8fz2J0","https://api.spotify.com/v1/tracks/1cRc03E5Ps0fwe4l8fz2J0","https://api.spotify.com/v1/audio-analysis/1cRc03E5Ps0fwe4l8fz2J0",349267,4
"8","spotify:track:1PB1crNoxv0Jezj0Y8LqO0","Today",66,"https://p.scdn.co/mp3-preview/efd208cc595a21f75deeaff2d7bf7a3ba48e1298","Brad Paisley",0.531,0.651,2,-5.918,1,0.0328,0.543,0.000804,0.118,0.303,75.001,"audio_features","1PB1crNoxv0Jezj0Y8LqO0","https://api.spotify.com/v1/tracks/1PB1crNoxv0Jezj0Y8LqO0","https://api.spotify.com/v1/audio-analysis/1PB1crNoxv0Jezj0Y8LqO0",229345,3
"9","spotify:track:6MCXzZMLsxm7G2u5Sck4Ds","4 Lane Gone",65,"https://p.scdn.co/mp3-preview/f4b2718d83b9b777bbe9172d4019c60b55b7d7ca","Colt Ford",0.536,0.786,4,-6.42,1,0.0384,0.00686,0,0.122,0.775,82.987,"audio_features","6MCXzZMLsxm7G2u5Sck4Ds","https://api.spotify.com/v1/tracks/6MCXzZMLsxm7G2u5Sck4Ds","https://api.spotify.com/v1/audio-analysis/6MCXzZMLsxm7G2u5Sck4Ds",231343,4
"10","spotify:track:498ZVInMGDkmmNVpSWqHiZ","May We All",72,"https://p.scdn.co/mp3-preview/428556d21df67e2ca9e8302273abb9e4c0a38bd2","Florida Georgia Line",0.488,0.915,7,-4.255,1,0.0389,0.0406,0,0.351,0.637,75.019,"audio_features","498ZVInMGDkmmNVpSWqHiZ","https://api.spotify.com/v1/tracks/498ZVInMGDkmmNVpSWqHiZ","https://api.spotify.com/v1/audio-analysis/498ZVInMGDkmmNVpSWqHiZ",226173,4
"11","spotify:track:6IyyyU9mw12dJsWquT1YR0","Move",39,NA,"Luke Bryan",0.567,0.947,5,-0.715,0,0.0792,0.0107,0,0.0904,0.782,103.99,"audio_features","6IyyyU9mw12dJsWquT1YR0","https://api.spotify.com/v1/tracks/6IyyyU9mw12dJsWquT1YR0","https://api.spotify.com/v1/audio-analysis/6IyyyU9mw12dJsWquT1YR0",227427,4
"12","spotify:track:3eT5vVn1580Wijs5qXo6NA","Circles",67,"https://p.scdn.co/mp3-preview/ca7e9e20c3244e2f44af63648d3b4e716edb641f","Jana Kramer",0.52,0.851,6,-4.781,1,0.0434,0.0493,1.37e-05,0.269,0.34,161.96,"audio_features","3eT5vVn1580Wijs5qXo6NA","https://api.spotify.com/v1/tracks/3eT5vVn1580Wijs5qXo6NA","https://api.spotify.com/v1/audio-analysis/3eT5vVn1580Wijs5qXo6NA",239347,4
"13","spotify:track:5jROdl6MhcmP3O7h2sVgtw","Parachute",71,"https://p.scdn.co/mp3-preview/11aca0126942a0321a1761feffd2e7574d94e601","Chris Stapleton",0.639,0.749,6,-7.327,1,0.0297,0.014,3.52e-05,0.154,0.631,113.033,"audio_features","5jROdl6MhcmP3O7h2sVgtw","https://api.spotify.com/v1/tracks/5jROdl6MhcmP3O7h2sVgtw","https://api.spotify.com/v1/audio-analysis/5jROdl6MhcmP3O7h2sVgtw",253200,4
"14","spotify:track:2WaOQWSv0D1tZNxyLvnGAI","Yeah Boy",66,"https://p.scdn.co/mp3-preview/2f29ffb93c1b55a8e9dfbe35ce1db1d81e5dd405","Kelsea Ballerini",0.589,0.809,3,-5.292,1,0.0376,0.231,0,0.0719,0.464,88.965,"audio_features","2WaOQWSv0D1tZNxyLvnGAI","https://api.spotify.com/v1/tracks/2WaOQWSv0D1tZNxyLvnGAI","https://api.spotify.com/v1/audio-analysis/2WaOQWSv0D1tZNxyLvnGAI",194413,4
"15","spotify:track:5qRRiqndqXaq2QBudIrkYU","Dirty Laundry",69,"https://p.scdn.co/mp3-preview/3e887c8e40e6e8bfb7818fc0dec8286aec4c66d1","Carrie Underwood",0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.498,200.179,"audio_features","5qRRiqndqXaq2QBudIrkYU","https://api.spotify.com/v1/tracks/5qRRiqndqXaq2QBudIrkYU","https://api.spotify.com/v1/audio-analysis/5qRRiqndqXaq2QBudIrkYU",204093,4
