"year","make","model","carline_class","carline_broad","cyl","disp","air_asp","trans_desc","gears","drive_desc","fuel_type","mpg_city","mpg_hwy","mpg_mix","ann_fuel","condition","lux","trans_broad"
2012,"Acura","tl 4wd","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Premium Gasoline",18,26,21,2820,"Used","Luxury","Automatic"
2012,"Acura","tl 4wd","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Manual",6,"All Wheel Drive","Premium Gasoline",17,25,20,2962,"Used","Luxury","Manual"
2012,"Audi","a6","Midsize Cars","Cars",4,2,"Turbocharged","Continuously Variable",1,"Front Wheel Drive","Premium Gasoline",25,33,28,2115,"Used","Luxury","Automatic"
2012,"Audi","a6 quattro","Midsize Cars","Cars",6,3,"Supercharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",19,28,22,2184,"Used","Luxury","Automatic"
2012,"Audi","a7 quattro","Midsize Cars","Cars",6,3,"Supercharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",18,28,22,2184,"Used","Luxury","Automatic"
2012,"Audi","a8","Midsize Cars","Cars",8,4.2,"Naturally Aspirated","Automated Manual",8,"All Wheel Drive","Premium Gasoline",18,28,21,2285,"Used","Luxury","Automatic"
2012,"Bentley","continental flying spur","Midsize Cars","Cars",12,6,"Turbocharged","Automated Manual",6,"All Wheel Drive","Premium Gasoline",11,19,14,3427,"Used","Super","Automatic"
2012,"Bentley","mulsanne","Midsize Cars","Cars",8,6.8,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",11,18,13,4456,"Used","Super","Automatic"
2012,"BMW","528i","Midsize Cars","Cars",4,2,"Turbocharged","Automatic",8,"Rear Wheel Drive","Premium Gasoline",23,34,27,2192,"Used","Luxury","Automatic"
2012,"BMW","528i xdrive","Midsize Cars","Cars",4,2,"Turbocharged","Automatic",8,"All Wheel Drive","Premium Gasoline",22,32,26,2281,"Used","Luxury","Automatic"
2012,"BMW","535i","Midsize Cars","Cars",6,3,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",20,30,24,2471,"Used","Luxury","Automatic"
2012,"BMW","535i","Midsize Cars","Cars",6,3,"Turbocharged","Manual",6,"Rear Wheel Drive","Premium Gasoline",20,30,23,2577,"Used","Luxury","Manual"
2012,"BMW","535i xdrive","Midsize Cars","Cars",6,3,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",21,30,24,2471,"Used","Luxury","Automatic"
2012,"BMW","550i","Midsize Cars","Cars",8,4.4,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3294,"Used","Luxury","Automatic"
2012,"BMW","550i","Midsize Cars","Cars",8,4.4,"Turbocharged","Manual",6,"Rear Wheel Drive","Premium Gasoline",15,22,17,3484,"Used","Luxury","Manual"
2012,"BMW","550i xdrive","Midsize Cars","Cars",8,4.4,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",15,20,17,3484,"Used","Luxury","Automatic"
2012,"BMW","activehybrid 5","Midsize Cars","Cars",6,3,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",23,30,26,2281,"Used","Luxury","Automatic"
2012,"BMW","activehybrid 7","Midsize Cars","Cars",8,4.4,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",17,24,20,2962,"Used","Luxury","Automatic"
2012,"Buick","lacrosse","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,36,29,1915,"Used","Family","Automatic"
2012,"Buick","lacrosse","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",17,27,21,2642,"Used","Family","Automatic"
2012,"Buick","lacrosse","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",17,27,21,2642,"Used","Family","Automatic"
2012,"Buick","lacrosse awd","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",16,26,20,2775,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,29,22,2525,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,27,22,2525,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,29,22,2525,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",20,32,24,2314,"Used","Family","Manual"
2012,"Buick","regal","Midsize Cars","Cars",4,2,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",19,27,22,2048,"Used","Family","Manual"
2012,"Buick","regal","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,36,29,1915,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,31,23,2414,"Used","Family","Automatic"
2012,"Buick","regal","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,31,23,1958,"Used","Family","Automatic"
2012,"Cadillac","cts","Midsize Cars","Cars",6,3,"Naturally Aspirated","Automated Manual",6,"Rear Wheel Drive","Regular Gasoline",18,27,22,2048,"Used","Luxury","Automatic"
2012,"Cadillac","cts","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"Rear Wheel Drive","Regular Gasoline",18,27,21,2142,"Used","Luxury","Automatic"
2012,"Cadillac","cts","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Regular Gasoline",16,26,19,2367,"Used","Luxury","Manual"
2012,"Cadillac","cts","Midsize Cars","Cars",8,6.2,"Supercharged","Automated Manual",6,"Rear Wheel Drive","Premium Gasoline",12,18,14,3427,"Used","Luxury","Automatic"
2012,"Cadillac","cts","Midsize Cars","Cars",8,6.2,"Supercharged","Manual",6,"Rear Wheel Drive","Premium Gasoline",14,19,16,3000,"Used","Luxury","Manual"
2012,"Cadillac","cts awd","Midsize Cars","Cars",6,3,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,21,2142,"Used","Luxury","Automatic"
2012,"Cadillac","cts awd","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,27,21,2650,"Used","Luxury","Automatic"
2012,"Chevrolet","cruze","Midsize Cars","Cars",4,1.4,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",26,38,30,1498,"Used","Family","Automatic"
2012,"Chevrolet","cruze","Midsize Cars","Cars",4,1.4,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",26,38,30,1498,"Used","Family","Manual"
2012,"Chevrolet","cruze","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,35,27,1665,"Used","Family","Automatic"
2012,"Chevrolet","cruze","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",25,36,29,1552,"Used","Family","Manual"
2012,"Chevrolet","cruze eco","Midsize Cars","Cars",4,1.4,"Turbocharged","Automatic",6,"Front Wheel Drive","Regular Gasoline",26,39,31,1454,"Used","Family","Automatic"
2012,"Chevrolet","cruze eco","Midsize Cars","Cars",4,1.4,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",28,42,33,1364,"Used","Family","Manual"
2012,"Chevrolet","malibu","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,33,26,1732,"Used","Family","Automatic"
2012,"Chevrolet","malibu","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,33,26,2137,"Used","Family","Automatic"
2012,"Chevrolet","malibu","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",17,26,20,2250,"Used","Family","Automatic"
2012,"Chevrolet","sonic 5","Midsize Cars","Cars",4,1.4,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",27,37,31,1800,"Used","Family","Automatic"
2012,"Chevrolet","sonic 5","Midsize Cars","Cars",4,1.4,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",29,40,33,1682,"Used","Family","Manual"
2012,"Chevrolet","sonic 5","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,35,28,1606,"Used","Family","Automatic"
2012,"Chevrolet","sonic 5","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Manual",5,"Front Wheel Drive","Regular Gasoline",26,35,29,1915,"Used","Family","Manual"
2012,"Chrysler","200","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",4,"Front Wheel Drive","Regular Gasoline",21,30,24,1876,"Used","Family","Automatic"
2012,"Chrysler","200","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",20,31,24,1876,"Used","Family","Automatic"
2012,"Chrysler","200","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",19,29,22,2048,"Used","Family","Automatic"
2012,"Dodge","avenger","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",4,"Front Wheel Drive","Regular Gasoline",21,30,24,1876,"Used","Family","Automatic"
2012,"Dodge","avenger","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",20,31,24,1876,"Used","Family","Automatic"
2012,"Dodge","avenger","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",19,29,22,2048,"Used","Family","Automatic"
2012,"Dodge","challenger","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",18,27,21,2142,"Used","Family","Automatic"
2012,"Dodge","challenger","Midsize Cars","Cars",8,5.7,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Mid-Grade Gasoline",16,25,19,2446,"Used","Family","Automatic"
2012,"Dodge","challenger","Midsize Cars","Cars",8,5.7,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Premium Gasoline",15,23,18,2669,"Used","Family","Manual"
2012,"Dodge","challenger srt8","Midsize Cars","Cars",8,6.4,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Premium Gasoline",14,23,17,2822,"Used","Family","Automatic"
2012,"Dodge","challenger srt8","Midsize Cars","Cars",8,6.4,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Premium Gasoline",14,23,17,2822,"Used","Family","Manual"
2012,"Ferrari","ff","Midsize Cars","Cars",12,6.3,"Naturally Aspirated","Automated Manual",7,"Part-time AWD","Premium Gasoline",11,17,13,4556,"Used","Super","Automatic"
2012,"Ferrari","ff","Midsize Cars","Cars",12,6.3,"Naturally Aspirated","Automated Manual",7,"Part-time AWD","Premium Gasoline",11,17,13,4556,"Used","Super","Automatic"
2012,"Ford","fusion awd","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",17,25,19,2919,"Used","Family","Automatic"
2012,"Ford","fusion awd ffv","Midsize Cars","Cars",6,3,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,20,2775,"Used","Family","Automatic"
2012,"Ford","fusion fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",23,33,26,2137,"Used","Family","Automatic"
2012,"Ford","fusion fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,30,25,2220,"Used","Family","Automatic"
2012,"Ford","fusion fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",22,29,24,2314,"Used","Family","Manual"
2012,"Ford","fusion fwd","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,27,21,2642,"Used","Family","Automatic"
2012,"Ford","fusion fwd ffv","Midsize Cars","Cars",6,3,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",20,28,23,2414,"Used","Family","Automatic"
2012,"Ford","fusion hybrid fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",41,36,39,1421,"Used","Family","Automatic"
2012,"Ford","fusion s fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",22,32,25,2220,"Used","Family","Manual"
2012,"Hyundai","elantra","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",28,38,32,1732,"Used","Family","Automatic"
2012,"Hyundai","elantra","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",28,38,32,1732,"Used","Family","Manual"
2012,"Hyundai","sonata hybrid","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",34,39,36,1543,"Used","Family","Automatic"
2012,"INFINITI","g25","Midsize Cars","Cars",6,2.5,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",20,29,23,2577,"Used","Luxury","Automatic"
2012,"INFINITI","g25x","Midsize Cars","Cars",6,2.5,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",19,27,22,2696,"Used","Luxury","Automatic"
2012,"INFINITI","g37","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",19,27,22,2696,"Used","Luxury","Automatic"
2012,"INFINITI","g37","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Premium Gasoline",17,25,19,3117,"Used","Luxury","Manual"
2012,"INFINITI","g37x","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",18,25,20,2962,"Used","Luxury","Automatic"
2012,"INFINITI","m35h","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",27,32,29,2044,"Used","Luxury","Automatic"
2012,"INFINITI","m37","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",18,26,21,2820,"Used","Luxury","Automatic"
2012,"INFINITI","m37x","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",17,24,20,2962,"Used","Luxury","Automatic"
2012,"INFINITI","m56","Midsize Cars","Cars",8,5.6,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",16,24,19,3117,"Used","Luxury","Automatic"
2012,"INFINITI","m56x","Midsize Cars","Cars",8,5.6,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",16,23,18,3294,"Used","Luxury","Automatic"
2012,"Jaguar","jaguar xf","Midsize Cars","Cars",8,5,"Supercharged","Automated Manual",6,"Rear Wheel Drive","Premium Gasoline",15,21,17,3484,"Used","Luxury","Automatic"
2012,"Jaguar","jaguar xf","Midsize Cars","Cars",8,5,"Naturally Aspirated","Automated Manual",6,"Rear Wheel Drive","Premium Gasoline",16,23,19,3117,"Used","Luxury","Automatic"
2012,"KIA","forte","Midsize Cars","Cars",4,2,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",26,36,29,1915,"Used","Family","Automatic"
2012,"KIA","forte","Midsize Cars","Cars",4,2,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",25,34,29,1915,"Used","Family","Manual"
2012,"KIA","forte","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",23,32,26,2137,"Used","Family","Automatic"
2012,"KIA","forte","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",22,32,26,2137,"Used","Family","Manual"
2012,"KIA","forte eco","Midsize Cars","Cars",4,2,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",27,37,30,1848,"Used","Family","Automatic"
2012,"KIA","optima","Midsize Cars","Cars",4,2,"Turbocharged","Automatic",6,"Front Wheel Drive","Regular Gasoline",22,34,26,2137,"Used","Family","Automatic"
2012,"KIA","optima","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",24,35,28,1981,"Used","Family","Automatic"
2012,"KIA","optima","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",24,35,28,1981,"Used","Family","Manual"
2012,"KIA","optima hybrid","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",34,39,36,1543,"Used","Family","Automatic"
2012,"LEXUS","es 350","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,28,22,2525,"Used","Luxury","Automatic"
2012,"LEXUS","ls 460","Midsize Cars","Cars",8,4.6,"Naturally Aspirated","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",16,24,19,3117,"Used","Luxury","Automatic"
2012,"LEXUS","ls 460 awd","Midsize Cars","Cars",8,4.6,"Naturally Aspirated","Automated Manual",8,"All Wheel Drive","Premium Gasoline",16,23,18,3294,"Used","Luxury","Automatic"
2012,"LEXUS","ls 460 l","Midsize Cars","Cars",8,4.6,"Naturally Aspirated","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",16,24,19,3117,"Used","Luxury","Automatic"
2012,"LEXUS","ls 460 l awd","Midsize Cars","Cars",8,4.6,"Naturally Aspirated","Automated Manual",8,"All Wheel Drive","Premium Gasoline",16,23,18,3294,"Used","Luxury","Automatic"
2012,"LEXUS","ls 600h l","Midsize Cars","Cars",8,5,"Naturally Aspirated","Continuously Variable",8,"All Wheel Drive","Premium Gasoline",19,23,20,2962,"Used","Luxury","Automatic"
2012,"Lincoln","mkz awd","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",17,25,19,2919,"Used","Family","Automatic"
2012,"Lincoln","mkz fwd","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,27,21,2642,"Used","Family","Automatic"
2012,"Lincoln","mkz hybrid fwd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",41,36,39,1421,"Used","Family","Automatic"
2012,"MAZDA","mazda3 di 5-door","Midsize Cars","Cars",4,2,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",28,39,32,1732,"Used","Family","Automatic"
2012,"MAZDA","mazda3 di 5-door","Midsize Cars","Cars",4,2,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",27,38,31,1793,"Used","Family","Manual"
2012,"MAZDA","mazda6","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Automated Manual",5,"Front Wheel Drive","Regular Gasoline",22,31,25,2220,"Used","Family","Automatic"
2012,"MAZDA","mazda6","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",21,30,24,2314,"Used","Family","Manual"
2012,"MAZDA","mazda6","Midsize Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,27,21,2642,"Used","Family","Automatic"
2012,"MAZDA","mazdaspeed3","Midsize Cars","Cars",4,2.3,"Turbocharged","Manual",6,"Front Wheel Drive","Premium Gasoline",18,25,21,2820,"Used","Family","Manual"
2012,"Mercedes-Benz","e 350","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automatic",7,"Rear Wheel Drive","Premium Gasoline",20,30,23,2577,"Used","Luxury","Automatic"
2012,"Mercedes-Benz","e 350 4matic","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automatic",7,"All Wheel Drive","Premium Gasoline",19,29,23,2577,"Used","Luxury","Automatic"
2012,"Mercedes-Benz","e 350 bluetec","Midsize Cars","Cars",6,3,"Turbocharged","Automatic",7,"Rear Wheel Drive","Diesel",21,32,25,2370,"Used","Luxury","Automatic"
2012,"Mercedes-Benz","e 550 4matic","Midsize Cars","Cars",8,4.7,"Turbocharged","Automatic",7,"All Wheel Drive","Premium Gasoline",16,26,20,2962,"Used","Luxury","Automatic"
2012,"Mercedes-Benz","e 63 amg","Midsize Cars","Cars",8,5.5,"Turbocharged","Automatic",7,"Rear Wheel Drive","Premium Gasoline",16,24,19,3117,"Used","Luxury","Automatic"
2012,"Mitsubishi","galant","Midsize Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",4,"Front Wheel Drive","Regular Gasoline",21,30,24,2314,"Used","Family","Automatic"
2012,"NISSAN","altima","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",6,"Front Wheel Drive","Regular Gasoline",23,32,27,2054,"Used","Family","Automatic"
2012,"NISSAN","altima","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Continuously Variable",6,"Front Wheel Drive","Regular Gasoline",20,27,23,2414,"Used","Family","Automatic"
2012,"NISSAN","maxima","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Continuously Variable",6,"Front Wheel Drive","Premium Gasoline",19,26,22,2696,"Used","Family","Automatic"
2012,"NISSAN","sentra","Midsize Cars","Cars",4,2,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",27,34,30,1848,"Used","Family","Automatic"
2012,"NISSAN","sentra","Midsize Cars","Cars",4,2,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",24,31,27,2054,"Used","Family","Manual"
2012,"NISSAN","sentra","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",6,"Front Wheel Drive","Regular Gasoline",24,30,26,2137,"Used","Family","Automatic"
2012,"NISSAN","sentra","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Premium Gasoline",21,28,24,2471,"Used","Family","Manual"
2012,"Saab","9-5 sedan","Midsize Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",18,28,22,2525,"Used","Family","Automatic"
2012,"Saab","9-5 sedan","Midsize Cars","Cars",4,2,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",20,33,25,2220,"Used","Family","Manual"
2012,"Saab","9-5 sedan awd","Midsize Cars","Cars",6,2.8,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",17,27,20,2775,"Used","Family","Automatic"
2012,"Subaru","legacy awd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",1,"All Wheel Drive","Regular Gasoline",23,31,26,2137,"Used","Family","Automatic"
2012,"Subaru","legacy awd","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Manual",6,"All Wheel Drive","Regular Gasoline",19,27,22,2525,"Used","Family","Manual"
2012,"Subaru","legacy awd","Midsize Cars","Cars",4,2.5,"Turbocharged","Manual",6,"All Wheel Drive","Premium Gasoline",18,25,21,2820,"Used","Family","Manual"
2012,"Subaru","legacy awd","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",5,"All Wheel Drive","Regular Gasoline",18,25,20,2775,"Used","Family","Automatic"
2012,"Toyota","camry","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,35,28,1981,"Used","Family","Automatic"
2012,"Toyota","camry","Midsize Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",21,30,25,2220,"Used","Family","Automatic"
2012,"Toyota","camry hybrid le","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",43,39,41,1354,"Used","Family","Automatic"
2012,"Toyota","camry hybrid xle","Midsize Cars","Cars",4,2.5,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",40,38,40,1388,"Used","Family","Automatic"
2012,"Toyota","prius","Midsize Cars","Cars",4,1.8,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",51,48,50,1110,"Used","Family","Automatic"
2012,"Volkswagen","passat","Midsize Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Diesel",30,40,34,1742,"Used","Family","Automatic"
2012,"Volkswagen","passat","Midsize Cars","Cars",4,2,"Turbocharged","Manual",6,"Front Wheel Drive","Diesel",31,43,35,1330,"Used","Family","Manual"
2012,"Volkswagen","passat","Midsize Cars","Cars",5,2.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,31,25,1800,"Used","Family","Automatic"
2012,"Volkswagen","passat","Midsize Cars","Cars",5,2.5,"Naturally Aspirated","Manual",5,"Front Wheel Drive","Regular Gasoline",22,32,26,1732,"Used","Family","Manual"
2012,"Volkswagen","passat","Midsize Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Premium Gasoline",20,28,23,2088,"Used","Family","Automatic"
2012,"Volvo","s80 awd","Midsize Cars","Cars",6,3,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,21,2642,"Used","Luxury","Automatic"
2012,"Volvo","s80 fwd","Midsize Cars","Cars",6,3.2,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",20,29,23,2414,"Used","Luxury","Automatic"
2012,"Audi","a8 l","Large Cars","Cars",8,4.2,"Naturally Aspirated","Automated Manual",8,"All Wheel Drive","Premium Gasoline",18,28,21,2285,"Used","Luxury","Automatic"
2012,"Audi","a8l","Large Cars","Cars",12,6.3,"Naturally Aspirated","Automated Manual",8,"All Wheel Drive","Premium Gasoline",14,21,16,3000,"Used","Luxury","Automatic"
2012,"BMW","535i gran turismo","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",19,28,22,2696,"Used","Luxury","Automatic"
2012,"BMW","535i xdrive gran turismo","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",18,27,21,2820,"Used","Luxury","Automatic"
2012,"BMW","550i gran turismo","Large Cars","Cars",8,4.4,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,22,18,3294,"Used","Luxury","Automatic"
2012,"BMW","550i xdrive gran turismo","Large Cars","Cars",8,4.4,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",15,19,17,3484,"Used","Luxury","Automatic"
2012,"BMW","740i","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",6,"Rear Wheel Drive","Premium Gasoline",17,25,20,2962,"Used","Luxury","Automatic"
