"year","make","model","carline_class","carline_broad","cyl","disp","air_asp","trans_desc","gears","drive_desc","fuel_type","mpg_city","mpg_hwy","mpg_mix","ann_fuel","condition","lux","trans_broad"
2015,"Dodge","charger","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",19,31,23,2300,"New","Family","Automatic"
2015,"Dodge","charger","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",19,31,23,2300,"New","Family","Automatic"
2015,"Dodge","charger","Large Cars","Cars",8,5.7,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Mid-Grade Gasoline",16,25,19,2900,"New","Family","Automatic"
2015,"Dodge","charger awd","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",8,"All Wheel Drive","Regular Gasoline",18,27,21,2500,"New","Family","Automatic"
2015,"Dodge","charger awd","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automatic",8,"All Wheel Drive","Regular Gasoline",18,27,21,2500,"New","Family","Automatic"
2015,"Dodge","charger srt8","Large Cars","Cars",8,6.2,"Supercharged","Automatic",8,"Rear Wheel Drive","Premium Gasoline",13,22,16,3550,"New","Family","Automatic"
2015,"Dodge","charger srt8","Large Cars","Cars",8,6.4,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Premium Gasoline",15,25,18,3150,"New","Family","Automatic"
2015,"Ford","c-max hybrid fwd","Large Cars","Cars",4,2,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",42,37,40,1300,"New","Family","Automatic"
2015,"Ford","taurus awd","Large Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,21,2500,"New","Family","Automatic"
2015,"Ford","taurus awd","Large Cars","Cars",6,3.5,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",17,25,20,2600,"New","Family","Automatic"
2015,"Ford","taurus awd ffv","Large Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,21,2500,"New","Family","Automatic"
2015,"Ford","taurus fwd","Large Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",22,32,26,2000,"New","Family","Automatic"
2015,"Ford","taurus fwd","Large Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,29,23,2300,"New","Family","Automatic"
2015,"Ford","taurus fwd ffv","Large Cars","Cars",6,3.5,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,29,23,2300,"New","Family","Automatic"
2015,"Hyundai","azera","Large Cars","Cars",6,3.3,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",20,29,23,2300,"New","Family","Automatic"
2015,"Hyundai","azera limited","Large Cars","Cars",6,3.3,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,28,22,2400,"New","Family","Automatic"
2015,"Hyundai","equus","Large Cars","Cars",8,5,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Family","Automatic"
2015,"Hyundai","genesis awd","Large Cars","Cars",6,3.8,"Naturally Aspirated","Automatic",8,"All Wheel Drive","Regular Gasoline",16,25,19,2750,"New","Family","Automatic"
2015,"Hyundai","genesis rwd","Large Cars","Cars",6,3.8,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",18,29,22,2400,"New","Family","Automatic"
2015,"Hyundai","genesis rwd","Large Cars","Cars",8,5,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Family","Automatic"
2015,"Hyundai","sonata","Large Cars","Cars",4,1.6,"Turbocharged","Automated Manual",7,"Front Wheel Drive","Regular Gasoline",28,38,32,1650,"New","Family","Automatic"
2015,"Hyundai","sonata","Large Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",23,32,26,2000,"New","Family","Automatic"
2015,"Hyundai","sonata","Large Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,37,29,1800,"New","Family","Automatic"
2015,"Hyundai","sonata limited","Large Cars","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",21,31,25,2100,"New","Family","Automatic"
2015,"Hyundai","sonata sport/limited","Large Cars","Cars",4,2.4,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",24,35,28,1900,"New","Family","Automatic"
2015,"Jaguar","xj","Large Cars","Cars",8,5,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Luxury","Automatic"
2015,"Jaguar","xj awd","Large Cars","Cars",6,3,"Supercharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",16,24,19,3000,"New","Luxury","Automatic"
2015,"Jaguar","xj ffv","Large Cars","Cars",6,3,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",18,27,21,2700,"New","Luxury","Automatic"
2015,"Jaguar","xj ffv","Large Cars","Cars",8,5,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Luxury","Automatic"
2015,"Jaguar","xjl","Large Cars","Cars",8,5,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Luxury","Automatic"
2015,"Jaguar","xjl awd","Large Cars","Cars",6,3,"Supercharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",16,24,19,3000,"New","Luxury","Automatic"
2015,"Jaguar","xjl ffv","Large Cars","Cars",6,3,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",17,27,20,2850,"New","Luxury","Automatic"
2015,"Jaguar","xjl ffv","Large Cars","Cars",8,5,"Supercharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Luxury","Automatic"
2015,"KIA","cadenza","Large Cars","Cars",6,3.3,"Naturally Aspirated","Automatic",6,"Front Wheel Drive","Regular Gasoline",19,28,22,2400,"New","Family","Automatic"
2015,"KIA","forte 5","Large Cars","Cars",4,1.6,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",21,29,24,2200,"New","Family","Automatic"
2015,"KIA","forte 5","Large Cars","Cars",4,1.6,"Turbocharged","Manual",6,"Front Wheel Drive","Regular Gasoline",21,29,24,2200,"New","Family","Manual"
2015,"KIA","forte 5","Large Cars","Cars",4,2,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,33,28,1900,"New","Family","Automatic"
2015,"KIA","k900","Large Cars","Cars",6,3.8,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",18,27,21,2500,"New","Family","Automatic"
2015,"KIA","k900","Large Cars","Cars",8,5,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Premium Gasoline",15,23,18,3150,"New","Family","Automatic"
2015,"Lincoln","mks awd","Large Cars","Cars",6,3.5,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",17,25,20,2600,"New","Family","Automatic"
2015,"Lincoln","mks awd","Large Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,26,21,2500,"New","Family","Automatic"
2015,"Lincoln","mks fwd","Large Cars","Cars",6,3.7,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",19,28,22,2400,"New","Family","Automatic"
2015,"MASERATI","quattroporte gts","Large Cars","Cars",8,3.8,"Turbocharged","Automatic",8,"Rear Wheel Drive","Premium Gasoline",13,22,16,3550,"New","Super","Automatic"
2015,"MASERATI","quattroporte sq4 v6","Large Cars","Cars",6,3,"Turbocharged","Automatic",8,"All Wheel Drive","Premium Gasoline",15,24,18,3150,"New","Super","Automatic"
2015,"Mercedes-Benz","s 550","Large Cars","Cars",8,4.7,"Turbocharged","Automatic",7,"Rear Wheel Drive","Premium Gasoline",17,26,20,2850,"New","Luxury","Automatic"
2015,"Mercedes-Benz","s 550 4matic","Large Cars","Cars",8,4.7,"Turbocharged","Automatic",7,"All Wheel Drive","Premium Gasoline",16,26,19,3000,"New","Luxury","Automatic"
2015,"Mercedes-Benz","s 600","Large Cars","Cars",12,6,"Turbocharged","Automatic",7,"Rear Wheel Drive","Premium Gasoline",13,21,15,3800,"New","Luxury","Automatic"
2015,"Mercedes-Benz","s 65 amg","Large Cars","Cars",12,6,"Turbocharged","Automatic",7,"Rear Wheel Drive","Premium Gasoline",13,20,15,3800,"New","Luxury","Automatic"
2015,"Porsche","panamera","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",18,28,22,2600,"New","Luxury","Automatic"
2015,"Porsche","panamera 4","Large Cars","Cars",6,3.6,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",18,27,21,2700,"New","Luxury","Automatic"
2015,"Porsche","panamera 4s","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",17,27,21,2700,"New","Luxury","Automatic"
2015,"Porsche","panamera 4s executive","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",17,26,20,2850,"New","Luxury","Automatic"
2015,"Porsche","panamera gts","Large Cars","Cars",8,4.8,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",16,24,19,3000,"New","Luxury","Automatic"
2015,"Porsche","panamera s","Large Cars","Cars",6,3,"Turbocharged","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",17,27,21,2700,"New","Luxury","Automatic"
2015,"Porsche","panamera turbo","Large Cars","Cars",8,4.8,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",15,24,18,3150,"New","Luxury","Automatic"
2015,"Porsche","panamera turbo executive","Large Cars","Cars",8,4.8,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",15,24,18,3150,"New","Luxury","Automatic"
2015,"Porsche","panamera turbo s","Large Cars","Cars",8,4.8,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",15,24,18,3150,"New","Luxury","Automatic"
2015,"Porsche","panamera turbo s executive","Large Cars","Cars",8,4.8,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",15,24,18,3150,"New","Luxury","Automatic"
2015,"Rolls-Royce","ghost","Large Cars","Cars",12,6.6,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",13,21,15,3800,"New","Super","Automatic"
2015,"Rolls-Royce","ghost ewb","Large Cars","Cars",12,6.6,"Turbocharged","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",13,21,15,3800,"New","Super","Automatic"
2015,"Rolls-Royce","phantom","Large Cars","Cars",12,6.7,"Naturally Aspirated","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",11,19,14,4050,"New","Super","Automatic"
2015,"Rolls-Royce","phantom ewb","Large Cars","Cars",12,6.7,"Naturally Aspirated","Automated Manual",8,"Rear Wheel Drive","Premium Gasoline",11,19,14,4050,"New","Super","Automatic"
2015,"Audi","allroad quattro","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",21,28,24,2400,"New","Luxury","Automatic"
2015,"BMW","328d xdrive sports wagon","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",8,"All Wheel Drive","Diesel",31,43,35,1600,"New","Luxury","Automatic"
2015,"BMW","328i xdrive sports wagon","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",8,"All Wheel Drive","Premium Gasoline",22,33,26,2200,"New","Luxury","Automatic"
2015,"FIAT","500l","Station Wagons","Cars",4,1.4,"Turbocharged","Automatic",6,"Front Wheel Drive","Premium Gasoline",22,30,25,2300,"New","Family","Automatic"
2015,"FIAT","500l","Station Wagons","Cars",4,1.4,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Premium Gasoline",24,33,27,2100,"New","Family","Automatic"
2015,"FIAT","500l","Station Wagons","Cars",4,1.4,"Turbocharged","Manual",6,"Front Wheel Drive","Premium Gasoline",25,33,28,2050,"New","Family","Manual"
2015,"Honda","fit","Station Wagons","Cars",4,1.5,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",33,41,36,1450,"New","Family","Automatic"
2015,"Honda","fit","Station Wagons","Cars",4,1.5,"Naturally Aspirated","Continuously Variable",7,"Front Wheel Drive","Regular Gasoline",32,38,35,1500,"New","Family","Automatic"
2015,"Honda","fit","Station Wagons","Cars",4,1.5,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",29,37,32,1650,"New","Family","Manual"
2015,"INFINITI","qx50","Station Wagons","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"Rear Wheel Drive","Premium Gasoline",17,25,20,2850,"New","Luxury","Automatic"
2015,"INFINITI","qx50 awd","Station Wagons","Cars",6,3.7,"Naturally Aspirated","Automated Manual",7,"All Wheel Drive","Premium Gasoline",17,24,20,2850,"New","Luxury","Automatic"
2015,"KIA","soul","Station Wagons","Cars",4,1.6,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",24,30,26,2000,"New","Family","Automatic"
2015,"KIA","soul","Station Wagons","Cars",4,1.6,"Naturally Aspirated","Manual",6,"Front Wheel Drive","Regular Gasoline",24,30,26,2000,"New","Family","Manual"
2015,"KIA","soul","Station Wagons","Cars",4,2,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",23,31,26,2000,"New","Family","Automatic"
2015,"KIA","soul eco dynamics","Station Wagons","Cars",4,2,"Naturally Aspirated","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",24,31,27,1950,"New","Family","Automatic"
2015,"NISSAN","juke","Station Wagons","Cars",4,1.6,"Turbocharged","Continuously Variable",7,"Front Wheel Drive","Premium Gasoline",28,32,30,1900,"New","Family","Automatic"
2015,"NISSAN","juke","Station Wagons","Cars",4,1.6,"Turbocharged","Manual",6,"Front Wheel Drive","Premium Gasoline",28,34,30,1900,"New","Family","Manual"
2015,"NISSAN","juke awd","Station Wagons","Cars",4,1.6,"Turbocharged","Continuously Variable",7,"All Wheel Drive","Premium Gasoline",26,31,28,2050,"New","Family","Automatic"
2015,"NISSAN","juke nismo rs","Station Wagons","Cars",4,1.6,"Turbocharged","Manual",6,"Front Wheel Drive","Premium Gasoline",25,31,27,2100,"New","Family","Manual"
2015,"NISSAN","juke nismo rs awd","Station Wagons","Cars",4,1.6,"Turbocharged","Continuously Variable",8,"All Wheel Drive","Premium Gasoline",25,29,27,2100,"New","Family","Automatic"
2015,"SCION","xb","Station Wagons","Cars",4,2.4,"Naturally Aspirated","Automated Manual",4,"Front Wheel Drive","Regular Gasoline",22,28,24,2200,"New","Family","Automatic"
2015,"SCION","xb","Station Wagons","Cars",4,2.4,"Naturally Aspirated","Manual",5,"Front Wheel Drive","Regular Gasoline",22,28,24,2200,"New","Family","Manual"
2015,"Subaru","impreza sport","Station Wagons","Cars",4,2,"Naturally Aspirated","Continuously Variable",6,"All Wheel Drive","Regular Gasoline",27,36,31,1700,"New","Family","Automatic"
2015,"Subaru","impreza sport","Station Wagons","Cars",4,2,"Naturally Aspirated","Manual",5,"All Wheel Drive","Regular Gasoline",24,33,28,1900,"New","Family","Manual"
2015,"Subaru","impreza wagon","Station Wagons","Cars",4,2,"Naturally Aspirated","Continuously Variable",6,"All Wheel Drive","Regular Gasoline",28,37,31,1700,"New","Family","Automatic"
2015,"Subaru","impreza wagon","Station Wagons","Cars",4,2,"Naturally Aspirated","Manual",5,"All Wheel Drive","Regular Gasoline",25,34,28,1900,"New","Family","Manual"
2015,"Volkswagen","golf sportwagen","Station Wagons","Cars",4,1.8,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Regular Gasoline",25,35,29,1800,"New","Family","Automatic"
2015,"Volkswagen","golf sportwagen","Station Wagons","Cars",4,1.8,"Turbocharged","Manual",5,"Front Wheel Drive","Regular Gasoline",25,36,29,1800,"New","Family","Manual"
2015,"Volkswagen","golf sportwagen","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",6,"Front Wheel Drive","Diesel",31,42,35,1600,"New","Family","Automatic"
2015,"Volkswagen","golf sportwagen","Station Wagons","Cars",4,2,"Turbocharged","Manual",6,"Front Wheel Drive","Diesel",31,43,35,1600,"New","Family","Manual"
2015,"Volvo","v60 awd","Station Wagons","Cars",5,2.5,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",20,29,23,2300,"New","Luxury","Automatic"
2015,"Volvo","v60 awd","Station Wagons","Cars",6,3,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",19,28,22,2400,"New","Luxury","Automatic"
2015,"Volvo","v60 fwd","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",8,"Front Wheel Drive","Regular Gasoline",25,37,29,1800,"New","Luxury","Automatic"
2015,"Volvo","v60 polestar awd","Station Wagons","Cars",6,3,"Turbocharged","Automated Manual",6,"All Wheel Drive","Regular Gasoline",18,27,21,2500,"New","Luxury","Automatic"
2015,"Mercedes-Benz","e 350 4matic (wagon)","Station Wagons","Cars",6,3.5,"Naturally Aspirated","Automatic",7,"All Wheel Drive","Premium Gasoline",20,27,22,2600,"New","Luxury","Automatic"
2015,"Mercedes-Benz","e 400 4matic (wagon)","Station Wagons","Cars",6,3,"Turbocharged","Automatic",7,"All Wheel Drive","Premium Gasoline",19,27,22,2600,"New","Luxury","Automatic"
2015,"Mercedes-Benz","e 63 amg s 4matic (stat. wagon)","Station Wagons","Cars",8,5.5,"Turbocharged","Automatic",7,"All Wheel Drive","Premium Gasoline",15,21,18,3150,"New","Luxury","Automatic"
2015,"Mercedes-Benz","gla 250","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",7,"Front Wheel Drive","Premium Gasoline",25,35,29,1950,"New","Luxury","Automatic"
2015,"Mercedes-Benz","gla 45 amg 4matic","Station Wagons","Cars",4,2,"Turbocharged","Automated Manual",7,"All Wheel Drive","Premium Gasoline",23,29,25,2300,"New","Luxury","Automatic"
2015,"NISSAN","murano awd","Station Wagons","Cars",6,3.5,"Naturally Aspirated","Continuously Variable",7,"All Wheel Drive","Regular Gasoline",21,28,24,2200,"New","Family","Automatic"
2015,"NISSAN","murano fwd","Station Wagons","Cars",6,3.5,"Naturally Aspirated","Continuously Variable",7,"Front Wheel Drive","Regular Gasoline",21,28,24,2200,"New","Family","Automatic"
2015,"Toyota","prius v","Station Wagons","Cars",4,1.8,"Naturally Aspirated","Continuously Variable",1,"Front Wheel Drive","Regular Gasoline",44,40,42,1250,"New","Family","Automatic"
2015,"Chevrolet","colorado 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",20,27,22,2400,"New","Family","Automatic"
2015,"Chevrolet","colorado 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Regular Gasoline",19,26,22,2400,"New","Family","Manual"
2015,"Chevrolet","colorado 2wd","Small Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",18,26,21,2500,"New","Family","Automatic"
2015,"GMC","canyon 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",20,27,22,2400,"New","Family","Automatic"
2015,"GMC","canyon 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Regular Gasoline",19,26,22,2400,"New","Family","Manual"
2015,"GMC","canyon 2wd","Small Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",18,26,21,2500,"New","Family","Automatic"
2015,"NISSAN","frontier 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",17,23,19,2750,"New","Family","Automatic"
2015,"NISSAN","frontier 2wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Manual",5,"Rear Wheel Drive","Regular Gasoline",19,23,21,2500,"New","Family","Manual"
2015,"NISSAN","frontier 2wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",16,22,18,2900,"New","Family","Automatic"
2015,"NISSAN","frontier 2wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Regular Gasoline",17,22,19,2750,"New","Family","Manual"
2015,"Toyota","tacoma 2wd","Small Pick-up Trucks","Trucks",4,2.7,"Naturally Aspirated","Automatic",4,"Rear Wheel Drive","Regular Gasoline",19,24,21,2500,"New","Family","Automatic"
2015,"Toyota","tacoma 2wd","Small Pick-up Trucks","Trucks",4,2.7,"Naturally Aspirated","Manual",5,"Rear Wheel Drive","Regular Gasoline",21,25,22,2400,"New","Family","Manual"
2015,"Toyota","tacoma 2wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",17,21,19,2750,"New","Family","Automatic"
2015,"Toyota","tacoma 2wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Manual",6,"Rear Wheel Drive","Regular Gasoline",16,21,18,2900,"New","Family","Manual"
2015,"Chevrolet","colorado 4wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Automatic",6,"All Wheel Drive","Regular Gasoline",19,25,21,2500,"New","Family","Automatic"
2015,"Chevrolet","colorado 4wd","Small Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",6,"All Wheel Drive","Regular Gasoline",17,24,20,2600,"New","Family","Automatic"
2015,"GMC","canyon 4wd","Small Pick-up Trucks","Trucks",4,2.5,"Naturally Aspirated","Automatic",6,"All Wheel Drive","Regular Gasoline",19,25,21,2500,"New","Family","Automatic"
2015,"GMC","canyon 4wd","Small Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",6,"All Wheel Drive","Regular Gasoline",17,24,20,2600,"New","Family","Automatic"
2015,"NISSAN","frontier 4wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Automatic",5,"All Wheel Drive","Regular Gasoline",15,21,17,3100,"New","Family","Automatic"
2015,"NISSAN","frontier 4wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Manual",6,"All Wheel Drive","Regular Gasoline",16,21,18,2900,"New","Family","Manual"
2015,"Toyota","tacoma 4wd","Small Pick-up Trucks","Trucks",4,2.7,"Naturally Aspirated","Automatic",4,"Part-time AWD","Regular Gasoline",18,21,19,2750,"New","Family","Automatic"
2015,"Toyota","tacoma 4wd","Small Pick-up Trucks","Trucks",4,2.7,"Naturally Aspirated","Manual",5,"Part-time AWD","Regular Gasoline",18,20,19,2750,"New","Family","Manual"
2015,"Toyota","tacoma 4wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Automatic",5,"Part-time AWD","Regular Gasoline",16,21,18,2900,"New","Family","Automatic"
2015,"Toyota","tacoma 4wd","Small Pick-up Trucks","Trucks",6,4,"Naturally Aspirated","Manual",6,"Part-time AWD","Regular Gasoline",15,19,17,3100,"New","Family","Manual"
2015,"Chevrolet","c15 silverado 2wd","Standard Pick-up Trucks","Trucks",6,4.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",18,24,20,2600,"New","Family","Automatic"
2015,"Chevrolet","c15 silverado 2wd","Standard Pick-up Trucks","Trucks",8,5.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",16,23,19,2750,"New","Family","Automatic"
2015,"Chevrolet","c15 silverado 2wd","Standard Pick-up Trucks","Trucks",8,5.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",16,23,19,2750,"New","Family","Automatic"
2015,"Chevrolet","c15 silverado 2wd","Standard Pick-up Trucks","Trucks",8,6.2,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",15,21,17,3100,"New","Family","Automatic"
2015,"Ford","f150 pickup 2wd","Standard Pick-up Trucks","Trucks",6,2.7,"Turbocharged","Automated Manual",6,"Rear Wheel Drive","Regular Gasoline",19,26,22,2400,"New","Family","Automatic"
2015,"Ford","f150 pickup 2wd","Standard Pick-up Trucks","Trucks",6,3.5,"Turbocharged","Automated Manual",6,"Rear Wheel Drive","Regular Gasoline",17,24,20,2600,"New","Family","Automatic"
2015,"Ford","f150 pickup 2wd ffv","Standard Pick-up Trucks","Trucks",6,3.5,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",18,25,20,2600,"New","Family","Automatic"
2015,"Ford","f150 pickup 2wd ffv","Standard Pick-up Trucks","Trucks",8,5,"Naturally Aspirated","Automated Manual",6,"Rear Wheel Drive","Regular Gasoline",15,22,18,2900,"New","Family","Automatic"
2015,"GMC","c15 sierra 2wd","Standard Pick-up Trucks","Trucks",6,4.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",18,24,20,2600,"New","Family","Automatic"
2015,"GMC","c15 sierra 2wd","Standard Pick-up Trucks","Trucks",8,5.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",16,23,19,2750,"New","Family","Automatic"
2015,"GMC","c15 sierra 2wd","Standard Pick-up Trucks","Trucks",8,5.3,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Regular Gasoline",16,23,19,2750,"New","Family","Automatic"
2015,"GMC","c15 sierra 2wd","Standard Pick-up Trucks","Trucks",8,6.2,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",15,21,17,3100,"New","Family","Automatic"
2015,"NISSAN","titan 2wd","Standard Pick-up Trucks","Trucks",8,5.6,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",13,18,15,3500,"New","Family","Automatic"
2015,"NISSAN","titan 2wd","Standard Pick-up Trucks","Trucks",8,5.6,"Naturally Aspirated","Automatic",5,"Rear Wheel Drive","Regular Gasoline",13,18,15,3500,"New","Family","Automatic"
2015,"RAM","1500 4x2","Standard Pick-up Trucks","Trucks",6,3,"Turbocharged","Automatic",8,"Rear Wheel Drive","Diesel",20,28,23,2450,"New","Family","Automatic"
2015,"RAM","1500 4x2","Standard Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",17,25,20,2600,"New","Family","Automatic"
2015,"RAM","1500 4x2","Standard Pick-up Trucks","Trucks",6,3.6,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Regular Gasoline",17,25,20,2600,"New","Family","Automatic"
2015,"RAM","1500 4x2","Standard Pick-up Trucks","Trucks",8,5.7,"Naturally Aspirated","Automatic",6,"Rear Wheel Drive","Mid-Grade Gasoline",14,20,16,3400,"New","Family","Automatic"
2015,"RAM","1500 4x2","Standard Pick-up Trucks","Trucks",8,5.7,"Naturally Aspirated","Automatic",8,"Rear Wheel Drive","Mid-Grade Gasoline",15,22,17,3200,"New","Family","Automatic"
2015,"RAM","1500 hfe 4x2","Standard Pick-up Trucks","Trucks",6,3,"Turbocharged","Automatic",8,"Rear Wheel Drive","Diesel",21,29,24,2350,"New","Family","Automatic"
