count,from,to,lat1,lon1,lat2,lon2
1,Czech Republic,Uzbekistan,49.817492,15.472962,41.377491,64.585262
5,Denmark,Austria,56.26392,9.501785,47.516231,14.550072
5,Denmark,Belgium,56.26392,9.501785,50.503887,4.469936
1,Denmark,Bosnia and Herzegovina,56.26392,9.501785,43.915886,17.679076
1,Denmark,Bulgaria,56.26392,9.501785,42.733883,25.48583
3,Denmark,Canada,56.26392,9.501785,56.130366,-106.346771
3,Denmark,China,56.26392,9.501785,35.86166,104.195397
6,Denmark,Croatia,56.26392,9.501785,45.1,15.2
4,Denmark,Czech Republic,56.26392,9.501785,49.817492,15.472962
2,Denmark,Egypt,56.26392,9.501785,26.820553,30.802498
2,Denmark,Estonia,56.26392,9.501785,58.595272,25.013607
2,Denmark,Faroe Islands,56.26392,9.501785,61.892635,-6.911806
4,Denmark,Finland,56.26392,9.501785,61.92411,25.748151
11,Denmark,France,56.26392,9.501785,46.227638,2.213749
20,Denmark,Germany,56.26392,9.501785,51.165691,10.451526
7,Denmark,Greece,56.26392,9.501785,39.074208,21.824312
1,Denmark,Greenland,56.26392,9.501785,71.706936,-42.604303
3,Denmark,Hungary,56.26392,9.501785,47.162494,19.503304
4,Denmark,Iceland,56.26392,9.501785,64.963051,-19.020835
3,Denmark,Ireland,56.26392,9.501785,53.41291,-8.24389
2,Denmark,Israel,56.26392,9.501785,31.046051,34.851612
21,Denmark,Italy,56.26392,9.501785,41.87194,12.56738
1,Denmark,Japan,56.26392,9.501785,36.204824,138.252924
4,Denmark,Latvia,56.26392,9.501785,56.879635,24.603189
3,Denmark,Lithuania,56.26392,9.501785,55.169438,23.881275
2,Denmark,Luxembourg,56.26392,9.501785,49.815273,6.129583
2,Denmark,Malta,56.26392,9.501785,35.937496,14.375416
2,Denmark,Morocco,56.26392,9.501785,31.791702,-7.09262
11,Denmark,Netherlands,56.26392,9.501785,52.132633,5.291266
30,Denmark,Norway,56.26392,9.501785,60.472024,8.468946
1,Denmark,Pakistan,56.26392,9.501785,30.375321,69.345116
7,Denmark,Poland,56.26392,9.501785,51.919438,19.145136
5,Denmark,Portugal,56.26392,9.501785,39.399872,-8.224454
1,Denmark,Qatar,56.26392,9.501785,25.354826,51.183884
1,Denmark,Romania,56.26392,9.501785,45.943161,24.96676
3,Denmark,Russia,56.26392,9.501785,61.52401,105.318756
2,Denmark,Serbia,56.26392,9.501785,44.016521,21.005859
2,Denmark,Singapore,56.26392,9.501785,1.352083,103.819836
2,Denmark,Slovenia,56.26392,9.501785,46.151241,14.995463
31,Denmark,Spain,56.26392,9.501785,40.463667,-3.74922
9,Denmark,Sweden,56.26392,9.501785,60.128161,18.643501
8,Denmark,Switzerland,56.26392,9.501785,46.818188,8.227512
2,Denmark,Thailand,56.26392,9.501785,15.870032,100.992541
10,Denmark,Turkey,56.26392,9.501785,38.963745,35.243322
2,Denmark,United Arab Emirates,56.26392,9.501785,23.424076,53.847818
22,Denmark,United Kingdom,56.26392,9.501785,55.378051,-3.435973
7,Denmark,United States,56.26392,9.501785,37.09024,-95.712891
1,Djibouti,Comoros,11.825138,42.590275,-11.6455,43.3333
5,Djibouti,Ethiopia,11.825138,42.590275,9.145,40.489673
1,Djibouti,France,11.825138,42.590275,46.227638,2.213749
2,Djibouti,Kenya,11.825138,42.590275,-0.023559,37.906193
1,Djibouti,Saudi Arabia,11.825138,42.590275,23.885942,45.079162
5,Djibouti,Somalia,11.825138,42.590275,5.152149,46.199616
1,Djibouti,Turkey,11.825138,42.590275,38.963745,35.243322
4,Djibouti,United Arab Emirates,11.825138,42.590275,23.424076,53.847818
3,Djibouti,Yemen,11.825138,42.590275,15.552727,48.516388
1,Dominica,Antigua and Barbuda,15.414999,-61.370976,17.060816,-61.796428
1,Dominica,Barbados,15.414999,-61.370976,13.193887,-59.543198
2,Dominica,British Virgin Islands,15.414999,-61.370976,18.420695,-64.639968
3,Dominica,Guadeloupe,15.414999,-61.370976,16.265,-61.551
4,Dominica,Netherlands Antilles,15.414999,-61.370976,12.2018902,-68.2623822
4,Dominica,Puerto Rico,15.414999,-61.370976,18.220833,-66.590149
1,Dominica,Saint Vincent and the Grenadines,15.414999,-61.370976,13.2528179,-61.1971628
1,Dominica,Virgin Islands,15.414999,-61.370976,18.335765,-64.896335
4,Dominican Republic,Antigua and Barbuda,18.735693,-70.162651,17.060816,-61.796428
1,Dominican Republic,Argentina,18.735693,-70.162651,-38.416097,-63.616672
2,Dominican Republic,Aruba,18.735693,-70.162651,12.52111,-69.968338
4,Dominican Republic,Brazil,18.735693,-70.162651,-14.235004,-51.92528
17,Dominican Republic,Canada,18.735693,-70.162651,56.130366,-106.346771
1,Dominican Republic,Chile,18.735693,-70.162651,-35.675147,-71.542969
3,Dominican Republic,Colombia,18.735693,-70.162651,4.570868,-74.297333
1,Dominican Republic,Costa Rica,18.735693,-70.162651,9.748917,-83.753428
2,Dominican Republic,Cuba,18.735693,-70.162651,21.521757,-77.781167
10,Dominican Republic,France,18.735693,-70.162651,46.227638,2.213749
7,Dominican Republic,Germany,18.735693,-70.162651,51.165691,10.451526
3,Dominican Republic,Guadeloupe,18.735693,-70.162651,16.265,-61.551
2,Dominican Republic,Haiti,18.735693,-70.162651,18.971187,-72.285215
3,Dominican Republic,Italy,18.735693,-70.162651,41.87194,12.56738
2,Dominican Republic,Jamaica,18.735693,-70.162651,18.109581,-77.297508
1,Dominican Republic,Netherlands,18.735693,-70.162651,52.132633,5.291266
5,Dominican Republic,Netherlands Antilles,18.735693,-70.162651,12.2018902,-68.2623822
4,Dominican Republic,Panama,18.735693,-70.162651,8.537981,-80.782127
2,Dominican Republic,Peru,18.735693,-70.162651,-9.189967,-75.015152
9,Dominican Republic,Puerto Rico,18.735693,-70.162651,18.220833,-66.590149
4,Dominican Republic,Russia,18.735693,-70.162651,61.52401,105.318756
5,Dominican Republic,Spain,18.735693,-70.162651,40.463667,-3.74922
1,Dominican Republic,Switzerland,18.735693,-70.162651,46.818188,8.227512
3,Dominican Republic,Turks and Caicos Islands,18.735693,-70.162651,21.694025,-71.797928
1,Dominican Republic,United Kingdom,18.735693,-70.162651,55.378051,-3.435973
61,Dominican Republic,United States,18.735693,-70.162651,37.09024,-95.712891
1,Dominican Republic,Venezuela,18.735693,-70.162651,6.42375,-66.58973
2,East Timor,Australia,-8.874217,125.727539,-25.274398,133.775136
1,East Timor,Indonesia,-8.874217,125.727539,-0.789275,113.921327
1,East Timor,Singapore,-8.874217,125.727539,1.352083,103.819836
1,Ecuador,Argentina,-1.831239,-78.183406,-38.416097,-63.616672
1,Ecuador,Brazil,-1.831239,-78.183406,-14.235004,-51.92528
1,Ecuador,Chile,-1.831239,-78.183406,-35.675147,-71.542969
11,Ecuador,Colombia,-1.831239,-78.183406,4.570868,-74.297333
1,Ecuador,Cuba,-1.831239,-78.183406,21.521757,-77.781167
2,Ecuador,El Salvador,-1.831239,-78.183406,13.794185,-88.89653
2,Ecuador,Netherlands,-1.831239,-78.183406,52.132633,5.291266
3,Ecuador,Panama,-1.831239,-78.183406,8.537981,-80.782127
5,Ecuador,Peru,-1.831239,-78.183406,-9.189967,-75.015152
4,Ecuador,Spain,-1.831239,-78.183406,40.463667,-3.74922
8,Ecuador,United States,-1.831239,-78.183406,37.09024,-95.712891
1,Ecuador,Venezuela,-1.831239,-78.183406,6.42375,-66.58973
2,Egypt,Algeria,26.820553,30.802498,28.033886,1.659626
6,Egypt,Austria,26.820553,30.802498,47.516231,14.550072
2,Egypt,Bahrain,26.820553,30.802498,26.0667,50.5577
2,Egypt,Belgium,26.820553,30.802498,50.503887,4.469936
1,Egypt,Canada,26.820553,30.802498,56.130366,-106.346771
4,Egypt,China,26.820553,30.802498,35.86166,104.195397
2,Egypt,Cyprus,26.820553,30.802498,35.126413,33.429859
2,Egypt,Denmark,26.820553,30.802498,56.26392,9.501785
1,Egypt,Eritrea,26.820553,30.802498,15.179384,39.782334
2,Egypt,Ethiopia,26.820553,30.802498,9.145,40.489673
4,Egypt,France,26.820553,30.802498,46.227638,2.213749
17,Egypt,Germany,26.820553,30.802498,51.165691,10.451526
1,Egypt,Ghana,26.820553,30.802498,7.946527,-1.023194
4,Egypt,Greece,26.820553,30.802498,39.074208,21.824312
1,Egypt,Hungary,26.820553,30.802498,47.162494,19.503304
2,Egypt,India,26.820553,30.802498,20.593684,78.96288
1,Egypt,Indonesia,26.820553,30.802498,-0.789275,113.921327
2,Egypt,Iraq,26.820553,30.802498,33.223191,43.679291
1,Egypt,Israel,26.820553,30.802498,31.046051,34.851612
5,Egypt,Italy,26.820553,30.802498,41.87194,12.56738
5,Egypt,Jordan,26.820553,30.802498,30.585164,36.238414
1,Egypt,Kenya,26.820553,30.802498,-0.023559,37.906193
16,Egypt,Kuwait,26.820553,30.802498,29.31166,47.481766
3,Egypt,Lebanon,26.820553,30.802498,33.854721,35.862285
12,Egypt,Libya,26.820553,30.802498,26.3351,17.228331
2,Egypt,Morocco,26.820553,30.802498,31.791702,-7.09262
2,Egypt,Netherlands,26.820553,30.802498,52.132633,5.291266
3,Egypt,Nigeria,26.820553,30.802498,9.081999,8.675277
2,Egypt,Oman,26.820553,30.802498,21.512583,55.923255
4,Egypt,Qatar,26.820553,30.802498,25.354826,51.183884
10,Egypt,Russia,26.820553,30.802498,61.52401,105.318756
57,Egypt,Saudi Arabia,26.820553,30.802498,23.885942,45.079162
2,Egypt,South Africa,26.820553,30.802498,-30.559482,22.937506
2,Egypt,South Sudan,26.820553,30.802498,6.8769919,31.3069788
2,Egypt,Spain,26.820553,30.802498,40.463667,-3.74922
3,Egypt,Sudan,26.820553,30.802498,12.862807,30.217636
11,Egypt,Switzerland,26.820553,30.802498,46.818188,8.227512
1,Egypt,Tanzania,26.820553,30.802498,-6.369028,34.888822
3,Egypt,Thailand,26.820553,30.802498,15.870032,100.992541
2,Egypt,Tunisia,26.820553,30.802498,33.886917,9.537499
8,Egypt,Turkey,26.820553,30.802498,38.963745,35.243322
1,Egypt,Uganda,26.820553,30.802498,1.373333,32.290275
11,Egypt,United Arab Emirates,26.820553,30.802498,23.424076,53.847818
34,Egypt,United Kingdom,26.820553,30.802498,55.378051,-3.435973
2,Egypt,United States,26.820553,30.802498,37.09024,-95.712891
5,Egypt,Yemen,26.820553,30.802498,15.552727,48.516388
1,El Salvador,Belize,13.794185,-88.89653,17.189877,-88.49765
1,El Salvador,Canada,13.794185,-88.89653,56.130366,-106.346771
3,El Salvador,Colombia,13.794185,-88.89653,4.570868,-74.297333
2,El Salvador,Costa Rica,13.794185,-88.89653,9.748917,-83.753428
1,El Salvador,Cuba,13.794185,-88.89653,21.521757,-77.781167
2,El Salvador,Ecuador,13.794185,-88.89653,-1.831239,-78.183406
1,El Salvador,Guatemala,13.794185,-88.89653,15.783471,-90.230759
3,El Salvador,Honduras,13.794185,-88.89653,15.199999,-86.241905
1,El Salvador,Mexico,13.794185,-88.89653,23.634501,-102.552784
2,El Salvador,Nicaragua,13.794185,-88.89653,12.865416,-85.207229
2,El Salvador,Panama,13.794185,-88.89653,8.537981,-80.782127
1,El Salvador,Peru,13.794185,-88.89653,-9.189967,-75.015152
2,El Salvador,Spain,13.794185,-88.89653,40.463667,-3.74922
29,El Salvador,United States,13.794185,-88.89653,37.09024,-95.712891
2,Equatorial Guinea,Benin,1.650801,10.267895,9.30769,2.315834
5,Equatorial Guinea,Cameroon,1.650801,10.267895,7.369722,12.354722
2,Equatorial Guinea,Ethiopia,1.650801,10.267895,9.145,40.489673
2,Equatorial Guinea,Gabon,1.650801,10.267895,-0.803689,11.609444
1,Equatorial Guinea,Morocco,1.650801,10.267895,31.791702,-7.09262
1,Equatorial Guinea,Nigeria,1.650801,10.267895,9.081999,8.675277
1,Equatorial Guinea,Spain,1.650801,10.267895,40.463667,-3.74922
1,Eritrea,Egypt,15.179384,39.782334,26.820553,30.802498
1,Eritrea,Kenya,15.179384,39.782334,-0.023559,37.906193
1,Eritrea,Saudi Arabia,15.179384,39.782334,23.885942,45.079162
1,Eritrea,South Sudan,15.179384,39.782334,6.8769919,31.3069788
1,Eritrea,Sudan,15.179384,39.782334,12.862807,30.217636
2,Eritrea,Yemen,15.179384,39.782334,15.552727,48.516388
2,Estonia,Belgium,58.595272,25.013607,50.503887,4.469936
1,Estonia,Croatia,58.595272,25.013607,45.1,15.2
2,Estonia,Denmark,58.595272,25.013607,56.26392,9.501785
3,Estonia,Finland,58.595272,25.013607,61.92411,25.748151
1,Estonia,France,58.595272,25.013607,46.227638,2.213749
2,Estonia,Germany,58.595272,25.013607,51.165691,10.451526
1,Estonia,Greece,58.595272,25.013607,39.074208,21.824312
1,Estonia,Italy,58.595272,25.013607,41.87194,12.56738
1,Estonia,Latvia,58.595272,25.013607,56.879635,24.603189
3,Estonia,Lithuania,58.595272,25.013607,55.169438,23.881275
2,Estonia,Netherlands,58.595272,25.013607,52.132633,5.291266
6,Estonia,Norway,58.595272,25.013607,60.472024,8.468946
1,Estonia,Poland,58.595272,25.013607,51.919438,19.145136
3,Estonia,Russia,58.595272,25.013607,61.52401,105.318756
1,Estonia,Spain,58.595272,25.013607,40.463667,-3.74922
4,Estonia,Sweden,58.595272,25.013607,60.128161,18.643501
1,Estonia,Turkey,58.595272,25.013607,38.963745,35.243322
1,Estonia,Ukraine,58.595272,25.013607,48.379433,31.16558
3,Estonia,United Kingdom,58.595272,25.013607,55.378051,-3.435973
2,Ethiopia,Angola,9.145,40.489673,-11.202692,17.873887
1,Ethiopia,Bahrain,9.145,40.489673,26.0667,50.5577
1,Ethiopia,Benin,9.145,40.489673,9.30769,2.315834
1,Ethiopia,Burkina Faso,9.145,40.489673,12.238333,-1.561593
2,Ethiopia,Cameroon,9.145,40.489673,7.369722,12.354722
1,Ethiopia,Chad,9.145,40.489673,15.454166,18.732207
6,Ethiopia,China,9.145,40.489673,35.86166,104.195397
1,Ethiopia,Congo (Brazzaville),9.145,40.489673,-4.267778,15.291944
2,Ethiopia,Congo (Kinshasa),9.145,40.489673,-4.038333,21.758664
5,Ethiopia,Djibouti,9.145,40.489673,11.825138,42.590275
2,Ethiopia,Egypt,9.145,40.489673,26.820553,30.802498
2,Ethiopia,Equatorial Guinea,9.145,40.489673,1.650801,10.267895
1,Ethiopia,France,9.145,40.489673,46.227638,2.213749
1,Ethiopia,Gabon,9.145,40.489673,-0.803689,11.609444
2,Ethiopia,Germany,9.145,40.489673,51.165691,10.451526
1,Ethiopia,Ghana,9.145,40.489673,7.946527,-1.023194
1,Ethiopia,Hong Kong,9.145,40.489673,22.396428,114.109497
4,Ethiopia,India,9.145,40.489673,20.593684,78.96288
1,Ethiopia,Israel,9.145,40.489673,31.046051,34.851612
1,Ethiopia,Italy,9.145,40.489673,41.87194,12.56738
6,Ethiopia,Kenya,9.145,40.489673,-0.023559,37.906193
2,Ethiopia,Kuwait,9.145,40.489673,29.31166,47.481766
1,Ethiopia,Lebanon,9.145,40.489673,33.854721,35.862285
1,Ethiopia,Malawi,9.145,40.489673,-13.254308,34.301525
2,Ethiopia,Mali,9.145,40.489673,17.570692,-3.996166
1,Ethiopia,Mozambique,9.145,40.489673,-18.665695,35.529562
1,Ethiopia,Niger,9.145,40.489673,17.607789,8.081666
3,Ethiopia,Nigeria,9.145,40.489673,9.081999,8.675277
2,Ethiopia,Oman,9.145,40.489673,21.512583,55.923255
1,Ethiopia,Qatar,9.145,40.489673,25.354826,51.183884
2,Ethiopia,Rwanda,9.145,40.489673,-1.940278,29.873888
9,Ethiopia,Saudi Arabia,9.145,40.489673,23.885942,45.079162
1,Ethiopia,Somalia,9.145,40.489673,5.152149,46.199616
2,Ethiopia,South Africa,9.145,40.489673,-30.559482,22.937506
2,Ethiopia,South Sudan,9.145,40.489673,6.8769919,31.3069788
2,Ethiopia,Sudan,9.145,40.489673,12.862807,30.217636
3,Ethiopia,Tanzania,9.145,40.489673,-6.369028,34.888822
2,Ethiopia,Thailand,9.145,40.489673,15.870032,100.992541
1,Ethiopia,Togo,9.145,40.489673,8.619543,0.824782
1,Ethiopia,Turkey,9.145,40.489673,38.963745,35.243322
2,Ethiopia,Uganda,9.145,40.489673,1.373333,32.290275
3,Ethiopia,United Arab Emirates,9.145,40.489673,23.424076,53.847818
1,Ethiopia,United Kingdom,9.145,40.489673,55.378051,-3.435973
1,Ethiopia,Yemen,9.145,40.489673,15.552727,48.516388
1,Ethiopia,Zambia,9.145,40.489673,-13.133897,27.849332
4,Ethiopia,Zimbabwe,9.145,40.489673,-19.015438,29.154857
1,Falkland Islands,Chile,-51.796253,-59.523613,-35.675147,-71.542969
2,Faroe Islands,Denmark,61.892635,-6.911806,56.26392,9.501785
2,Faroe Islands,Norway,61.892635,-6.911806,60.472024,8.468946
11,Fiji,Australia,-17.713371,178.065032,-25.274398,133.775136
2,Fiji,Hong Kong,-17.713371,178.065032,22.396428,114.109497
3,Fiji,Kiribati,-17.713371,178.065032,1.8709185,-157.3626011
1,Fiji,New Caledonia,-17.713371,178.065032,-20.904305,165.618042
7,Fiji,New Zealand,-17.713371,178.065032,-40.900557,174.885971
1,Fiji,Papua New Guinea,-17.713371,178.065032,-6.314993,143.95555
1,Fiji,Samoa,-17.713371,178.065032,-13.759029,-172.104629
2,Fiji,Solomon Islands,-17.713371,178.065032,-9.64571,160.156194
2,Fiji,Tonga,-17.713371,178.065032,-21.178986,-175.198242
1,Fiji,Tuvalu,-17.713371,178.065032,-7.4784418,178.6799214
6,Fiji,United States,-17.713371,178.065032,37.09024,-95.712891
2,Fiji,Vanuatu,-17.713371,178.065032,-15.376706,166.959158
1,Fiji,Wallis and Futuna,-17.713371,178.065032,-14.2938,-178.1165
2,Finland,Austria,61.92411,25.748151,47.516231,14.550072
2,Finland,Belarus,61.92411,25.748151,53.709807,27.953389
1,Finland,Belgium,61.92411,25.748151,50.503887,4.469936
1,Finland,Bulgaria,61.92411,25.748151,42.733883,25.48583
6,Finland,China,61.92411,25.748151,35.86166,104.195397
3,Finland,Croatia,61.92411,25.748151,45.1,15.2
3,Finland,Czech Republic,61.92411,25.748151,49.817492,15.472962
4,Finland,Denmark,61.92411,25.748151,56.26392,9.501785
3,Finland,Estonia,61.92411,25.748151,58.595272,25.013607
6,Finland,France,61.92411,25.748151,46.227638,2.213749
16,Finland,Germany,61.92411,25.748151,51.165691,10.451526
2,Finland,Greece,61.92411,25.748151,39.074208,21.824312
1,Finland,Hong Kong,61.92411,25.748151,22.396428,114.109497
3,Finland,Hungary,61.92411,25.748151,47.162494,19.503304
2,Finland,Iceland,61.92411,25.748151,64.963051,-19.020835
1,Finland,India,61.92411,25.748151,20.593684,78.96288
1,Finland,Ireland,61.92411,25.748151,53.41291,-8.24389
1,Finland,Israel,61.92411,25.748151,31.046051,34.851612
5,Finland,Italy,61.92411,25.748151,41.87194,12.56738
6,Finland,Japan,61.92411,25.748151,36.204824,138.252924
3,Finland,Latvia,61.92411,25.748151,56.879635,24.603189
2,Finland,Lithuania,61.92411,25.748151,55.169438,23.881275
3,Finland,Netherlands,61.92411,25.748151,52.132633,5.291266
3,Finland,Norway,61.92411,25.748151,60.472024,8.468946
5,Finland,Poland,61.92411,25.748151,51.919438,19.145136
2,Finland,Portugal,61.92411,25.748151,39.399872,-8.224454
9,Finland,Russia,61.92411,25.748151,61.52401,105.318756
1,Finland,Singapore,61.92411,25.748151,1.352083,103.819836
1,Finland,Slovenia,61.92411,25.748151,46.151241,14.995463
16,Finland,Spain,61.92411,25.748151,40.463667,-3.74922
22,Finland,Sweden,61.92411,25.748151,60.128161,18.643501
3,Finland,Switzerland,61.92411,25.748151,46.818188,8.227512
1,Finland,Thailand,61.92411,25.748151,15.870032,100.992541
5,Finland,Turkey,61.92411,25.748151,38.963745,35.243322
1,Finland,Ukraine,61.92411,25.748151,48.379433,31.16558
9,Finland,United Kingdom,61.92411,25.748151,55.378051,-3.435973
4,Finland,United States,61.92411,25.748151,37.09024,-95.712891
72,France,Algeria,46.227638,2.213749,28.033886,1.659626
1,France,Angola,46.227638,2.213749,-11.202692,17.873887
2,France,Antigua and Barbuda,46.227638,2.213749,17.060816,-61.796428
2,France,Argentina,46.227638,2.213749,-38.416097,-63.616672
3,France,Armenia,46.227638,2.213749,40.069099,45.038189
11,France,Austria,46.227638,2.213749,47.516231,14.550072
2,France,Azerbaijan,46.227638,2.213749,40.143105,47.576927
1,France,Bahrain,46.227638,2.213749,26.0667,50.5577
2,France,Belarus,46.227638,2.213749,53.709807,27.953389
33,France,Belgium,46.227638,2.213749,50.503887,4.469936
1,France,Benin,46.227638,2.213749,9.30769,2.315834
4,France,Brazil,46.227638,2.213749,-14.235004,-51.92528
3,France,Bulgaria,46.227638,2.213749,42.733883,25.48583
1,France,Burkina Faso,46.227638,2.213749,12.238333,-1.561593
4,France,Cameroon,46.227638,2.213749,7.369722,12.354722
19,France,Canada,46.227638,2.213749,56.130366,-106.346771
3,France,Cape Verde,46.227638,2.213749,15.120142,-23.6051721
1,France,Central African Republic,46.227638,2.213749,6.611111,20.939444
1,France,Chad,46.227638,2.213749,15.454166,18.732207
2,France,Chile,46.227638,2.213749,-35.675147,-71.542969
10,France,China,46.227638,2.213749,35.86166,104.195397
1,France,Colombia,46.227638,2.213749,4.570868,-74.297333
4,France,Congo (Brazzaville),46.227638,2.213749,-4.267778,15.291944
1,France,Congo (Kinshasa),46.227638,2.213749,-4.038333,21.758664
3,France,Cote d'Ivoire,46.227638,2.213749,7.539989,-5.54708
11,France,Croatia,46.227638,2.213749,45.1,15.2
2,France,Cuba,46.227638,2.213749,21.521757,-77.781167
2,France,Cyprus,46.227638,2.213749,35.126413,33.429859
15,France,Czech Republic,46.227638,2.213749,49.817492,15.472962
11,France,Denmark,46.227638,2.213749,56.26392,9.501785
1,France,Djibouti,46.227638,2.213749,11.825138,42.590275
5,France,Dominican Republic,46.227638,2.213749,18.735693,-70.162651
4,France,Egypt,46.227638,2.213749,26.820553,30.802498
1,France,Estonia,46.227638,2.213749,58.595272,25.013607
1,France,Ethiopia,46.227638,2.213749,9.145,40.489673
6,France,Finland,46.227638,2.213749,61.92411,25.748151
3,France,French Guiana,46.227638,2.213749,3.933889,-53.125782
1,France,Gabon,46.227638,2.213749,-0.803689,11.609444
2,France,Georgia,46.227638,2.213749,32.1656221,-82.9000751
60,France,Germany,46.227638,2.213749,51.165691,10.451526
27,France,Greece,46.227638,2.213749,39.074208,21.824312
7,France,Guadeloupe,46.227638,2.213749,16.265,-61.551
1,France,Guernsey,46.227638,2.213749,49.465691,-2.585278
1,France,Guinea,46.227638,2.213749,9.945587,-9.696645
1,France,Haiti,46.227638,2.213749,18.971187,-72.285215
3,France,Hong Kong,46.227638,2.213749,22.396428,114.109497
4,France,Hungary,46.227638,2.213749,47.162494,19.503304
3,France,Iceland,46.227638,2.213749,64.963051,-19.020835
4,France,India,46.227638,2.213749,20.593684,78.96288
1,France,Iran,46.227638,2.213749,32.427908,53.688046
22,France,Ireland,46.227638,2.213749,53.41291,-8.24389
8,France,Israel,46.227638,2.213749,31.046051,34.851612
139,France,Italy,46.227638,2.213749,41.87194,12.56738
7,France,Japan,46.227638,2.213749,36.204824,138.252924
1,France,Jersey,46.227638,2.213749,49.214439,-2.13125
2,France,Jordan,46.227638,2.213749,30.585164,36.238414
2,France,Kenya,46.227638,2.213749,-0.023559,37.906193
3,France,Latvia,46.227638,2.213749,56.879635,24.603189
2,France,Lebanon,46.227638,2.213749,33.854721,35.862285
2,France,Liberia,46.227638,2.213749,6.428055,-9.429499
3,France,Lithuania,46.227638,2.213749,55.169438,23.881275
7,France,Luxembourg,46.227638,2.213749,49.815273,6.129583
1,France,Macedonia,46.227638,2.213749,41.608635,21.745275
3,France,Madagascar,46.227638,2.213749,-18.766947,46.869107
3,France,Malaysia,46.227638,2.213749,4.210484,101.975766
2,France,Mali,46.227638,2.213749,17.570692,-3.996166
11,France,Malta,46.227638,2.213749,35.937496,14.375416
4,France,Martinique,46.227638,2.213749,14.641528,-61.024174
1,France,Mauritania,46.227638,2.213749,21.00789,-10.940835
2,France,Mauritius,46.227638,2.213749,-20.348404,57.552152
3,France,Mayotte,46.227638,2.213749,-12.8275,45.166244
1,France,Mexico,46.227638,2.213749,23.634501,-102.552784
1,France,Moldova,46.227638,2.213749,47.411631,28.369885
1,France,Monaco,46.227638,2.213749,43.7384176,7.4246158
2,France,Montenegro,46.227638,2.213749,42.708678,19.37439
78,France,Morocco,46.227638,2.213749,31.791702,-7.09262
30,France,Netherlands,46.227638,2.213749,52.132633,5.291266
8,France,Netherlands Antilles,46.227638,2.213749,12.2018902,-68.2623822
3,France,Niger,46.227638,2.213749,17.607789,8.081666
4,France,Nigeria,46.227638,2.213749,9.081999,8.675277
15,France,Norway,46.227638,2.213749,60.472024,8.468946
1,France,Oman,46.227638,2.213749,21.512583,55.923255
2,France,Pakistan,46.227638,2.213749,30.375321,69.345116
1,France,Panama,46.227638,2.213749,8.537981,-80.782127
2,France,Peru,46.227638,2.213749,-9.189967,-75.015152
14,France,Poland,46.227638,2.213749,51.919438,19.145136
49,France,Portugal,46.227638,2.213749,39.399872,-8.224454
1,France,Puerto Rico,46.227638,2.213749,18.220833,-66.590149
1,France,Qatar,46.227638,2.213749,25.354826,51.183884
5,France,Reunion,46.227638,2.213749,-21.115141,55.536384
7,France,Romania,46.227638,2.213749,45.943161,24.96676
11,France,Russia,46.227638,2.213749,61.52401,105.318756
4,France,Saudi Arabia,46.227638,2.213749,23.885942,45.079162
3,France,Senegal,46.227638,2.213749,14.497401,-14.452362
4,France,Serbia,46.227638,2.213749,44.016521,21.005859
2,France,Singapore,46.227638,2.213749,1.352083,103.819836
1,France,Slovakia,46.227638,2.213749,48.669026,19.699024
2,France,Slovenia,46.227638,2.213749,46.151241,14.995463
2,France,South Africa,46.227638,2.213749,-30.559482,22.937506
130,France,Spain,46.227638,2.213749,40.463667,-3.74922
1,France,Sri Lanka,46.227638,2.213749,7.873054,80.771797
18,France,Sweden,46.227638,2.213749,60.128161,18.643501
30,France,Switzerland,46.227638,2.213749,46.818188,8.227512
1,France,Taiwan,46.227638,2.213749,23.69781,120.960515
3,France,Thailand,46.227638,2.213749,15.870032,100.992541
1,France,Togo,46.227638,2.213749,8.619543,0.824782
44,France,Tunisia,46.227638,2.213749,33.886917,9.537499
20,France,Turkey,46.227638,2.213749,38.963745,35.243322
3,France,Ukraine,46.227638,2.213749,48.379433,31.16558
7,France,United Arab Emirates,46.227638,2.213749,23.424076,53.847818
149,France,United Kingdom,46.227638,2.213749,55.378051,-3.435973
91,France,United States,46.227638,2.213749,37.09024,-95.712891
2,France,Uzbekistan,46.227638,2.213749,41.377491,64.585262
1,France,Venezuela,46.227638,2.213749,6.42375,-66.58973
6,France,Vietnam,46.227638,2.213749,14.058324,108.277199
1,France,Virgin Islands,46.227638,2.213749,18.335765,-64.896335
1,French Guiana,Brazil,3.933889,-53.125782,-14.235004,-51.92528
3,French Guiana,France,3.933889,-53.125782,46.227638,2.213749
2,French Guiana,Martinique,3.933889,-53.125782,14.641528,-61.024174
1,French Guiana,Suriname,3.933889,-53.125782,3.919305,-56.027783
1,French Polynesia,Chile,-17.679742,-149.406843,-35.675147,-71.542969
2,French Polynesia,Cook Islands,-17.679742,-149.406843,-21.236736,-159.777671
2,French Polynesia,Japan,-17.679742,-149.406843,36.204824,138.252924
1,French Polynesia,New Caledonia,-17.679742,-149.406843,-20.904305,165.618042
4,French Polynesia,New Zealand,-17.679742,-149.406843,-40.900557,174.885971
7,French Polynesia,United States,-17.679742,-149.406843,37.09024,-95.712891
3,Gabon,Benin,-0.803689,11.609444,9.30769,2.315834
4,Gabon,Cameroon,-0.803689,11.609444,7.369722,12.354722
6,Gabon,Congo (Brazzaville),-0.803689,11.609444,-4.267778,15.291944
