"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:0PP4DZw3cg3mq9JqO0a4rN","Origins",46,"https://p.scdn.co/mp3-preview/bc3007c4086f5a6a5761f2b1e13d10813d322309","Tennis",0.578,0.825,5,-4.659,0,0.0284,0.0463,0.0201,0.162,0.959,113.907,"audio_features","0PP4DZw3cg3mq9JqO0a4rN","https://api.spotify.com/v1/tracks/0PP4DZw3cg3mq9JqO0a4rN","https://api.spotify.com/v1/audio-analysis/0PP4DZw3cg3mq9JqO0a4rN",208139,4
"2","spotify:track:1LHE8cxWt7SVCitinqEhyl","Stars",49,"https://p.scdn.co/mp3-preview/9a3852baaffa0d7ae7cb72842f56d2bb6e1d877e","Future Generations",0.388,0.842,9,-3.651,0,0.0278,0.000864,0.00295,0.322,0.444,88.335,"audio_features","1LHE8cxWt7SVCitinqEhyl","https://api.spotify.com/v1/tracks/1LHE8cxWt7SVCitinqEhyl","https://api.spotify.com/v1/audio-analysis/1LHE8cxWt7SVCitinqEhyl",233686,4
"3","spotify:track:3X8gOyVXP93Tslnz9Bxw24","Gronlandic Edit",56,"https://p.scdn.co/mp3-preview/3244d8a6c91d61588c303ffdac0e4a3ae4a51d10","of Montreal",0.971,0.4,4,-7.154,0,0.0487,0.0833,0.000661,0.108,0.641,119.953,"audio_features","3X8gOyVXP93Tslnz9Bxw24","https://api.spotify.com/v1/tracks/3X8gOyVXP93Tslnz9Bxw24","https://api.spotify.com/v1/audio-analysis/3X8gOyVXP93Tslnz9Bxw24",204760,4
"4","spotify:track:3VHveGj6Va4nT0Xr3eBuZi","Everything",8,NA,"Kaptan",0.539,0.885,9,-5.992,1,0.0328,0.00184,0.0723,0.305,0.421,144.979,"audio_features","3VHveGj6Va4nT0Xr3eBuZi","https://api.spotify.com/v1/tracks/3VHveGj6Va4nT0Xr3eBuZi","https://api.spotify.com/v1/audio-analysis/3VHveGj6Va4nT0Xr3eBuZi",224405,4
"5","spotify:track:0rOnpjlEP9fUPl8deHZbbR","Apple Pie Bed",46,"https://p.scdn.co/mp3-preview/465faada3a688a2dbfc3f8ab038941727496532e","Lawrence Arabia",0.771,0.687,3,-5.7,1,0.0475,0.078,0,0.452,0.78,126.823,"audio_features","0rOnpjlEP9fUPl8deHZbbR","https://api.spotify.com/v1/tracks/0rOnpjlEP9fUPl8deHZbbR","https://api.spotify.com/v1/audio-analysis/0rOnpjlEP9fUPl8deHZbbR",208813,4
"6","spotify:track:0aTsRTMdA1vUNPE87i3sNE","What Am I Becoming?",56,"https://p.scdn.co/mp3-preview/02223708b3394acaf5a2115670f70eb2e1a21bc4","POP ETC",0.617,0.629,1,-5.826,1,0.0321,0.00167,3.7e-05,0.0729,0.682,100.066,"audio_features","0aTsRTMdA1vUNPE87i3sNE","https://api.spotify.com/v1/tracks/0aTsRTMdA1vUNPE87i3sNE","https://api.spotify.com/v1/audio-analysis/0aTsRTMdA1vUNPE87i3sNE",198600,4
"7","spotify:track:2ARB3fKvRkMGhAtZuTnE5J","Excuses",51,"https://p.scdn.co/mp3-preview/285a2787c958902e4add1cff216d0e0840f7d737","The Morning Benders",0.438,0.806,5,-5.717,1,0.0395,0.365,0.0551,0.237,0.473,96.156,"audio_features","2ARB3fKvRkMGhAtZuTnE5J","https://api.spotify.com/v1/tracks/2ARB3fKvRkMGhAtZuTnE5J","https://api.spotify.com/v1/audio-analysis/2ARB3fKvRkMGhAtZuTnE5J",317427,3
"8","spotify:track:4j4pPKE3xAblPIbhxScC1j","Rawnald Gregory Erickson the Second",57,"https://p.scdn.co/mp3-preview/22f7729ade625f5d485ea2310c98ed7bd3aa1ecc","STRFKR",0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.73,95.508,"audio_features","4j4pPKE3xAblPIbhxScC1j","https://api.spotify.com/v1/tracks/4j4pPKE3xAblPIbhxScC1j","https://api.spotify.com/v1/audio-analysis/4j4pPKE3xAblPIbhxScC1j",173693,4
"9","spotify:track:2GiyOebD2F2vt9Fr3iRG6k","Wait Up For You",46,"https://p.scdn.co/mp3-preview/b8e9825a8904e5eb8a198683380717511167306d","The Belle Game",0.537,0.755,4,-5.437,1,0.038,0.081,0.101,0.0883,0.355,108.942,"audio_features","2GiyOebD2F2vt9Fr3iRG6k","https://api.spotify.com/v1/tracks/2GiyOebD2F2vt9Fr3iRG6k","https://api.spotify.com/v1/audio-analysis/2GiyOebD2F2vt9Fr3iRG6k",252541,4
"10","spotify:track:3HdcqQpq7zb5GbEKBDY34p","Humbug Mountain Song",55,"https://p.scdn.co/mp3-preview/02935346b7b51bdd9df734697d13cb21b9c013be","Fruit Bats",0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.943,100.011,"audio_features","3HdcqQpq7zb5GbEKBDY34p","https://api.spotify.com/v1/tracks/3HdcqQpq7zb5GbEKBDY34p","https://api.spotify.com/v1/audio-analysis/3HdcqQpq7zb5GbEKBDY34p",184347,4
