"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:3XNPRJeE1ssODmXDS7hP22","Square Hammer",52,"https://p.scdn.co/mp3-preview/7a977ebbeaf90f1a8d20404134aee8e8e017d7e5","Ghost B.C.",0.526,0.905,2,-4.405,0,0.0473,3.27e-05,0.278,0.236,0.706,129.964,"audio_features","3XNPRJeE1ssODmXDS7hP22","https://api.spotify.com/v1/tracks/3XNPRJeE1ssODmXDS7hP22","https://api.spotify.com/v1/audio-analysis/3XNPRJeE1ssODmXDS7hP22",239293,4
"2","spotify:track:1EZHAux7jRh6GMGtZ9RjTn","Snow Cats",7,"https://p.scdn.co/mp3-preview/ed3f1340a77815f7cdca851b19a1b3b60ccc639c","AFI",0.231,0.791,4,-4.297,0,0.0446,0.00278,0.00055,0.396,0.404,87.337,"audio_features","1EZHAux7jRh6GMGtZ9RjTn","https://api.spotify.com/v1/tracks/1EZHAux7jRh6GMGtZ9RjTn","https://api.spotify.com/v1/audio-analysis/1EZHAux7jRh6GMGtZ9RjTn",200920,4
"3","spotify:track:4lg3bDJ6itiuEeMDZS3rSb","White Offerings",9,"https://p.scdn.co/mp3-preview/6e6efedb80fa94165df6e1208a9c2048b40cb713","AFI",0.476,0.919,9,-3.37,1,0.0396,0.000341,0.00106,0.34,0.416,92.472,"audio_features","4lg3bDJ6itiuEeMDZS3rSb","https://api.spotify.com/v1/tracks/4lg3bDJ6itiuEeMDZS3rSb","https://api.spotify.com/v1/audio-analysis/4lg3bDJ6itiuEeMDZS3rSb",170453,4
"4","spotify:track:1cS6bhx9h565rLO0HuDtgu","Roman Sky",0,"https://p.scdn.co/mp3-preview/c8224d0dfd06b19273ee338d0faf34d872797bf3","Avenged Sevenfold",0.464,0.383,2,-10.87,0,0.0307,0.134,5.5e-05,0.0885,0.134,130.072,"audio_features","1cS6bhx9h565rLO0HuDtgu","https://api.spotify.com/v1/tracks/1cS6bhx9h565rLO0HuDtgu","https://api.spotify.com/v1/audio-analysis/1cS6bhx9h565rLO0HuDtgu",300360,4
"5","spotify:track:19YmvsVCetCBeVj6O2mljR","Still Breathing",64,"https://p.scdn.co/mp3-preview/43872cebf1362055bf4fc1997ccb1992e2996b0d","Green Day",0.54,0.902,1,-3.577,1,0.0442,0.0142,0,0.0756,0.702,75.033,"audio_features","19YmvsVCetCBeVj6O2mljR","https://api.spotify.com/v1/tracks/19YmvsVCetCBeVj6O2mljR","https://api.spotify.com/v1/audio-analysis/19YmvsVCetCBeVj6O2mljR",224760,4
"6","spotify:track:7hHPTSmRBrCdhLWsUP515M","Take Me Down",56,"https://p.scdn.co/mp3-preview/6dd8fbea623b054ea981ace6a0ae2331db78a902","The Pretty Reckless",0.655,0.935,2,-3.811,1,0.0536,0.0082,0.0111,0.674,0.524,110.997,"audio_features","7hHPTSmRBrCdhLWsUP515M","https://api.spotify.com/v1/tracks/7hHPTSmRBrCdhLWsUP515M","https://api.spotify.com/v1/audio-analysis/7hHPTSmRBrCdhLWsUP515M",253213,4
"7","spotify:track:0LIuCaB4eoxSkzA5ZcUyZI","Sure and Certain",62,"https://p.scdn.co/mp3-preview/abffd6d15f3dc1bbb71ca8245be5607bec399f6d","Jimmy Eat World",0.505,0.916,7,-5.882,1,0.037,0.000164,0.129,0.197,0.281,98.986,"audio_features","0LIuCaB4eoxSkzA5ZcUyZI","https://api.spotify.com/v1/tracks/0LIuCaB4eoxSkzA5ZcUyZI","https://api.spotify.com/v1/audio-analysis/0LIuCaB4eoxSkzA5ZcUyZI",215707,4
"8","spotify:track:4abm3RbYBcQlrxdV1ObjUj","Waste A Moment",76,"https://p.scdn.co/mp3-preview/bef65a1be5fc98be2139ee86702774205d019d3d","Kings of Leon",0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.514,152.644,"audio_features","4abm3RbYBcQlrxdV1ObjUj","https://api.spotify.com/v1/tracks/4abm3RbYBcQlrxdV1ObjUj","https://api.spotify.com/v1/audio-analysis/4abm3RbYBcQlrxdV1ObjUj",183093,4
"9","spotify:track:3dEO0wAx9fVXQe06v0LDy1","Moth Into Flame",72,"https://p.scdn.co/mp3-preview/7bd2fdb2cfacd2b7efcace8f4058074e5a740889","Metallica",0.169,0.978,4,-3.37,0,0.0657,3.28e-05,0.00395,0.0567,0.372,179.035,"audio_features","3dEO0wAx9fVXQe06v0LDy1","https://api.spotify.com/v1/tracks/3dEO0wAx9fVXQe06v0LDy1","https://api.spotify.com/v1/audio-analysis/3dEO0wAx9fVXQe06v0LDy1",350644,4
"10","spotify:track:1cjiLJacTKtJbdCtMk1XeV","Dark Necessities",71,"https://p.scdn.co/mp3-preview/603321bf69cb0fd27c44ae875ff73c6dfc856311","Red Hot Chili Peppers",0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.21,91.959,"audio_features","1cjiLJacTKtJbdCtMk1XeV","https://api.spotify.com/v1/tracks/1cjiLJacTKtJbdCtMk1XeV","https://api.spotify.com/v1/audio-analysis/1cjiLJacTKtJbdCtMk1XeV",302000,4
"11","spotify:track:6EE19skJ32p58xihYj2Waa","She's Out Of Her Mind",70,"https://p.scdn.co/mp3-preview/296e7d8f24c9d20242eed764b4bdb10957ffbb7b","blink-182",0.447,0.967,0,-2.706,1,0.0793,0.00448,0,0.487,0.597,179.991,"audio_features","6EE19skJ32p58xihYj2Waa","https://api.spotify.com/v1/tracks/6EE19skJ32p58xihYj2Waa","https://api.spotify.com/v1/audio-analysis/6EE19skJ32p58xihYj2Waa",162720,4
"12","spotify:track:7bEDDsy2LFC0KSqhZp5nPE","Sweet Disaster",57,"https://p.scdn.co/mp3-preview/b42027a68dece2240978e0727f879321a4a07fa7","DREAMERS",0.518,0.791,0,-2.407,1,0.0316,0.00877,0,0.0769,0.431,87.028,"audio_features","7bEDDsy2LFC0KSqhZp5nPE","https://api.spotify.com/v1/tracks/7bEDDsy2LFC0KSqhZp5nPE","https://api.spotify.com/v1/audio-analysis/7bEDDsy2LFC0KSqhZp5nPE",205173,4
"13","spotify:track:0yTJtxZJ5VLfBEHhiNUNeY","Silvertongue",58,"https://p.scdn.co/mp3-preview/30cb1754607b7940fd845750c6793fd990464163","Young the Giant",0.673,0.789,0,-4.288,1,0.0408,0.00975,0,0.752,0.847,100.043,"audio_features","0yTJtxZJ5VLfBEHhiNUNeY","https://api.spotify.com/v1/tracks/0yTJtxZJ5VLfBEHhiNUNeY","https://api.spotify.com/v1/audio-analysis/0yTJtxZJ5VLfBEHhiNUNeY",197427,4
"14","spotify:track:3MHQIhSrgQsFYLo6JLioDX","Night People",56,"https://p.scdn.co/mp3-preview/584bbe3a67e66857c1be38efb448832faffffb0b","You Me At Six",0.471,0.802,4,-5.037,0,0.0642,0.00309,0,0.361,0.405,82.332,"audio_features","3MHQIhSrgQsFYLo6JLioDX","https://api.spotify.com/v1/tracks/3MHQIhSrgQsFYLo6JLioDX","https://api.spotify.com/v1/audio-analysis/3MHQIhSrgQsFYLo6JLioDX",183720,4
"15","spotify:track:3VYgUNGdcQwfjDukoYkFWf","My Name Is Human",62,"https://p.scdn.co/mp3-preview/808c22057bff264f28cf875a4d9d7383293b69f1","Highly Suspect",0.515,0.725,2,-5.523,0,0.0289,6.55e-05,0.000105,0.0864,0.159,139.971,"audio_features","3VYgUNGdcQwfjDukoYkFWf","https://api.spotify.com/v1/tracks/3VYgUNGdcQwfjDukoYkFWf","https://api.spotify.com/v1/audio-analysis/3VYgUNGdcQwfjDukoYkFWf",258640,4
"16","spotify:track:7i9763l5SSfOnqZ35VOcfy","Heavydirtysoul",75,"https://p.scdn.co/mp3-preview/568ead4979ba086dc9391641e05c78c812d21a5b","Twenty One Pilots",0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.394,129.989,"audio_features","7i9763l5SSfOnqZ35VOcfy","https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy","https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy",234813,4
"17","spotify:track:6iv3Fclf4l11hQGYs8KbGc","Re-arrange",56,"https://p.scdn.co/mp3-preview/4e13a7b1a817005ca520077561fd97f3f235452f","Biffy Clyro",0.634,0.746,4,-8.574,1,0.0352,0.0601,1.51e-05,0.103,0.509,134.048,"audio_features","6iv3Fclf4l11hQGYs8KbGc","https://api.spotify.com/v1/tracks/6iv3Fclf4l11hQGYs8KbGc","https://api.spotify.com/v1/audio-analysis/6iv3Fclf4l11hQGYs8KbGc",217933,4
"18","spotify:track:55pU8utrZ0WxtvWKW1FjXY","Wake Up Call",63,"https://p.scdn.co/mp3-preview/3b73bfb63687db8c6e6cea8510fe300cf01f5efd","Nothing but Thieves",0.568,0.735,5,-3.363,1,0.0419,0.00213,0.00913,0.0555,0.55,98.022,"audio_features","55pU8utrZ0WxtvWKW1FjXY","https://api.spotify.com/v1/tracks/55pU8utrZ0WxtvWKW1FjXY","https://api.spotify.com/v1/audio-analysis/55pU8utrZ0WxtvWKW1FjXY",165347,4
"19","spotify:track:1QROneYqhpjl0IDKYou8j2","If Only For Now",51,"https://p.scdn.co/mp3-preview/c3132d47fe5cdb73e72a1f59bf969b6669b1aaed","Pop Evil",0.437,0.733,6,-6.151,1,0.0283,0.000754,0.00556,0.111,0.412,179.933,"audio_features","1QROneYqhpjl0IDKYou8j2","https://api.spotify.com/v1/tracks/1QROneYqhpjl0IDKYou8j2","https://api.spotify.com/v1/audio-analysis/1QROneYqhpjl0IDKYou8j2",230642,4
"20","spotify:track:69mu2VnmATkNoYD4MOy8DG","In the Middle",59,"https://p.scdn.co/mp3-preview/f768956c04da43397edae24c4c2e5f66708f8d02","Mona",0.467,0.827,7,-5.761,1,0.0571,0.00124,3.73e-06,0.21,0.33,145.008,"audio_features","69mu2VnmATkNoYD4MOy8DG","https://api.spotify.com/v1/tracks/69mu2VnmATkNoYD4MOy8DG","https://api.spotify.com/v1/audio-analysis/69mu2VnmATkNoYD4MOy8DG",216320,4
"21","spotify:track:5E1Rmthk2XO2poZWt11GAm","I Love The USA",57,NA,"Weezer",0.541,0.59,5,-6.631,1,0.0294,0.0695,0.00744,0.145,0.0673,107.953,"audio_features","5E1Rmthk2XO2poZWt11GAm","https://api.spotify.com/v1/tracks/5E1Rmthk2XO2poZWt11GAm","https://api.spotify.com/v1/audio-analysis/5E1Rmthk2XO2poZWt11GAm",189742,4
"22","spotify:track:7aUuoq4oMfLxaLa5GVUDHi","Way Down We Go",68,"https://p.scdn.co/mp3-preview/b62d3c2fd029283b1168ac6f568fa66edb3cf125","Kaleo",0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.262,81.663,"audio_features","7aUuoq4oMfLxaLa5GVUDHi","https://api.spotify.com/v1/tracks/7aUuoq4oMfLxaLa5GVUDHi","https://api.spotify.com/v1/audio-analysis/7aUuoq4oMfLxaLa5GVUDHi",219560,4
"23","spotify:track:4FX7dhugVxsKsyC4DgwJyM","Black Honey",61,"https://p.scdn.co/mp3-preview/5597144cc3b18d706d3cd7ee9e1802af6dcaddd4","Thrice",0.442,0.892,9,-6.431,0,0.086,0.00267,7.92e-06,0.0758,0.258,151.914,"audio_features","4FX7dhugVxsKsyC4DgwJyM","https://api.spotify.com/v1/tracks/4FX7dhugVxsKsyC4DgwJyM","https://api.spotify.com/v1/audio-analysis/4FX7dhugVxsKsyC4DgwJyM",239451,4
"24","spotify:track:2le5xHvcWF8PDp608d4L8D","How Did You Love",59,"https://p.scdn.co/mp3-preview/384dfe77f235fd9bc969f8256a2cb3e75fc75730","Shinedown",0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.251,185.97,"audio_features","2le5xHvcWF8PDp608d4L8D","https://api.spotify.com/v1/tracks/2le5xHvcWF8PDp608d4L8D","https://api.spotify.com/v1/audio-analysis/2le5xHvcWF8PDp608d4L8D",187627,4
"25","spotify:track:1nxYLR8y0Z9NVsmCyCbt0i","Naivety",42,NA,"A Day To Remember",0.351,0.979,0,-3.621,1,0.132,0.000124,3.46e-06,0.255,0.343,174.734,"audio_features","1nxYLR8y0Z9NVsmCyCbt0i","https://api.spotify.com/v1/tracks/1nxYLR8y0Z9NVsmCyCbt0i","https://api.spotify.com/v1/audio-analysis/1nxYLR8y0Z9NVsmCyCbt0i",199391,4
"26","spotify:track:1bTVbi6uwmGwlsXy2soxpg","Prophets Of Rage",55,"https://p.scdn.co/mp3-preview/68be696c719c7eca57d4511a4543b9612004baac","Prophets Of Rage",0.478,0.934,5,-5.51,0,0.049,0.000985,0.00166,0.258,0.875,200.054,"audio_features","1bTVbi6uwmGwlsXy2soxpg","https://api.spotify.com/v1/tracks/1bTVbi6uwmGwlsXy2soxpg","https://api.spotify.com/v1/audio-analysis/1bTVbi6uwmGwlsXy2soxpg",190181,4
