"isbn","title","authors","publishedDate","publisher","categories","pageCount","averageRating","ratingsCount","maturityRating","imageThumbnail","infoLink","textSnippet"
"0440202043","The shell seekers","Rosamunde Pilcher","1989-01-02","Dell Pub Co","Fiction",582,5,2,"NOT_MATURE","http://books.google.com/books/content?id=Xjfq1kOiBpgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=Xjfq1kOiBpgC&dq=isbn:0440202043&hl=&source=gbs_api","Set in England between World War II and the present, this epic novel details the connections that bind the Keeling family together over three generations and the family&#39;s frailties, strenghts, passions, and joys"
"0553571885","A Thin Dark Line","Tami Hoag","1998","Bantam","Fiction",592,4.5,3,"NOT_MATURE","http://books.google.com/books/content?id=fS3TCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=fS3TCwAAQBAJ&dq=isbn:0553571885&hl=&source=gbs_api","In a sultry and twisting thriller set against the backdrop of a Louisiana bayou, Deputy Annie Broussard learns that the boundary between law and justice, and love and murder, is nothing more than a thin, dark line, as she joins forces with ..."
"0399150897","Blow Fly","","2003","Putnam Adult","Fiction",465,3,20,"NOT_MATURE","http://books.google.com/books/content?id=NsuuzBYMsP8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=NsuuzBYMsP8C&dq=isbn:0399150897&hl=&source=gbs_api","Leaving Virginia in the hope of finding some peace and quiet, Dr. Kay Scarpetta journeys to Florida, where a series of baffling murders quickly entangles her in an international conspiracy that confronts her with the most unexpected ..."
"0345435168","Open House","Elizabeth Berg","2001","Random House Digital, Inc.","Fiction",241,4,3,"NOT_MATURE","http://books.google.com/books/content?id=3hHAHZW730cC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=3hHAHZW730cC&dq=isbn:0345435168&hl=&source=gbs_api","Struggling to come to terms with her husband&#39;s abandonment, Samantha sets out to construct a new life for herself and her eleven-year-old son and to rediscover her own identity, which had been lost in her attempts to save her marriage."
"0385420161","Like Water for Chocolate","Laura Esquivel","1992","Doubleday Books","Fiction",245,5,8,"NOT_MATURE","http://books.google.com/books/content?id=V5NdAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=V5NdAAAAMAAJ&dq=isbn:0385420161&hl=&source=gbs_api","Despite the fact that she has fallen in love with a young man, Tita, the youngest of three daughters born to a tyrannical ranch must obey tradition and remain single and at home to care for her mother."
"0671673688","While My Pretty One Sleeps","Mary Higgins Clark","1990-07-01","Pocket Books","Fiction",320,5,1,"NOT_MATURE","http://books.google.com/books/content?id=zZrUrQpdGJoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=zZrUrQpdGJoC&dq=isbn:0671673688&hl=&source=gbs_api","A stunning tale of murder, glamour and romance, While My Pretty One Sleeps is the most exciting novel yet from Mary Higgins Clark, America&#39;s undisputed master of suspense."
"0156628708","Mrs. Dalloway","Virginia Woolf","1925","Houghton Mifflin Harcourt","Fiction",194,3,17,"NOT_MATURE","http://books.google.com/books/content?id=8AvXUpD9DiQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=8AvXUpD9DiQC&dq=isbn:0156628708&hl=&source=gbs_api","A poignant portrayal of the thoughts and events that comprise one day in a woman&#39;s life"
"1878424319","The Four Agreements","Miguel Ruiz","1997","Amber-Allen Publishing","Body, Mind & Spirit",138,3.5,3511,"NOT_MATURE","http://books.google.com/books/content?id=w9reHXIzlo0C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=w9reHXIzlo0C&dq=isbn:1878424319&hl=&source=gbs_api","Full of grace and simple truth, this handsomely designed book makes a lovely gift for anyone making an elementary change in life, and it reads in a voice that you would expect from an indigenous shaman."
"0345447840","The Surgeon","Tess Gerritsen","2002-07-01","Random House Digital, Inc.","Fiction",350,5,1,"NOT_MATURE","http://books.google.com/books/content?id=YzHIBZwmCo8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=YzHIBZwmCo8C&dq=isbn:0345447840&hl=&source=gbs_api","Dr. Catherine Cordell, recovering from a brutal attack and hiding her fear behind a mask of professionalism, is the only one who can stop a psychotic killer known as &quot;The Surgeon,&quot; due to his horrific methods of murder, before he kills ..."
"0374129983","The Corrections","Jonathan Franzen","2001-09-15","Farrar, Straus and Giroux","Fiction",576,3.5,149,"NOT_MATURE","http://books.google.com/books/content?id=RJ4sAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=RJ4sAQAAIAAJ&dq=isbn:0374129983&hl=&source=gbs_api","Winner of the 2001 National Book Award for Fiction Nominated for the National Book Critics Circle Award An American Library Association Notable Book Jonathan Franzen&#39;s third novel, The Corrections, is a great work of art and a grandly ..."
"0515133973","Midnight Bayou","Nora Roberts","2002","Penguin","Fiction",368,4,13,"NOT_MATURE","http://books.google.com/books/content?id=i7dki6qutpsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=i7dki6qutpsC&dq=isbn:0515133973&hl=&source=gbs_api","Haunted by ghostly visions from a century past, Declan Fitzgerald is drawn to his beautiful neighbor, Angelina."
"0553573136","Couplehood","Paul Reiser","1995","Bantam Books","Humor",204,4,3,"NOT_MATURE","http://books.google.com/books/content?id=cTGLDd-TvBYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=cTGLDd-TvBYC&dq=isbn:0553573136&hl=&source=gbs_api","The co-creator and star of the hit sitcom &quot;Mad about You&quot; offers his unique insight into the concept of couples and looks at love, marriage, and relationships"
"089480829X","What to expect when you're expecting","Arlene Eisenberg, Heidi Eisenberg Murkoff, Sandee Eisenberg Hathaway, Sandee Eisenberg Hathaway","1991-05-01","Workman Publishing","Family & Relationships, Health & Fitness",454,4,162,"NOT_MATURE","http://books.google.com/books/content?id=X-xsAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=X-xsAAAAMAAJ&dq=isbn:089480829X&hl=&source=gbs_api","Here is what parents-to-be need to know about choosing a caregiver, prenatal diagnosis, exercise, childbirth options, second pregnancies, twins, making love during pregnancy, having a cesarean, and coping with common and not-so-common ..."
"089480829X","What to Expect when You're Expecting","Arlene Eisenberg, Heidi Eisenberg Murkoff, Sandee Eisenberg Hathaway, Sandee Eisenberg Hathaway","1991","Workman Publishing","Family & Relationships, Health & Fitness",454,4,161,"NOT_MATURE","http://books.google.com/books/content?id=rJhFddkZwmMC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=rJhFddkZwmMC&dq=isbn:089480829X&hl=&source=gbs_api","Includes information about prenatal diagnosis, exercise, nutrition, monthly check-ups, childbirth, and recovery The best just got better."
"0425180964","The Bear and the Dragon","Tom Clancy","2001","Penguin","Fiction",1137,3,20,"NOT_MATURE","http://books.google.com/books/content?id=1Pp6gCAAQocC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=1Pp6gCAAQocC&dq=isbn:0425180964&hl=&source=gbs_api","In the wake of an assassination attempt on the SVR (former KGB) chairman, newly elected U.S. president Jack Ryan puts black ops specialist John Clark on the alert, only to have things complicated by dangerous forces in China."
"0345369947","The Mummy Or Ramses the Damned","Anne Rice","1991","Random House LLC","Fiction",398,4,20,"NOT_MATURE","http://books.google.com/books/content?id=NWo8GT9XJfMC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=NWo8GT9XJfMC&dq=isbn:0345369947&hl=&source=gbs_api","Doomed forever to wander the earth, desperate to quell his insatiable hungers, Ramses the Damned turns up in Edwardian London as Dr. Ramsey and begins a romance with heiress Julie Stratford, but his cursed past again propels him toward ..."
"0440224594","The Return Journey","Maeve Binchy","1999","Dell Publishing Company","Fiction",225,3.5,12,"NOT_MATURE","http://books.google.com/books/content?id=Vt9PGifF14QC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=Vt9PGifF14QC&dq=isbn:0440224594&hl=&source=gbs_api","Offers a collection of original stories of sadness and joy set in Ireland"
"055321313X","Anne of Green Gables","Lucy Maud Montgomery","1987","Starfire","Juvenile Fiction",308,4.5,19,"NOT_MATURE","http://books.google.com/books/content?id=rtP9tVskFWoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=rtP9tVskFWoC&dq=isbn:055321313X&hl=&source=gbs_api","A young orphan struggles to adjust to the new experience of a permanent home on Prince Edward Island."
"0380813815","Lamb","Christopher Moore","2003-02-04","William Morrow Paperbacks","Fiction",464,4,4084,"NOT_MATURE","http://books.google.com/books/content?id=cM4dlwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=cM4dlwEACAAJ&dq=isbn:0380813815&hl=&source=gbs_api","Verily, the story Biff has to tell is a miraculous one, filled with remarkable journeys, magic, healings, kung fu, corpse reanimations, demons, and hot babes."
"0142004235","East of Eden","John Steinbeck","1980","Penguin Books","Fiction",602,4,66,"NOT_MATURE","http://books.google.com/books/content?id=HvQ8g9JdafAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=HvQ8g9JdafAC&dq=isbn:0142004235&hl=&source=gbs_api","The biblical account of Cain and Abel is echoed in the history of two generations of the Trask family in California."
"0670892963","Bridget Jones","Helen Fielding","1999","Viking Press","Fiction",338,3.5,2039,"NOT_MATURE","http://books.google.com/books/content?id=DjPuAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DjPuAAAAMAAJ&dq=isbn:0670892963&hl=&source=gbs_api","Bridget&#39;s new relationship with Mark Darcy should have improved her self-confidence, but the difficult adjustments of sharing an apartment and Rebecca&#39;s eagerness to cause trouble are making Bridget more uncertain than ever"
"0451169530","The Stand","Stephen King","1991","Signet Book","Fiction",1141,4.5,79,"NOT_MATURE","http://books.google.com/books/content?id=y8WSDqEy2hUC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=y8WSDqEy2hUC&dq=isbn:0451169530&hl=&source=gbs_api","The ultimate battle between good and evil..."
"0345446860","Back when We Were Grownups","Anne Tyler","2002","Random House Digital, Inc.","Fiction",273,2.5,93,"NOT_MATURE","http://books.google.com/books/content?id=cxh2buFyqe8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=cxh2buFyqe8C&dq=isbn:0345446860&hl=&source=gbs_api","Beck Davitch looks back on her thirty-year marriage to Joe and her role as a mother and manager of the Open Arms, wondering if she is living the life she was meant to live and reconsidering her dedication to the family business."
"0553569910","The Ugly Duckling","Iris Johansen","1996","Bantam","Fiction",408,4,5,"NOT_MATURE","http://books.google.com/books/content?id=aiFV6ge1BJgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=aiFV6ge1BJgC&dq=isbn:0553569910&hl=&source=gbs_api","The wife of a high-stakes international financier, Nell Calder finds her life shattered when her husband and child are killed and she is disfigured, events that transform her from a quiet, unassuming wife to a determined woman bent on ..."
"0373218036","Truly Madly Manhattan","Nora Roberts","2003-01-01","Silhouette","Fiction",475,3.5,6,"NOT_MATURE","http://books.google.com/books/content?id=9HQ1IsDM4qkC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=9HQ1IsDM4qkC&dq=isbn:0373218036&hl=&source=gbs_api","Single mother Hester Wallace reluctantly begins to care about comic book creator Mitch Dempsey; and cynical Booth DeWitt becomes unwillingly fascinated with actress Ariel Kirkwood, who is playing the role of his cruel ex-wife."
"0385730586","The Sisterhood of the Traveling Pants","Ann Brashares","2001","Ember","Juvenile Fiction",294,4,71,"NOT_MATURE","http://books.google.com/books/content?id=ikUZUHoVHaoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ikUZUHoVHaoC&dq=isbn:0385730586&hl=&source=gbs_api","During their first summer apart, four teenage girls, best friends since earliest childhood, stay in touch through a shared pair of secondhand jeans that magically adapts to each of their figures and affects their attitudes to their ..."
"0553250531","The Valley of Horses (with Bonus Content)","Jean M. Auel","2010-10-06","Bantam","Fiction",576,4,1,"NOT_MATURE","http://books.google.com/books/content?id=Zj48Ewc1QKcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","https://play.google.com/store/books/details?id=Zj48Ewc1QKcC&source=gbs_api","The short summer gives her little time to look, and when she finds a sheltered valley with a herd of hardy steppe horses, she decides to stay and prepare for the long glacial winter ahead."
"0743211375","From a Buick 8","Stephen King","2002-09-24","Scribner","Fiction",368,3,3,"NOT_MATURE","http://books.google.com/books/content?id=RvNaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=RvNaAAAAMAAJ&dq=isbn:0743211375&hl=&source=gbs_api","From a Buick 8 is a novel about our fascination with deadly things, about our insistence on answers when there are none, about terror and courage in the face of the unknowable."
"0441790348","Stranger in a Strange Land","Robert Anson Heinlein","1987","Penguin","Fiction",395,3.5,169,"NOT_MATURE","http://books.google.com/books/content?id=Kn1bNU91sAoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=Kn1bNU91sAoC&dq=isbn:0441790348&hl=&source=gbs_api","This is the epic saga of an earthling, Valentine Michael Smith, born and educated on Mars, who arrives on our planet with &quot;psi&quot; powers--telepathy, clairvoyance, telekinesis, and the ability to take control of the minds of others--and yet ..."
"0312422156","Middlesex","Jeffrey Eugenides","2003-09-16","Macmillan","Fiction",529,4,111,"NOT_MATURE","http://books.google.com/books/content?id=twDVs4UIU_kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=twDVs4UIU_kC&dq=isbn:0312422156&hl=&source=gbs_api","Calliope&#39;s friendship with a classmate and her sense of identity are compromised by the adolescent discovery that she is a hermaphrodite, a situation with roots in her grandparents&#39; desperate struggle for survival in the 1920s."
"0064400557","Charlotte's Web","E. B. White, Kate DiCamillo","1974-05-15","Harper Collins","Juvenile Fiction",192,4,3817,"NOT_MATURE","http://books.google.com/books/content?id=7NEul8arWTMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=7NEul8arWTMC&dq=isbn:0064400557&hl=&source=gbs_api","Charlotte&#39;s Web is the story of a little girl named Fern who loved a little pig named Wilbur—and of Wilbur&#39;s dear friend Charlotte A. Cavatica, a beautiful large grey spider who lived with Wilbur in the barn."
"0842342702","Left behind","Tim Lahaye, Tim F. LaHaye, Jerry B. Jenkins","1998","Tyndale House Pub","Fiction",342,3.5,3748,"NOT_MATURE","http://books.google.com/books/content?id=xsfMpULeNOgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=xsfMpULeNOgC&dq=isbn:0842342702&hl=&source=gbs_api","The first book in the author&#39;s successful &quot;last days&quot; series follows a 747 pilot as he tries to recover from the effects of &quot;The Rapture.&quot; Reprint."
"0679772677","A Civil Action","Jonathan Harr","1995","Vintage","Law",502,4,20,"NOT_MATURE","http://books.google.com/books/content?id=nmJHAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=nmJHAAAAMAAJ&dq=isbn:0679772677&hl=&source=gbs_api","Reprint. 100,0000 first printing. Tour."
"051512608X","The Reef","Nora Roberts","1999","Penguin","Fiction",435,4,8,"NOT_MATURE","http://books.google.com/books/content?id=aRM5NnwIdCIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=aRM5NnwIdCIC&dq=isbn:051512608X&hl=&source=gbs_api","Searching for a sunken treasure, a beautiful marine biologist and a sexy salvager form an uneasy alliance--and danger and desire rise to the surface."
"0452269571","Bastard Out of Carolina","Dorothy Allison","1992","Penguin","Fiction",309,3,14,"NOT_MATURE","http://books.google.com/books/content?id=yfPFWDU1xCIC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=yfPFWDU1xCIC&dq=isbn:0452269571&hl=&source=gbs_api","Ruth Anne &quot;Bone&quot; Boatwright, an illegitimate young girl, dreams of escaping her Greenville County, South Carolina, home, her notorious, hard-living family, and the unwanted attentions of her abusive stepfather, Daddy Glen."
"0451186362","Rose Madder","Stephen King","1996","Penguin","Fiction",479,3.5,25,"NOT_MATURE","http://books.google.com/books/content?id=qq3xl3gDwwQC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=qq3xl3gDwwQC&dq=isbn:0451186362&hl=&source=gbs_api","Rosie Daniels flees her nightmare marriage to find refuge in a strange city, far from her brutal husband, Norman, whose relentless savagery and mad obsessions follow her to her sanctuary and drive her to transform herself to survive."
"0440215625","Dragonfly in Amber","Diana Gabaldon","1993","Dell","Fiction",960,4,24,"NOT_MATURE","http://books.google.com/books/content?id=e_sTGVh4SRwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=e_sTGVh4SRwC&dq=isbn:0440215625&hl=&source=gbs_api","In eighteenth-century Scotland, Claire Randall and her raven-haired daughter, Brianna, return to the majestic hills where Claire recalls the love of her life--gallant warrior James Fraser"
"1400031362","Morality for Beautiful Girls","Alexander McCall Smith","2002","Random House of Canada","Fiction",227,5,2,"NOT_MATURE","http://books.google.com/books/content?id=dzPemWnW_pgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=dzPemWnW_pgC&dq=isbn:1400031362&hl=&source=gbs_api","The third novel in the acclaimed series, tells the story of the delightfully cunning and enormously engaging Precious Ramotswe who opens up her own agency, helping people with problems."
"0515127833","River's End","Nora Roberts","2000","Penguin","Fiction",461,4.5,7,"NOT_MATURE","http://books.google.com/books/content?id=E-lpGsq-GawC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=E-lpGsq-GawC&dq=isbn:0515127833&hl=&source=gbs_api","A young woman confronts the horrifying events of her childhood, an infamous crime that destroyed her family, with the help of the son of the police officer who had aided her many years ago, unless the old evil finds her first. Reprint."
"0552124753","The Colour of Magic","Terry Pratchett","1983","Random House","Fiction",284,3,1,"NOT_MATURE","http://books.google.com/books/content?id=6Fbv-886Iv4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=6Fbv-886Iv4C&dq=isbn:0552124753&hl=&source=gbs_api","On A World Supported On The Back Of A Giant Turtle (Sex Unknown), A Gleeful, Explosive, Wickedly Eccentric Expedition Sets Out."
"039592720X","Interpreter of Maladies","Jhumpa Lahiri","1999","Houghton Mifflin Harcourt","Fiction",198,4,108,"NOT_MATURE","http://books.google.com/books/content?id=w4bZtp8Azw8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=w4bZtp8Azw8C&dq=isbn:039592720X&hl=&source=gbs_api","A debut collection of short fiction blends elements of Indian traditions with the complexities of American culture in such tales as &quot;A Temporary Matter,&quot; in which a young Indian-American couple confronts their grief over the loss of a child ..."
"0743460529","Daddy's Little Girl","Mary Higgins Clark","2003-04-01","Simon and Schuster","Fiction",384,4,15,"NOT_MATURE","http://books.google.com/books/content?id=BhCTgme0DQYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=BhCTgme0DQYC&dq=isbn:0743460529&hl=&source=gbs_api","Journalist Ellie Cavanaugh, the sister of a murder victim, attends the parole hearing of the man who had been convicted of the crime twenty-two years earlier, and begins to wonder if his claim of innocence might be true."
"0312265867","To the Nines","Janet Evanovich","2003-07-15","Macmillan","Fiction",312,3.5,40,"NOT_MATURE","http://books.google.com/books/content?id=jW67NZmS6h0C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=jW67NZmS6h0C&dq=isbn:0312265867&hl=&source=gbs_api","Pursuing a skip, Stephanie travels to Las Vegas, where she meets up with Sally Sweet, Joe Morelli, and Ranger, and works to outmaneuver a trio of mobsters who are determined to prevent Stephanie&#39;s return home."
"0842329242","Nicolae","Tim LaHaye, Tim F. LaHaye, Jerry B. Jenkins","1997-07-15","Tyndale House Pub","Fiction",415,3.5,45,"NOT_MATURE","http://books.google.com/books/content?id=KgVbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=KgVbAAAAMAAJ&dq=isbn:0842329242&hl=&source=gbs_api","Continues the saga of airline pilot Rayford Steele, his daughter, Chloe, writer Buck Williams, and their pastor, Bruce Barnes, who suspect the new world leader, Nicolae Carpathia, is the Antichrist of biblical prophecy"
"0671693816","Wifey","Judy Blume","1978","Pocket","Fiction",276,4.5,5,"NOT_MATURE","http://books.google.com/books/content?id=X0c6Oj92vt8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=X0c6Oj92vt8C&dq=isbn:0671693816&hl=&source=gbs_api","An erotic novel by the author of Smart Women features a prim, proper, and wildly bored housewife who decides, one morning, to give free reign to her sexual fantasies. By the author of Summer Sisters. Reissue."
"0671042572","Jewel","Bret Lott","1991","Pocket","Fiction",560,4,1,"NOT_MATURE","http://books.google.com/books/content?id=T6F9gZGK108C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=T6F9gZGK108C&dq=isbn:0671042572&hl=&source=gbs_api","A mother fights for the dignity of her youngest daughter against the backdrop of a pure and simple way of life in the backwoods of Mississippi in 1943"
"0399149155","Q is for Quarry","Sue Grafton","2002","Marian Wood","Fiction",385,4,4,"NOT_MATURE","http://books.google.com/books/content?id=HDfQeXjIQIgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=HDfQeXjIQIgC&dq=isbn:0399149155&hl=&source=gbs_api","Eighteen years after the decomposed body of an unidentified young woman is discovered in a quarry off California&#39;s Highway 1, two police detectives nearing retirement enlist Kinsey Millhone&#39;s aid to help identify the long-ago murder victim, ..."
"0743437640","The Mulberry Tree","Jude Deveraux","2003-04-29","Simon and Schuster","Fiction",464,4,3,"NOT_MATURE","http://books.google.com/books/content?id=eTXjSHhEgGoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=eTXjSHhEgGoC&dq=isbn:0743437640&hl=&source=gbs_api","Left nothing but a ramshackle farm house when her business titan husband dies, Lillian changes her identity to escape the press and wonders at the mysterious note left to her by her late husband that asks her to find out what happened."
"0446611778","Last Man Standing","David Baldacci","2001","Vision","Fiction",656,3.5,4,"NOT_MATURE","http://books.google.com/books/content?id=UbS8wdS1hxEC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=UbS8wdS1hxEC&dq=isbn:0446611778&hl=&source=gbs_api","When Web London&#39;s FBI Hostage Negotiation Team is ambushed in a dark alley, Web is the only survivor."
"0671867091","Remember Me","Mary Higgins Clark","1995-05-01","Pocket Books","Fiction",352,4,2,"NOT_MATURE","http://books.google.com/books/content?id=HG5wyhyNUJkC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=HG5wyhyNUJkC&dq=isbn:0671867091&hl=&source=gbs_api","A confrontation on a dark, rain-swept beach leads to a harrowing climax that only Mary Higgins Clark could have created."
"0553581554","The Killing Game","Iris Johansen","2000-05","Bantam","Fiction",355,5,1,"NOT_MATURE","http://books.google.com/books/content?id=QB-9aokKJjQC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=QB-9aokKJjQC&dq=isbn:0553581554&hl=&source=gbs_api","Top forensic sculptor Eve Duncan is forced into a deadly game of terror with a twisted murderer who uses the mysterious circumstances surrounding her daughter&#39;s death as a way to lure her to him."
"0375727132","The Dive from Clausen's Pier","Ann Packer","2003","Vintage","Fiction",413,3,3,"NOT_MATURE","http://books.google.com/books/content?id=x_RlwZo8LMEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=x_RlwZo8LMEC&dq=isbn:0375727132&hl=&source=gbs_api","When her fiancâe Mike is left paralyzed following a tragic accident, Carrie Bell begins to question her familiar world, from her everyday life in Wisconsin to her relationships, as she sets out to rediscover her own identity."
"0385490992","The Street Lawyer","John Grisham","1998","Doubleday Books","Fiction",348,4.5,5,"NOT_MATURE","http://books.google.com/books/content?id=aqxaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=aqxaAAAAMAAJ&dq=isbn:0385490992&hl=&source=gbs_api","After a violent encouanter with a homeless man, talented corporate lawyer Michael finds himself out on the streets, lucky to be alive, and holding a top-secret file belonging to his former employer"
"0802139256","Peace Like a River","Leif Enger","2001","Atlantic Monthly Press","Fiction",312,4,13,"NOT_MATURE","http://books.google.com/books/content?id=Bb1Q5csqjRQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=Bb1Q5csqjRQC&dq=isbn:0802139256&hl=&source=gbs_api","Eleven-year-old Reuben shares the story of how his father, trying to raise his sons alone in 1960s Minnesota, takes their family on a quest to find Reuben&#39;s older brother, who has been charged with murder."
"0425170349","Rainbow Six","Tom Clancy","1999-01","Penguin","Fiction",897,4,8,"NOT_MATURE","http://books.google.com/books/content?id=_7jR_ifoeQoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=_7jR_ifoeQoC&dq=isbn:0425170349&hl=&source=gbs_api","In a novel of military intrigue, formidable ex-Navy SEAL John Clark takes on a world-threatening band of terrorists"
"0679444815","Timeline","Michael Crichton","1999","Knopf","Fiction",449,3.5,31,"NOT_MATURE","http://books.google.com/books/content?id=oRaj7-5lODgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=oRaj7-5lODgC&dq=isbn:0679444815&hl=&source=gbs_api","A new thriller by the best-selling author combines suspense with the latest in scientific knowledge"
"055356160X","Cry Wolf","Tami Hoag","1993","Bantam","Fiction",531,5,1,"NOT_MATURE","http://books.google.com/books/content?id=XHJJmOIyhAgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=XHJJmOIyhAgC&dq=isbn:055356160X&hl=&source=gbs_api","Attorney Laurel Chandler tries not to fall for the charm of notorious bad boy writer Jack Boudreaux, a man who has seduced half the women in Bayou Breaux nbsp; Who will listen now?"
"0373218192","Engaging the Enemy","Nora Roberts","2003","Silhouette","Fiction",506,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=-1bYrDxZQXgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=-1bYrDxZQXgC&dq=isbn:0373218192&hl=&source=gbs_api","Pandora McVie struggles to live with irritating Michael Donohue, named co-beneficiary of her uncle&#39;s estate; and Jillian Baron and Aaron Murdock are torn between the demands of a family feud and their own feelings for each other."
"0553582143","Body of Lies","Iris Johansen","2003","Bantam","Fiction",400,3,9,"NOT_MATURE","http://books.google.com/books/content?id=r2cWToc3RCgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=r2cWToc3RCgC&dq=isbn:0553582143&hl=&source=gbs_api","When a government official requests her skills at reconstruction to identify an unknown murder victim, forensic sculptor Eve Duncan is drawn into a web of betrayal and murder as she tries to unlock the secrets that someone wants to keep ..."
"0671004549","You Belong to Me","Mary Higgins Clark","1998","Pocket","Fiction",384,3,7,"NOT_MATURE","http://books.google.com/books/content?id=8Bb4og-QJfgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=8Bb4og-QJfgC&dq=isbn:0671004549&hl=&source=gbs_api","A beautiful and dedicated young psychoanalyst is terrified to discover that her beloved sister is determined to marry one of the doctor&#39;s former patients, a man who conceals a dangerously jealous, obsessive nature, as well as a pattern of ..."
