"id","isBCCompatible"
"miCoach","TRUE"
"MicroBot","TRUE"
"Middleearth: Shadow of Mordor","TRUE"
"Midnight Club: LA","TRUE"
"Midway Arcade Origins","TRUE"
"Might & Magic: Duel of Champions  Forgotten Wars","TRUE"
"Mighty No. 9","TRUE"
"Military Madness","TRUE"
"Military Madness: Nectaris","TRUE"
"Mindjack","TRUE"
"Minecraft: Story Mode  A Telltale Games Series","TRUE"
"Minecraft: Xbox 360 Edition","TRUE"
"Minesweeper Flags","TRUE"
"MINI NINJAS","TRUE"
"Mini Ninjas Adventures","TRUE"
"Mobile Ops: The One Year War","TRUE"
"Momotaro Dentetsu 16 GOLD","TRUE"
"MONOPOLY","TRUE"
"MONOPOLY DEAL","TRUE"
"MONOPOLY Streets","TRUE"
"Monster High: New Ghoul in School","TRUE"
"Monster Jam Path of Destruction","TRUE"
"Monster Jam: Battlegrounds","TRUE"
"Monster Madness","TRUE"
"Monsters vs. Aliens","TRUE"
"MOON DIVER","TRUE"
"MorphX","TRUE"
"Mortal Kombat","TRUE"
"Mortal Kombat Arcade Kollection","TRUE"
"Mortal Kombat vs. DC Universe","TRUE"
"Mortal Kombat X","TRUE"
"Motion Explosion!","TRUE"
"MotionSports: Adrenaline","TRUE"
"MotoGP '06","TRUE"
"MotoGP 07","TRUE"
"MotoGP 08","TRUE"
"MotoGP14","TRUE"
"MotoGP15","TRUE"
"MUD  FIM Motocross World Championship","TRUE"
"MURDERED: SOUL SUSPECT","TRUE"
"Mushihimesama Futari","TRUE"
"Musical Feet","TRUE"
"Mutant Storm Empire","TRUE"
"Mutant Storm Reloaded","TRUE"
"Mutation Station","TRUE"
"MX VS ATV Supercross","TRUE"
"MX vs. ATV Alive","TRUE"
"MX vs. ATV: Untamed","TRUE"
"MXGP  The Official Motocross Videogame","TRUE"
"My Body Coach 3","TRUE"
"MySims SkyHeroes","TRUE"
"nail'd","TRUE"
"Namco Museum Virtual Arcade","TRUE"
"Narco Terror","TRUE"
"Naruto Shippuden: Ultimate Ninja Storm 2","TRUE"
"Naruto Shippuden: Ultimate Ninja Storm 3","TRUE"
"Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst","TRUE"
"Naruto Shippuden: Ultimate Ninja Storm Generations","TRUE"
"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution","TRUE"
"Naruto: Rise of a Ninja","TRUE"
"Naruto: The Broken Bond","TRUE"
"NASCAR '15","TRUE"
"NASCAR 08","TRUE"
"NASCAR 09","TRUE"
"NASCAR Inside Line","TRUE"
"NASCAR Unleashed","TRUE"
"National Geographic Challenge!","TRUE"
"Naughty Bear","TRUE"
"Naughty Bear Panic in Paradise","TRUE"
"Naval Assault: The Killing Tide","TRUE"
"NBA 2K12","TRUE"
"NBA 2K13","TRUE"
"NBA 2K14","TRUE"
"NBA 2K15","TRUE"
"NBA 2K16","TRUE"
"NBA 2K17","TRUE"
"NBA 2K6","TRUE"
"NBA 2K7","TRUE"
"NBA 2K8","TRUE"
"NBA 2K9","TRUE"
"NBA Ballers:Chosen One","TRUE"
"NBA JAM","TRUE"
"NBA LIVE 06","TRUE"
"NBA LIVE 07","TRUE"
"NBA LIVE 09","TRUE"
"NBA LIVE 10","TRUE"
"NCAA Basketball 09","TRUE"
"NCAA Basketball 09 March Madness Edition","TRUE"
"NCAA Basketball 10","TRUE"
"NCAA Football 07","TRUE"
"NCAA Football 08","TRUE"
"NCAA Football 09","TRUE"
"NCAA Football 10","TRUE"
"NCAA Football 11","TRUE"
"NCAA Football 12","TRUE"
"NCAA Football 13","TRUE"
"NCAA Football 14","TRUE"
"NCAA March Madness07","TRUE"
"NCAA March Madness08","TRUE"
"NCIS Game","FALSE"
"Need for Speed Carbon","TRUE"
"Need for Speed Hot Pursuit","TRUE"
"Need For Speed ProStreet","TRUE"
"Need for Speed Rivals","TRUE"
"Need for Speed SHIFT","TRUE"
"NEED FOR SPEED THE RUN","TRUE"
"Need for Speed: Most Wanted","TRUE"
"Need for Speed: Undercover","TRUE"
"NeverDead","TRUE"
"NFL Blitz","TRUE"
"NFL Head Coach 09","TRUE"
"NFL Tour","TRUE"
"NHL  15","TRUE"
"NHL 07","TRUE"
"NHL 08","TRUE"
"NHL 09","TRUE"
"NHL 10","TRUE"
"NHL 11","TRUE"
"NHL 2K10","TRUE"
"NHL 2K6","TRUE"
"NHL 2K7","TRUE"
"NHL 2K8","TRUE"
"NHL 2K9","TRUE"
"NHL12","TRUE"
"NHL13","TRUE"
"NHL14","TRUE"
"Nickelodeon Dance","TRUE"
"Nickelodeon Dance 2","TRUE"
"Nickelodeon Teenage Mutant Ninja Turtles","TRUE"
"NIER","TRUE"
"Night at the Museum2","TRUE"
"NinetyNine Nights","TRUE"
"NinetyNine Nights II","TRUE"
"NinetyNine Nights/JP","TRUE"
"NinetyNine NightsⅡ/NA","TRUE"
"NINJA BLADE","TRUE"
"NINJA GAIDEN 2","TRUE"
"NINJA GAIDEN 3","TRUE"
"NINJA GAIDEN 3: Razor's Edge","TRUE"
"Novadrome","FALSE"
"NPPL Championship Paintball 2009","TRUE"
"Omega Five","TRUE"
"Omerta  City of Gangsters","TRUE"
"Onechanbara","TRUE"
"Onechanbara: Bikini Samurai Squad","TRUE"
"Open Season","TRUE"
"Operation Darkness","TRUE"
"Operation Darkness(NA)","TRUE"
"Operation Flashpoint: Red River","TRUE"
"Orc Attack: Flatulent Rebellion","TRUE"
"Orcs Must Die!","TRUE"
"Otomedius Excellent","TRUE"
"Otomedius G","TRUE"
"Outdoor Adventures","TRUE"
"Outpost Kaloki X","TRUE"
"Outrun Online Arcade","TRUE"
"Over G Fighters","TRUE"
"Overlord","TRUE"
"Overlord II","TRUE"
"Pacific Rim","TRUE"
"PACMAN and the Ghostly Adventures","TRUE"
"PACMAN and the Ghostly Adventures 2","TRUE"
"Painkiller Hell & Damnation","TRUE"
"Panzer General Allied Assault","TRUE"
"PAYDAY 2","TRUE"
"Peggle  2","TRUE"
"Penalty Saver","TRUE"
"Penguins of Madagascar: Dr. Blowhole Returns - Again","TRUE"
"Penny Arcade Adventures: Episode One","TRUE"
"Penny Arcade Adventures: Episode Two","TRUE"
"Persona 4 Arena","TRUE"
"Persona 4 Arena Ultimax","TRUE"
"Phantasy Star Universe","TRUE"
"Phantom Breaker","TRUE"
"Phantom Breaker:Battle Grounds Cocoa's Nightmare Attack","TRUE"
"Phineas and Ferb: Quest for Cool Stuff","TRUE"
"Pictionary: Ultimate Edition","TRUE"
"Pid","TRUE"
"Pinball Arcade","TRUE"
"Pinball FX2","TRUE"
"Pinball Hall of Fame: The Williams Collection","TRUE"
"Ping Pong","TRUE"
"Pirates of the Caribbean: At World's End","TRUE"
"Planet 51","TRUE"
"Planets Under Attack","TRUE"
"Plants vs Zombies: Garden Warfare","TRUE"
"Poker Night 2","TRUE"
"Poker Smash","TRUE"
"Polar Panic","TRUE"
"Pool Nation","TRUE"
"Port Royale 3","TRUE"
"Port Royale 3 Pirates & Merchants","TRUE"
"PowerUp Forever","TRUE"
"PowerUp Heroes","TRUE"
"Prey","TRUE"
"Prince of Persia Classic","TRUE"
"Prince of Persia The Forgotten Sands","TRUE"
"Prison Architect: Xbox 360 Edition","TRUE"
"Prison Break: The Conspiracy","TRUE"
"Prize Driver","TRUE"
"Pro Evolution Soccer 2007","TRUE"
"Pro Evolution Soccer 2008","TRUE"
"Pro Evolution Soccer 2009","TRUE"
"Pro Evolution Soccer 2010","TRUE"
"Pro Evolution Soccer 2011","TRUE"
"Pro Evolution Soccer 2012","TRUE"
"Pro Evolution Soccer 2013","TRUE"
"Pro Evolution Soccer 2014","TRUE"
"Pro Evolution Soccer 2015","TRUE"
"Pro Evolution Soccer 2016","TRUE"
"Pro Evolution Soccer 2017","TRUE"
"Project Gotham Racing 3","TRUE"
"Project Gotham Racing 4","TRUE"
"Project Sylpheed","TRUE"
"Prototype","TRUE"
"PROTOTYPE 2","TRUE"
"Puddle","TRUE"
"Pure","TRUE"
"Pure Futbol","TRUE"
"Puzzle Arcade","TRUE"
"PUZZLE BOBBLE Live!","TRUE"
"Puzzle Chronicles","TRUE"
"Quake 2","TRUE"
"QUAKE 4","TRUE"
"Quake Arena Arcade","TRUE"
"Quantum Conundrum","TRUE"
"QUANTUM THEORY","TRUE"
"Quarrel","TRUE"
"R.B.I. Baseball 14","TRUE"
"R.I.P.D.: The Game","TRUE"
"R.U.S.E.","TRUE"
"Rabbids Invasion: The Interactive TV Show","TRUE"
"Race Pro","TRUE"
"Radiant Silvergun","TRUE"
"RAIDEN FIGHTERS ACES","TRUE"
"Raiden IV","TRUE"
"RAINBOW ISLANDS: TOWERING ADVENTURE!","TRUE"
"Rango","TRUE"
"Raskulls","TRUE"
"Ratatouille","TRUE"
"RAW  Realms of Ancient War","TRUE"
"Rayman Legends","TRUE"
"Rayman Raving Rabbids","TRUE"
"RAYSTORM HD","TRUE"
"Reaction Rally","TRUE"
"REAL STEEL","TRUE"
"Record of Agarest War","TRUE"
"Record of Agarest War Zero","TRUE"
"Red Faction: Armageddon","TRUE"
"Red Faction: Guerrilla","TRUE"
"Red Johnson's Chronicles  One Against All","TRUE"
"Rekoil: Liberator","TRUE"
"Remember Me","TRUE"
"Renegade Ops","TRUE"
"Resident Evil","TRUE"
"Resident Evil 0","TRUE"
"Resident Evil 4","TRUE"
"Resident Evil 5","TRUE"
"RESIDENT EVIL 6","TRUE"
"RESIDENT EVIL CODE: Veronica X","TRUE"
"Resident Evil Operation Raccoon City","TRUE"
"RESIDENT EVIL REVELATIONS","TRUE"
"Resident Evil Revelations 2","TRUE"
"Resonance of Fate","TRUE"
"Retro City Rampage: DX","TRUE"
"Rez HD","TRUE"
"RIDE","TRUE"
"Ride to Hell: Retribution","TRUE"
"Ridge Racer 6","TRUE"
"Ridge Racer Unbounded","TRUE"
"Rio","TRUE"
"Rise of the Argonauts","TRUE"
"RISE OF THE GUARDIANS","TRUE"
"Rise of the Tomb Raider","TRUE"
"Risen","TRUE"
"Risen 2: Dark Waters","TRUE"
"Risen 3 Titan Lords","TRUE"
"RISK","TRUE"
"Risk Urban Assault","TRUE"
"RoboBlitz","TRUE"
"Rock of Ages","TRUE"
"Rock of the Dead","TRUE"
"Rocket Bowl","TRUE"
"Rocket Knight","TRUE"
"Rocket Riot","TRUE"
"Rocketmen:Axis of Evil","TRUE"
"Rocksmith","TRUE"
"Rockstar Table Tennis","TRUE"
"Rogue Warrior","TRUE"
"Roogoo","TRUE"
"Rotastic","TRUE"
"Rugby Challenge 2  The Lions Tour Edition","TRUE"
"Rugby Challenge 3","TRUE"
"Rugby League Live 3","TRUE"
"Rugby World Cup 2011","TRUE"
"Rugby World Cup 2015","TRUE"
"Rumble Roses XX","TRUE"
"Rush'n Attack","TRUE"
"Rush’N Attack: ExPatriot","TRUE"
"Saban's Power Rangers Super Samurai","TRUE"
"Sacred 2 Fallen Angel","TRUE"
"Saints Row","TRUE"
"Saints Row 2","TRUE"
"Saints Row: Gat Out of Hell","TRUE"
"Saints Row: The Third","TRUE"
"Samurai Shodown: Sen","TRUE"
"SAMURAI WARRIORS 2","TRUE"
"Samurai Warriors 2 Empires","TRUE"
"Sanctum 2","TRUE"
"Sandlot Sluggers","TRUE"
"Saw","TRUE"
"SAW II","TRUE"
"SBK 08","TRUE"
"SBK 09","TRUE"
"SBK SuperBike World Championship","TRUE"
"SBK X: Superbike World Championship","TRUE"
"SBKX","TRUE"
"Scene It? Box Office Smash","TRUE"
"Scene It? Lights, Camera, Action","TRUE"
"Scene It? Movie Night","TRUE"
"Schizoid","TRUE"
"Scott Pilgrim vs. The World","TRUE"
"Scourge: Outbreak","TRUE"
"Scramble","TRUE"
"Scrap Metal","TRUE"
"ScreamRide","TRUE"
"Screwjumper!","TRUE"
"Sea Life Safari","TRUE"
"Secret Service","TRUE"
"Section 8","TRUE"
"Section 8: Prejudice","TRUE"
"Seekers of Adoulin","TRUE"
"SEGA Rally","TRUE"
"Sega Vintage Collection: ToeJam & Earl","TRUE"
"Sensible World of Soccer","TRUE"
"Serious Sam 3: BFE","TRUE"
"Serious Sam Double D XXL","TRUE"
"Serious Sam HD: The First Encounter","TRUE"
"Serious Sam HD: The Second Encounter","TRUE"
"Shadow Assault/Tenchu","FALSE"
"Shadowrun","TRUE"
"Shadows of the Damned","TRUE"
"Shank","TRUE"
"Shaun White Skateboarding","TRUE"
"Shaun White Snowboarding","TRUE"
"Shellshock 2","TRUE"
"Sherlock Holmes vs Jack the Ripper","TRUE"
"Sherlock Holmes: Crimes and Punishments","TRUE"
"SHIFT 2 UNLEASHED","TRUE"
"Shinobi","TRUE"
"Shoot Many Robots","TRUE"
"Shooting Love, 200X","TRUE"
"Shotest Shogi","TRUE"
"Shrek Forever After","TRUE"
"SHReK the THiRD","TRUE"
"Sid Meier's Civilization Revolution","TRUE"
"Silent Hill Homecoming","FALSE"
"Silent Hill:  HD Collection","FALSE"
"SINE MORA","FALSE"
"Singularity","FALSE"
"Skate 2","FALSE"
"skate.","TRUE"
"Ski Race","TRUE"
"SkiDoo Challenge","TRUE"
"Skulls of the Shogun","TRUE"
"Skydive","TRUE"
"SkyDrift","TRUE"
"Skylanders Giants","TRUE"
"Skylanders Imaginators","TRUE"
"Skylanders Spyro's Adventure","TRUE"
"Skylanders SWAP Force","TRUE"
"Skylanders Trap Team","TRUE"
"Sledge Hammer","TRUE"
"Sleeping Dogs","TRUE"
"Slender: The Arrival","TRUE"
"Smackdown vs RAW 2007","TRUE"
"SmackDown vs. RAW 2009","TRUE"
"SmackDown vs. RAW 2010","TRUE"
"SMASH COURT TENNIS 3","TRUE"
"Sniper Elite 3","FALSE"
"Sniper Elite V2","TRUE"
"Sniper Ghost Warrior 2","TRUE"
"Sniper: Ghost Warrior","TRUE"
"Snipers","TRUE"
"Snoopy Flying Ace","TRUE"
"Soldier of Fortune: Payback","TRUE"
"Soltrio Solitaire","TRUE"
"Sonic & SEGA Racing","TRUE"
"Sonic Adventure","TRUE"
"Sonic Adventure 2","TRUE"
"Sonic Generations","TRUE"
"SONIC UNLEASHED","TRUE"
"Sonic's Ultimate Genesis Collection","TRUE"
"Soulcalibur IV","TRUE"
"Soulcalibur V","TRUE"
"SOUTH PARK LET'S GO TOWER DEFENSE PLAY!","TRUE"
"South Park: Tenorman's Revenge","TRUE"
"Space Ark","TRUE"
"Space Channel 5 Part 2","TRUE"
"Space Chimps","TRUE"
"Space Invaders Extreme","TRUE"
"Space Invaders Infinity Gene","TRUE"
"Spare Parts","TRUE"
"Spartacus Legends","TRUE"
"Spec Ops: The Line","TRUE"
"Spectral Force 3: Innocent Rage","TRUE"
"SpiderMan 3","TRUE"
"SpiderMan:Dimensions","TRUE"
"Spiderwick Chronicles","TRUE"
"SPLATTERHOUSE","TRUE"
"Split/Second","TRUE"
"SpongeBob HeroPants","TRUE"
"SpongeBob Sparepants: Underpants Slam!","TRUE"
"SpongeBob Squarepants: Plankton's Robotic Revenge","TRUE"
"SpongeBob: TruthSq.","TRUE"
"SpongeBob's Truth or Square","TRUE"
"Spyglass Board Games","TRUE"
"Stacking","TRUE"
"Star Ocean: The Last Hope","TRUE"
"Star Raiders","TRUE"
"Star Trek","TRUE"
"Star Trek Legacy","TRUE"
"Star Wars: The Clone Wars - Republic Heroes","TRUE"
"State of Decay","TRUE"
"STORM","TRUE"
"Stormrise","TRUE"
"Stranglehold","TRUE"
"Strania  The Stella Machina","TRUE"
"Street Fighter II Hyper Fighting","TRUE"
"Street Fighter III: Third Strike Online Edition","TRUE"
"STREET FIGHTER IV","TRUE"
"STREET FIGHTER X TEKKEN","TRUE"
"Street Trace: NYC","TRUE"
"Streets of Rage 2","TRUE"
"STRIDER","TRUE"
"Stuntman: Ignition","TRUE"
"STX","TRUE"
"Summer Stars 2012","TRUE"
"Super Contra","TRUE"
"Super Hero Squad: The Infinity Gauntlet","TRUE"
"Super Puzzle Fighter II Turbo HD Remix","TRUE"
"Super Street Fighter II Turbo HD Remix","TRUE"
"SUPER STREETFIGHTER IV ARCADE EDITION","TRUE"
"Super Time Force","TRUE"
"Superman Returns","TRUE"
"Superstars V8 Next Challenge","TRUE"
"Supremacy MMA","TRUE"
"Surf's Up","TRUE"
"Swarm","TRUE"
"Switchball","TRUE"
"Syberia 2","TRUE"
"Syndicate","TRUE"
"Takedown:  Red Sabre","TRUE"
"Tales from Space: Mutant Blobs Attack","TRUE"
"Tales from the Borderlands","TRUE"
"Tales of Vesperia","TRUE"
"Tecmo Bowl Throwback","TRUE"
"Teenage Mutant Ninja Turtles: Danger of the Ooze","TRUE"
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","TRUE"
"Teenage Mutant Ninja Turtles: Out of the Shadows","TRUE"
"TEKKEN 6","TRUE"
"Tempest","TRUE"
"Tenchu Z","TRUE"
"Tengai Makyou Ziria: Haruka naru Jipang","TRUE"
"Terraria  Xbox 360 Edition","TRUE"
"Terraria – Xbox 360 Edition","TRUE"
"Test Drive Unlimited","TRUE"
"Test Drive Unlimited 2","TRUE"
"Testament of Sherlock Holmes","TRUE"
"Tetris Splash","TRUE"
"Tetris: The Grand Master Ace","TRUE"
"Texas Cheat'em","TRUE"
"The Adventures of Tintin: The Game","TRUE"
"The AllNew 2011 Outlander Sport","TRUE"
"The Amazing SpiderMan","TRUE"
"The Amazing SpiderMan 2","TRUE"
"The BIGS","TRUE"
"The BIGS 2","TRUE"
"The Bluecoats  North vs South","TRUE"
"The Book of Unwritten Tales 2","TRUE"
"The Bourne Conspiracy","TRUE"
"The Bridge","TRUE"
"The Bureau: XCOM Declassified","TRUE"
"The Chronicles of Narnia: Prince Caspian","TRUE"
"The Club","TRUE"
"The Conveni 200X","TRUE"
"The Crew","TRUE"
"The Cursed Crusade","TRUE"
"The Darkness","TRUE"
"The Darkness II","TRUE"
"The Dishwasher: Dead Samurai","TRUE"
"The Dishwasher: Vampire Smile","TRUE"
"The Elder Scrolls IV: Oblivion","TRUE"
"The Elder Scrolls V: Skyrim","TRUE"
"The Escapists","TRUE"
"The Evil Within","TRUE"
"The Expendables 2 Videogame","TRUE"
"The Fancy Pants Adventures","TRUE"
"The First Templar","TRUE"
"The Godfather","TRUE"
"The Godfather II","TRUE"
"The Golden Compass","TRUE"
"The Idolmaster","TRUE"
"The Idolmaster Live For You!","TRUE"
"The Idolmaster Twins","TRUE"
"The Incredible Hulk","TRUE"
"The King of Fighters 2002 Ultimate Match","TRUE"
"The King of Fighters SKY STAGE","TRUE"
"The King of Fighters XII","TRUE"
"THE KING OF FIGHTERS XIII","TRUE"
"The Last Remnant","TRUE"
"The Legend of Korra","TRUE"
"The Legend of Spyro: A New Beginning","TRUE"
"The LEGO Movie Videogame","TRUE"
"The Lord of the Rings: War in the North","TRUE"
"The Misadventures of PB Winterbottom","TRUE"
"The Outfit","TRUE"
"The Path of Go","TRUE"
"The Peanuts Movie: Snoopy's Grand Adventure","TRUE"
"The Price is Right: Decades","TRUE"
"The Raven  Legacy of a Master Thief Episode 1","TRUE"
"The Saboteur","TRUE"
"The Serious Sam Collection","TRUE"
"The Simpsons Game","TRUE"
"The Sims 3","TRUE"
"The Sims 3: Pets","TRUE"
"The Smurfs 2","TRUE"
"The Splatters","TRUE"
"The UnderGarden","TRUE"
"The Voice","TRUE"
"The Walking Dead","TRUE"
"The Walking Dead: Michonne  Ep. 1, In Too Deep","TRUE"
"The Walking Dead: Season 2","TRUE"
"The Walking Dead: Season One","TRUE"
"The Walking Dead: Season Two","TRUE"
"The Walking Dead: Survival Instinct","TRUE"
"The Warriors: Street Brawl","TRUE"
"The Wolf Among Us","TRUE"
"Thief","TRUE"
"Things on Wheels","TRUE"
"Thor: God of Thunder","TRUE"
"Thrillville: Off the Rails","TRUE"
"Thunder Wolves","TRUE"
"Tiger Woods PGA TOUR 12: The Masters","TRUE"
"Tiger Woods PGA Tour 13","TRUE"
"Tiger Woods PGA Tour 14","TRUE"
"Tiger Woods PGA TOUR06","TRUE"
"TigerWoodsPGATOUR 08","TRUE"
"TigerWoodsPGATOUR 09","TRUE"
"TigerWoodsPGATOUR 10","TRUE"
"TigerWoodsPGATOUR 11","TRUE"
"TigerWoodsPGATOUR07","TRUE"
"Time Pilot","TRUE"
"TimeShift","TRUE"
"TiQal","TRUE"
"Titanfall","TRUE"
"TMNT","TRUE"
"TNA iMPACT!","TRUE"
"TNT Racers","TRUE"
"Tom Clancy's EndWar","TRUE"
"Tom Clancy's Ghost Recon Advanced Warfighter","TRUE"
"Tom Clancy's Ghost Recon Advanced Warfighter 2","TRUE"
"Tom Clancy's Ghost Recon: Future Soldier","TRUE"
"Tom Clancy's H.A.W.X","TRUE"
"Tom Clancy's Splinter Cell Conviction","TRUE"
"Tom Clancy's Splinter Cell Double Agent","TRUE"
"Tom Clancy's Splinter Cell: Blacklist","TRUE"
"Tom Clancys H.A.W.X. 2","TRUE"
"Tomb Raider","TRUE"
"Tomb Raider Underworld","TRUE"
"Tomb Raider: Anniversary","TRUE"
"Tomb Raider:Legend","TRUE"
"Tony Hawk: RIDE","TRUE"
"Tony Hawk's American Wasteland","TRUE"
"Tony Hawk's Pro Skater 5","TRUE"
"Tony Hawk's Pro Skater HD","TRUE"
"Tony Hawk's Proving Ground","TRUE"
"Too Human","TRUE"
"Top Gun: Hard Lock","TRUE"
"Top Hand Rodeo Tour","FALSE"
"Tornado Outbreak","TRUE"
"TotemBall","TRUE"
"Tour de France 2009  The Official Game","TRUE"
"Tour de France 2013","TRUE"
"Tour de France 2013  100th Edition","TRUE"
"Tower Bloxx Deluxe","TRUE"
"Toy Story Mania!","TRUE"
"Toybox Turbos","TRUE"
"Track and Field","TRUE"
"TRANSFORMERS: Dark of the Moon","TRUE"
"TRANSFORMERS: Devastation","TRUE"
"TRANSFORMERS: Fall of Cybertron","TRUE"
"Transformers: Revenge of the Fallen","TRUE"
"TRANSFORMERS: Rise of the Dark Spark","TRUE"
"Transformers: The Game","TRUE"
"Transformers: War for Cybertron","TRUE"
"Trials Evolution","TRUE"
"Trials Fusion","FALSE"
"Trine 2","FALSE"
"Trivial Pursuit","FALSE"
"Trivial Pursuit Live!","FALSE"
"TRON","TRUE"
"Tropico 3","TRUE"
"Tropico 4","TRUE"
"Tropico 5","TRUE"
"Trouble Witches Neo","TRUE"
"Truck Racer","TRUE"
"Tsūshin Taisen Mahjong Touryūmon","TRUE"
"Turbo: Super Stunt Squad","TRUE"
"Turning Point","TRUE"
"Two Worlds","TRUE"
"Two Worlds II","TRUE"
"uDraw Studio: Instant Artist","TRUE"
"UEFA Champions League 20062007","TRUE"
"UEFA CL 20062007","TRUE"
"UEFA EURO 2008","TRUE"
"UFC Undisputed 2009","TRUE"
"UFC Undisputed 2010","TRUE"
"UFC Undisputed 3","TRUE"
"Under Defeat HD: Deluxe Edition","FALSE"
"Undertow","TRUE"
"Universe at War: Earth Assault","TRUE"
"Uno","TRUE"
"Unreal Tournament 3","TRUE"
"Up","TRUE"
"Valiant Hearts: The Great War","TRUE"
"Vampire Rain","TRUE"
"Vancouver 2010 - The Official Video Game of the Olympic Winter Games","TRUE"
"Vandal Hearts: Flames of Judgment","TRUE"
"VANQUISH","TRUE"
"Velvet Assassin","TRUE"
"Vessel","TRUE"
"Victorious: Time to Shine","TRUE"
"Vigilante 8: Arcade","TRUE"
"Viking","TRUE"
"Virtua Fighter 2","TRUE"
"Virtua Fighter 5","TRUE"
"Virtua Tennis 2009","TRUE"
"Virtua Tennis 3","TRUE"
"Virtua Tennis 4","TRUE"
"Viva Pinata: Party Animals","TRUE"
"Voltron: Defender of the Universe","TRUE"
"Voodoo Dice","TRUE"
"WALLE","TRUE"
"WANTED:Weapons of Fate","TRUE"
"War World","TRUE"
"Warface","TRUE"
"Warhammer 40,000: Kill Team","TRUE"
"Warhammer 40,000: Space Marine","TRUE"
"Warhammer:BattleMarch","TRUE"
"Warlords","TRUE"
"Warp","TRUE"
"WARRIORS OROCHI","TRUE"
"WARRIORS OROCHI 2","TRUE"
"WARRIORS OROCHI 3","TRUE"
"Warriors: Legends of Troy","TRUE"
"WarTech: Senko no Ronde","TRUE"
"Watch Dogs","TRUE"
"Watchmen: The End is Nigh","TRUE"
"Watchmen: The End is Nigh Part 2","TRUE"
"Way of the Dogg","TRUE"
"Way of the Samurai 3","TRUE"
"WET","TRUE"
"Wheel of Fortune","TRUE"
"Wheelman","TRUE"
"Where the Wild Things Are","TRUE"
"Who Wants to Be a Millionaire? 2012 Edition","TRUE"
"Who Wants To Be A Millionaire? Special Editions","TRUE"
"Wik: Fable of Souls","TRUE"
"Wing Commander Arena","TRUE"
"Winter Sports 2010","TRUE"
"Winter Stars","TRUE"
"Wipeout 2","TRUE"
"Wipeout: Create & Crash","TRUE"
"Wits & Wagers","TRUE"
"Wolf of the Battlefield: Commando 3","TRUE"
"Wolfenstein","TRUE"
"Wolfenstein: The New Order","TRUE"
"World Gone Sour","TRUE"
"World of Tanks","TRUE"
"World Series of Poker: Tournament of Champions","TRUE"
"Worms","TRUE"
"Worms 2: Armageddon","TRUE"
"Worms Revolution","TRUE"
"Worms: Ultimate Mayhem","TRUE"
"WRC 5 FIA World Rally Championship","TRUE"
"Wreckateer","TRUE"
"Wrecked Revenge Revisited","TRUE"
"WWE '12","TRUE"
"WWE '13","TRUE"
"WWE 2K14","TRUE"
"WWE 2K15","TRUE"
"WWE 2K16","TRUE"
"WWE 2K17","TRUE"
"WWE All Stars","TRUE"
"WWE Legends of WrestleMania","TRUE"
"WWE Smackdown vs. Raw 2011","TRUE"
"XBlades","TRUE"
"XEVIOUS","TRUE"
"Xotic","TRUE"
"Yaiba: Ninja Gaiden Z","TRUE"
"Yar's Revenge","TRUE"
"Yie Ar KungFu","TRUE"
"YoHo Kablammo","TRUE"
"Yosumin! LIVE","TRUE"
"YOU DONT KNOW JACK","TRUE"
"You're in the Movies","TRUE"
"Young Justice: Legacy","TRUE"
"YuGiOh! 5D's Decade Duels Plus","TRUE"
"YuGiOh! Millennium Duels","TRUE"
"Zegapain NOT","TRUE"
"Zegapain XOR","TRUE"
"Zeit Squared","TRUE"
"Zeno Clash 2","TRUE"
"Zeno Clash Ultimate Edition","TRUE"
"Zero D Beat Drop","TRUE"
"Zoids Assault","TRUE"
"Zoids Infinity EX Neo","TRUE"
"ZOMBIE APOCALYPSE","TRUE"
"Zombie Apocalypse: Never Die Alone","TRUE"
"Zombie Driver HD","TRUE"
"Zombie Wranglers","TRUE"
"ZONE OF THE ENDERS HD COLLECTION","TRUE"
"Zoo Tycoon","TRUE"
