DATE,DSPIC96
1959-01-01,2056.5
1959-02-01,2063.5
1959-03-01,2075.1
1959-04-01,2087.7
1959-05-01,2099.6
1959-06-01,2106.9
1959-07-01,2103.3
1959-08-01,2091.1
1959-09-01,2091.2
1959-10-01,2093.9
1959-11-01,2108.7
1959-12-01,2127.7
1960-01-01,2134.9
1960-02-01,2134.3
1960-03-01,2136.7
1960-04-01,2144.8
1960-05-01,2149.8
1960-06-01,2151.3
1960-07-01,2153.0
1960-08-01,2150.4
1960-09-01,2154.0
1960-10-01,2161.8
1960-11-01,2151.9
1960-12-01,2141.0
1961-01-01,2163.4
1961-02-01,2172.6
1961-03-01,2181.4
1961-04-01,2186.6
1961-05-01,2203.3
1961-06-01,2226.7
1961-07-01,2234.4
1961-08-01,2233.9
1961-09-01,2236.2
1961-10-01,2259.2
1961-11-01,2280.7
1961-12-01,2293.8
1962-01-01,2287.2
1962-02-01,2298.4
1962-03-01,2313.2
1962-04-01,2322.7
1962-05-01,2323.2
1962-06-01,2325.7
1962-07-01,2334.7
1962-08-01,2336.4
1962-09-01,2337.0
1962-10-01,2347.3
1962-11-01,2356.1
1962-12-01,2366.6
1963-01-01,2383.3
1963-02-01,2368.9
1963-03-01,2378.3
1963-04-01,2389.1
1963-05-01,2397.1
1963-06-01,2410.8
1963-07-01,2412.8
1963-08-01,2423.1
1963-09-01,2440.5
1963-10-01,2455.6
1963-11-01,2460.1
1963-12-01,2479.4
1964-01-01,2489.2
1964-02-01,2496.5
1964-03-01,2554.6
1964-04-01,2568.7
1964-05-01,2582.5
1964-06-01,2591.7
1964-07-01,2600.6
1964-08-01,2616.1
1964-09-01,2626.2
1964-10-01,2625.6
1964-11-01,2640.4
1964-12-01,2665.8
1965-01-01,2672.3
1965-02-01,2672.4
1965-03-01,2680.6
1965-04-01,2685.0
1965-05-01,2713.8
1965-06-01,2717.2
1965-07-01,2745.2
1965-08-01,2758.8
1965-09-01,2834.5
1965-10-01,2817.8
1965-11-01,2838.6
1965-12-01,2850.0
1966-01-01,2854.1
1966-02-01,2863.9
1966-03-01,2872.7
1966-04-01,2864.0
1966-05-01,2868.4
1966-06-01,2880.6
1966-07-01,2891.0
1966-08-01,2905.4
1966-09-01,2921.2
1966-10-01,2932.3
1966-11-01,2945.0
1966-12-01,2941.7
1967-01-01,2972.8
1967-02-01,2977.7
1967-03-01,3000.1
1967-04-01,2999.1
1967-05-01,3005.1
1967-06-01,3016.1
1967-07-01,3029.2
1967-08-01,3038.8
1967-09-01,3037.4
1967-10-01,3036.8
1967-11-01,3054.2
1967-12-01,3080.3
1968-01-01,3085.1
1968-02-01,3107.0
1968-03-01,3136.1
1968-04-01,3149.0
1968-05-01,3160.9
1968-06-01,3174.0
1968-07-01,3167.7
1968-08-01,3170.3
1968-09-01,3168.8
1968-10-01,3180.2
1968-11-01,3190.9
1968-12-01,3200.7
1969-01-01,3195.7
1969-02-01,3195.2
1969-03-01,3200.3
1969-04-01,3200.3
1969-05-01,3237.0
1969-06-01,3259.4
1969-07-01,3284.2
1969-08-01,3305.7
1969-09-01,3312.0
1969-10-01,3322.4
1969-11-01,3326.0
1969-12-01,3330.9
1970-01-01,3349.5
1970-02-01,3358.5
1970-03-01,3369.1
1970-04-01,3414.1
1970-05-01,3396.6
1970-06-01,3385.3
1970-07-01,3441.7
1970-08-01,3454.0
1970-09-01,3459.6
1970-10-01,3443.0
1970-11-01,3436.2
1970-12-01,3449.7
1971-01-01,3505.4
1971-02-01,3510.0
1971-03-01,3520.7
1971-04-01,3530.5
1971-05-01,3543.2
1971-06-01,3616.1
1971-07-01,3566.1
1971-08-01,3585.7
1971-09-01,3595.0
1971-10-01,3607.9
1971-11-01,3619.7
1971-12-01,3644.5
1972-01-01,3624.1
1972-02-01,3644.0
1972-03-01,3654.0
1972-04-01,3658.6
1972-05-01,3683.4
1972-06-01,3691.6
1972-07-01,3720.8
1972-08-01,3755.5
1972-09-01,3769.3
1972-10-01,3863.0
1972-11-01,3906.8
1972-12-01,3922.0
1973-01-01,3902.0
1973-02-01,3930.1
1973-03-01,3942.6
1973-04-01,3948.6
1973-05-01,3954.5
1973-06-01,3965.4
1973-07-01,3974.7
1973-08-01,3963.0
1973-09-01,3982.6
1973-10-01,4018.1
1973-11-01,4024.7
1973-12-01,4008.5
1974-01-01,3981.7
1974-02-01,3950.4
1974-03-01,3921.0
1974-04-01,3917.5
1974-05-01,3913.4
1974-06-01,3911.1
1974-07-01,3932.2
1974-08-01,3913.8
1974-09-01,3907.5
1974-10-01,3926.2
1974-11-01,3906.2
1974-12-01,3906.0
1975-01-01,3904.5
1975-02-01,3906.1
1975-03-01,3909.3
1975-04-01,3983.1
1975-05-01,4212.2
1975-06-01,4068.6
1975-07-01,4007.5
1975-08-01,4033.4
1975-09-01,4044.6
1975-10-01,4060.7
1975-11-01,4057.8
1975-12-01,4059.8
1976-01-01,4086.0
1976-02-01,4111.0
1976-03-01,4123.5
1976-04-01,4127.3
1976-05-01,4127.5
1976-06-01,4129.7
1976-07-01,4153.7
1976-08-01,4160.8
1976-09-01,4161.2
1976-10-01,4155.7
1976-11-01,4192.3
1976-12-01,4202.1
1977-01-01,4185.4
1977-02-01,4149.6
1977-03-01,4211.2
1977-04-01,4224.6
1977-05-01,4229.2
1977-06-01,4248.6
1977-07-01,4279.0
1977-08-01,4297.3
1977-09-01,4320.6
1977-10-01,4352.9
1977-11-01,4388.3
1977-12-01,4404.8
1978-01-01,4384.1
1978-02-01,4409.6
1978-03-01,4445.6
1978-04-01,4459.5
1978-05-01,4455.5
1978-06-01,4455.2
1978-07-01,4476.7
1978-08-01,4494.5
1978-09-01,4495.2
1978-10-01,4512.3
1978-11-01,4517.6
1978-12-01,4542.7
1979-01-01,4555.5
1979-02-01,4573.9
1979-03-01,4587.3
1979-04-01,4551.0
1979-05-01,4529.6
1979-06-01,4518.2
1979-07-01,4551.6
1979-08-01,4557.0
1979-09-01,4554.6
1979-10-01,4559.8
1979-11-01,4575.0
1979-12-01,4587.6
1980-01-01,4618.8
1980-02-01,4593.4
1980-03-01,4557.1
1980-04-01,4529.9
1980-05-01,4516.6
1980-06-01,4522.9
1980-07-01,4564.4
1980-08-01,4572.7
1980-09-01,4597.7
1980-10-01,4653.2
1980-11-01,4664.9
1980-12-01,4686.4
1981-01-01,4664.0
1981-02-01,4646.2
1981-03-01,4656.7
1981-04-01,4642.0
1981-05-01,4649.3
1981-06-01,4672.3
1981-07-01,4743.7
1981-08-01,4755.3
1981-09-01,4750.2
1981-10-01,4760.2
1981-11-01,4761.9
1981-12-01,4755.2
1982-01-01,4757.1
1982-02-01,4769.5
1982-03-01,4768.1
1982-04-01,4814.9
1982-05-01,4794.6
1982-06-01,4767.6
1982-07-01,4815.8
1982-08-01,4819.3
1982-09-01,4818.9
1982-10-01,4818.6
1982-11-01,4838.2
1982-12-01,4862.3
1983-01-01,4872.3
1983-02-01,4874.2
1983-03-01,4897.2
1983-04-01,4906.0
1983-05-01,4922.6
1983-06-01,4919.2
1983-07-01,4982.4
1983-08-01,4979.6
1983-09-01,5008.2
1983-10-01,5052.8
1983-11-01,5096.7
1983-12-01,5143.3
1984-01-01,5169.1
1984-02-01,5200.6
1984-03-01,5235.0
1984-04-01,5271.0
1984-05-01,5279.2
1984-06-01,5314.8
1984-07-01,5322.7
1984-08-01,5360.7
1984-09-01,5399.2
1984-10-01,5378.7
1984-11-01,5401.4
1984-12-01,5434.8
1985-01-01,5433.6
1985-02-01,5384.1
1985-03-01,5358.6
1985-04-01,5450.3
1985-05-01,5578.0
1985-06-01,5459.2
1985-07-01,5472.0
1985-08-01,5468.0
1985-09-01,5492.3
1985-10-01,5520.8
1985-11-01,5533.2
1985-12-01,5567.2
1986-01-01,5571.0
1986-02-01,5599.9
1986-03-01,5657.3
1986-04-01,5680.0
1986-05-01,5687.3
1986-06-01,5684.5
1986-07-01,5715.9
1986-08-01,5725.3
1986-09-01,5731.3
1986-10-01,5727.9
1986-11-01,5732.3
1986-12-01,5742.9
1987-01-01,5759.2
1987-02-01,5789.9
1987-03-01,5796.1
1987-04-01,5577.4
1987-05-01,5803.3
1987-06-01,5795.4
1987-07-01,5812.7
1987-08-01,5837.8
1987-09-01,5838.2
1987-10-01,5874.9
1987-11-01,5897.1
1987-12-01,5950.6
1988-01-01,5963.8
1988-02-01,5996.9
1988-03-01,6020.3
1988-04-01,6041.6
1988-05-01,6050.4
1988-06-01,6073.7
1988-07-01,6098.4
1988-08-01,6116.7
1988-09-01,6125.6
1988-10-01,6159.5
1988-11-01,6162.0
1988-12-01,6196.4
1989-01-01,6224.8
1989-02-01,6244.7
1989-03-01,6276.6
1989-04-01,6244.0
1989-05-01,6215.1
1989-06-01,6232.2
1989-07-01,6256.9
1989-08-01,6272.6
1989-09-01,6289.0
1989-10-01,6318.1
1989-11-01,6325.1
1989-12-01,6326.7
1990-01-01,6366.2
1990-02-01,6382.0
1990-03-01,6381.0
1990-04-01,6419.2
1990-05-01,6405.2
1990-06-01,6419.4
1990-07-01,6442.5
1990-08-01,6404.7
1990-09-01,6404.0
1990-10-01,6353.2
1990-11-01,6354.9
1990-12-01,6390.3
1991-01-01,6369.3
1991-02-01,6379.4
1991-03-01,6390.6
1991-04-01,6412.7
1991-05-01,6412.9
1991-06-01,6445.9
1991-07-01,6432.8
1991-08-01,6445.0
1991-09-01,6463.7
1991-10-01,6474.0
1991-11-01,6486.7
1991-12-01,6546.2
1992-01-01,6616.3
1992-02-01,6649.9
1992-03-01,6659.6
1992-04-01,6679.4
1992-05-01,6712.9
1992-06-01,6741.7
1992-07-01,6736.8
1992-08-01,6759.6
1992-09-01,6725.8
1992-10-01,6682.5
1992-11-01,6685.9
1992-12-01,6922.8
1993-01-01,6793.6
1993-02-01,6817.1
1993-03-01,6794.6
1993-04-01,6825.9
1993-05-01,6814.5
1993-06-01,6800.8
1993-07-01,6817.1
1993-08-01,6826.9
1993-09-01,6809.3
1993-10-01,6772.6
1993-11-01,6791.6
1993-12-01,7023.2
1994-01-01,6892.9
1994-02-01,6908.4
1994-03-01,6930.4
1994-04-01,6932.6
1994-05-01,7016.1
1994-06-01,7002.8
1994-07-01,7008.8
1994-08-01,7019.1
1994-09-01,7048.2
1994-10-01,7113.4
1994-11-01,7111.1
1994-12-01,7144.2
1995-01-01,7174.2
1995-02-01,7190.3
1995-03-01,7208.3
1995-04-01,7153.1
1995-05-01,7223.3
1995-06-01,7245.4
1995-07-01,7259.9
1995-08-01,7265.8
1995-09-01,7289.4
1995-10-01,7297.7
1995-11-01,7317.5
1995-12-01,7326.1
1996-01-01,7337.5
1996-02-01,7394.6
1996-03-01,7419.1
1996-04-01,7376.4
1996-05-01,7470.8
1996-06-01,7515.5
1996-07-01,7495.6
1996-08-01,7513.8
1996-09-01,7531.8
1996-10-01,7530.8
1996-11-01,7550.6
1996-12-01,7577.2
1997-01-01,7602.1
1997-02-01,7624.6
1997-03-01,7659.5
1997-04-01,7664.7
1997-05-01,7696.3
1997-06-01,7720.6
1997-07-01,7751.8
1997-08-01,7791.7
1997-09-01,7813.0
1997-10-01,7849.7
1997-11-01,7898.4
1997-12-01,7942.9
1998-01-01,8015.0
1998-02-01,8067.0
1998-03-01,8114.0
1998-04-01,8140.5
1998-05-01,8173.6
1998-06-01,8219.9
1998-07-01,8234.8
1998-08-01,8261.8
1998-09-01,8287.3
1998-10-01,8301.1
1998-11-01,8335.0
1998-12-01,8349.5
1999-01-01,8381.7
1999-02-01,8409.0
1999-03-01,8418.6
1999-04-01,8402.6
1999-05-01,8420.1
1999-06-01,8448.9
1999-07-01,8458.4
1999-08-01,8494.4
1999-09-01,8488.3
1999-10-01,8541.3
1999-11-01,8601.7
1999-12-01,8672.2
2000-01-01,8744.8
2000-02-01,8778.7
2000-03-01,8800.6
2000-04-01,8836.9
2000-05-01,8869.8
2000-06-01,8890.2
2000-07-01,8937.1
2000-08-01,8985.2
2000-09-01,8985.5
2000-10-01,9000.0
2000-11-01,8994.0
2000-12-01,9004.6
2001-01-01,9054.5
2001-02-01,9073.0
2001-03-01,9101.3
2001-04-01,9080.8
2001-05-01,9061.7
2001-06-01,9062.4
2001-07-01,9198.4
2001-08-01,9359.0
2001-09-01,9290.6
2001-10-01,9145.7
2001-11-01,9167.5
2001-12-01,9190.4
2002-01-01,9385.7
2002-02-01,9395.5
2002-03-01,9391.3
2002-04-01,9417.9
2002-05-01,9438.5
2002-06-01,9459.0
2002-07-01,9429.7
2002-08-01,9422.0
2002-09-01,9427.1
2002-10-01,9448.3
2002-11-01,9469.5
2002-12-01,9497.0
2003-01-01,9500.8
2003-02-01,9481.3
2003-03-01,9514.9
2003-04-01,9576.2
2003-05-01,9650.6
2003-06-01,9683.2
2003-07-01,9792.1
2003-08-01,9852.8
2003-09-01,9739.0
2003-10-01,9780.6
2003-11-01,9852.4
2003-12-01,9869.1
2004-01-01,9879.9
2004-02-01,9900.7
2004-03-01,9936.6
2004-04-01,9969.2
2004-05-01,10020.2
2004-06-01,10020.5
2004-07-01,10036.4
2004-08-01,10065.8
2004-09-01,10066.0
2004-10-01,10075.0
2004-11-01,10051.2
2004-12-01,10418.5
2005-01-01,10070.4
2005-02-01,10074.5
2005-03-01,10105.9
2005-04-01,10125.6
2005-05-01,10167.5
2005-06-01,10196.8
2005-07-01,10222.5
2005-08-01,10238.0
2005-09-01,10185.6
2005-10-01,10234.6
2005-11-01,10304.9
2005-12-01,10359.6
2006-01-01,10498.6
2006-02-01,10543.4
2006-03-01,10562.7
2006-04-01,10549.1
2006-05-01,10539.8
2006-06-01,10563.3
2006-07-01,10560.4
2006-08-01,10558.6
2006-09-01,10623.5
2006-10-01,10684.6
2006-11-01,10722.4
2006-12-01,10750.4
2007-01-01,10759.9
2007-02-01,10788.0
2007-03-01,10820.6
2007-04-01,10818.3
2007-05-01,10813.0
2007-06-01,10800.7
2007-07-01,10825.1
2007-08-01,10831.6
2007-09-01,10859.2
2007-10-01,10839.4
2007-11-01,10828.9
2007-12-01,10874.9
2008-01-01,10906.2
2008-02-01,10925.4
2008-03-01,10948.4
2008-04-01,10906.9
2008-05-01,11431.6
2008-06-01,11129.8
2008-07-01,10954.3
2008-08-01,10866.7
2008-09-01,10878.9
2008-10-01,10933.0
2008-11-01,11008.9
2008-12-01,10969.2
2009-01-01,11015.1
2009-02-01,10916.0
2009-03-01,10916.6
2009-04-01,10976.4
2009-05-01,11147.2
2009-06-01,10958.0
2009-07-01,10919.5
2009-08-01,10892.4
2009-09-01,10907.1
2009-10-01,10862.6
2009-11-01,10888.0
2009-12-01,10925.7
2010-01-01,10906.7
2010-02-01,10887.5
2010-03-01,10912.0
2010-04-01,10993.2
2010-05-01,11067.0
2010-06-01,11071.3
2010-07-01,11080.5
2010-08-01,11114.7
2010-09-01,11101.2
2010-10-01,11128.3
2010-11-01,11160.8
2010-12-01,11239.0
2011-01-01,11297.4
2011-02-01,11329.0
2011-03-01,11312.4
2011-04-01,11282.8
2011-05-01,11277.1
2011-06-01,11325.8
2011-07-01,11371.2
2011-08-01,11363.5
2011-09-01,11330.8
2011-10-01,11340.8
2011-11-01,11329.3
2011-12-01,11416.0
2012-01-01,11495.2
2012-02-01,11559.0
2012-03-01,11589.0
2012-04-01,11620.0
2012-05-01,11632.1
2012-06-01,11657.8
2012-07-01,11626.4
2012-08-01,11605.6
2012-09-01,11660.2
2012-10-01,11729.1
2012-11-01,11884.7
2012-12-01,12194.8
2013-01-01,11435.5
2013-02-01,11432.8
2013-03-01,11445.1
2013-04-01,11449.8
2013-05-01,11517.9
2013-06-01,11545.5
2013-07-01,11538.9
2013-08-01,11573.5
2013-09-01,11602.8
2013-10-01,11572.2
2013-11-01,11602.3
2013-12-01,11615.4
2014-01-01,11658.2
2014-02-01,11723.9
2014-03-01,11793.9
2014-04-01,11826.5
2014-05-01,11875.4
2014-06-01,11932.1
2014-07-01,11955.2
2014-08-01,12009.6
2014-09-01,12026.7
2014-10-01,12080.1
2014-11-01,12126.8
2014-12-01,12163.4
2015-01-01,12171.1
2015-02-01,12191.4
2015-03-01,12186.5
2015-04-01,12260.3
2015-05-01,12304.1
2015-06-01,12335.4
2015-07-01,12365.9
2015-08-01,12403.1
2015-09-01,12427.6
2015-10-01,12461.6
2015-11-01,12477.3
2015-12-01,12534.1
2016-01-01,12545.8
2016-02-01,12546.4
2016-03-01,12575.8
2016-04-01,12601.8
2016-05-01,12616.4
2016-06-01,12643.9
2016-07-01,12683.4
2016-08-01,12687.7
2016-09-01,12694.1
