"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:4eQBR73G4PW5V7iVJNWfR8","James TW - Your Favorite Coffeehouse",0,"https://p.scdn.co/mp3-preview/c2c1dcb47c3a14f75372cdfc1d407711feaa6c15","Various Artists",NA,0.819,11,-5.837,1,NA,0.0283,0,NA,NA,0,"audio_features","4eQBR73G4PW5V7iVJNWfR8","https://api.spotify.com/v1/tracks/4eQBR73G4PW5V7iVJNWfR8","https://api.spotify.com/v1/audio-analysis/4eQBR73G4PW5V7iVJNWfR8",6250,NA
"2","spotify:track:1o6YK7phnXgsljfWSQQfWc","When You Love Someone",67,"https://p.scdn.co/mp3-preview/de382e4f90bb01e8db51a49d87c46cf979d81025","James TW",0.675,0.441,7,-6.068,1,0.0281,0.24,0,0.0541,0.346,125.881,"audio_features","1o6YK7phnXgsljfWSQQfWc","https://api.spotify.com/v1/tracks/1o6YK7phnXgsljfWSQQfWc","https://api.spotify.com/v1/audio-analysis/1o6YK7phnXgsljfWSQQfWc",216373,4
"3","spotify:track:7zhxXSGNMVuWMOsFLq1r9h","Skyway Drive-In",63,"https://p.scdn.co/mp3-preview/6a4ae85a2c7cabd6bc7aefd2a0ed6f01b325ea9a","Shane Alexander",0.482,0.171,3,-13.592,1,0.0375,0.901,0,0.105,0.413,121.143,"audio_features","7zhxXSGNMVuWMOsFLq1r9h","https://api.spotify.com/v1/tracks/7zhxXSGNMVuWMOsFLq1r9h","https://api.spotify.com/v1/audio-analysis/7zhxXSGNMVuWMOsFLq1r9h",197080,4
"4","spotify:track:3ldONNW2S58ErqZHs4PvW3","Angel Appearing in a Small Cafe",58,"https://p.scdn.co/mp3-preview/028ceb166f700218d5ed55ad31822648302dcdf0","Chris Trapper",0.585,0.481,9,-13.864,1,0.0522,0.702,0.00266,0.179,0.719,85.028,"audio_features","3ldONNW2S58ErqZHs4PvW3","https://api.spotify.com/v1/tracks/3ldONNW2S58ErqZHs4PvW3","https://api.spotify.com/v1/audio-analysis/3ldONNW2S58ErqZHs4PvW3",104343,4
"5","spotify:track:3ZoUHWKD8piei0TAkDEcnU","We Can Never Go Back - Acoustic",63,"https://p.scdn.co/mp3-preview/d34b478b42d9487a675ee2c8a915d777bf89a389","Joy Williams",0.61,0.229,6,-9.95,1,0.0313,0.837,0.000162,0.122,0.193,127.976,"audio_features","3ZoUHWKD8piei0TAkDEcnU","https://api.spotify.com/v1/tracks/3ZoUHWKD8piei0TAkDEcnU","https://api.spotify.com/v1/audio-analysis/3ZoUHWKD8piei0TAkDEcnU",249893,4
"6","spotify:track:2Czht93zCNSjyqzcmMAsxQ","Walking Stories",61,"https://p.scdn.co/mp3-preview/59f9dfc1ac0f82249bfa61804333e8b0c84ef77d","Jilian Linklater",0.401,0.251,11,-10.374,1,0.0458,0.893,1.57e-05,0.0966,0.502,174.577,"audio_features","2Czht93zCNSjyqzcmMAsxQ","https://api.spotify.com/v1/tracks/2Czht93zCNSjyqzcmMAsxQ","https://api.spotify.com/v1/audio-analysis/2Czht93zCNSjyqzcmMAsxQ",224104,4
"7","spotify:track:1nkmSCRaSVcr1B01ZcBHaw","I Don't Feel It Anymore (Song of the Sparrow)",27,NA,"William Fitzsimmons",0.478,0.203,0,-14.475,1,0.0355,0.935,0.00337,0.105,0.289,112.725,"audio_features","1nkmSCRaSVcr1B01ZcBHaw","https://api.spotify.com/v1/tracks/1nkmSCRaSVcr1B01ZcBHaw","https://api.spotify.com/v1/audio-analysis/1nkmSCRaSVcr1B01ZcBHaw",210627,4
"8","spotify:track:7k2lqQ4Vt9435X24qUISki","Daydream",60,"https://p.scdn.co/mp3-preview/db320fd9db78da2fe97dad2fcc09298ccf105b0e","Ciele",0.685,0.212,4,-11.233,1,0.0354,0.698,4.48e-05,0.166,0.299,139.955,"audio_features","7k2lqQ4Vt9435X24qUISki","https://api.spotify.com/v1/tracks/7k2lqQ4Vt9435X24qUISki","https://api.spotify.com/v1/audio-analysis/7k2lqQ4Vt9435X24qUISki",218404,3
"9","spotify:track:5nA67Y0XX9JipZwYxX7Gl7","This Town",86,"https://p.scdn.co/mp3-preview/c90b4d82a094de5d80d89adcbfc2327b72fc3164","Niall Horan",0.687,0.409,9,-7.751,1,0.0311,0.71,0,0.126,0.17,111.861,"audio_features","5nA67Y0XX9JipZwYxX7Gl7","https://api.spotify.com/v1/tracks/5nA67Y0XX9JipZwYxX7Gl7","https://api.spotify.com/v1/audio-analysis/5nA67Y0XX9JipZwYxX7Gl7",232600,4
"10","spotify:track:2Dz5WpEWA0vhnMmEPYiZ2y","She Is Love",61,"https://p.scdn.co/mp3-preview/9858fb252ea96249fa32ea62c33a0938b28d3846","Parachute",0.622,0.175,6,-9.866,1,0.156,0.683,0,0.109,0.364,136.365,"audio_features","2Dz5WpEWA0vhnMmEPYiZ2y","https://api.spotify.com/v1/tracks/2Dz5WpEWA0vhnMmEPYiZ2y","https://api.spotify.com/v1/audio-analysis/2Dz5WpEWA0vhnMmEPYiZ2y",146067,1
"11","spotify:track:77vpyfnzo1ROWQERRRe21h","All Is Well",31,NA,"Austin Basham",0.34,0.419,11,-12.244,1,0.0337,0.859,0.00211,0.141,0.241,99.938,"audio_features","77vpyfnzo1ROWQERRRe21h","https://api.spotify.com/v1/tracks/77vpyfnzo1ROWQERRRe21h","https://api.spotify.com/v1/audio-analysis/77vpyfnzo1ROWQERRRe21h",256681,4
"12","spotify:track:7GaiL46MFjCh4LfEDeM8HY","Resurrection Fern",63,"https://p.scdn.co/mp3-preview/b5d55e643fcdd3b8cdd1b6a3199daa8cea5ff675","Iron & Wine",0.513,0.355,5,-9.997,1,0.0287,0.284,0,0.108,0.215,75.04,"audio_features","7GaiL46MFjCh4LfEDeM8HY","https://api.spotify.com/v1/tracks/7GaiL46MFjCh4LfEDeM8HY","https://api.spotify.com/v1/audio-analysis/7GaiL46MFjCh4LfEDeM8HY",289800,4
"13","spotify:track:4cObYWHyaRDd3FmD77vJ9h","The First Thing You See - Live",54,"https://p.scdn.co/mp3-preview/9051f8713df60b4aa113da322105465abc9a30a4","Bruno Major",0.396,0.175,6,-16.556,1,0.0624,0.796,0,0.1,0.27,63.501,"audio_features","4cObYWHyaRDd3FmD77vJ9h","https://api.spotify.com/v1/tracks/4cObYWHyaRDd3FmD77vJ9h","https://api.spotify.com/v1/audio-analysis/4cObYWHyaRDd3FmD77vJ9h",159373,3
"14","spotify:track:3iTi975Q6qnoRKrBL1FNsl","Gold",54,"https://p.scdn.co/mp3-preview/fb7fc1eb0f7dc1c577664840042b499a7eb4d1b6","Matt Hartke",0.641,0.415,10,-8.212,1,0.0294,0.69,0,0.0977,0.358,128.091,"audio_features","3iTi975Q6qnoRKrBL1FNsl","https://api.spotify.com/v1/tracks/3iTi975Q6qnoRKrBL1FNsl","https://api.spotify.com/v1/audio-analysis/3iTi975Q6qnoRKrBL1FNsl",256875,4
"15","spotify:track:4t03qcATBoSFWGDDCo29v3","Be As You Are - Acoustic",60,"https://p.scdn.co/mp3-preview/7113916b9ee0e920d16440e0e48977c08e67f683","Mike Posner",0.656,0.324,11,-9.756,0,0.0413,0.828,0,0.114,0.485,144.823,"audio_features","4t03qcATBoSFWGDDCo29v3","https://api.spotify.com/v1/tracks/4t03qcATBoSFWGDDCo29v3","https://api.spotify.com/v1/audio-analysis/4t03qcATBoSFWGDDCo29v3",234213,3
"16","spotify:track:0eGfCq3XivTX6UwU6MUOFV","Fireside",62,"https://p.scdn.co/mp3-preview/24bfdba61cfeb6417839e91c0dbdc00d5d70d47a","Brett Bixby",0.674,0.229,11,-15.371,1,0.029,0.885,0.00139,0.119,0.462,106.004,"audio_features","0eGfCq3XivTX6UwU6MUOFV","https://api.spotify.com/v1/tracks/0eGfCq3XivTX6UwU6MUOFV","https://api.spotify.com/v1/audio-analysis/0eGfCq3XivTX6UwU6MUOFV",195040,4
"17","spotify:track:0g3Vm5xbQsDslbTeN9SwEb","Making All Things New",65,"https://p.scdn.co/mp3-preview/36d4480c52a95fc29aa4729d821c42933e13adac","Aaron Espe",0.787,0.343,0,-11.413,1,0.0298,0.895,0.0275,0.11,0.465,100.007,"audio_features","0g3Vm5xbQsDslbTeN9SwEb","https://api.spotify.com/v1/tracks/0g3Vm5xbQsDslbTeN9SwEb","https://api.spotify.com/v1/audio-analysis/0g3Vm5xbQsDslbTeN9SwEb",159600,4
"18","spotify:track:1JtvwshkJMxfm4oRhJp93C","The Time I've Wasted",62,"https://p.scdn.co/mp3-preview/42f6ba1234fb27b99edea8fb9fc02565346397cb","Lori McKenna",0.473,0.25,5,-11.263,1,0.0304,0.796,8.83e-05,0.101,0.271,145.027,"audio_features","1JtvwshkJMxfm4oRhJp93C","https://api.spotify.com/v1/tracks/1JtvwshkJMxfm4oRhJp93C","https://api.spotify.com/v1/audio-analysis/1JtvwshkJMxfm4oRhJp93C",213249,4
"19","spotify:track:15uTxjdvNnV6U5u5L4vpnM","Mightiest of Guns",63,"https://p.scdn.co/mp3-preview/df6a2ccddbd0c7012f1201c336cb18da5c663e03","A.A. Bondy",0.236,0.16,0,-16.868,1,0.035,0.879,0.0265,0.194,0.122,169.025,"audio_features","15uTxjdvNnV6U5u5L4vpnM","https://api.spotify.com/v1/tracks/15uTxjdvNnV6U5u5L4vpnM","https://api.spotify.com/v1/audio-analysis/15uTxjdvNnV6U5u5L4vpnM",227280,4
"20","spotify:track:3fXbUuDBRoe0PMQ3BItnAc","Unknown",57,"https://p.scdn.co/mp3-preview/8f4c61d40b1eecf37aadd8f80e7f0f205a312c32","Tuvaband",0.417,0.102,6,-16.787,1,0.0368,0.959,0.000275,0.891,0.0863,130.994,"audio_features","3fXbUuDBRoe0PMQ3BItnAc","https://api.spotify.com/v1/tracks/3fXbUuDBRoe0PMQ3BItnAc","https://api.spotify.com/v1/audio-analysis/3fXbUuDBRoe0PMQ3BItnAc",250850,4
"21","spotify:track:3wJiGYjSw7TWeE30Zp4bdQ","Banner (Acoustic)",24,NA,"LIGHTS",0.562,0.325,2,-8.524,1,0.0278,0.833,0,0.16,0.235,144.891,"audio_features","3wJiGYjSw7TWeE30Zp4bdQ","https://api.spotify.com/v1/tracks/3wJiGYjSw7TWeE30Zp4bdQ","https://api.spotify.com/v1/audio-analysis/3wJiGYjSw7TWeE30Zp4bdQ",232440,4
"22","spotify:track:7jKxEGp0zXkwbFTWHHtsdC","Fall Apart Today",62,"https://p.scdn.co/mp3-preview/48fef49ee1b402ffb4b240122795c3177ded7ded","Schuyler Fisk",0.416,0.295,10,-11.523,1,0.0302,0.851,0,0.156,0.517,108.211,"audio_features","7jKxEGp0zXkwbFTWHHtsdC","https://api.spotify.com/v1/tracks/7jKxEGp0zXkwbFTWHHtsdC","https://api.spotify.com/v1/audio-analysis/7jKxEGp0zXkwbFTWHHtsdC",203760,3
"23","spotify:track:1rZFC696WndvqvpFfjr4Wu","I Do",63,"https://p.scdn.co/mp3-preview/fc4a52a95f42c2aecf71c9dfa452ecd37b61bb83","Susie Suh",0.766,0.191,7,-12.606,1,0.0394,0.932,7.95e-06,0.261,0.26,104.03,"audio_features","1rZFC696WndvqvpFfjr4Wu","https://api.spotify.com/v1/tracks/1rZFC696WndvqvpFfjr4Wu","https://api.spotify.com/v1/audio-analysis/1rZFC696WndvqvpFfjr4Wu",212017,4
"24","spotify:track:4Iva3ARdESOfQmRqwFQ0hg","Whisper",60,"https://p.scdn.co/mp3-preview/ba6e344686fcb09fbbd7be81e760c65fba6fa9f4","Perrin Lamb",0.486,0.311,7,-13.796,1,0.027,0.89,0.00386,0.159,0.116,157.869,"audio_features","4Iva3ARdESOfQmRqwFQ0hg","https://api.spotify.com/v1/tracks/4Iva3ARdESOfQmRqwFQ0hg","https://api.spotify.com/v1/audio-analysis/4Iva3ARdESOfQmRqwFQ0hg",240000,4
"25","spotify:track:6UHZNlQ7WkukvtNRcMvcwg","This Too Shall Pass",62,"https://p.scdn.co/mp3-preview/a150bd49dffd6646d75a0ade8584cbd883fc8c90","Sinclair",0.687,0.478,4,-8.995,1,0.0346,0.271,0,0.281,0.578,139.879,"audio_features","6UHZNlQ7WkukvtNRcMvcwg","https://api.spotify.com/v1/tracks/6UHZNlQ7WkukvtNRcMvcwg","https://api.spotify.com/v1/audio-analysis/6UHZNlQ7WkukvtNRcMvcwg",229564,4
"26","spotify:track:7z272VoN0A0ja5NZ537MY7","Forever With You",60,"https://p.scdn.co/mp3-preview/800eedde7473a1fdb6afabb8a3079c5577b3ff83","Nathan Roberts",0.573,0.285,6,-10.556,1,0.0277,0.73,0.000184,0.11,0.119,125.964,"audio_features","7z272VoN0A0ja5NZ537MY7","https://api.spotify.com/v1/tracks/7z272VoN0A0ja5NZ537MY7","https://api.spotify.com/v1/audio-analysis/7z272VoN0A0ja5NZ537MY7",175216,4
