price,url,brand,image,product_name
$275,http://www.flightclub.com/air-jordan-12-retro-deep-royal-blue-white-012570,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/0/1/012570_1.jpg,"
                                air jordan 12 retro ""deep royal""                            "
$225,http://www.flightclub.com/air-jordan-12-retro-black-varsity-red-012394,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598509600-air-jordan-12-retro-black-varsity-red-012394_1.jpg,"
                                air jordan 12 retro ""flu game 2016 release""                            "
$800,http://www.flightclub.com/adidas-yeezy-boost-350-v2-cblack-red-cblack-201536,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/2/0/201536_1.jpg,"
                                yeezy boost 350 v2                            "
$225,http://www.flightclub.com/air-jordan-11-retro-low-white-mtlc-gold-coin-black-012487,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743078-air-jordan-11-retro-low-closing-ceremony-white-mtlc-gold-coin-black-012487_1.jpg,"
                                air jordan 11 retro low ""closing ceremony""                            "
$175,http://www.flightclub.com/adidas-nmd-r1-white-white-201221,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743030-adidas-nmd-r1-triple-white-white-white-201221_1.jpg,"
                                nmd r1 ""triple white""                            "
$225,http://www.flightclub.com/air-jordan-1-retro-high-og-white-black-varsity-red-012566,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/0/1/012566_1.jpg,"
                                air jordan 1 retro high og ""black toe 2016...                            "
$800,http://www.flightclub.com/adidas-yeezy-boost-350-v2-stegry-beluga-solred-201422,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743105-adidas-yeezy-boost-350-v2-stegry-beluga-solred-201422_1.jpg,"
                                yeezy boost 350 v2                            "
$175,http://www.flightclub.com/adidas-nmd-r1-green-white-grey-201404,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743102-adidas-nmd-r1-olive-euro-green-white-grey-201404_1.jpg,"
                                nmd r1                            "
$250,http://www.flightclub.com/air-jordan-1-retro-high-og-black-varsity-red-white-012496,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743093-air-jordan-1-retro-high-og-banned-2016-release-black-varsity-red-white-012496_1.jpg,"
                                air jordan 1 retro high og ""banned 2016 release""                            "
$650,http://www.flightclub.com/adidas-yeezy-boost-350-v2-cblack-coppmt-cblack-201539,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/2/0/201539_1.jpg,"
                                yeezy boost 350 v2                            "
$300,http://www.flightclub.com/air-jordan-11-retro-black-gym-red-white-anthracite-012345,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-72-10-black-gym-red-white-anthcite-012345_1.jpg,"
                                air jordan 11 retro ""72-10""                            "
$600,http://www.flightclub.com/adidas-yeezy-boost-350-v2-cblack-green-cblack-201538,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/2/0/201538_1.jpg,"
                                yeezy boost 350 v2                            "
$225,http://www.flightclub.com/air-jordan-11-retro-low-white-varsity-red-black-012441,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365879-air-jordan-11-retro-low-2016-release-white-varsity-red-black-012441_1.jpg,"
                                air jordan 11 retro low ""2016 release""                            "
$275,http://www.flightclub.com/air-jordan-4-retro-og-white-fire-red-black-tech-grey-012379,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63612687658-air-jordan-4-retro-og-white-cement-2016-release-white-fire-red-black-tech-grey-012379_1.jpg,"
                                air jordan 4 retro og ""white cement 2016 release""                            "
$300,http://www.flightclub.com/air-jordan-11-retro-white-legend-blue-012088,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-legend-blue-white-legend-blue-012088_1.jpg,"
                                air jordan 11 retro ""legend blue""                            "
$275,http://www.flightclub.com/air-jordan-12-retro-wool-dark-grey-metallic-silver-012514,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63612687659-air-jordan-12-retro-wool-dark-grey-metallic-silver-012514_1.jpg,"
                                air jordan 12 retro wool                            "
$250,http://www.flightclub.com/air-jordan-5-retro-og-black-fire-red-mtllc-slvr-wht-012471,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/0/1/012471_1.jpg,"
                                air jordan 5 retro og ""2016 release""                            "
$250,http://www.flightclub.com/adidas-ultra-boost-m-white-white-201264,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598496566-adidas-ultraboost-m-2016-release-white-white-201264_1.jpg,"
                                ultra boost m                            "
$225,http://www.flightclub.com/air-jordan-12-retro-gym-red-white-black-012457,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63601443045-air-jordan-12-retro-gym-red-gym-red-white-black-012457_1.jpg,"
                                air jordan 12 retro ""gym red""                            "
$150,http://www.flightclub.com/air-jordan-4-retro-mid-nvy-mtllc-gld-gld-lf-white-012400,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743018-air-jordan-4-retro-dunk-from-above-mid-nvy-mtllc-gld-gld-lf-white-012400_1.jpg,"
                                air jordan 4 retro ""dunk from above""                            "
$250,http://www.flightclub.com/air-jordan-12-retro-black-gym-red-white-012500,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743094-air-jordan-12-retro-nylon-black-gym-red-white-012500_1.jpg,"
                                air jordan 12 retro ""nylon""                            "
$375,http://www.flightclub.com/air-jordan-12-retro-black-white-black-mtllc-gold-012382,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742996-air-jordan-12-retro-the-master-black-white-black-mtllc-gold-012382_1.jpg,"
                                air jordan 12 retro ""the master""                            "
$200,http://www.flightclub.com/air-jordan-4-retro-white-black-gym-red-012353,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63612687658-air-jordan-4-retro-alternate-89-white-black-gym-red-012353_1.jpg,"
                                air jordan 4 retro ""alternate 89""                            "
$225,http://www.flightclub.com/adidas-ultra-boost-m-black-white-201272,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63600908379-adidas-ultra-boost-m-black-white-201272_1.jpg,"
                                ultra boost m                            "
$250,http://www.flightclub.com/air-jordan-11-retro-low-midnight-navy-wht-gm-lght-brwn-012442,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365879-air-jordan-11-retro-low-navy-gum-midnight-navy-wht-gm-lght-brwn-012442_1.jpg,"
                                air jordan 11 retro low ""navy gum""                            "
$175,http://www.flightclub.com/adidas-nmd-r1-black-red-201375,adidas,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743087-adidas-nmd-r1-black-red-201375_1.jpg,"
                                nmd r1                            "
$12,http://www.flightclub.com/flight-club-stealth-no-show-sock-black-780023,flight club,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63603591554-flight-club-stealth-no-show-sock-stealth-sock-black-black-780023_1.jpg,"
                                stealth no show sock ""stealth sock black""                            "
$225,http://www.flightclub.com/air-jordan-5-retro-white-black-mtlc-gold-coin-012488,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743082-air-jordan-5-retro-olympic-gold-white-black-mtlc-gold-coin-012488_1.jpg,"
                                air jordan 5 retro ""olympic gold""                            "
$225,http://www.flightclub.com/air-jordan-12-retro-white-frnch-bl-mtllc-slvr-vrst-012375,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742989-air-jordan-12-retro-french-blue-white-frnch-bl-mtllc-slvr-vrst-012375_1.jpg,"
                                air jordan 12 retro ""french blue""                            "
$200,http://www.flightclub.com/air-jordan-8-retro-blk-tr-rd-flnt-gry-brght-cncrd-012330,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63612687657-air-jordan-8-retro-aqua-2015-blk-tr-rd-flnt-gry-brght-cncrd-012330_1.jpg,"
                                air jordan 8 retro ""aqua 2015""                            "
$450,http://www.flightclub.com/air-jordan-1-2001-negy-mts-010420,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/0/1/010420_1.jpg,"
                                air jordan 1 2001                            "
$400,http://www.flightclub.com/air-jordan-1-2001-addition-white-metallic-silver-midnight-navy-010395,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742940-air-jordan-1-2001-addition-white-metallic-silver-midnight-navy-010395_1.jpg,"
                                air jordan 1 (2001 addition)                            "
$300,http://www.flightclub.com/air-jordan-7-retro-pearl-white-bright-ceramic-pacific-blue-010373,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598656282-air-jordan-7-retro-pearl-white-bright-ceramic-pacific-blue-010373_1.jpg,"
                                air jordan 7 retro                            "
$300,http://www.flightclub.com/air-jordan-21-white-varsity-red-metallic-silver-010371,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195119-air-jordan-21-white-varsity-red-metallic-silver-010371_1.jpg,"
                                air jordan 21                            "
$225,http://www.flightclub.com/air-jordan-20-east-coast-chutney-white-black-010366,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195119-air-jordan-20-east-coast-chutney-white-black-010366_1.jpg,"
                                air jordan 20 ""east coast""                            "
$275,http://www.flightclub.com/air-jordan-14-retro-white-chartreuse-black-010268,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742939-air-jordan-14-retro-white-chartreuse-black-010268_1.jpg,"
                                air jordan 14 retro                            "
$375,http://www.flightclub.com/womens-air-jordan-10-retro-white-medium-violet-light-graphite-010249,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598656282-womens-air-jordan-10-retro-white-medium-violet-light-graphite-010249_1.jpg,"
                                women's air jordan 10 retro                            "
$350,http://www.flightclub.com/air-jordan-13-retro-low-white-metallic-silver-midnight-navy-ceramic-010248,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195112-air-jordan-13-retro-low-white-metallic-silver-midnight-navy-ceramic-010248_1.jpg,"
                                air jordan 13 retro low                            "
$400,http://www.flightclub.com/air-jordan-11-retro-low-white-varsity-red-010243,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-low-white-varsity-red-010243_1.jpg,"
                                air jordan 11 retro low                            "
$900,http://www.flightclub.com/air-jordan-4-retro-rare-air-laser-black-varsity-red-medium-grey-010226,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598905180-air-jordan-4-retro-rare-air-laser-black-varsity-red-medium-grey-010226_1.jpg,"
                                air jordan 4 retro rare air ""laser""                            "
$500,http://www.flightclub.com/air-jordan-17-white-varsity-red-charcoal-010200,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195109-air-jordan-17-white-varsity-red-charcoal-010200_1.jpg,"
                                air jordan 17                            "
$325,http://www.flightclub.com/air-jordan-14-og-white-black-varsity-red-010177,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195108-air-jordan-14-og-white-black-varsity-red-010177_1.jpg,"
                                air jordan 14 (og)                            "
$375,http://www.flightclub.com/air-jordan-20-quickstrike-white-black-varsity-red-010118,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598656282-air-jordan-20-quickstrike-white-black-varsity-red-010118_1.jpg,"
                                air jordan 20 ""quickstrike""                            "
$325,http://www.flightclub.com/air-jordan-20-white-varsity-red-black-010119,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63598656282-air-jordan-20-white-varsity-red-black-010119_1.jpg,"
                                air jordan 20                            "
$500,http://www.flightclub.com/air-jordan-17-low-white-lightning-black-chrome-010100,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195101-air-jordan-17-low-white-lightning-black-chrome-010100_1.jpg,"
                                air jordan 17 low                            "
$275,http://www.flightclub.com/air-jordan-13-retro-low-black-metallic-silver-white-varsity-maize-010094,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195101-air-jordan-13-retro-low-black-metallic-silver-white-varsity-maize-010094_1.jpg,"
                                air jordan 13 retro low                            "
$300,http://www.flightclub.com/air-jordan-13-retro-low-white-met-silver-black-v-maize-010095,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742939-air-jordan-13-retro-low-white-met-silver-black-v-maize-010095_1.jpg,"
                                air jordan 13 retro low                            "
$350,http://www.flightclub.com/air-jordan-13-retro-low-white-metallic-silver-varsity-red-black-010092,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195101-air-jordan-13-retro-low-white-metallic-silver-varsity-red-black-010092_1.jpg,"
                                air jordan 13 retro low                            "
$350,http://www.flightclub.com/air-jordan-13-retro-low-white-metallic-silver-midnight-navy-ice-blue-010091,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195100-air-jordan-13-retro-low-white-metallic-silver-midnight-navy-ice-blue-010091_1.jpg,"
                                air jordan 13 retro low                            "
$400,http://www.flightclub.com/air-jordan-retro-13-white-neutral-grey-university-blue-010088,jordan,http://www.flightclub.com/media/catalog/product/cache/1/small_image/360x257/9df78eab33525d08d6e5fb8d27136e95/6/3/63597195100-air-jordan-retro-13-white-neutral-grey-university-blue-010088_1.jpg,"
                                air jordan retro 13                            "
