instant_book,rating_checkin,person_capacity,rating_cleanliness,tax,lon,amenities,response_time,cancel_policy,price,service_fee,lat,host_id,review_score_a,rev_count,bed_type,accuracy_rating,rating_communication,satisfaction_guest,hosting_id,url,cleaning_fee,nightly_price,room_type
False,10,2,10,6,-81.46812998051278,"[4, 5, 7, 9, 17, 18, 30, 33, 34, 35, 39, 40, 41, 44, 45, 49, 50]",16673.5,4,38.0,0,28.528835267248333,77106070,5,16,Real Bed,10,10,95,13539968,https://www.airbnb.com/rooms/13539968,15,$38,Private room
True,10,2,8,8,-81.35252632465338,"[1, 3, 4, 5, 8, 9, 31, 40, 41]",2.0,5,50.0,0,28.51784766439998,63618640,4.5,32,Real Bed,9,10,91,11922719,https://www.airbnb.com/rooms/11922719,15,$50,Entire home/apt
True,9,1,10,3,-81.43904490559717,"[3, 4, 5, 8, 9, 30, 31, 35, 36, 37, 38, 39, 40, 41, 44, 46, 50, 51, 53]",245.5,5,24.0,0,28.519969460580015,61879526,5,5,Real Bed,9,9,96,14138060,https://www.airbnb.com/rooms/14138060,7,$24,Shared room
True,10,3,10,6,-81.41096275356132,"[3, 4, 5, 7, 8, 9, 15, 25, 30, 33, 34, 35, 36, 39, 40, 41, 44, 46, 49, 50]",158.0,4,35.0,0,28.494401202624644,98721724,5,4,Real Bed,10,10,100,15412598,https://www.airbnb.com/rooms/15412598,20,$35,Private room
False,10,2,10,6,-81.44591025308016,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 21, 25, 30, 35, 40, 41]",679.0,3,49.0,0,28.427414518789952,35201603,5,31,Real Bed,10,10,96,7918680,https://www.airbnb.com/rooms/7918680,0,$49,Private room
True,9,1,8,3,-81.40226261593735,"[1, 3, 4, 5, 8, 9, 11, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",173.0,5,20.0,0,28.51536426262215,26026771,4.5,61,Couch,9,9,87,6377806,https://www.airbnb.com/rooms/6377806,5,$20,Shared room
False,10,1,10,4,-81.27905837748635,"[1, 3, 4, 5, 8, 9, 27, 30, 35, 36, 49, 50]",381.5,5,36.0,0,28.54350964169451,60654652,4.5,13,Real Bed,9,9,91,11521831,https://www.airbnb.com/rooms/11521831,0,$36,Private room
True,9,2,9,3,-81.27717695726524,"[1, 3, 4, 5, 7, 8, 9, 25, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47]",36.0,5,31.0,0,28.50677721662531,36379585,4.5,49,Real Bed,9,10,88,9378339,https://www.airbnb.com/rooms/9378339,0,$31,Private room
False,10,3,10,5,-81.40549523333486,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 25, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47]",174.0,4,40.0,0,28.635135370926307,1815471,5,30,Real Bed,10,10,97,13062999,https://www.airbnb.com/rooms/13062999,5,$40,Private room
False,10,2,9,5,-81.37849102809344,"[1, 2, 3, 4, 5, 9, 16, 31, 35, 37, 38, 39, 40, 41, 42, 43, 44, 47, 51, 54]",635.0,3,38.0,0,28.45471608605832,67422620,5,6,Real Bed,10,10,100,15377817,https://www.airbnb.com/rooms/15377817,9,$38,Entire home/apt
True,9,2,10,11,-81.30783904713118,"[1, 3, 4, 5, 6, 7, 9, 15, 16, 21, 25, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",2.0,3,89.0,0,28.462088751642113,6507148,4.5,121,Real Bed,10,9,94,2518630,https://www.airbnb.com/rooms/2518630,0,$89,Private room
False,10,2,10,7,-81.356875141358,"[1, 3, 4, 5, 9, 17, 18, 35, 40, 41, 43, 44, 47, 49, 50]",1040.0,3,59.0,0,28.55774825590439,62001676,5,67,Real Bed,10,10,98,11675391,https://www.airbnb.com/rooms/11675391,0,$59,Entire home/apt
True,10,2,10,12,-81.34310043996132,"[1, 3, 4, 5, 8, 9, 17, 18, 30, 35, 36, 39, 40, 41, 43, 44, 46, 47, 49, 50]",39.5,4,75.0,0,28.51060513894147,66038610,5,20,Real Bed,10,10,98,12814714,https://www.airbnb.com/rooms/12814714,25,$75,Entire home/apt
False,10,2,9,3,-81.20157472520106,"[1, 3, 4, 5, 8, 9, 11, 17, 18, 30, 31, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47]",4.0,4,30.0,0,28.54297917282258,23543168,5,80,Real Bed,10,10,97,5229357,https://www.airbnb.com/rooms/5229357,0,$30,Private room
True,9,2,8,5,-81.4726473921331,"[1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 30, 31, 32, 33, 34, 40, 41, 43, 46, 47]",23.5,4,33.0,0,28.534678899181547,40746699,4.5,38,Real Bed,9,10,89,10810252,https://www.airbnb.com/rooms/10810252,10,$33,Private room
True,10,2,10,6,-81.47631036691345,"[4, 5, 7, 9, 30, 33, 34, 35]",428.0,5,29.0,0,28.401070289396852,7269816,4.5,20,Real Bed,9,9,94,10176024,https://www.airbnb.com/rooms/10176024,25,$29,Private room
True,10,2,9,9,-81.43185558510291,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 15, 25, 28, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46]",1.0,5,37.0,0,28.48516314509598,47711832,5,58,Real Bed,10,10,95,9773003,https://www.airbnb.com/rooms/9773003,35,$37,Private room
True,10,3,10,6,-81.50234158157701,"[1, 3, 4, 5, 7, 9, 15, 25, 30, 31, 33, 34, 35, 40, 41, 44, 45, 46]",2.5,5,50.0,0,28.37249745466066,86693834,5,21,Real Bed,10,10,100,14246331,https://www.airbnb.com/rooms/14246331,0,$50,Private room
False,10,2,9,12,-81.33016399503514,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 27, 28, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 47]",625.5,4,80.0,0,28.50627213559681,71841088,5,15,Real Bed,10,10,95,13370127,https://www.airbnb.com/rooms/13370127,30,$80,Entire home/apt
True,9,3,9,5,-81.4484409377285,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 37, 39, 40]",3.0,5,30.0,0,28.456057754733777,84357096,4,17,Real Bed,10,10,84,14058413,https://www.airbnb.com/rooms/14058413,10,$30,Private room
False,10,2,10,7,-81.3497501545589,"[1, 2, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41]",617.0,5,49.0,0,28.505643917006882,9570236,5,33,Real Bed,10,10,99,4484962,https://www.airbnb.com/rooms/4484962,10,$49,Private room
False,10,4,10,5,-81.27748003367698,"[1, 2, 3, 4, 5, 8, 9, 30, 31, 35, 40, 41, 43, 47]",3483.0,5,42.0,0,28.505440690212076,23709943,5,80,Real Bed,10,10,95,4573966,https://www.airbnb.com/rooms/4573966,0,$42,Private room
False,10,2,10,4,-81.25129884327552,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 30, 31, 33, 34, 35, 37, 40, 46]",2671.5,5,39.0,0,28.426861349662488,22157514,5,43,Real Bed,10,10,96,4268200,https://www.airbnb.com/rooms/4268200,0,$39,Private room
False,10,6,10,9,-81.43521597953526,"[1, 2, 3, 4, 5, 8, 9, 30, 31, 35, 36, 40, 41, 43, 47]",632.5,5,53.0,0,28.5167443259029,22068201,4.5,102,Real Bed,10,10,93,4258655,https://www.airbnb.com/rooms/4258655,20,$53,Entire home/apt
False,9,5,8,15,-81.46794279414871,"[1, 3, 4, 5, 6, 7, 8, 9, 15, 21, 25, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41]",3056.0,5,79.0,0,28.455778673547446,45392750,4.5,42,Real Bed,9,9,85,8631053,https://www.airbnb.com/rooms/8631053,48,$79,Entire home/apt
False,9,2,9,5,-81.44714338467021,"[3, 4, 5, 7, 8, 9, 17, 18, 30, 31, 35, 36, 39, 42, 43, 45, 46, 47]",1116.0,3,40.0,0,28.485353206775688,25426487,4.5,16,Real Bed,10,9,91,11156802,https://www.airbnb.com/rooms/11156802,0,$40,Private room
True,9,4,9,10,-81.4066524516712,"[1, 3, 4, 5, 7, 8, 9, 11, 15, 30, 31, 35, 36, 39, 40, 41, 43, 47]",101.0,5,40.0,0,28.490076374568968,34565734,4.5,23,Real Bed,9,9,88,13136130,https://www.airbnb.com/rooms/13136130,45,$40,Entire home/apt
False,10,2,10,8,-81.46720013951116,"[1, 3, 4, 5, 7, 8, 9, 15, 21, 25, 30, 33, 34, 35, 36, 40, 41, 44, 45, 46, 47, 49, 50]",344.0,5,45.0,0,28.45595507506656,54070622,5,5,Real Bed,10,10,100,14730835,https://www.airbnb.com/rooms/14730835,20,$45,Private room
False,10,4,10,5,-81.50102869980785,"[1, 2, 3, 4, 5, 7, 8, 9, 17, 30, 31, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47]",375.0,4,30.0,0,28.602974913605255,2827865,5,8,Real Bed,10,10,100,14789561,https://www.airbnb.com/rooms/14789561,10,$30,Private room
True,10,4,9,14,-81.46745922117064,"[1, 2, 4, 5, 7, 8, 9, 15, 21, 25, 30, 31, 32, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47]",2.0,5,79.0,0,28.456884409469687,12694264,4.5,91,Real Bed,10,10,93,6239358,https://www.airbnb.com/rooms/6239358,35,$79,Entire home/apt
False,10,2,9,9,-81.36991635253084,"[1, 2, 3, 4, 5, 7, 8, 9, 11, 17, 19, 27, 30, 31, 33, 34, 35, 36, 40, 41, 43]",1277.0,3,72.0,0,28.500559245081917,2842583,5,147,Real Bed,10,10,96,702886,https://www.airbnb.com/rooms/702886,0,$72,Private room
True,10,6,9,13,-81.46226629871846,"[1, 2, 4, 5, 6, 7, 8, 9, 15, 21, 30, 31, 33, 34, 35, 39, 40, 41, 44, 45, 46]",2.0,4,80.0,0,28.397570167300014,23399686,4.5,91,Real Bed,9,10,92,4520607,https://www.airbnb.com/rooms/4520607,30,$80,Entire home/apt
False,10,2,10,8,-81.45330238109392,"[1, 3, 4, 5, 7, 8, 9, 16, 17, 18, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 44, 45, 46, 47, 49]",3395.0,3,48.0,0,28.49722672259529,97550466,5,3,Real Bed,10,10,100,15340807,https://www.airbnb.com/rooms/15340807,20,$48,Private room
False,10,2,10,7,-81.34126679057732,"[1, 2, 3, 4, 5, 8, 9, 27, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41]",617.0,5,49.0,0,28.506214568561088,9570236,5,34,Real Bed,10,10,100,4662930,https://www.airbnb.com/rooms/4662930,10,$49,Private room
True,10,1,10,2,-81.37544026318452,"[3, 5, 8, 9, 30, 31, 33, 34, 35, 39, 40]",190.5,3,26.0,0,28.318365970590104,49553604,5,22,Real Bed,10,10,97,9578312,https://www.airbnb.com/rooms/9578312,8,$26,Private room
False,10,2,9,7,-81.47529036776764,,7712.0,5,35.0,0,28.478463089208276,86643406,4.5,11,Real Bed,10,9,91,14913865,https://www.airbnb.com/rooms/14913865,25,$35,Private room
True,10,2,10,6,-81.44198383522546,"[1, 2, 3, 4, 5, 7, 8, 9, 25, 30, 33, 34, 35, 39, 40, 42, 44, 46, 49, 50]",2.0,4,36.0,0,28.479133577824875,60151310,5,25,Real Bed,10,10,96,14029544,https://www.airbnb.com/rooms/14029544,15,$36,Private room
True,10,3,9,4,-81.43455723845234,"[1, 3, 4, 5, 6, 9, 30, 31, 33, 34, 35, 40, 41, 50]",632.5,5,24.0,0,28.51642943971251,22068201,4.5,74,Real Bed,9,10,89,6966666,https://www.airbnb.com/rooms/6966666,10,$24,Private room
True,10,12,9,28,-81.38778844261043,"[1, 2, 3, 4, 5, 7, 8, 9, 25, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47]",91.0,5,99.0,0,28.461199152578697,48066770,4.5,39,Real Bed,10,10,93,9253782,https://www.airbnb.com/rooms/9253782,125,$99,Entire home/apt
False,9,2,9,6,-81.24664010457278,"[9, 11, 12, 16, 17, 18, 33, 34, 41, 44, 45, 46, 47]",,3,41.0,0,28.581655185308282,57888993,5,4,Real Bed,9,9,95,11139226,https://www.airbnb.com/rooms/11139226,10,$41,Private room
False,9,4,9,9,-81.47015125650502,"[1, 4, 5, 7, 8, 9, 11, 12, 17, 31, 33, 34, 35, 37, 39, 40, 41, 42, 44, 46, 50]",3985.5,3,54.0,0,28.488802031213694,65292931,5,9,Real Bed,10,10,96,14231045,https://www.airbnb.com/rooms/14231045,25,$54,Private room
False,10,2,9,5,-81.35449553915909,"[1, 3, 4, 5, 8, 9, 11, 12, 15, 30, 31, 32, 33, 40, 43, 46, 47]",3.0,3,35.0,0,28.556675203985453,23780144,5,21,Real Bed,10,10,96,9589151,https://www.airbnb.com/rooms/9589151,10,$35,Private room
True,10,2,9,7,-81.45153923713218,"[1, 4, 5, 7, 8, 9, 16, 30, 31, 33, 34, 35, 36, 39, 40, 41]",3.0,5,35.0,0,28.369821671243624,33245081,5,4,Real Bed,10,10,100,14841509,https://www.airbnb.com/rooms/14841509,25,$35,Private room
True,10,3,9,14,-81.40785872900858,"[1, 3, 4, 5, 8, 9, 12, 30, 31, 33, 34, 35, 40, 41]",1048.5,5,75.0,0,28.581858178073812,56824797,5,17,Real Bed,10,10,95,13479772,https://www.airbnb.com/rooms/13479772,40,$75,Entire home/apt
True,10,1,10,0,-81.37977326809782,"[3, 4, 5, 9, 15, 30, 31, 33, 34, 35, 36, 37, 41, 44, 45, 47]",238.0,4,40.0,0,28.538706888353683,84348136,4.5,3,Real Bed,9,10,93,15597989,https://www.airbnb.com/rooms/15597989,0,$40,Private room
False,10,2,8,8,-81.49508232974571,"[1, 2, 3, 4, 5, 7, 8, 9, 30, 31, 35, 40, 41, 42, 43, 44, 45, 46, 50]",1313.5,3,40.0,0,28.46121824233849,25596474,4,3,Real Bed,9,10,80,15444376,https://www.airbnb.com/rooms/15444376,30,$40,Private room
False,9,3,9,13,-81.44233022779326,"[1, 3, 4, 5, 7, 8, 9, 30, 31, 33, 34, 35, 39, 40, 41]",2717.0,5,61.0,0,28.488481595371358,33365401,4.5,53,Real Bed,9,9,85,6399427,https://www.airbnb.com/rooms/6399427,50,$61,Entire home/apt
True,8,3,7,5,-81.44958266752293,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 37, 39, 40, 41]",3.0,5,30.0,0,28.454562283329242,84357096,3.5,22,Real Bed,8,8,74,14057857,https://www.airbnb.com/rooms/14057857,10,$30,Private room
False,10,4,8,12,-81.46596902601544,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 15, 16, 21, 25, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41]",1175.0,5,69.0,0,28.457412715190035,5472668,4,10,Real Bed,8,10,78,6336711,https://www.airbnb.com/rooms/6336711,30,$69,Entire home/apt
False,10,2,10,6,-81.35653250634086,"[1, 3, 4, 5, 7, 8, 9, 16, 17, 18, 30, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 49, 50]",428.0,3,50.0,0,28.360575350502796,20976350,5,21,Real Bed,10,10,100,7761254,https://www.airbnb.com/rooms/7761254,0,$50,Private room
False,10,2,10,6,-81.35643447868537,"[3, 4, 5, 8, 9, 11, 16, 17, 18, 19, 30, 31, 33, 35, 37, 40, 41, 44, 45, 46, 47, 50]",3.0,5,55.0,0,28.56099640490363,5098454,5,61,Real Bed,10,10,97,5393963,https://www.airbnb.com/rooms/5393963,0,$55,Private room
False,10,2,10,16,-81.32499562355302,"[1, 2, 3, 4, 5, 8, 9, 30, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 53]",907.0,5,85.0,0,28.55902198741924,1617698,5,58,Real Bed,10,10,97,688447,https://www.airbnb.com/rooms/688447,50,$85,Entire home/apt
False,10,2,10,8,-81.49015003765192,"[1, 3, 4, 5, 7, 8, 9, 17, 18, 30, 31, 33, 34, 35, 37, 40, 41, 42, 44, 45, 46, 47, 50]",232.5,4,49.0,0,28.420687634612737,3746935,5,36,Real Bed,10,10,97,4941224,https://www.airbnb.com/rooms/4941224,15,$49,Private room
False,10,2,10,3,-81.43952581741193,"[1, 3, 4, 5, 7, 9, 30, 31, 33, 34, 35, 36, 37, 40, 41, 44, 45, 46, 47]",2959.5,3,45.0,0,28.326961847542584,44066079,5,53,Real Bed,10,10,99,8365967,https://www.airbnb.com/rooms/8365967,10,$45,Private room
False,10,2,10,5,-81.46653662195658,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 17, 30, 33, 34, 35, 36, 37, 38, 39, 40]",,4,42.0,0,28.529875138528173,17498833,5,15,Real Bed,10,10,99,7789642,https://www.airbnb.com/rooms/7789642,0,$42,Private room
True,9,4,9,5,-81.377309469083,"[4, 5, 8, 9, 30, 31, 35, 39, 41]",3927.0,5,35.0,0,28.480684179241845,11812268,4.5,90,Real Bed,9,10,90,6729531,https://www.airbnb.com/rooms/6729531,10,$35,Private room
False,10,5,10,12,-81.36063777905069,"[1, 2, 3, 4, 5, 8, 9, 17, 18, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 47, 50]",1345.0,5,80.0,0,28.55867291871407,12772823,5,19,Real Bed,10,10,100,13827592,https://www.airbnb.com/rooms/13827592,20,$80,Entire home/apt
False,10,2,10,14,-81.46506732165685,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 21, 30, 33, 34, 35, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50]",380.0,4,65.0,0,28.419901021739342,9932210,4.5,7,Real Bed,9,10,94,13590117,https://www.airbnb.com/rooms/13590117,55,$65,Private room
False,10,1,10,4,-81.34154136719327,"[1, 2, 3, 4, 5, 8, 9, 19, 30, 31, 33, 34, 35, 37, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50]",225.5,5,32.0,0,28.527166322961712,68221743,5,4,Real Bed,10,10,100,12579628,https://www.airbnb.com/rooms/12579628,0,$32,Private room
True,10,2,9,7,-81.36740597413626,"[1, 3, 4, 5, 8, 9, 12, 16, 17, 18, 30, 31, 33, 34, 37, 40, 41, 42, 44, 45, 46, 47]",33.5,5,50.0,0,28.553913806314384,12020892,5,20,Real Bed,10,10,97,14384454,https://www.airbnb.com/rooms/14384454,10,$50,Private room
False,10,2,10,7,-81.35563676832801,"[1, 4, 5, 8, 9, 30, 35, 37, 39, 40]",4247.0,3,50.0,0,28.528565890944602,20391994,5,179,Real Bed,10,10,97,3935765,https://www.airbnb.com/rooms/3935765,10,$50,Entire home/apt
False,10,4,10,7,-81.32998333483184,"[1, 3, 4, 5, 7, 9, 15, 17, 18, 30, 31, 35, 37, 39, 40]",867.5,5,58.0,0,28.358418716240124,35961068,5,102,Real Bed,10,10,98,6862489,https://www.airbnb.com/rooms/6862489,0,$58,Private room
False,10,6,10,23,-81.44688537232796,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 21, 25, 30, 31, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47]",1175.0,5,120.0,0,28.426330169525215,20012623,5,10,Real Bed,10,10,98,11100719,https://www.airbnb.com/rooms/11100719,70,$120,Entire home/apt
False,10,3,10,15,-81.3812194063113,"[1, 3, 4, 5, 8, 9, 30, 35, 39, 40, 44, 45, 46, 47, 49, 50]",69.0,4,86.0,0,28.53104486011536,6271744,5,85,Real Bed,10,10,96,8830742,https://www.airbnb.com/rooms/8830742,35,$86,Entire home/apt
True,9,2,9,6,-81.26743210598569,"[1, 3, 4, 5, 6, 7, 8, 9, 12, 15, 25, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 50]",2.0,4,50.0,0,28.473322148104124,70174634,4.5,44,Real Bed,9,9,92,12847725,https://www.airbnb.com/rooms/12847725,0,$50,Private room
False,10,2,10,6,-81.35697945466539,"[1, 3, 4, 5, 7, 8, 9, 16, 17, 18, 30, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 49, 50]",428.0,3,50.0,0,28.359701090010326,20976350,5,34,Real Bed,10,10,99,6926216,https://www.airbnb.com/rooms/6926216,0,$50,Private room
False,10,2,10,6,-81.44718325627353,"[1, 3, 4, 5, 7, 8, 9, 16, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 43, 44, 45, 46, 47]",188.0,3,48.0,0,28.48890863504027,4438338,5,37,Real Bed,10,10,98,12174154,https://www.airbnb.com/rooms/12174154,0,$48,Private room
False,10,2,10,6,-81.47690937645142,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 30, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50]",3463.5,4,55.0,0,28.435083912103796,24477410,5,77,Real Bed,10,10,99,5578581,https://www.airbnb.com/rooms/5578581,0,$55,Private room
True,9,6,10,35,-81.48732441152573,"[1, 2, 4, 5, 8, 9, 30, 31, 33, 34, 40, 47]",1799.5,5,140.0,0,28.520428624549467,33121566,4.5,5,Real Bed,10,10,92,13185635,https://www.airbnb.com/rooms/13185635,140,$140,Entire home/apt
True,9,4,9,11,-81.40552493086504,"[1, 3, 4, 5, 8, 9, 12, 27, 30, 31, 33, 34, 35, 37, 39, 40, 41]",85.0,3,55.0,0,28.502267648044963,34876172,4,31,Real Bed,9,9,83,11513372,https://www.airbnb.com/rooms/11513372,39,$55,Entire home/apt
False,9,5,9,22,-81.46723921327221,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 31, 33, 34, 35, 37, 39, 40]",1596.5,4,100.0,0,28.52551137090266,13440704,5,57,Real Bed,10,10,96,2624269,https://www.airbnb.com/rooms/2624269,79,$100,Entire home/apt
False,10,1,10,6,-81.50000871559732,"[1, 2, 3, 4, 5, 9, 17, 18, 27, 30, 31, 35, 36, 39, 41, 43, 44, 45, 49]",1591.5,4,40.0,0,28.444787638311713,7299833,5,41,Real Bed,10,10,100,4812720,https://www.airbnb.com/rooms/4812720,10,$40,Private room
False,9,2,9,8,-81.47197191978906,"[4, 5, 7, 8, 9, 15, 25, 30, 35, 37, 39, 40, 49, 50]",3056.0,5,42.0,0,28.395108581540914,45392750,4.5,20,Real Bed,9,9,90,8655582,https://www.airbnb.com/rooms/8655582,27,$42,Private room
True,10,2,10,5,-81.43999094773409,"[3, 4, 5, 8, 9, 30, 34, 35, 40, 41, 44, 45, 46, 49, 50, 55]",5.0,5,41.0,0,28.489744491762483,19811395,5,30,Real Bed,10,10,99,14368700,https://www.airbnb.com/rooms/14368700,0,$41,Private room
False,10,2,10,7,-81.3783493634096,"[1, 3, 4, 5, 7, 8, 9, 17, 27, 30, 33, 34, 35, 36, 37, 39, 44, 45, 46, 47]",2251.5,5,49.0,0,28.538008544278334,53226507,5,15,Real Bed,10,10,99,14090712,https://www.airbnb.com/rooms/14090712,15,$49,Private room
True,10,2,10,8,-81.35789526821083,"[1, 2, 3, 4, 5, 7, 9, 30, 31, 33, 34, 35, 37, 39, 40, 41, 42, 44, 45, 46, 47]",314.0,5,45.0,0,28.368513729635332,19252736,5,54,Real Bed,10,10,99,3760665,https://www.airbnb.com/rooms/3760665,20,$45,Private room
True,10,2,10,5,-81.36594544824361,"[3, 5, 8, 17, 18, 20, 41, 45, 46, 47]",2.0,3,46.0,0,28.396489666329014,31074995,4.5,72,Real Bed,10,10,94,5985369,https://www.airbnb.com/rooms/5985369,0,$46,Private room
True,10,2,10,4,-81.36432546614145,"[4, 8, 17, 18, 20, 31, 39, 41, 45, 46, 47]",2.0,3,34.0,0,28.396609812080808,31074995,5,51,Real Bed,10,10,95,6065015,https://www.airbnb.com/rooms/6065015,0,$34,Private room
False,10,2,10,3,-81.4033832977744,"[1, 3, 4, 5, 7, 8, 9, 11, 15, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",76.0,4,31.0,0,28.48313914748057,18144302,5,15,Real Bed,10,10,99,11551764,https://www.airbnb.com/rooms/11551764,0,$31,Private room
False,10,2,10,4,-81.44011699690428,"[1, 3, 4, 5, 6, 7, 8, 9, 15, 17, 30, 35, 39, 40, 41, 49, 50]",110.0,4,38.0,0,28.49810742058003,27748692,5,45,Real Bed,10,10,97,12049491,https://www.airbnb.com/rooms/12049491,0,$38,Private room
False,10,4,10,6,-81.4969675613142,"[1, 3, 4, 5, 9, 16, 30, 31, 35, 36, 37, 39, 40, 41, 44, 45, 47]",2560.5,3,52.0,0,28.464183706714802,15194814,5,67,Real Bed,10,10,99,2998121,https://www.airbnb.com/rooms/2998121,0,$52,Private room
False,10,2,10,4,-81.36231213974385,"[1, 3, 4, 5, 8, 9, 17, 21, 30, 35, 40, 41, 49, 50]",762.0,3,35.0,0,28.53248824431322,55474735,5,8,Real Bed,10,10,100,15180172,https://www.airbnb.com/rooms/15180172,0,$35,Shared room
True,10,4,10,15,-81.31460908359678,"[1, 3, 4, 5, 8, 9, 30, 31, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 50, 51, 54]",1.5,4,75.0,0,28.54801742490268,53037070,5,48,Real Bed,10,10,95,10410056,https://www.airbnb.com/rooms/10410056,45,$75,Entire home/apt
False,9,2,9,6,-81.46949375958968,"[1, 2, 3, 4, 5, 8, 9, 17, 19, 28, 30, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50]",1.0,5,50.0,0,28.506919332859482,35242247,5,45,Real Bed,10,9,95,9150261,https://www.airbnb.com/rooms/9150261,0,$50,Private room
True,9,2,9,5,-81.44804580468886,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 37, 39, 40]",3.0,5,30.0,0,28.456174231607235,84357096,4,14,Real Bed,9,9,84,14280203,https://www.airbnb.com/rooms/14280203,10,$30,Private room
False,10,6,9,25,-81.44576364162128,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 21, 30, 31, 33, 34, 35, 39, 40, 41, 43, 44, 45, 46, 47]",10005.0,5,119.0,0,28.427494113426,14969779,4.5,36,Real Bed,10,10,91,4127118,https://www.airbnb.com/rooms/4127118,85,$119,Entire home/apt
True,10,1,10,4,-81.43876534759313,"[4, 5, 7, 9, 15, 30, 35, 39]",311.5,4,35.0,0,28.49914136045549,42922331,5,11,Pull-out Sofa,10,10,100,8720182,https://www.airbnb.com/rooms/8720182,0,$35,Shared room
True,10,2,10,7,-81.48487582106945,"[1, 2, 3, 4, 5, 7, 8, 9, 27, 30, 31, 33, 34, 35, 37, 40, 41, 42, 44, 45, 46, 47]",525.0,4,49.0,0,28.427418266607166,64103025,5,20,Real Bed,10,10,97,11991023,https://www.airbnb.com/rooms/11991023,10,$49,Private room
True,10,2,9,5,-81.36438835563729,"[1, 3, 4, 5, 8, 9, 11, 12, 15, 30, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 46, 47]",3.0,3,35.0,0,28.55353215451758,23780144,4.5,63,Real Bed,9,10,94,11593151,https://www.airbnb.com/rooms/11593151,10,$35,Private room
True,10,2,10,6,-81.44266615922378,"[1, 2, 3, 4, 5, 7, 8, 9, 33, 34, 35, 39, 40, 44, 46, 49, 50]",2.0,4,36.0,0,28.47980352876249,60151310,5,20,Real Bed,10,10,98,14029931,https://www.airbnb.com/rooms/14029931,15,$36,Private room
False,10,6,10,22,-81.50147312624507,"[1, 3, 4, 5, 7, 8, 9, 16, 25, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",236.5,5,129.0,0,28.389162012916938,55300639,5,6,Real Bed,10,10,100,13932302,https://www.airbnb.com/rooms/13932302,50,$129,Entire home/apt
