"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:0AKejOKlGdiB53QpwAeenO","Don't Wanna Know",82,"https://p.scdn.co/mp3-preview/cdb2ce022387a7a2755b3c93b6468b7e7624f749","Maroon 5",0.777,0.627,7,-6.142,1,0.0792,0.356,0,0.0956,0.432,100.054,"audio_features","0AKejOKlGdiB53QpwAeenO","https://api.spotify.com/v1/tracks/0AKejOKlGdiB53QpwAeenO","https://api.spotify.com/v1/audio-analysis/0AKejOKlGdiB53QpwAeenO",214480,4
"2","spotify:track:2IY7eOUDjw2ArKYxKa2jXc","Starboy",91,"https://p.scdn.co/mp3-preview/8bc809d4e17a94526ff189e89dde0decc774a639","The Weeknd",0.682,0.592,7,-7.033,1,0.281,0.169,5.49e-06,0.136,0.477,186.041,"audio_features","2IY7eOUDjw2ArKYxKa2jXc","https://api.spotify.com/v1/tracks/2IY7eOUDjw2ArKYxKa2jXc","https://api.spotify.com/v1/audio-analysis/2IY7eOUDjw2ArKYxKa2jXc",230467,4
"3","spotify:track:2rizacJSyD9S1IQUxUxnsK","All We Know",92,"https://p.scdn.co/mp3-preview/179c414697a1599fbda0e8a1ba8c3f8764adeb34","The Chainsmokers",0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.324,90,"audio_features","2rizacJSyD9S1IQUxUxnsK","https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK","https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK",194080,4
"4","spotify:track:3XIIOCu6B8PuGq5j61asEM","The Greatest",94,"https://p.scdn.co/mp3-preview/50c3ef00ebfa5dbedcccda6605fce4228abe2c3a","Sia",0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.731,192.024,"audio_features","3XIIOCu6B8PuGq5j61asEM","https://api.spotify.com/v1/tracks/3XIIOCu6B8PuGq5j61asEM","https://api.spotify.com/v1/audio-analysis/3XIIOCu6B8PuGq5j61asEM",210893,4
"5","spotify:track:0lYBSQXN6rCTvUZvg9S0lU","Let Me Love You",89,"https://p.scdn.co/mp3-preview/86f2c7ebe49bf7da094b7f1e418dd3b12e2051c1","DJ Snake",0.652,0.713,8,-5.311,1,0.0368,0.0771,1.02e-05,0.144,0.147,100.023,"audio_features","0lYBSQXN6rCTvUZvg9S0lU","https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU","https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU",205947,4
"6","spotify:track:1vvNmPOiUuyCbgWmtc6yfm","My Way",94,"https://p.scdn.co/mp3-preview/33060c2bf30b7b5f6db0d539cdac800e93b0c49d","Calvin Harris",0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.523,119.989,"audio_features","1vvNmPOiUuyCbgWmtc6yfm","https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm","https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm",219160,4
"7","spotify:track:7BKLCZ1jbUBVqRi2FVlTVw","Closer",100,"https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb","The Chainsmokers",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.635,95.01,"audio_features","7BKLCZ1jbUBVqRi2FVlTVw","https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw","https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw",244960,4
"8","spotify:track:1pKeFVVUOPjFsOABub0OaV","Side To Side",87,"https://p.scdn.co/mp3-preview/6d750113190016f8eaf858e150fc2d9135c4c4fa","Ariana Grande",0.65,0.728,6,-5.914,0,0.232,0.0373,0,0.328,0.624,159.167,"audio_features","1pKeFVVUOPjFsOABub0OaV","https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV","https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV",226160,4
"9",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","spotify:track:23L5CiUhw2jV1OIMwthR3S","In the Name of Love",95,"https://p.scdn.co/mp3-preview/cbd166d86a2d5a52930dd5fe509c1f2806aeab11","Martin Garrix",0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.157,133.99,"audio_features","23L5CiUhw2jV1OIMwthR3S","https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S","https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S",195707,4
