"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:5oXlgW24ELS0P5YkAQcrko","Small Memory",56,"https://p.scdn.co/mp3-preview/a90c279f2557a4954e1e92efd8cc89a51be740ea","Jon Hopkins",NA,0.00834,1,-23.201,1,NA,0.993,0.936,0.195,NA,0,"audio_features","5oXlgW24ELS0P5YkAQcrko","https://api.spotify.com/v1/tracks/5oXlgW24ELS0P5YkAQcrko","https://api.spotify.com/v1/audio-analysis/5oXlgW24ELS0P5YkAQcrko",100947,NA
"2","spotify:track:5NNK5MJ3T4U17LvhibKNPh","Elation",47,"https://p.scdn.co/mp3-preview/220a83884fc131d25a74ff749c8dabeb676cc1ed","LUCHS",0.125,0.0666,7,-23.064,1,0.0385,0.988,0.97,0.0833,0.042,96.419,"audio_features","5NNK5MJ3T4U17LvhibKNPh","https://api.spotify.com/v1/tracks/5NNK5MJ3T4U17LvhibKNPh","https://api.spotify.com/v1/audio-analysis/5NNK5MJ3T4U17LvhibKNPh",157625,5
"3","spotify:track:0aOSiPwJJyJKBESnFbEdLW","Taijitu",48,"https://p.scdn.co/mp3-preview/9cc0f91211059799344adb27a060d5ed881030e2","Death & Rebirth",0.387,0.6,0,-7.03,0,0.0301,0.396,0.942,0.0938,0.0362,115.045,"audio_features","0aOSiPwJJyJKBESnFbEdLW","https://api.spotify.com/v1/tracks/0aOSiPwJJyJKBESnFbEdLW","https://api.spotify.com/v1/audio-analysis/0aOSiPwJJyJKBESnFbEdLW",384033,4
"4","spotify:track:33AaXTDmGEVY8uy4zarkju","Morning Story",47,"https://p.scdn.co/mp3-preview/7ef034524efb74b1f27c277760a659837eeab7ef","Music For Alarm Apps",0.454,0.116,2,-22.71,1,0.0334,0.895,0.925,0.0896,0.0398,130.063,"audio_features","33AaXTDmGEVY8uy4zarkju","https://api.spotify.com/v1/tracks/33AaXTDmGEVY8uy4zarkju","https://api.spotify.com/v1/audio-analysis/33AaXTDmGEVY8uy4zarkju",326853,4
"5","spotify:track:48qN5oJgCv1eDiSUeCBBCI","The First Two Times",46,"https://p.scdn.co/mp3-preview/0ef9ba8d30f62286d69aba581dc4bdadbeaf2041","Jonatan Mollberg",0.553,0.0122,10,-17.783,1,0.17,0.995,0.948,0.0806,0.436,70.922,"audio_features","48qN5oJgCv1eDiSUeCBBCI","https://api.spotify.com/v1/tracks/48qN5oJgCv1eDiSUeCBBCI","https://api.spotify.com/v1/audio-analysis/48qN5oJgCv1eDiSUeCBBCI",131808,4
"6","spotify:track:7IYrXoaV39Bb7MQoG4S9QI","Orange Ocean (Loscil Remix)",9,NA,"Kodomo",0.215,0.0693,3,-24.542,0,0.0347,0.98,0.886,0.0785,0.0335,70.555,"audio_features","7IYrXoaV39Bb7MQoG4S9QI","https://api.spotify.com/v1/tracks/7IYrXoaV39Bb7MQoG4S9QI","https://api.spotify.com/v1/audio-analysis/7IYrXoaV39Bb7MQoG4S9QI",460475,4
"7","spotify:track:7ocJPvoS4xnFcaFc4B3AJj","A Lovely Place To Be",62,"https://p.scdn.co/mp3-preview/204c8e6d0e511c3d4d567f79b41cdc6132923186","Patrick O'Hearn",0.0992,0.012,3,-29.215,0,0.0407,0.977,0.963,0.0972,0.0344,89.717,"audio_features","7ocJPvoS4xnFcaFc4B3AJj","https://api.spotify.com/v1/tracks/7ocJPvoS4xnFcaFc4B3AJj","https://api.spotify.com/v1/audio-analysis/7ocJPvoS4xnFcaFc4B3AJj",530800,3
"8","spotify:track:5V0CsDlHxo6ndcPiQx9M7z","This Delicate Place",44,"https://p.scdn.co/mp3-preview/01389e3fb0173b374aeb0df0aee48323a815f2c3","Silver Maple",0.602,0.0259,7,-25.665,1,0.0512,0.982,0.881,0.1,0.217,120.259,"audio_features","5V0CsDlHxo6ndcPiQx9M7z","https://api.spotify.com/v1/tracks/5V0CsDlHxo6ndcPiQx9M7z","https://api.spotify.com/v1/audio-analysis/5V0CsDlHxo6ndcPiQx9M7z",160949,3
"9","spotify:track:07A2ZSsP9vyCyyRmo7CikK","Chorale",43,"https://p.scdn.co/mp3-preview/549a712305121e305da49ba5d1b201abbd7b6dc6","St. Petersburg Chamber Choir",0.188,0.113,9,-25.261,1,0.0448,0.992,0.968,0.097,0.0386,119.455,"audio_features","07A2ZSsP9vyCyyRmo7CikK","https://api.spotify.com/v1/tracks/07A2ZSsP9vyCyyRmo7CikK","https://api.spotify.com/v1/audio-analysis/07A2ZSsP9vyCyyRmo7CikK",167760,1
"10","spotify:track:07A2ZSsP9vyCyyRmo7CikK","Chorale",43,"https://p.scdn.co/mp3-preview/549a712305121e305da49ba5d1b201abbd7b6dc6","St. Petersburg Chamber Choir",0.188,0.113,9,-25.261,1,0.0448,0.992,0.968,0.097,0.0386,119.455,"audio_features","07A2ZSsP9vyCyyRmo7CikK","https://api.spotify.com/v1/tracks/07A2ZSsP9vyCyyRmo7CikK","https://api.spotify.com/v1/audio-analysis/07A2ZSsP9vyCyyRmo7CikK",167760,1
