"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"564",469,"6/1/2016 03:08:16","6/1/2016 03:16:05",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,285,"Broadway & E 14 St",40.73454567,-73.99074142,25113,"Subscriber",1981,2
"244",892,"6/1/2016 00:40:28","6/1/2016 00:55:21",465,"Broadway & W 41 St",40.75513557,-73.98658032,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,24110,"Subscriber",1994,1
"45",507,"6/1/2016 00:05:49","6/1/2016 00:14:17",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,531,"Forsyth St & Broome St",40.71893904,-73.99266288,21084,"Subscriber",1987,1
"416",169,"6/1/2016 01:35:57","6/1/2016 01:38:46",291,"Madison St & Montgomery St",40.713126,-73.984844,331,"Pike St & Monroe St",40.71173107,-73.99193043,19307,"Subscriber",1990,1
"759",1490,"6/1/2016 05:35:46","6/1/2016 06:00:36",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,195,"Liberty St & Broadway",40.70905623,-74.01043382,23511,"Subscriber",1972,1
"615",708,"6/1/2016 04:21:20","6/1/2016 04:33:09",346,"Bank St & Hudson St",40.73652889,-74.00618026,490,"8 Ave & W 33 St",40.751551,-73.993934,21075,"Subscriber",1974,1
"24",1165,"6/1/2016 00:03:41","6/1/2016 00:23:06",238,"Bank St & Washington St",40.7361967,-74.00859207,527,"E 33 St & 2 Ave",40.744023,-73.976056,24194,"Subscriber",1992,1
"412",369,"6/1/2016 01:31:16","6/1/2016 01:37:25",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,527,"E 33 St & 2 Ave",40.744023,-73.976056,22273,"Subscriber",1982,1
"504",172,"6/1/2016 02:20:09","6/1/2016 02:23:02",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,16611,"Subscriber",1985,1
"701",274,"6/1/2016 05:21:06","6/1/2016 05:25:41",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,16518,"Subscriber",1993,2
"316",334,"6/1/2016 00:58:55","6/1/2016 01:04:30",301,"E 2 St & Avenue B",40.72217444,-73.98368779,401,"Allen St & Rivington St",40.72019576,-73.98997825,19430,"Subscriber",1980,1
"569",1136,"6/1/2016 03:13:20","6/1/2016 03:32:17",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,3151,"E 81 St & York Ave",40.7728384,-73.94989233,21977,"Customer",NA,0
"910",1038,"6/1/2016 05:52:40","6/1/2016 06:09:59",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,23015,"Subscriber",1975,1
"563",444,"6/1/2016 03:07:29","6/1/2016 03:14:54",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,20782,"Subscriber",1987,1
"815",291,"6/1/2016 05:43:25","6/1/2016 05:48:16",3111,"Norman Ave & Leonard St",40.7258483,-73.95064893,3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,22610,"Subscriber",1985,1
"538",1558,"6/1/2016 02:46:26","6/1/2016 03:12:24",474,"5 Ave & E 29 St",40.7451677,-73.98683077,434,"9 Ave & W 18 St",40.74317449,-74.00366443,21627,"Subscriber",1973,1
"150",389,"6/1/2016 00:19:21","6/1/2016 00:25:50",296,"Division St & Bowery",40.71413089,-73.9970468,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,17411,"Subscriber",1983,1
"729",290,"6/1/2016 05:29:06","6/1/2016 05:33:56",275,"Washington Ave & Greene Ave",40.68650065,-73.96563307,344,"Monroe St & Bedford Ave",40.6851443,-73.95380904,18069,"Subscriber",1975,1
"880",318,"6/1/2016 05:49:25","6/1/2016 05:54:44",433,"E 13 St & Avenue A",40.72955361,-73.98057249,497,"E 17 St & Broadway",40.73704984,-73.99009296,17064,"Subscriber",1985,1
"167",417,"6/1/2016 00:28:20","6/1/2016 00:35:17",311,"Norfolk St & Broome St",40.7172274,-73.98802084,296,"Division St & Bowery",40.71413089,-73.9970468,18924,"Subscriber",1987,2
"657",2110,"6/1/2016 04:57:50","6/1/2016 05:33:01",363,"West Thames St",40.70834698,-74.01713445,490,"8 Ave & W 33 St",40.751551,-73.993934,21363,"Customer",NA,0
"752",1084,"6/1/2016 05:34:16","6/1/2016 05:52:20",465,"Broadway & W 41 St",40.75513557,-73.98658032,402,"Broadway & E 22 St",40.7403432,-73.98955109,14826,"Subscriber",1963,1
"287",882,"6/1/2016 00:51:14","6/1/2016 01:05:57",379,"W 31 St & 7 Ave",40.749156,-73.9916,3131,"E 68 St & 3 Ave",40.7671284034954,-73.9622461795807,15062,"Subscriber",1955,1
"442",395,"6/1/2016 01:46:51","6/1/2016 01:53:26",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,445,"E 10 St & Avenue A",40.72740794,-73.98142006,15950,"Customer",NA,0
"683",176,"6/1/2016 05:14:15","6/1/2016 05:17:11",174,"E 25 St & 1 Ave",40.7381765,-73.97738662,536,"1 Ave & E 30 St",40.74144387,-73.97536082,16506,"Subscriber",1985,2
"113",1221,"6/1/2016 00:14:55","6/1/2016 00:35:16",308,"St James Pl & Oliver St",40.71307916,-73.99851193,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,24948,"Subscriber",1997,1
"760",331,"6/1/2016 05:36:08","6/1/2016 05:41:40",3146,"E 81 St & 3 Ave",40.77573034,-73.9567526,3156,"E 72 St & York Ave",40.76663814,-73.95348296,23914,"Subscriber",1991,1
"720",180,"6/1/2016 05:26:15","6/1/2016 05:29:15",264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,319,"Fulton St & Broadway",40.711066,-74.009447,18302,"Subscriber",1986,1
"417",228,"6/1/2016 01:36:43","6/1/2016 01:40:32",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,14943,"Subscriber",1978,1
"232",349,"6/1/2016 00:38:35","6/1/2016 00:44:24",430,"York St & Jay St",40.7014851,-73.98656928,242,"Carlton Ave & Flushing Ave",40.697787,-73.973736,25406,"Subscriber",1960,1
"755",820,"6/1/2016 05:35:13","6/1/2016 05:48:53",150,"E 2 St & Avenue C",40.7208736,-73.98085795,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,22267,"Subscriber",1988,2
"342",249,"6/1/2016 01:07:23","6/1/2016 01:11:33",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,301,"E 2 St & Avenue B",40.72217444,-73.98368779,25008,"Subscriber",1988,1
"558",279,"6/1/2016 03:04:34","6/1/2016 03:09:13",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,16498,"Subscriber",1998,2
"336",2180,"6/1/2016 01:05:33","6/1/2016 01:41:53",405,"Washington St & Gansevoort St",40.739323,-74.008119,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,19296,"Subscriber",1993,2
"59",392,"6/1/2016 00:07:30","6/1/2016 00:14:02",157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,14555,"Subscriber",1966,1
"907",591,"6/1/2016 05:52:19","6/1/2016 06:02:10",487,"E 20 St & FDR Drive",40.73314259,-73.97573881,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,23041,"Subscriber",1976,1
"958",328,"6/1/2016 05:58:26","6/1/2016 06:03:54",3233,"E 48 St & 5 Ave",40.7572456791173,-73.978059142828,468,"Broadway & W 55 St",40.7652654,-73.98192338,22961,"Subscriber",1975,1
"122",317,"6/1/2016 00:17:12","6/1/2016 00:22:29",428,"E 3 St & 1 Ave",40.72467721,-73.98783413,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,20790,"Subscriber",1981,1
"751",1442,"6/1/2016 05:34:01","6/1/2016 05:58:04",275,"Washington Ave & Greene Ave",40.68650065,-73.96563307,360,"William St & Pine St",40.70717936,-74.00887308,25393,"Subscriber",1988,2
"602",336,"6/1/2016 04:03:35","6/1/2016 04:09:11",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,3073,"Division Ave & Hooper St",40.70691254,-73.95441667,24019,"Subscriber",1988,1
"28",154,"6/1/2016 00:04:20","6/1/2016 00:06:55",3125,"45 Rd & 11 St",40.74708586,-73.94977234,3124,"46 Ave & 5 St",40.74731,-73.95451,16899,"Subscriber",1987,2
"792",1062,"6/1/2016 05:40:29","6/1/2016 05:58:11",3052,"Lewis Ave & Madison St",40.686312,-73.935775,3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,17926,"Subscriber",1984,2
"91",762,"6/1/2016 00:12:15","6/1/2016 00:24:58",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,22350,"Subscriber",1993,1
"423",1112,"6/1/2016 01:38:49","6/1/2016 01:57:21",527,"E 33 St & 2 Ave",40.744023,-73.976056,350,"Clinton St & Grand St",40.71559509,-73.9870295,24194,"Subscriber",1981,1
"661",227,"6/1/2016 05:01:34","6/1/2016 05:05:22",3047,"Halsey St & Tompkins Ave",40.6823687,-73.944118,437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759,22789,"Subscriber",1967,1
"894",720,"6/1/2016 05:50:28","6/1/2016 06:02:28",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,22688,"Subscriber",1991,2
"711",233,"6/1/2016 05:23:00","6/1/2016 05:26:54",474,"5 Ave & E 29 St",40.7451677,-73.98683077,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,14923,"Subscriber",1967,1
"769",592,"6/1/2016 05:38:12","6/1/2016 05:48:04",329,"Greenwich St & N Moore St",40.72043411,-74.01020609,459,"W 20 St & 11 Ave",40.746745,-74.007756,22975,"Subscriber",1974,1
"169",1591,"6/1/2016 00:28:43","6/1/2016 00:55:14",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,3162,"W 78 St & Broadway",40.78339981,-73.98093133,18405,"Subscriber",1982,1
"962",234,"6/1/2016 05:58:44","6/1/2016 06:02:39",448,"W 37 St & 10 Ave",40.75660359,-73.9979009,490,"8 Ave & W 33 St",40.751551,-73.993934,18823,"Subscriber",1984,1
"826",456,"6/1/2016 05:44:22","6/1/2016 05:51:58",498,"Broadway & W 32 St",40.74854862,-73.98808416,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,19111,"Subscriber",1965,1
"514",215,"6/1/2016 02:26:52","6/1/2016 02:30:28",405,"Washington St & Gansevoort St",40.739323,-74.008119,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,21081,"Subscriber",1990,1
"154",915,"6/1/2016 00:25:42","6/1/2016 00:40:57",263,"Elizabeth St & Hester St",40.71729,-73.996375,394,"E 9 St & Avenue C",40.72521311,-73.97768752,18495,"Subscriber",1969,2
"121",226,"6/1/2016 00:17:06","6/1/2016 00:20:53",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,251,"Mott St & Prince St",40.72317958,-73.99480012,18696,"Subscriber",1981,1
"291",906,"6/1/2016 00:52:19","6/1/2016 01:07:26",405,"Washington St & Gansevoort St",40.739323,-74.008119,361,"Allen St & Hester St",40.71605866,-73.99190759,25015,"Subscriber",1990,1
"554",4600,"6/1/2016 03:01:13","6/1/2016 04:17:53",328,"Watts St & Greenwich St",40.72405549,-74.00965965,328,"Watts St & Greenwich St",40.72405549,-74.00965965,25067,"Customer",NA,0
"576",230,"6/1/2016 03:21:23","6/1/2016 03:25:14",268,"Howard St & Centre St",40.71910537,-73.99973337,303,"Mercer St & Spring St",40.72362738,-73.99949601,16839,"Subscriber",1979,1
"682",125,"6/1/2016 05:14:09","6/1/2016 05:16:14",476,"E 31 St & 3 Ave",40.74394314,-73.97966069,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,21612,"Subscriber",1971,1
"290",4265,"6/1/2016 00:52:00","6/1/2016 02:03:05",146,"Hudson St & Reade St",40.71625008,-74.0091059,150,"E 2 St & Avenue C",40.7208736,-73.98085795,18328,"Customer",NA,0
"734",584,"6/1/2016 05:30:32","6/1/2016 05:40:16",2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,18468,"Subscriber",1957,2
"224",320,"6/1/2016 00:37:15","6/1/2016 00:42:35",391,"Clark St & Henry St",40.69760127,-73.99344559,398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,14601,"Subscriber",1974,2
"66",2159,"6/1/2016 00:08:11","6/1/2016 00:44:11",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,447,"8 Ave & W 52 St",40.76370739,-73.9851615,21097,"Subscriber",1967,1
"628",223,"6/1/2016 04:34:18","6/1/2016 04:38:02",536,"1 Ave & E 30 St",40.74144387,-73.97536082,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,23247,"Subscriber",1990,1
"506",164,"6/1/2016 02:22:17","6/1/2016 02:25:01",320,"Leonard St & Church St",40.717571,-74.005549,147,"Greenwich St & Warren St",40.71542197,-74.01121978,17789,"Subscriber",1988,1
"584",1275,"6/1/2016 03:35:40","6/1/2016 03:56:55",411,"E 6 St & Avenue D",40.72228087,-73.97668709,309,"Murray St & West St",40.7149787,-74.013012,18849,"Subscriber",1966,1
"345",469,"6/1/2016 01:07:57","6/1/2016 01:15:46",312,"Allen St & Stanton St",40.722055,-73.989111,341,"Stanton St & Mangin St",40.71782143,-73.97628939,18883,"Subscriber",1993,2
"233",197,"6/1/2016 00:38:52","6/1/2016 00:42:09",385,"E 55 St & 2 Ave",40.75797322,-73.96603308,367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,17175,"Subscriber",1986,1
"588",541,"6/1/2016 03:41:07","6/1/2016 03:50:09",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,306,"Cliff St & Fulton St",40.70823502,-74.00530063,18859,"Subscriber",1994,1
"302",736,"6/1/2016 00:55:06","6/1/2016 01:07:22",3224,"W 13 St & Hudson St",40.7399735410341,-74.0051387250423,486,"Broadway & W 29 St",40.7462009,-73.98855723,16823,"Subscriber",1990,1
"510",492,"6/1/2016 02:25:00","6/1/2016 02:33:12",250,"Lafayette St & Jersey St",40.72456089,-73.99565293,504,"1 Ave & E 15 St",40.73221853,-73.98165557,22435,"Subscriber",1987,1
"891",1082,"6/1/2016 05:50:21","6/1/2016 06:08:23",328,"Watts St & Greenwich St",40.72405549,-74.00965965,361,"Allen St & Hester St",40.71605866,-73.99190759,25067,"Subscriber",1972,1
"625",945,"6/1/2016 04:32:57","6/1/2016 04:48:42",3142,"1 Ave & E 62 St",40.7612274,-73.96094022,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,17267,"Subscriber",1959,1
"539",1622,"6/1/2016 02:47:02","6/1/2016 03:14:05",251,"Mott St & Prince St",40.72317958,-73.99480012,298,"3 Ave & Schermerhorn St",40.68683208,-73.9796772,25316,"Subscriber",1958,1
"923",639,"6/1/2016 05:53:53","6/1/2016 06:04:32",2012,"E 27 St & 1 Ave",40.739445,-73.976806,359,"E 47 St & Park Ave",40.75510267,-73.97498696,24975,"Subscriber",1989,2
"130",2467,"6/1/2016 00:18:50","6/1/2016 00:59:57",528,"2 Ave & E 31 St",40.74290902,-73.97706058,3081,"Graham Ave & Grand St",40.711863,-73.944024,24987,"Subscriber",1973,1
"204",1731,"6/1/2016 00:34:03","6/1/2016 01:02:55",3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,16058,"Subscriber",1979,1
"202",1282,"6/1/2016 00:33:43","6/1/2016 00:55:05",3085,"Roebling St & N 4 St",40.71469,-73.95739,317,"E 6 St & Avenue B",40.72453734,-73.98185424,19584,"Subscriber",1991,2
"808",326,"6/1/2016 05:42:32","6/1/2016 05:47:59",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,3233,"E 48 St & 5 Ave",40.7572456791173,-73.978059142828,17279,"Subscriber",1977,1
"828",2357,"6/1/2016 05:44:33","6/1/2016 06:23:51",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,17101,"Subscriber",1976,1
"102",1391,"6/1/2016 00:13:29","6/1/2016 00:36:40",238,"Bank St & Washington St",40.7361967,-74.00859207,519,"Pershing Square North",40.751873,-73.977706,14943,"Subscriber",1969,1
"988",135,"6/1/2016 06:00:42","6/1/2016 06:02:57",261,"Johnson St & Gold St",40.69474881,-73.98362464,119,"Park Ave & St Edwards St",40.69608941,-73.97803415,24859,"Subscriber",1974,1
"182",266,"6/1/2016 00:30:28","6/1/2016 00:34:55",3145,"E 84 St & Park Ave",40.77862688,-73.95772073,3231,"E 67 St & Park Ave",40.7678008014813,-73.9659208059311,25010,"Subscriber",1977,1
"658",374,"6/1/2016 04:58:33","6/1/2016 05:04:47",2022,"E 60 St & York Ave",40.759107,-73.959223,367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,25238,"Subscriber",1981,1
"659",901,"6/1/2016 04:58:55","6/1/2016 05:13:57",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,24872,"Subscriber",1972,1
"381",309,"6/1/2016 01:18:49","6/1/2016 01:23:58",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,16635,"Subscriber",1961,2
"234",1237,"6/1/2016 00:38:52","6/1/2016 00:59:30",450,"W 49 St & 8 Ave",40.76227205,-73.98788205,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,20868,"Subscriber",1995,1
"634",736,"6/1/2016 04:38:26","6/1/2016 04:50:43",504,"1 Ave & E 15 St",40.73221853,-73.98165557,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,19797,"Subscriber",1978,1
"103",617,"6/1/2016 00:13:47","6/1/2016 00:24:04",503,"E 20 St & Park Ave",40.73827428,-73.98751968,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,17683,"Subscriber",1968,2
"180",1705,"6/1/2016 00:30:09","6/1/2016 00:58:35",247,"Perry St & Bleecker St",40.73535398,-74.00483091,3142,"1 Ave & E 62 St",40.7612274,-73.96094022,19591,"Subscriber",1984,1
"966",735,"6/1/2016 05:59:03","6/1/2016 06:11:19",519,"Pershing Square North",40.751873,-73.977706,478,"11 Ave & W 41 St",40.76030096,-73.99884222,14866,"Subscriber",1958,2
"18",240,"6/1/2016 00:03:00","6/1/2016 00:07:00",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,18261,"Subscriber",1970,1
"843",486,"6/1/2016 05:46:09","6/1/2016 05:54:16",3167,"Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,3226,"W 82 St & Central Park West",40.78275,-73.97137,14687,"Subscriber",1961,1
"499",506,"6/1/2016 02:17:41","6/1/2016 02:26:07",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,17474,"Subscriber",1975,1
"608",1384,"6/1/2016 04:12:40","6/1/2016 04:35:44",223,"W 13 St & 7 Ave",40.73781509,-73.99994661,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,18343,"Subscriber",1988,2
"582",173,"6/1/2016 03:33:29","6/1/2016 03:36:23",341,"Stanton St & Mangin St",40.71782143,-73.97628939,400,"Pitt St & Stanton St",40.71926081,-73.98178024,25190,"Subscriber",1968,2
"948",1009,"6/1/2016 05:57:02","6/1/2016 06:13:51",448,"W 37 St & 10 Ave",40.75660359,-73.9979009,309,"Murray St & West St",40.7149787,-74.013012,22637,"Subscriber",1975,1
"164",904,"6/1/2016 00:27:50","6/1/2016 00:42:54",367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,3173,"Riverside Blvd & W 67 St",40.777507027548,-73.9888858795166,24888,"Subscriber",1976,1
"774",268,"6/1/2016 05:38:50","6/1/2016 05:43:18",267,"Broadway & W 36 St",40.75097711,-73.98765428,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,22719,"Subscriber",1965,1
"65",1278,"6/1/2016 00:08:13","6/1/2016 00:29:31",293,"Lafayette St & E 8 St",40.73028666,-73.9907647,3222,"Hanson Pl & St Felix St",40.6851595998918,-73.9771136641502,20323,"Subscriber",1990,1
"650",598,"6/1/2016 04:54:34","6/1/2016 05:04:32",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,3244,"University Pl & E 8 St",40.7314372408523,-73.9949034154415,14583,"Subscriber",1966,1
"325",330,"6/1/2016 01:02:42","6/1/2016 01:08:13",3071,"Boerum St & Broadway",40.70538077,-73.94976519,3060,"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915,20168,"Subscriber",1990,1
"266",662,"6/1/2016 00:45:10","6/1/2016 00:56:12",324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,20839,"Subscriber",1989,2
"834",380,"6/1/2016 05:45:10","6/1/2016 05:51:31",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,458,"11 Ave & W 27 St",40.751396,-74.005226,25048,"Subscriber",1962,1
"172",806,"6/1/2016 00:28:50","6/1/2016 00:42:16",301,"E 2 St & Avenue B",40.72217444,-73.98368779,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,25291,"Subscriber",1987,1
"583",925,"6/1/2016 03:34:51","6/1/2016 03:50:16",150,"E 2 St & Avenue C",40.7208736,-73.98085795,306,"Cliff St & Fulton St",40.70823502,-74.00530063,22338,"Subscriber",1981,1
"309",337,"6/1/2016 00:57:00","6/1/2016 01:02:38",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,225,"W 14 St & The High Line",40.74195138,-74.00803013,24085,"Subscriber",1991,1
"389",570,"6/1/2016 01:20:09","6/1/2016 01:29:39",445,"E 10 St & Avenue A",40.72740794,-73.98142006,357,"E 11 St & Broadway",40.73261787,-73.99158043,17430,"Subscriber",NA,0
"712",220,"6/1/2016 05:23:22","6/1/2016 05:27:03",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3150,"E 85 St & York Ave",40.77536905,-73.94803392,14592,"Subscriber",1989,1
"454",694,"6/1/2016 01:52:02","6/1/2016 02:03:37",427,"Bus Slip & State St",40.701907,-74.013942,304,"Broadway & Battery Pl",40.70463334,-74.01361706,24905,"Subscriber",1988,1
"356",1260,"6/1/2016 01:10:11","6/1/2016 01:31:12",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,490,"8 Ave & W 33 St",40.751551,-73.993934,20836,"Customer",NA,0
"743",245,"6/1/2016 05:31:49","6/1/2016 05:35:55",120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,384,"Fulton St & Washington Ave",40.683048,-73.964915,16188,"Subscriber",1984,1
"195",2559,"6/1/2016 00:32:53","6/1/2016 01:15:32",3169,"Riverside Dr & W 82 St",40.78720869,-73.98128127,3169,"Riverside Dr & W 82 St",40.78720869,-73.98128127,20745,"Customer",NA,0
"561",1149,"6/1/2016 03:06:41","6/1/2016 03:25:51",3162,"W 78 St & Broadway",40.78339981,-73.98093133,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,19692,"Subscriber",1982,1
"478",1744,"6/1/2016 02:01:45","6/1/2016 02:30:49",445,"E 10 St & Avenue A",40.72740794,-73.98142006,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,15228,"Customer",NA,0
"878",328,"6/1/2016 05:49:08","6/1/2016 05:54:37",388,"W 26 St & 10 Ave",40.749717753,-74.002950346,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,16636,"Subscriber",1982,1
"899",404,"6/1/2016 05:51:22","6/1/2016 05:58:06",447,"8 Ave & W 52 St",40.76370739,-73.9851615,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,23758,"Subscriber",1986,1
"505",135,"6/1/2016 02:20:27","6/1/2016 02:22:42",545,"E 23 St & 1 Ave",40.736502,-73.97809472,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,24932,"Subscriber",1989,1
"952",822,"6/1/2016 05:57:41","6/1/2016 06:11:24",411,"E 6 St & Avenue D",40.72228087,-73.97668709,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,23948,"Subscriber",1984,1
"397",383,"6/1/2016 01:21:06","6/1/2016 01:27:29",346,"Bank St & Hudson St",40.73652889,-74.00618026,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,14686,"Subscriber",1967,1
"241",667,"6/1/2016 00:39:56","6/1/2016 00:51:03",302,"Avenue D & E 3 St",40.72082834,-73.97793172,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,16635,"Subscriber",1991,2
"666",271,"6/1/2016 05:04:35","6/1/2016 05:09:07",395,"Bond St & Schermerhorn St",40.68807003,-73.98410637,3222,"Hanson Pl & St Felix St",40.6851595998918,-73.9771136641502,17869,"Subscriber",1974,1
"189",536,"6/1/2016 00:31:40","6/1/2016 00:40:37",3099,"Leonard St & Manhattan Ave",40.721522403393,-73.948982656002,3078,"Broadway & Roebling St",40.70925562,-73.95982218,17593,"Subscriber",1988,1
"468",2463,"6/1/2016 01:58:35","6/1/2016 02:39:38",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,19982,"Subscriber",1983,1
"704",1145,"6/1/2016 05:21:37","6/1/2016 05:40:43",545,"E 23 St & 1 Ave",40.736502,-73.97809472,513,"W 56 St & 10 Ave",40.768254,-73.988639,21031,"Subscriber",1982,1
"637",1172,"6/1/2016 04:39:49","6/1/2016 04:59:22",83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,14679,"Customer",NA,0
"518",1205,"6/1/2016 02:29:10","6/1/2016 02:49:16",296,"Division St & Bowery",40.71413089,-73.9970468,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,18924,"Subscriber",1978,1
"430",466,"6/1/2016 01:42:32","6/1/2016 01:50:19",479,"9 Ave & W 45 St",40.76019252,-73.9912551,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,18695,"Subscriber",1983,1
"702",644,"6/1/2016 05:21:13","6/1/2016 05:31:57",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,20154,"Subscriber",1977,1
"89",866,"6/1/2016 00:12:05","6/1/2016 00:26:32",479,"9 Ave & W 45 St",40.76019252,-73.9912551,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,21109,"Customer",NA,0
"903",537,"6/1/2016 05:51:44","6/1/2016 06:00:42",3153,"E 71 St & 2 Ave",40.7681754674225,-73.9591026306152,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,20382,"Subscriber",1977,1
"488",758,"6/1/2016 02:07:30","6/1/2016 02:20:09",509,"9 Ave & W 22 St",40.7454973,-74.00197139,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,19408,"Subscriber",1987,1
"446",910,"6/1/2016 01:49:02","6/1/2016 02:04:12",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,458,"11 Ave & W 27 St",40.751396,-74.005226,25063,"Subscriber",1988,1
"256",3232,"6/1/2016 00:42:30","6/1/2016 01:36:23",249,"Harrison St & Hudson St",40.71870987,-74.0090009,319,"Fulton St & Broadway",40.711066,-74.009447,21354,"Subscriber",1974,1
