review_count,style_score,brewer,wgt_avg,beer_img,state,beer_rank,overall_score,beer_style,beer_name,abv,est_cal,mean,ibu,beer_desc
267,98,Free State Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2946.jpg",KANSAS,1,100,Imperial Stout,Free State Owd Macs Imperial Stout,9.5%,285,/,,"This very special beer was brewed as a Double Strength Imperial Stout. Imperial Stouts being very big beers to begin with, that puts this at the strength of a barleywine. The Original Gravity is 27.5 P/1118, then the hopping level is very hard to define, though there are enough hops to achieve 100 IBUs in a smaller beer, this beer still has a distinct sweetness due to a high percentage of unfermentable sugars. After fermentation, this beer was aged in old whiskey barrels from the McCormack’s bottling plant in Weston, MO, hence the name Owd Mac’s (owd being a British regional colloquialism for old)."
34,84,Toppling Goliath,3.68,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_154911.jpg",IOWA,24,96,Imperial IPA,Toppling Goliath Hopsmack!,,175,3.76/5.0,,"First in our limited Hop Patrol series of aggressively hopped and auspicious ales, HOPSMACK! is here to rescue your palate. Giant aromas of pineapple and tropical fruit jump from this enticingly complex double IPA. True to its name, this brew delivers a heavy smack of dry hops and a double dose of bitterness in the finish."
26,99,Toppling Goliath,3.68,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_372405.jpg",IOWA,23,96,American Pale Ale,Toppling Goliath Xhops Series - Gamma,,,3.79/5.0,,"Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?"
14,87,Toppling Goliath,3.7,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_320184.jpg",IOWA,22,97,Imperial IPA,Toppling Goliath ReGifter Double IPA,8.6%,258,3.92/5.0,90,
23,99,Toppling Goliath,3.67,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_241847.jpg",IOWA,21,97,American Pale Ale,Toppling Goliath XHops Series - Green,,,3.79/5.0,195,
10,65,Madhouse Brewing Company,3.72,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_400341.jpg",IOWA,20,97,Imperial Stout,Madhouse Carpe Diem,11.5%,345,4.01/5.0,,Barrel Aged Breakfast Stout
11,99,Toppling Goliath,3.73,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_422994.jpg",IOWA,19,97,American Pale Ale,Toppling Goliath pseudoSue - Citra Double Dry Hopped,5.8%,174,4/5.0,,"pseudoSue double dry hopped with Citra. ""Double Citra"" is stamped on the neck of the bottle."
44,92,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_342935.jpg",IOWA,18,98,Imperial IPA,Toppling Goliath / Mikkeller Nelson Schmelsson,,100,/,,"Friendship is a lot of things - leaving the last peice of pie, moving a couch, or pointing out when there’s parsley stuck between teeth. But to us, friendship is brewing. It take a lot to understand how to balance the perfect beer, and the right character to bring to the table. Too much malt and you might as well have just squeezed a lemon in their eye. But together we live, we learn, and ultimately we make a pretty tasty beer. Skal!"
38,98,Peace Tree Brewing Company,3.75,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_211822.jpg",IOWA,17,98,India Pale Ale (IPA),Peace Tree No Coast IPA,,95,3.83/5.0,,"No Coast is a big American IPA with tons of bitterness and loads of hop flavor. A variety of pale malts are used to give this beer a nice golden color and let the Amarillo, Citra and Simcoe hops shine through with big piney and citrus notes. Coming in at 95 IBUs, this beer is sure to show there’s more to beer than just a coast."
39,98,Toppling Goliath,3.76,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_215353.jpg",IOWA,16,98,India Pale Ale (IPA),Toppling Goliath Thresher IPA ,5.25%,158,3.84/5.0,50,
20,99,Toppling Goliath,3.76,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_426803.jpg",IOWA,15,98,American Pale Ale,Toppling Goliath Galaxy Dry Hopped pseudoSue,,,3.92/5.0,174,
67,99,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_179986.jpg",IOWA,14,98,India Pale Ale (IPA),Toppling Goliath Intergalactic Warrior IPA,5.8%,174,/,60,"This full force blend of Galaxy and Warrior hops packs a bitter punch. Big body, bold flavor, with a boost of citrus rind and just a kick of spiciness in the finish. Intergalactic Warrior is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends."
451,99,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_130326.jpg",IOWA,13,98,India Pale Ale (IPA),Toppling Goliath Golden Nugget IPA,7.2%,216,/,56,"This spectacularly golden, medium bodied IPA was crafted from a winning combination of Golden Promise malt and Nugget hops."
48,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_383757.jpg",IOWA,12,99,American Pale Ale,Toppling Goliath XHops Series - Gold,,,/,,"Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?"
177,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_277182.jpg",IOWA,11,99,American Pale Ale,Toppling Goliath Light Speed Pale Ale,,,/,174,"Previously known as Millennium Falcon, this seasonal pale ale was crafted with a perfect mixture of Millennium hops and Falconer’s Flight blend. Inviting orange aroma and hints of lemon flavor in this medium-bodied beauty will make you want to drink yours at light speed!"
15,100,Toppling Goliath,3.82,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_435002.jpg",IOWA,10,99,American Pale Ale,Toppling Goliath Mosaic Dry Hopped pseudoSue,5.8%,174,4.05/5.0,,AKA SueMo.
87,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_301368.jpg",IOWA,9,99,American Pale Ale,Toppling Goliath Sol Hunter Pale Ale,,,/,195,XHops Red Redone
198,99,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153769.jpg",IOWA,8,99,India Pale Ale (IPA),Toppling Goliath ZeeLander,,80,/,,Ipa with New Zealand Nelson hops.
32,98,Toppling Goliath,3.91,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_266931.jpg",IOWA,7,99,Imperial IPA,Toppling Goliath / Tree House David,,,4.03/5.0,258,Collaboration with Tree House Brewing Company
184,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_198739.jpg",IOWA,6,100,India Pale Ale (IPA),Toppling Goliath Pompeii IPA,5.5%,165,/,60,"Inspiration for our newest Hop Patrol IPA comes from the House of Faun in Pompeii, Italy. At this site, some of the world’s most famous mosaics were preserved under layers of ash after the eruption of Mount Vesuvius.

Just as Mount Vesuvius preserved the complex mosaics of Pompeii, this single-hop IPA preserves the luxurious taste of the Mosaic hop."
29,99,Toppling Goliath,3.98,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_152771.jpg",IOWA,5,100,Imperial IPA,Toppling Goliath Twisted Galaxy,,170,4.12/5.0,,"Outta-this-world single-hop, double IPA, showcasing the Galaxy hop from Tasmania. Weighs in at a theoretical 170 IGUs (that’s “Intergalactic Bittering Units”).

Twisted Galaxy is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends."
160,99,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_211772.jpg",IOWA,4,100,Imperial IPA,Toppling Goliath Sosus,8%,240,/,100,"In his most notable mosaic work, Sosus of Pergamon depicts doves sunning atop a golden chalice. The image was said to be so enticing that real birds flew into it while trying to reach their stone companions. This single-hop showcase is inspired by the beauty of divinity of the Sosus mosaics. Just as the doves discovered their golden nectar, discover the irresistible nature of the Mosaic hop."
615,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_149475.jpg",IOWA,3,100,American Pale Ale,Toppling Goliath pseudoSue,5.8%,174,/,50,"This single hop pale ale showcases the Citra hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. She roars with ferocious aromas of grapefruit, citrus, mango and evergreen. pseudoSue’s unique and addictive taste is clean and bright with just enough bite!"
158,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_252251.jpg",IOWA,2,100,Imperial IPA,Toppling Goliath King Sue,,,/,255,Citra Double IPA
174,100,Toppling Goliath,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_151817.jpg",IOWA,1,100,Imperial Stout,Toppling Goliath Mornin’ Delight,,50,/,,A huge Imperial Stout with an explosive espresso aroma followed by strong notes of maple syrup and vanilla.
74,99,Revolution Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_165649.jpg",ILLINOIS,24,99,Scotch Ale,Revolution Gravedigger Billy,10.4%,312,/,,"After quietly resting in the cellar for just over five months, it is finally time for our Willie Wee Heavy Scotch ale to be extracted from the Woodford Reserve barrels. The rich malt character reminiscent of cocoa, toffee, and brown sugar from the Belgian specialty malts has melded beautifully with the flavors and aromas of vanilla, caramel, toasted coconut and fine bourbon from the charred American oak barrels. Prolonged aging in these amazing barrels yields a finished product not only with a high level of complexity but also a smooth creamy mouthfeel which masks this ale’s rather substantial ABV."
202,98,Half Acre Beer Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_123243.jpg",ILLINOIS,23,99,Imperial IPA,Half Acre Double Daisy Cutter,8%,240,/,,Double Daisy Cutter is a monster version of the original Daisy Cutter Pale Ale. A heftier grain bill amps up the weight and double dry hopping insures there’s enough hops to recede your gums.
129,90,Revolution Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_230406.jpg",ILLINOIS,22,99,Imperial Stout,Revolution Deth’s Tar,,,/,342,"A play on Josh’s name, this Russian imperial stout is aged in four different types of bourbon barrels (Old Fitzgerald, Old Forester, Elijah Craig, and Evan Williams), then blended for the resulting thick and dark brew. If you had a chance to taste Alderaan, this is the aged version."
37,99,Half Acre Beer Company,3.89,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_225746.jpg",ILLINOIS,21,99,India Pale Ale (IPA),Half Acre Beer Hates Astronauts,,,3.99/5.0,210,"Imagine a comic book. The kind with superheroes and punching and stuff. Now imagine that most of those superheroes are kind of total jerks. Add in a lot of profanity. No, more profanity than that. Ok, now throw in felonious owls, spectral bovines, gorilla arms, lots of bears, unplanned pregnancy, and 19th century boxer John L. Sullivan. And then a little more profanity. And be sure to include almost nothing about theology or space exploration."
56,98,Pipeworks Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_428893.jpg",ILLINOIS,20,99,Imperial IPA,Pipeworks Emerald Grouper ,9.5%,285,/,75,Imperial IPA brewed with honey.
60,91,Haymarket Pub & Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_150574.jpg",ILLINOIS,19,99,Imperial Stout,Haymarket Indignant Imperial Stout - Bourbon Barrel,,,/,375,"A monstrously big black ale aged for 4 months in eight year old Woodford Reserve Bourbon barrels. Flavors of vanilla, coconut, chocolate, coffee, cherry and bourbon are matched by the warming effect of the brew."
25,91,Haymarket Pub & Brewery,3.9,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_158803.jpg",ILLINOIS,18,99,Imperial Stout,Haymarket Clare’s Thirsty Ale,,,4.04/5.0,375,An Imperial Stout aged for six months in Woodford Reserve bourbon barrels on raspberries.
135,98,Revolution Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153532.jpg",ILLINOIS,17,99,Barley Wine,Revolution Barrel Aged Institutionalized Barley Wine,13%,390,/,,"In November of 2010, we filled 1 Jack Daniels and 1 Heaven Hill Rye Whiskey barrel with our Barleywine (Institutionalized). The combination of these two unique barrels yield a very rich and complex finished product. Deep aromas and flavors of dark stone fruits, bourbon, molasses, toasted coconut and vanilla come in waves as you swirl this beer in the snifter."
77,98,Pipeworks Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_194556.jpg",ILLINOIS,16,99,Imperial IPA,Pipeworks Unicorn Galaxy Imperial IPA,,,/,285,"When it comes to gravitationally bound systems of stars, stallar remnants, interstellar mediums and dark matter, the Unicorn is a bit of an expert. This wheat Double IPA, brewed with 20 perfcent wheat and loads of Galaxy hops, will tear through yourface time continuum in less than 12 parsecs and leave you well versed in a brief history of awesome."
46,93,Destihl Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_158772.jpg",ILLINOIS,15,99,Imperial Stout,Destihl Dosvidanya Russian Imperial Stout,14%,420,/,78,"Like a Russian Matryoshka or ’nesting’ doll, the secret of Dosvidanya® Russian Imperial Stout lies locked deep within her mysterious & elaborate wooden layers. The hidden soul of this oak bourbon barrel-aged beer that we said Dosvidanya (’goodbye’) to several months before revealing, is its rich flavors like dark chocolate, toffee, black cherries and coffee along with robust & roasty maltiness that finishes dry."
110,99,Half Acre Beer Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_150597.jpg",ILLINOIS,14,99,Imperial IPA,Half Acre Galactic Double Daisy Cutter,8.5%,255,/,,"We’ve brewed a variant of Double Daisy Cutter we’re calling Galactic Double Daisy Cutter. This version highlights Galaxy hops, a bruiser grown in Australia specifically to make pallets numb."
