state,beer_rank,beer_name,beer_style,brewer,review_count,overall_score,style_score,wgt_avg,abv,est_cal,mean,ibu,beer_desc,beer_img
MISSISSIPPI,14,SPB Cicada Series Hipster Breakfast,Sweet Stout,Southern Prohibition Brewery,9,78.0,,3.31,,40.0,3.69,,"Our Oatmeal Stout takes advantage of the silkiness oats provide for a beer. Layered between roasted and chocolate malts, this full-bodied, full-flavored stout is pitch black with a tan head. Earthy English hops round out the sweetness and create a dark concoction to be enjoyed day or night.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_244472.jpg"
MISSISSIPPI,15,Lazy Magnolia Gulf Porter,Porter,Lazy Magnolia Brewing Company,55,77.0,55.0,,6,180.0,,,"Gulf Porter is the first beer of the year in our Brewer\'s Choice Series. Carefully brewed with select malts, oats, and hops. We rely on the yeast to provide the spicy note and the rich character of the beer. With warm notes of toffee, coffee, and a little chocolate this porter is a beautiful beer. Sure to spark a lively discussion on the finer points of Southern living.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_49381.jpg"
MISSISSIPPI,16,SPB Mississippi Fire Ant,American Strong Ale,Southern Prohibition Brewery,38,75.0,40.0,3.36,8,240.0,3.41,80.0,"Our first high gravity offering, this imperial red ale has a huge malt presence only to be out shined by its hop additions. Dark mahogany red with a nice fluffy head, the Fire Ant showcases roasted and toasted caramel notes layered between spicy, herbal and fruity hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_220685.jpg"
MISSISSIPPI,17,Chandeleur Lil Smack IPA,India Pale Ale (IPA),Chandeleur Brewing,18,74.0,49.0,3.35,6.5,195.0,3.44,69.0,"This hop forward IPA has just enough malt to offer the brew some balance while still keeping hops the primary focus.  A hefty portion of crystal malt lends a slight sweetness to the taste.  Almost entirely late hopped, we want to accentuate the delicate fruity, piney, and tropical aromas and flavors of the American and Australian hops used throughout the brew process.  We went heavy on the hops while still keeping the bitterness in check.   You'll find our Mississippi coast Chandeleur Island charter fishing boats from Biloxi & Gulfport anchored for the weekend in Lil' Smack Channel.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_316690.jpg"
MISSISSIPPI,18,Lazy Magnolia Jefferson Stout,Sweet Stout,Lazy Magnolia Brewing Company,300,72.0,46.0,,,22.0,,,"Jefferson Stout, Lazy Magnolia's original Sweet Potato Cream Stout, is Lazy Magnolia's version of the ideal Southern-Style Stout. Jefferson Stout is brewed with sweet potatoes and lactose (milk sugar). The sweet potatoes provide the background to an impressive taste with added notes of roasted chocolate, coffee and caramel flavors.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_49380.jpg"
MISSISSIPPI,19,SPB Devils Harvest Extra Pale Ale (-2016),American Pale Ale,Southern Prohibition Brewery,45,72.0,69.0,,5.8,174.0,,60.0,"This extra pale ale uses rich Munich malt to balance out the four hop additions. With a full mouth feel and bold aroma, Devil's Harvest is a flavorful hop bomb.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_220684.jpg"
MISSISSIPPI,20,Chandeleur Curlews Toasted Coconut Porter,Porter,Chandeleur Brewing,21,69.0,50.0,3.32,5.8,174.0,3.39,30.0,This brown porter base is loaded with tons of roasted malts giving it a plethora of flavors from coffee to chocolate to toffee.  Coconut is added to the boil and to the aging tanks putting a tropical twist on this traditional style.  Curlew is a mostly sand island secluded just far enough away from the main Chandeleur Island chain that it is almost untouched.  There have been many a coconut found on the surfside of this little piece of heaven.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_310738.jpg"
MISSISSIPPI,21,SPB Cicada Series Suzy Smash,Golden Ale/Blond Ale,Southern Prohibition Brewery,10,69.0,95.0,3.31,5,150.0,3.46,,"An easy drinker that's full of flavor, we dry-hopped our unfiltered blonde ale. This dirty blonde has a pinch of wheat and a nice honey malt backbone with a balanced bitterness, set apart by its pleasant cascade hop aroma.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_355696.jpg"
MISSISSIPPI,22,SPB Jack the Sipper,Premium Bitter/ESB,Southern Prohibition Brewery,56,68.0,93.0,,5.3,159.0,,45.0,"Southern Prohibition's ESB, Jack the Sipper, utilizes traditional ingredients for a flavorful yet balanced harmony of 100% English hops and English malts. Manageable ABV along with rich toasty and fruity flavors allows the victim to sip on multiple pints for a true UK experience down South.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_261506.jpg"
MISSISSIPPI,23,SPB Devils Harvest American Pale Ale (Redux) (2016 - ),American Pale Ale,Southern Prohibition Brewery,13,67.0,62.0,3.31,,,3.42,174.0,"Devil's Harvest is an American Pale Ale with the soul of an India Pale Ale. Late hopped entirely with Citra and Centennial, and then dry-hopped with the same one-two combo leaves a floral and fruit haze rising from the beer. Enjoy this new reincarnation, we are.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_425543.jpg"
MISSISSIPPI,24,Lazy Magnolia Me and the Dev-Ale,American Strong Ale,Lazy Magnolia Brewing Company,67,63.0,29.0,,,,,255.0,"A sinister brew with a seductive balance of sweetness, resinous pine and citrus aromas.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_225636.jpg"
MISSISSIPPI,25,SPB Lazarus,Abt/Quadrupel,Southern Prohibition Brewery,9,51.0,,3.2,9,270.0,3.31,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_355485.jpg"
MISSOURI,1,Perennial Barrel Aged Abraxas,Imperial Stout,Perennial Artisan Ales,208,100.0,100.0,,,,,330.0,"Imperial Stout aged 11 months in Rittenhouse Rye Whiskey barrels with cacao nibs, ancho chilies, vanilla beans, and cinnamon.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_191962.jpg"
MISSOURI,2,Side Project Derivation Blend #1,Imperial Stout,Side Project Brewing,25,100.0,99.0,4.19,15,450.0,4.38,,"Derivation is our series of Barrel-Aged Imperial Stouts in which we brew several recipes, age them in a variety of barrels and blend them before bottling to add depth and structure to this massive style of beer.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_336480.jpg"
MISSOURI,3,Side Project Derivation Blend #2,Imperial Stout,Side Project Brewing,20,100.0,100.0,4.24,15,450.0,4.48,,"Derivation is our series of Barrel-Aged Imperial Stouts in which we brew several recipes, age them in a variety of barrels and blend them before bottling to add depth and structure to this massive style of beer.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_338167.jpg"
MISSOURI,4,Perennial Abraxas,Imperial Stout,Perennial Artisan Ales,363,100.0,97.0,,10,300.0,,,"Ale brewed with ancho chili peppers, cacao nibs, and cinnamon sticks.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_159486.jpg"
MISSOURI,5,Side Project Derivation Blend #3,Imperial Stout,Side Project Brewing,30,100.0,97.0,4.05,14,420.0,4.19,,"Derivation is our series of Barrel-Aged Imperial Stouts in which we brew several recipes, age them in a variety of barrels and blend them before bottling to add depth and structure to this massive style of beer.

Blend #3 is an imperial stout with a touch of rye aged in two-year Willet Rye Barrels for one year.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_364323.jpg"
MISSOURI,6,Side Project Framboise du Fermier,Saison,Side Project Brewing,16,100.0,100.0,4.05,8,240.0,4.31,,"Framboise du Fermier is our delicate and aromatic Saison du Fermier aged with raspberries in French Oak wine barrels. The brightness, depth and rustic character are created by the wild yeast native to our familiy's Missouri farm. This raspberry saison was fermented in and aged in wine barrels for several months.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_335505.jpg"
MISSOURI,7,Perennial Blue Label Maman - Evan Williams 23 ,Imperial Stout,Perennial Artisan Ales,49,100.0,97.0,,12,360.0,,,Maman aged in Evan Williams 23yr Blue Label barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_399372.jpg"
MISSOURI,8,Perennial Sump,Imperial Stout,Perennial Artisan Ales,226,100.0,97.0,,10.5,315.0,,,Imperial Stout blended with locally roasted Sump Coffee.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_253118.jpg"
MISSOURI,9,Side Project Abricot du Fermier,Sour/Wild Ale,Side Project Brewing,45,100.0,99.0,,,,,240.0,"Abricot du Fermier is our delicate and aromatic Saison du Fermier aged with apricots in French oak wine barrels. The brightness, depth, and rustic character are created by wild yeast native to our family's Missouri farm. This Apricot saison was fermented in and aged in wine barrels for several months.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_289378.jpg"
MISSOURI,10,Side Project Bleuet du Fermier,Sour/Wild Ale,Side Project Brewing,18,100.0,99.0,4.02,8,240.0,4.25,,Saison du Fermier aged with blueberries,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_406973.jpg"
MISSOURI,11,Side Project Fuzzy,Sour/Wild Ale,Side Project Brewing,89,100.0,99.0,,8,240.0,,,"Fuzzy is an American Wild Ale that was fermented in and aged in Chardonnay barrels with a blend of wild yeast and bacteria from our family's farm and our house souring cultures. Once mature, the beer was aged on close to four pounds per gallon of Missouri-grown White Peaches for an additional six months before an extended bottle conditioning.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_238291.jpg"
MISSOURI,12,Side Project Thicket,Sour/Wild Ale,Side Project Brewing,43,100.0,99.0,,,,,180.0,Wild Missouri ale aged in oak barrels with blackberries.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_311205.jpg"
MISSOURI,13,Mothers MILF,Imperial Stout,Mother's Brewing Company,84,100.0,95.0,,,50.0,,,"You're in for a treat with this one. Brewed with cocoa nibs and raisins and then lovingly aged in rum, sherry, bourbon, brandy and whiskey barrels, this big beer takes on flavors from the spirit and wood of each barrel. The end result is a complex and elegant companioin that's right for carefree nights of privilege and excess.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_205215.jpg"
MISSOURI,14,Perennial Barrel Aged Sump,Imperial Stout,Perennial Artisan Ales,80,100.0,95.0,,10.5,315.0,,,"Barrel-aged coffee stout from Perennial using a Columbia roasted by Scott at Sump Coffee. Region: Timbio, Columbia. Varietal: Castillo, Caturra. Altitude: 1600-1900 M. From: Various small holders. Fully washed, sun dried.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_204469.jpg"
MISSOURI,15,Side Project One Candle,Imperial Stout,Side Project Brewing,17,100.0,94.0,3.97,,,4.19,450.0,Smoked imperial stout aged in a Knob Kreek bourbon barrel for 18 months and served uncarbonated.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_298014.jpg"
MISSOURI,16,Perennial Coffee Abraxas,Imperial Stout,Perennial Artisan Ales,68,100.0,94.0,,10,300.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_238070.jpg"
MISSOURI,17,Perennial Maman,Imperial Stout,Perennial Artisan Ales,18,100.0,94.0,3.96,11.5,345.0,4.18,,Imperial stout aged in Rittenhouse Rye barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_295924.jpg"
MISSOURI,18,Perennial Vanilla Abraxas,Imperial Stout,Perennial Artisan Ales,19,100.0,94.0,3.96,,,4.16,300.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_167446.jpg"
MISSOURI,19,Side Project Saison du Bl,Saison,Side Project Brewing,135,100.0,99.0,,,,,180.0,"Saison du Bl is the harmony of a fluffy wheat Saison with Brettanomyces and Lactobacillus. The wheat balances a very dry body with a creamy, billowy mouthfeel and our house Saison yeast adds complexity and acidity. This farmhouse ale was aged in Chardonnay barrels for several months.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_236577.jpg"
MISSOURI,20,Side Project Unblended (Barrel #40),Sour/Wild Ale,Side Project Brewing,37,100.0,98.0,3.95,6,180.0,4.06,,"My Unblended labeling will be single barrel releases of barrels that I find are just too good to blend and offer a unique experience on their own. Barrel #40 is the first barrel in my inventory that I have found to be this way. It started life as a Chardonnay barrel that I filled with a batch of coolship beer (100% spontaneously fermented) that I brewed in the early part of 2013. This was Barrel #40 in my inventory and is now its own, single barrel release.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_272595.jpg"
MISSOURI,21,Perennial Barrel Aged Sump (Rwandan Kyoto),Imperial Stout,Perennial Artisan Ales,30,99.0,93.0,3.94,10.5,315.0,4.07,,Stout aged in whiskey barrels with coffee added.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_263412.jpg"
MISSOURI,22,Side Project Saison du Fermier,Saison,Side Project Brewing,135,99.0,99.0,,,,,210.0,"Saison du Fermier is a Chardonnay barrel-fermented Saison. It is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth and rustic character of Brettanomyces and Lactobacillus found in traditional Saisons. This farmhouse ale was fermented in and aged in wine barrels for several months.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_224904.jpg"
MISSOURI,23,Boulevard Smokestack Series: Saison-Brett,Saison,Boulevard Brewing Company (Duvel-Moortgat),1027,99.0,99.0,,,38.0,,,"Saison-Brett, based on our very popular Tank 7, is assertively dry hopped, then bottle conditioned with various yeasts, including Brettanomyces, a wild strain that imparts a distinctive earthy quality. Though this farmhouse ale was given three months of bottle age prior to release, further cellaring will continue to enhance the Brett character, if that's what you're after.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_61449.jpg"
MISSOURI,24,Side Project / De Garde Orviamo,Sour/Wild Ale,Side Project Brewing,17,99.0,98.0,3.94,10,300.0,4.16,,"Our De Garde Collab, OR & MO microflora, Oregon Raspberries & Plums, wine, whiskey & port barrels.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_336837.jpg"
MISSOURI,25,Side Project Blanc de Blancs,Sour/Wild Ale,Side Project Brewing,27,99.0,98.0,3.94,,,4.08,300.0,Biere Brut/Wild Ale aged and natively refermented in Chardonnay barrels with Missouri Chardonel grapes.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_289376.jpg"
MONTANA,1,Big Sky Ivan the Terrible Imperial Stout - Bourbon Barrel,Imperial Stout,Big Sky Brewing Company,406,100.0,95.0,,,65.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_66368.jpg"
MONTANA,2,Big Sky Ivan The Terrible Imperial Stout ,Imperial Stout,Big Sky Brewing Company,218,97.0,71.0,,,39.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_292660.jpg"
MONTANA,3,Big Sky Olde Bluehair Barleywine,Barley Wine,Big Sky Brewing Company,283,97.0,91.0,,,75.0,,,"Imagine a tango: a man and a woman dancing, their eyes locked upon one another, then take your first taste of Olde Bluechair, Big Sky Brewing Company's Barley Wine. A taste of apricots, honey flavors, a sliver of vanilla, and a hint of caramel, round out the Barley Wine. Like so many things in life, Olde Bluehair just gets better with age.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_57013.jpg"
MONTANA,4,Carters De-Railed IPA,India Pale Ale (IPA),Carters Brewing Co.,17,97.0,97.0,3.72,,,3.9,195.0,"Like a trainwreck in your mouth, this beer is bursting with flavor: biscuity malts colliding with colossal amounts of American hops to create our version of the classic palate bruiser. Dry hopped with Simcoe and Palisade hops for the classic Northwest style hop nose.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80456.jpg"
MONTANA,5,Big Sky Bobos Robust Porter,Porter,Big Sky Brewing Company,177,95.0,97.0,,,32.0,,,"According to Montana legend, deep in the expanse of the Bob Marshal Wilderness there lives a small band of rugged and ferocious.... Chihuahuas.
Bobo is the packs' Alpha Male, and in a word he is ROBUST.
So naturally we thought he deserved his own delicous Robust Porter.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_98126.jpg"
MONTANA,6,Flathead Lake The Imperial IPA,Imperial IPA,Flathead Lake Brewing Company,29,95.0,73.0,3.58,,76.0,3.75,,"The Imperial IPA is a Double India Pale Ale that is fully loaded with Cascade hops for explosive grapefruit flavors and aroma, assertive bitterness balanced perfectly with a strong malt backbone, and a slow, smooth finish. Montana grown 2-row pale, white wheat, and caramel malts. Simcoe and Cascade hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_71782.jpg"
MONTANA,7,Montana Brewing Beartooth Espresso Porter,Porter,Montana Brewing Company,12,94.0,96.0,3.6,,30.0,3.83,,An organic grain porter with five percent custom brewed coffee infused.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80448.jpg"
MONTANA,8,Kettle House Olde Bongwater Hemp Porter,Porter,Kettle House Brewing Company,30,93.0,94.0,3.53,,,3.61,165.0,"Olde Bongwater Hemp Porter was named by Kevin Head at The Rhino, a bar in Missoula. He originally wanted the beer as a house beer. It was such a hit, that others started asking for it. Now, you can find it in bars across western Montana.

Some have criticized us of glorifying marijuana or giving hemp a bad image. We intend to do neither. Taste it & you'll agree - it is GOOD!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_26738.jpg"
MONTANA,9,Bitter Root Last Cast Black IPA,Black IPA,Bitter Root Brewing,26,93.0,72.0,3.51,,,3.69,201.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_134699.jpg"
MONTANA,10,Big Sky Cowboy Coffee Porter,Porter,Big Sky Brewing Company,168,92.0,94.0,,6.2,186.0,,32.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_121259.jpg"
MONTANA,11,Carters Saison De Carter,Saison,Carters Brewing Co.,22,92.0,85.0,3.53,6.5,195.0,3.64,,"""The season of Carter"" - brewed to commemorate the birth of our son Carter, this Belgian Farmhouse Ale is made to quench the late summer thirst and restore the work ethic, because in Belgium, the harvest is never really over.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80462.jpg"
MONTANA,12,Draught Works Scepter Head IPA,India Pale Ale (IPA),Draught Works Brewery,11,91.0,86.0,3.53,6,180.0,3.76,68.0,"This hop monster shows no mercy. Seven insane additions of different hops create an assertive hop aroma of tropical fruits and citrus followed by fresh flavors of mango, pineapple, grapefruit and even coconut throughout each sip. Backed by a medium body and pleasantly pale-gold colored, this beer is brewed with 2-Row and caramel malts that can stand up to a beast of hops. Whether or not the Scepter Head actually exists doesn't matter. Just don't let her drink your beer.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_156099.jpg"
MONTANA,13,The Front Mountain Man Scotch Ale,Scotch Ale,The Front Brewing Company,16,91.0,86.0,3.55,6.8,204.0,3.7,22.0,"Mountain Man is a beautiful dark mahogany colored ale with a rich complexity of malty flavors. Flavors take you into the mountains of toffee, dark chocolate, caramel and coffee. Mountain Man is brewed with local Montana honey and a touch of molasses. This ale has a very light body and finishes with just a hint of smoke. Mountain Man is more than your average scotch ale. Its uniqueness makes it a truly original strong ale.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_202649.jpg"
MONTANA,14,Bitter Root Single Hop Ale - CTZ,American Pale Ale,Bitter Root Brewing,42,91.0,94.0,,6.33,190.0,,,"Our latest Single Hop brew using CTZ hops.  An unfiltered Pale Ale with huge grapefruit notes, a hint of caramel malts and a good bittering balance.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_118784.jpg"
MONTANA,15,Big Sky IPA,India Pale Ale (IPA),Big Sky Brewing Company,761,90.0,85.0,,,,,186.0,"This big, rich IPA features Simcoe hops which give it both a fruity, piney hop nose and a clean, ringing bitterness. IN-between, the malt flavor is slightly caramel for a touch of malt sweetness. This IPA is well-balanced and very expressive with hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_35164.jpg"
MONTANA,16,Big Sky Rye Pale Ale,American Pale Ale,Big Sky Brewing Company,25,90.0,93.0,3.52,6.7,201.0,3.61,55.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_348680.jpg"
MONTANA,17,Big Sky Biere de Noel,Abt/Quadrupel,Big Sky Brewing Company,163,90.0,53.0,,,35.0,,,2012 vintage 10.0% abv. Earlier 8.75%.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_55608.jpg"
MONTANA,18,Bozeman Bozone HopZone IPA,India Pale Ale (IPA),Bozeman Brewing Company,40,89.0,83.0,,,,,216.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_59997.jpg"
MONTANA,19,Bozeman Bozone Plum St. Porter ,Porter,Bozeman Brewing Company,38,89.0,90.0,3.52,,,3.58,172.0,"Plum St. Porter is named in honor of the unique Northeast neighborhood section of Bozeman, where the brewery is located. An eclectic and somewhat eccentric mixture of homes, businesses and art studios.

Plum St. Porter is a rich blend of six different malts including wheat, brown and chocolate for a velvety smooth texture. Full malt bodied with a deep dark coffee color and a subtle hop dryness to make this porter extremely enjoyable. Starting Gravity of 1.056.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_26931.jpg"
MONTANA,20,Big Hole Head Smashed In ,American Strong Ale,Big Hole Brewing Company,15,89.0,53.0,3.57,,,3.68,225.0,"Brewed with six malts, two hop additions of Tettnanger and Saaz, and open fermented, producing a dark rich complex, creamy ale with port-like notes, and smooth chocolate undertones.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_8594.jpg"
MONTANA,21,Big Sky Shake-A-Day India Pale Ale,India Pale Ale (IPA),Big Sky Brewing Company,18,88.0,79.0,3.5,7.5,225.0,3.62,,"This beer is Big Sky's interpretation of an American IPA (BJCP 21A).  It's a hoppy, bitter, strong pale ale showcasing some of our favorite hop varieties.  The balance of this beer is definitely hop-forward with just enough malt to support the aggressive hopping rates.  We used Simcoe, Cascade and Galaxy hops throughout the process at a rate of 3lb/bbl imparting aromas of citrus, pine and tropical fruit.  The base is a combination of Pale 2-row and light Munich malt for a subtle grainy-malt flavor with a clean, dry finish.  Fermented with an American yeast strain, this beer was a true departure from our regular brand portfolio.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_416535.jpg"
MONTANA,22,Montana Brewing Custers Last Stout,Stout,Montana Brewing Company,29,88.0,87.0,3.5,5.5,165.0,3.57,,"Custer's Last Stout is a Foreign-Style stout. It has an initial malt sweetness and chocolate flavor with a dry roasted bitterness finish. It is brewed with English malted barley and domestic Fuggle hops. This variety of hop adds a slight herbal (licorice) aroma and flavor to our stout.

Foreign-Style stouts originated when English breweries added more hops and alcohol to their classic dry stouts as a natural preservative. They did this so the beer would survive the long journey to their far reaching empire around the world.
	Color: Black
Starting Gravity: 15.6*Plato
Finishing Gravity: 5.0*Plato
IBUs: 45
Hop Varieties: U.S. Fuggle","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_34067.jpg"
MONTANA,23,Yellowstone Valley Numbskull IPA,India Pale Ale (IPA),Yellowstone Valley Brewing Company,14,88.0,79.0,3.5,,,3.65,168.0,fka Numbskull Pale Ale.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80432.jpg"
MONTANA,24,Lewis and Clark Tumbleweed IPA,India Pale Ale (IPA),Lewis and Clark Brewing Company,40,87.0,77.0,,,,,198.0,Montana's most award winning IPA -A GOLD MEDAL WINNER at the Great American Beer Festival (2001). Beating out 98 other IPA's and chosen as the best IPA in the country. It was also voted Best IPA in Montana at the Montana Beer Festival and the best IPA and best overall at The Helena Cool Dog Ball and Microbrew Review. It's amber color and incredible hoppy aroma (plenty of Cascade & Centennial hops) will keep you coming back for more.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_30650.jpg"
MONTANA,25,Big Sky Shake-a-Day Mai Tai IPA,India Pale Ale (IPA),Big Sky Brewing Company,19,87.0,77.0,3.48,,,3.59,,With pineapple and cherry,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_400268.jpg"
NEBRASKA,1,Nebraska Reserve Series Black Betty Russian Imperial Stout,Imperial Stout,Nebraska Brewing Company,277,99.0,89.0,,,67.0,,,"Black as night and every bit Imperial, this RIS was originally launched to tremendous accolades. Going further, this Stranahan's Whiskey barrel aged version meshes the rich chocolates, the coffee-like aromatics with the sweet whiskey nose and drying character of the oak. Slightly behind on the palette are the hops  held in restraint by the wonderfully full mouthfeel and broad flavors brought on by the perfect blend of so many malted barley varieties.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_106087.jpg"
NEBRASKA,2,Nebraska Reserve Series Sexy Betty,Imperial Stout,Nebraska Brewing Company,71,99.0,88.0,,,50.0,,,A sweet nose greets the adventurous in this marriage of our Black Betty Russian Imperial Stout and 50 year old American Brandy barrels. An elegantly pleasant surprise wakes the palate which migrates from a hint of Brandy into the wonderfully lingering roasted malt character.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_230196.jpg"
NEBRASKA,3,Nebraska Reserve Series Barrel Aged HopAnomaly,Belgian Strong Ale,Nebraska Brewing Company,174,98.0,98.0,,,87.0,,,"Chardonnay Barrel aged version.  750ml bottle only.  This version of Hop God is a fascinating, big, bold Belgian-style Tripel hopped in very high amounts to concentrate citrus, grapefruit and floral aromatics in the nose. The addition of Chardonnay barrel aging adds further dimension and oak tannins to an already wonderfully complex Ale - bringing to mind tropical fruits and peach.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_111922.jpg"
NEBRASKA,4,Upstream Grand Cru,Belgian Strong Ale,Upstream Brewing Company,96,98.0,96.0,,,,,282.0,"A terrific balance of citrus, earth, honey & oak. The Brewmaster's favorite.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_65547.jpg"
NEBRASKA,5,Nebraska Reserve Series Melange A Trois ,Belgian Strong Ale,Nebraska Brewing Company,220,98.0,98.0,,,31.0,,,"Melange a Trois begins with a wonderfully big Strong Belgian-Style Blonde Ale and moves into the extraordinary category through an additional 6 month French Oak Chardonnay Wine Barrel maturation. The essence of Chardonnay permeates while a subtle sweetness remains from the Ale itself. Oak tannins combine to create a fascinating mesh of dry, sweet, and wine-like character.  One of our favorites!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_119383.jpg"
NEBRASKA,6,Nebraska Apricot Au Poivre Saison,Saison,Nebraska Brewing Company,200,98.0,97.0,,,27.0,,,"""A Saison (Say-Sahn) is a Belgian Farmhouse Summer Beer. Farmhouse referring to the simple fact that very small ""farmhouse"" breweries typically made these beers. Lighter in alcohol, ours is 6.5% (not exactly light but that's just us!) and golden to orange in color. Unfiltered. Ours is spiced with both Apricot puree and Black Pepper. The taste is light, refreshing and nicely fruited to start. Medium mouthfeel. After taking a drink, the black pepper dries the palate and creates a nice tingling sensation on the tongue.""  Non-Barrel Aged, Draft Only version.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_122545.jpg"
NEBRASKA,7,Nebraska Reserve Series Barrel Aged Fathead  ,Barley Wine,Nebraska Brewing Company,110,96.0,88.0,,,33.0,,,"A rich, full bodied Barley Wine with a wonderfully warming character from the malts & dark brown sugars. Held to the light, its burgundy color is fitting for a bigger beer that has aromatics that hint of the oak, the whiskey, the somewhat sweet nature, and molasses that makes this beer truly unique.  Using Stranahan's Whiskey barrels, we aged this beer for 6 months to impart a small amount of oak tannins and the whiskey character that combine to elevate this beer beyond its original entry into this world.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_111921.jpg"
NEBRASKA,8,Nebraska New Oak-aged Rye IPA,India Pale Ale (IPA),Nebraska Brewing Company,24,95.0,91.0,3.57,7.5,225.0,3.78,,2010 Festival of Wood & Barrel Aged Beer  Bronze Medal Strong / Double / Imperial Pale Beer Category,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_125775.jpg"
