"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"37","spotify:track:6J5D8qyR8P8AQkyLbhLOeQ","The Difference (feat. Quavo)",0,"https://p.scdn.co/mp3-preview/e1348a9087cbc7ae39eb85cde1cbce6f8b3d0834","Meek Mill",0.728,0.553,8,-7.535,1,0.194,0.00213,0,0.32,0.216,149.989,"audio_features","6J5D8qyR8P8AQkyLbhLOeQ","https://api.spotify.com/v1/tracks/6J5D8qyR8P8AQkyLbhLOeQ","https://api.spotify.com/v1/audio-analysis/6J5D8qyR8P8AQkyLbhLOeQ",205479,4
"38","spotify:track:6QvxTX9zvo4u7XhP9vOP3n","untitled 07 | levitate",71,"https://p.scdn.co/mp3-preview/aab3bff569be031210dff753880dd439ed03f1ec","Kendrick Lamar",0.793,0.485,1,-8.742,1,0.206,0.543,0,0.115,0.533,127.072,"audio_features","6QvxTX9zvo4u7XhP9vOP3n","https://api.spotify.com/v1/tracks/6QvxTX9zvo4u7XhP9vOP3n","https://api.spotify.com/v1/audio-analysis/6QvxTX9zvo4u7XhP9vOP3n",146467,4
"39","spotify:track:0OT0cCKbSmSMRvyWeqEFBq","How Great (feat. Jay Electronica & My cousin Nicole)",66,"https://p.scdn.co/mp3-preview/64cc5945aee82c4290c0d0d3893784a5a468f2c0","Chance The Rapper",0.439,0.483,2,-9.449,1,0.315,0.477,0,0.553,0.303,78.442,"audio_features","0OT0cCKbSmSMRvyWeqEFBq","https://api.spotify.com/v1/tracks/0OT0cCKbSmSMRvyWeqEFBq","https://api.spotify.com/v1/audio-analysis/0OT0cCKbSmSMRvyWeqEFBq",337423,4
"40","spotify:track:1trZGMI2CGyVT44STkpCoN","Let Me Explain",61,"https://p.scdn.co/mp3-preview/3424192e5df3f62d2f8904551e13ca7bdacc714e","Bryson Tiller",0.809,0.504,2,-3.201,1,0.15,0.00156,0,0.0856,0.528,120.065,"audio_features","1trZGMI2CGyVT44STkpCoN","https://api.spotify.com/v1/tracks/1trZGMI2CGyVT44STkpCoN","https://api.spotify.com/v1/audio-analysis/1trZGMI2CGyVT44STkpCoN",223969,4
"41","spotify:track:2RA3HWRK7tKOZcIMuF0MaJ","Rush",62,"https://p.scdn.co/mp3-preview/2fc2dc29bf4db66fde0bb1c93ab75d6081d9b922","Starrah",0.803,0.498,1,-5.895,1,0.0524,0.571,0.000207,0.104,0.529,144.086,"audio_features","2RA3HWRK7tKOZcIMuF0MaJ","https://api.spotify.com/v1/tracks/2RA3HWRK7tKOZcIMuF0MaJ","https://api.spotify.com/v1/audio-analysis/2RA3HWRK7tKOZcIMuF0MaJ",153809,4
"42","spotify:track:2UzQdfooGVIeGjqcUMOBWY","Cash Machine",59,"https://p.scdn.co/mp3-preview/1da2c6a171b45b71c220db85614d55dec5baa145","D.R.A.M.",0.745,0.669,9,-3.613,1,0.129,0.522,0,0.154,0.711,143.164,"audio_features","2UzQdfooGVIeGjqcUMOBWY","https://api.spotify.com/v1/tracks/2UzQdfooGVIeGjqcUMOBWY","https://api.spotify.com/v1/audio-analysis/2UzQdfooGVIeGjqcUMOBWY",181154,4
"43","spotify:track:2ANLarE8yHVsLWW21nj79M","You Was Right",80,"https://p.scdn.co/mp3-preview/5e922ed555267f903503958d68ea28879aa7cf71","Lil Uzi Vert",0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,"audio_features","2ANLarE8yHVsLWW21nj79M","https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M","https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M",163944,4
"44","spotify:track:5uZm7EFtP5aoTJvx5gv9Xf","Jungle",73,"https://p.scdn.co/mp3-preview/788ebab21a5edfe442b242a21b6247fb01102a4b","A Boogie Wit da Hoodie",0.538,0.52,7,-11.063,0,0.737,0.308,0,0.214,0.559,180.274,"audio_features","5uZm7EFtP5aoTJvx5gv9Xf","https://api.spotify.com/v1/tracks/5uZm7EFtP5aoTJvx5gv9Xf","https://api.spotify.com/v1/audio-analysis/5uZm7EFtP5aoTJvx5gv9Xf",174192,4
"45","spotify:track:1dL0VUdyW10nhI77ajn1Wi","Tony Story 3",0,"https://p.scdn.co/mp3-preview/ba12547b487b187f8a82a00fa17ccfe4a32b83d4","Meek Mill",0.634,0.532,1,-7.234,1,0.482,0.0454,0,0.341,0.108,107.652,"audio_features","1dL0VUdyW10nhI77ajn1Wi","https://api.spotify.com/v1/tracks/1dL0VUdyW10nhI77ajn1Wi","https://api.spotify.com/v1/audio-analysis/1dL0VUdyW10nhI77ajn1Wi",270000,3
"46","spotify:track:1JWsD33y51ZlsXPlFDTYv2","Good Drank",3,"https://p.scdn.co/mp3-preview/22cd8ee7e885af1aa92c4ce87ec16d7922c96798","2 Chainz",0.803,0.804,11,-0.547,0,0.255,0.314,0,0.113,0.387,130.027,"audio_features","1JWsD33y51ZlsXPlFDTYv2","https://api.spotify.com/v1/tracks/1JWsD33y51ZlsXPlFDTYv2","https://api.spotify.com/v1/audio-analysis/1JWsD33y51ZlsXPlFDTYv2",224666,4
"47","spotify:track:21iL1HD3h5AXGdSZABFd8t","Front & Center",64,"https://p.scdn.co/mp3-preview/a1d645ff21f5e375e63f3b82e5254bfa150ce3eb","Joey Bada$$",0.629,0.655,1,-8.212,1,0.355,0.0111,0,0.818,0.541,106.319,"audio_features","21iL1HD3h5AXGdSZABFd8t","https://api.spotify.com/v1/tracks/21iL1HD3h5AXGdSZABFd8t","https://api.spotify.com/v1/audio-analysis/21iL1HD3h5AXGdSZABFd8t",183396,4
"48","spotify:track:7qGRddrzvhUiCkv7Nj5x3I","Ballerina",66,"https://p.scdn.co/mp3-preview/688666c248b524fd914539f3b9e72077631e47b7","Belly",0.734,0.604,7,-5.838,1,0.0534,0.417,0.000108,0.431,0.143,128.036,"audio_features","7qGRddrzvhUiCkv7Nj5x3I","https://api.spotify.com/v1/tracks/7qGRddrzvhUiCkv7Nj5x3I","https://api.spotify.com/v1/audio-analysis/7qGRddrzvhUiCkv7Nj5x3I",253067,4
"49","spotify:track:5ALc7rbru6QOLGodVSDocc","Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",73,"https://p.scdn.co/mp3-preview/cd48ed7bc3df06409be63c2672429c93252f4a6f","Young Thug",0.891,0.491,8,-8.874,1,0.118,0.339,0,0.296,0.807,133.984,"audio_features","5ALc7rbru6QOLGodVSDocc","https://api.spotify.com/v1/tracks/5ALc7rbru6QOLGodVSDocc","https://api.spotify.com/v1/audio-analysis/5ALc7rbru6QOLGodVSDocc",358507,4
"50","spotify:track:3eDk8vNTpDnoso8D2qmYFi","Make You Feel Good",68,"https://p.scdn.co/mp3-preview/c1bf9667e54a2457195d6e69516870fb9aacf848","Fetty Wap",0.658,0.626,3,-6.069,0,0.328,0.602,2.46e-06,0.682,0.735,158.147,"audio_features","3eDk8vNTpDnoso8D2qmYFi","https://api.spotify.com/v1/tracks/3eDk8vNTpDnoso8D2qmYFi","https://api.spotify.com/v1/audio-analysis/3eDk8vNTpDnoso8D2qmYFi",141174,4
