"","id","name","genres","group","n_edges","bio","top_track_id","top_track_name","top_track_preview_url","image"
"1","1riHqX633Kup3mJAw8WR8p","Kenny Wayne Shepherd","blues, blues-rock, british blues, classic rock, country blues, electric blues, modern blues, southern rock, texas blues, traditional blues","initial",24,"Kenny Wayne Shepherd and his group exploded on the scene in the mid-'90s and garnered huge amounts of radio airplay on commercial radio, which historically has not been a solid home for blues and blues-rock music, with the exception of Stevie Ray Vaughan in the mid-'80s. Shepherd was born June 12, 1977, in Shreveport, LA. The Shreveport native began playing at age seven, figuring out Muddy Waters licks from his father's record collection (he has never taken a formal lesson). <a href=""https://www.last.fm/music/+noredirect/Kenny+Wayne+Shepherd"">Read more on Last.fm</a>","1vcUlV02bvKQn6ryzZqDVL","True Lies","https://p.scdn.co/mp3-preview/5828c5c2fe0560a5c649259ab68e06bef4a5f069","https://i.scdn.co/image/d21dbaea0fc64b11a31624fdd2d54cedfb70826d"
"2","2aV2zINHEpRvHLmXl8AaRO","Philip Sayce Group","modern blues","initial",27,"Early life

Sayce was born in Aberystwyth, but family moved to Canada when he was two years old, and he grew up in Toronto. His parents, Kenneth and Sheila, listened to music by Eric Clapton, Ry Cooder and Dire Straits, among many other artists. His parents’ love of music inspired his love for the guitar, and he also played the piano and trombone for over 10 years. He was fifteen years old when he played in his first band. Sayce and his best friend <a href=""https://www.last.fm/music/Philip+Sayce+Group"">Read more on Last.fm</a>","68vlQoNTUDvujcUVwdMkT1","Morning Star","https://p.scdn.co/mp3-preview/f1c1500f45c703e718194629c93f9766703cee77","https://i.scdn.co/image/17dc8db8104b19f99b805e154be949a0fa618e20"
"3","07EehdMUB50Q7OqmN0y3Kl","Henrik Freischlader Trio","","initial",20," <a href=""https://www.last.fm/music/Henrik+Freischlader+Trio"">Read more on Last.fm</a>","6H4ur69PVIZJlX60jTntAM","Openness","https://p.scdn.co/mp3-preview/265fff9082daab95a518446e653f0aeaec40c5b8","https://i.scdn.co/image/1236cfad31375585898d3988bb511419d3bb48f0"
"4","5IXO0yGQMScYQMsWg6L8YG","Paulo Mendonca","","initial",21," <a href=""https://www.last.fm/music/+noredirect/Paulo+Mendonca"">Read more on Last.fm</a>","2SMDdT0TPMtDmYGeeDKUhq","Just in case","https://p.scdn.co/mp3-preview/6905a40275a393406668dab8fa96ae92ef65201d","https://i.scdn.co/image/54b27e58fb74a3a8a0ed4bc064052222eee996d5"
"5","6JhsZANOSVD2dnJt1ZHr3z","Tony Spinner","blues-rock, electric blues, modern blues, texas blues","initial",33,"Tony Spinner (b. 9 June 1963) is an American rock and blues singer and guitarist who has been touring with Toto since 1999, having been selected by David Paich as a backup guitarist and backing vocalist. He is noted to be given the lead vocals of the song ""Stop Loving You,"" originally performed by former Toto member Joseph Williams. When Tony is not touring with Toto, he plays in The Tony Spinner Band. <a href=""https://www.last.fm/music/Tony+Spinner"">Read more on Last.fm</a>","4gRRWu6UKWASIQzzOzkXUx","The Answer","https://p.scdn.co/mp3-preview/50006cdcb53b6e79f5f075e9d3d5fada79cdb5e2","https://i.scdn.co/image/0dc88e63d85201108e179b102779b5d49754d3a4"
"6","6CKsSefAf4rhCQnrEmygFX","Cry Of Love","blues-rock, modern blues, southern rock","initial",25,"Atleast two bands go by the name of Cry Of Love:

1)Jimi Hendrix & The Band Of Gypsys on the Cry Of Love Tour in 1970 nicknamed the Cry Of Love...

2)Cry Of Love was a 90's band that would have fit in perfectly with the 70's music scene. The band played bluesy hard rock, which wasn't too far removed from that of Bad Company and Free, and made some waves with their debut before fading into obscurity. 
  Cry Of Love was formed in Raleigh, North Carolina by Kelly Holland (vocals) <a href=""https://www.last.fm/music/Cry+Of+Love"">Read more on Last.fm</a>","4No7vBUnNaJ76hOCMiWr5l","Highway Jones","https://p.scdn.co/mp3-preview/27017d357f6e8923aca88c5699287437d1f4ab6a","https://i.scdn.co/image/7d0d4f823b8e604d24ffc04bbb9174148ffbe755"
"7","6nYo7m5cO64bANRvilwVBb","Richie Kotzen","blues-rock, electric blues, neo classical metal","initial",22,"Richie Kotzen is an American guitarist, singer, and songwriter. 

Born in Reading, Pennsylvania on February 3, 1970, Richie Kotzen was soon taken by music and first began playing piano at the age of five. At the age of seven he was inspired by New York City band KISS to learn the electric guitar. Relentlessly developing chops and his own unique voice on the guitar, Kotzen was eventually discovered by Shrapnel Records' Mike Varney, and he recorded his first album by the age of 18. <a href=""https://www.last.fm/music/Richie+Kotzen"">Read more on Last.fm</a>","4oIHLOhwRr8yTFZWmyKyZq","Stand Tall","https://p.scdn.co/mp3-preview/903872164b4a01922196fb4c66350c3fe757beaa","https://i.scdn.co/image/841bc3926e05034a4d731806f057639847077ed2"
"8","0oLmGtqMpKAAVNJyJ71AcI","Bernard Allison","blues-rock, british blues, country blues, electric blues, modern blues, soul blues, swamp blues, texas blues","initial",35,"SEE ALSO:http://www.last.fm/music/+noredirect/BERNARD+ALLISON+GROUP  ''Bernard Allison is the youngest of nine children. His father is Luther Allison, a famous blues musician. Bernard played the guitar in one of his fathers´s songs at the age of 13. After leaving school he played in  a band called ""Blues Machine"" and later he played for Willie Dixons ""Blues All-Stars"". He was at several blues Festivals with his father.
In 1989, Allison moved to Paris,where he had several concerts with his father. <a href=""https://www.last.fm/music/Bernard+Allison"">Read more on Last.fm</a>","2WA1bjJmejhimkPEAJZIAw","Chills & Thrills","https://p.scdn.co/mp3-preview/98a533ad39c6721a20f67df6bb38e3ebb82e5e83","https://i.scdn.co/image/c83a3be0b140547d0398bc9ba284f4ff5dd15153"
"9","4S2kddUZy77NYpLH50f3qC","Simon McBride","modern blues","initial",31,"As both a virtuoso guitarist and an Irishman (Hailing from near Belfast, Northern Ireland) comparisons are often made with Rory Gallagher and Gary Moore, though Simon sounds like neither in particular.

McBride started playing the guitar when he was ten. By age 15 he entered Guitarist Magazine’s Young Guitarist of The Year, a performance competition staged that year at Wembley Conference Centre, which he won.
Less than a year later, a few months after his sixteenth birthday <a href=""https://www.last.fm/music/Simon+McBride"">Read more on Last.fm</a>","4TSxZeL4YBsSL82n21TajD","Don't Be a Fool","https://p.scdn.co/mp3-preview/cb0df415f3cdba8968b448dd2ee94d90bdbf2a32","https://i.scdn.co/image/d2da02fd992dbeabf9dda3e504298cf47d442946"
"10","5kPUAJihniO5WfEfbOCjLf","Ana Popovic","blues-rock, british blues, country blues, electric blues, modern blues, swamp blues, texas blues","initial",26,"Ana Popović (born May 13, 1976, Belgrade, Serbia) is a blues guitarist, singer and songwriter. Ana has released 5 studio albums as a solo artist; Hush! (2000), Comfort To The Soul (2003), Still Making History (2007), Blind For Love (2009) and Unconditional (2011).

Ana Popović's father first introduced her to the blues, through an extensive record collection and sessions hosted at the family home. Popović founded her first serious band at age nineteen. <a href=""https://www.last.fm/music/Ana+Popovic"">Read more on Last.fm</a>","1CgGro1rXhkxs7LviofPyT","She Was a Doorman","https://p.scdn.co/mp3-preview/7d2c7f06bdf5b9f25b94e0fd6a5d866e2a4680ef","https://i.scdn.co/image/263547ef113f957a7a834cbd5a70f509e5e6e82c"
