641	38	18
253	740	17
1373	653	17
1268	746	17
2124	441	18
966	838	16
1321	223	19
280	1173	15
228	287	17
3063	508	17
3122	501	14
99	206	15
2382	929	14
451	746	15
13508	457	17
1337	1257	16
3244	520	17
3083	302	19
890	1167	15
225	888	15
8822	160	19
1717	161	16
7613	851	14
1649	731	18
1640	145	15
37	113	17
3133	535	18
8066	841	17
3156	417	16
423	979	15
293	386	18
2	739	19
1217	448	17
2570	736	18
511	928	17
1089	255	13
9111	205	16
878	117	16
1235	1178	15
832	848	17
146	431	16
661	230	19
7444	849	20
3812	759	17
942	206	17
2059	231	18
232	419	16
1471	1166	17
806	63	12
2915	338	18
1679	773	14
4613	1157	17
3135	651	14
130	37	16
5421	212	19
4499	784	14
436	39	18
0	617	15
223	231	18
11382	488	17
1360	160	13
583	167	12
170	298	15
348	695	16
72	757	14
430	145	14
106	383	16
211	508	16
3511	1172	16
1058	1153	19
3025	517	13
227	516	13
358	517	16
335	54	15
2074	516	18
1440	152	12
570	647	15
5830	152	16
1116	810	15
6639	738	14
392	107	15
704	1093	16
188	172	15
461	434	20
1993	849	18
174	1005	14
5010	79	17
1690	780	17
29	142	17
435	760	18
1995	1204	14
2644	191	17
8265	161	19
381	838	17
5951	508	17
9624	206	11
1603	1174	16
2690	1089	18
587	829	16
3333	79	13
8110	448	13
96	937	16
5144	766	15
399	289	16
2453	848	18
3440	552	15
1274	1161	14
9607	851	17
896	833	17
637	517	17
3314	152	17
3892	751	14
2468	716	18
670	22	16
44	150	15
928	189	14
3550	829	19
125	510	14
6544	841	8
1398	736	18
62	566	12
416	90	16
907	969	16
107	717	13
5523	451	18
109	472	16
3631	142	14
1416	188	18
344	508	16
817	781	15
407	866	16
2061	37	17
13695	449	17
8767	508	15
528	147	16
512	939	13
381	166	15
2875	1033	17
5858	161	19
262	290	17
2605	192	17
336	1148	16
602	188	16
3644	192	14
790	152	18
3545	432	17
13368	458	20
146	294	14
2250	98	12
9688	231	18
980	448	18
719	691	16
427	744	17
690	81	16
1789	79	17
72	585	13
457	1162	16
7276	1089	17
1096	361	15
582	211	18
477	179	17
1519	884	17
528	287	14
196	303	18
3790	218	15
2094	218	16
1031	1216	13
5529	232	16
794	192	15
879	338	18
3552	721	18
405	682	16
3946	147	11
121	762	16
1537	736	17
41	1236	2
1050	1185	15
998	445	13
478	213	18
7207	145	17
11589	230	17
1393	156	17
221	576	18
1378	317	17
243	1176	15
1070	814	17
195	850	15
4494	457	20
6675	218	16
14564	497	17
399	445	20
10160	437	15
2250	145	15
377	898	14
193	119	15
61	185	17
1150	427	16
9699	441	19
248	927	17
3239	458	17
374	117	15
325	833	15
1360	603	14
1722	35	17
1378	323	17
300	106	17
486	810	16
426	1173	17
954	448	16
422	156	16
2061	351	15
724	202	16
8211	706	19
408	896	14
778	1033	16
615	208	17
1327	920	15
2548	231	19
3244	534	18
124	1256	17
666	148	13
1673	449	19
345	838	16
521	98	18
30	218	18
1450	188	15
1118	849	16
96	1240	11
3073	218	16
817	848	18
13	448	19
282	646	16
5131	189	15
126	1139	18
426	1104	18
515	298	16
1734	31	17
115	1138	17
366	206	17
1579	218	19
943	223	18
409	296	17
2638	145	14
9890	516	18
1269	478	17
827	188	19
671	721	15
1935	161	15
5293	733	18
1065	731	16
232	1178	17
931	208	18
1973	210	17
11919	542	12
1699	49	14
4325	199	15
1033	1253	16
361	724	17
151	223	18
2203	457	19
3611	39	18
14703	532	19
7755	144	19
9295	156	17
1939	1037	14
149	449	17
2272	1027	15
158	721	17
5917	706	17
185	154	17
3260	17	14
447	780	15
354	441	18
123	1264	17
935	33	15
280	347	14
74	160	19
107	289	13
5644	457	18
1823	208	18
519	445	16
893	124	17
4748	82	14
365	36	16
4012	144	15
252	1145	16
6615	195	17
6117	208	17
680	144	19
776	691	18
7675	458	17
352	1133	16
577	736	17
2114	160	17
2580	31	18
6364	759	16
387	691	17
1025	1201	18
198	434	16
535	936	14
438	136	19
3276	841	15
280	231	17
2130	841	19
59	1033	18
552	866	15
201	432	15
108	429	17
5165	189	14
15811	849	20
454	757	15
199	766	17
1536	31	17
2191	230	19
2172	458	19
3628	161	18
2510	176	13
1107	1173	15
391	1089	10
942	921	16
1179	822	16
605	25	18
408	451	17
798	784	16
1611	862	17
194	1015	15
146	1070	14
5098	142	17
1843	1251	19
3531	405	15
568	334	16
1350	737	16
425	813	16
294	606	17
1558	144	19
5191	107	15
247	784	17
3862	706	12
1226	805	15
252	1129	16
3312	464	17
313	707	15
555	59	16
33	850	16
2459	1015	18
1115	231	17
826	784	15
247	388	18
1169	783	17
1195	188	15
743	37	19
2861	643	14
1253	1157	18
920	1153	18
2829	740	18
853	841	15
697	449	18
3017	189	15
801	1257	16
753	458	17
1603	458	14
200	1118	16
696	784	18
1902	142	13
7398	145	14
1038	784	17
1088	31	15
195	62	10
2530	31	17
739	1084	15
2533	1019	16
2980	28	18
9620	759	18
1290	838	17
433	847	16
974	842	15
891	835	16
525	304	16
4039	156	19
423	188	16
2911	218	17
4381	307	15
795	1174	16
1466	1136	18
879	649	16
3156	202	16
1298	502	18
1563	147	16
997	1140	17
1699	1032	15
1200	225	15
4938	488	16
1173	761	16
124	567	14
2339	595	15
11789	274	20
288	745	18
502	286	17
66	825	16
2463	600	16
8685	160	17
131	1146	16
18	784	19
651	1170	15
1038	828	17
2803	851	19
3108	38	17
228	643	17
0	39	17
2042	642	15
1687	605	17
758	298	13
2134	293	16
231	778	16
13940	1167	16
211	627	17
891	632	15
4528	54	14
225	445	19
461	107	19
6166	326	18
3407	830	16
424	335	17
468	38	12
188	664	16
345	281	10
1390	627	13
1720	152	12
4911	107	17
147	149	15
6627	291	18
1687	90	16
2756	746	18
130	1039	15
2564	149	15
150	152	6
1118	161	16
1017	1133	16
203	853	16
3502	1153	18
3145	230	17
1237	386	16
937	92	13
2133	647	16
1430	98	16
952	526	16
88	922	15
3839	1018	17
2283	367	18
5174	152	17
828	148	15
1009	706	16
123	737	18
19	121	18
302	112	14
10204	188	16
2911	477	17
1056	107	16
2764	231	18
340	213	17
1150	458	15
360	217	18
94	118	14
2947	781	18
5839	152	13
845	601	16
1466	928	15
41	364	14
3000	152	18
300	329	18
7303	145	13
803	451	18
11755	929	19
755	98	16
6059	326	18
1165	516	17
2283	86	14
3646	38	19
2881	145	17
6707	346	16
551	220	18
1255	488	13
14220	775	15
837	1173	14
9744	519	17
2643	667	15
26	301	17
84	486	16
1743	145	16
361	291	17
425	664	16
29	96	19
1771	208	14
1209	565	14
30	853	17
4854	448	14
734	458	17
309	610	17
241	966	15
1730	230	18
2108	928	18
1995	50	17
228	1195	16
3676	152	19
1144	365	20
116	535	17
16246	929	17
11330	231	20
381	568	15
95	142	15
152	853	16
820	326	19
351	850	16
122	1177	17
903	1034	13
649	1195	17
1993	488	15
8865	706	19
1466	510	15
33	621	16
4846	145	15
49	205	17
693	441	16
423	658	16
483	833	15
794	155	16
2764	647	16
788	642	17
548	144	16
51	4	18
277	1165	12
89	705	17
1041	86	13
9716	234	18
5046	781	16
2597	283	19
4110	351	14
5910	326	18
33	370	16
2848	928	17
2565	47	15
4925	160	16
3675	508	16
1065	149	16
315	745	16
1466	475	17
2888	458	19
4757	188	19
2330	191	18
2	701	18
3238	457	16
288	551	18
985	1024	15
190	459	18
228	47	15
4904	160	18
2708	88	16
1146	847	17
1698	155	15
243	209	18
11218	231	18
2650	326	19
948	160	16
3609	281	14
1732	189	15
10719	1190	13
3375	1156	14
3729	145	14
12192	488	15
442	150	15
933	835	14
1562	31	17
403	145	15
115	691	14
1014	716	15
1949	205	15
1993	507	13
2365	73	14
770	86	15
5494	86	15
125	772	16
4685	202	16
539	606	18
170	1203	14
2811	716	16
609	491	18
403	434	18
63	436	15
808	188	16
6627	219	17
110	1263	17
3132	269	15
341	457	17
230	747	17
4565	205	16
6755	160	16
202	458	17
528	296	15
3339	1153	12
1017	25	15
152	717	16
3139	37	18
931	1033	17
13452	1037	19
5398	756	15
1372	873	13
2711	31	19
2903	151	16
80	1022	12
930	212	18
1431	1061	13
480	160	16
891	830	16
28	854	17
717	145	15
194	142	13
725	1165	17
806	414	16
62	516	15
3874	691	16
803	467	17
8504	508	18
10278	716	15
403	107	15
207	389	17
144	37	18
3311	160	18
9554	738	17
808	160	15
3406	764	17
1183	149	17
15700	833	16
3306	329	17
215	1123	13
2824	205	14
550	26	16
1337	569	15
2755	145	15
756	828	18
1403	36	19
437	456	17
1203	9	16
1072	893	13
370	260	16
846	142	17
1289	86	18
59	205	17
98	745	17
111	852	16
1879	922	17
3021	606	18
2305	619	17
649	367	17
436	722	16
4920	716	17
894	653	16
2771	160	16
1786	601	15
1298	1026	15
3067	210	15
14520	508	18
2002	402	16
2701	206	17
67	296	17
2446	1240	14
6458	189	17
9362	179	19
770	434	12
3276	674	12
246	1170	15
3839	1145	16
9352	215	19
3721	160	15
1293	292	16
391	79	15
3439	716	10
2615	144	17
5443	691	18
1639	781	18
115	143	16
228	212	17
2852	107	17
432	121	16
9	9	18
188	432	16
254	831	17
241	492	16
1189	737	18
2656	218	16
2721	37	18
6205	145	16
3120	1240	14
5094	938	16
3868	617	18
599	736	17
4589	532	16
1154	1022	16
