"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:3mbFfpAjyHwag3eY17OH2t","Starlight - Radio Mix",56,"https://p.scdn.co/mp3-preview/b8841ab7be28e31bdeac00d220d810d783b83319","SOVI",0.568,0.928,10,-3.556,1,0.045,0.00354,0.0211,0.478,0.57,122.997,"audio_features","3mbFfpAjyHwag3eY17OH2t","https://api.spotify.com/v1/tracks/3mbFfpAjyHwag3eY17OH2t","https://api.spotify.com/v1/audio-analysis/3mbFfpAjyHwag3eY17OH2t",196000,4
"2","spotify:track:4Pgq1YxUfsX9dzMSJib4U2","Rise N Shine - Murtagh Remix",56,"https://p.scdn.co/mp3-preview/e1527c6f3e16f6cb518e211923dfd1bcf440bba0","Eva Shaw",0.574,0.924,6,-5.252,0,0.0694,0.000515,3.73e-05,0.499,0.496,125.942,"audio_features","4Pgq1YxUfsX9dzMSJib4U2","https://api.spotify.com/v1/tracks/4Pgq1YxUfsX9dzMSJib4U2","https://api.spotify.com/v1/audio-analysis/4Pgq1YxUfsX9dzMSJib4U2",176088,4
"3","spotify:track:4g64deYSvQZ4w9uGpYz2sL","Fire",68,"https://p.scdn.co/mp3-preview/684eb41efb09bf145d29ce846441fa73b61574e6","Louis The Child",0.386,0.714,6,-5.597,0,0.381,0.263,0,0.233,0.313,89.807,"audio_features","4g64deYSvQZ4w9uGpYz2sL","https://api.spotify.com/v1/tracks/4g64deYSvQZ4w9uGpYz2sL","https://api.spotify.com/v1/audio-analysis/4g64deYSvQZ4w9uGpYz2sL",205618,4
"4","spotify:track:7dFikRPQuLFz4PdCw4ZvCy","Believer",71,"https://p.scdn.co/mp3-preview/4b7a9076b2e321e07dd81c4ef63227e16a8ed43c","Major Lazer",0.596,0.905,8,-3.456,0,0.0515,0.0743,0.00168,0.128,0.681,144.981,"audio_features","7dFikRPQuLFz4PdCw4ZvCy","https://api.spotify.com/v1/tracks/7dFikRPQuLFz4PdCw4ZvCy","https://api.spotify.com/v1/audio-analysis/7dFikRPQuLFz4PdCw4ZvCy",223469,4
"5","spotify:track:6g5o02T5MIEgjqclCGqfij","Jupiter",56,"https://p.scdn.co/mp3-preview/edfe0e9669d59956cb91989a6a3dc9980d1ffbe2","Michael Brun",0.66,0.739,11,-6.924,0,0.0947,0.015,0,0.121,0.372,127.999,"audio_features","6g5o02T5MIEgjqclCGqfij","https://api.spotify.com/v1/tracks/6g5o02T5MIEgjqclCGqfij","https://api.spotify.com/v1/audio-analysis/6g5o02T5MIEgjqclCGqfij",219891,4
"6","spotify:track:31FMVlZiPMmnFXzRC3La4G","Everything Changed",56,"https://p.scdn.co/mp3-preview/1d566301df505ecb96c90650ade14225fc04e0fe","Dbstf",0.632,0.92,5,-1.54,0,0.0669,0.0036,0.00104,0.332,0.504,127.964,"audio_features","31FMVlZiPMmnFXzRC3La4G","https://api.spotify.com/v1/tracks/31FMVlZiPMmnFXzRC3La4G","https://api.spotify.com/v1/audio-analysis/31FMVlZiPMmnFXzRC3La4G",208125,4
"7","spotify:track:0e3P53YVOXKnUKvqlU4D2j","What We Started",68,"https://p.scdn.co/mp3-preview/096fec23f42ccfa5dc091e0e86570516eb020b09","Don Diablo",0.36,0.847,11,-3.931,1,0.109,0.223,0.00019,0.147,0.477,89.915,"audio_features","0e3P53YVOXKnUKvqlU4D2j","https://api.spotify.com/v1/tracks/0e3P53YVOXKnUKvqlU4D2j","https://api.spotify.com/v1/audio-analysis/0e3P53YVOXKnUKvqlU4D2j",203000,4
"8","spotify:track:48qF1yaxtfOga12D6xR0Im","Alone (Slushii Remix)",63,"https://p.scdn.co/mp3-preview/8f504733d37277380042c7dd0bfb8648afc728bf","Marshmello",0.614,0.956,7,-2.693,0,0.057,0.0307,0.00316,0.0854,0.225,150.05,"audio_features","48qF1yaxtfOga12D6xR0Im","https://api.spotify.com/v1/tracks/48qF1yaxtfOga12D6xR0Im","https://api.spotify.com/v1/audio-analysis/48qF1yaxtfOga12D6xR0Im",259212,4
"9","spotify:track:3yT72lp7CMiGKiuqJUq5Ss","Borrowed Lives (feat. NVDES)",61,"https://p.scdn.co/mp3-preview/4ab11afed2e09ca7e5576cb5b17ce3d009e16849","Pierce Fulton",0.719,0.737,2,-5.219,1,0.032,0.0711,0.00285,0.304,0.356,127.991,"audio_features","3yT72lp7CMiGKiuqJUq5Ss","https://api.spotify.com/v1/tracks/3yT72lp7CMiGKiuqJUq5Ss","https://api.spotify.com/v1/audio-analysis/3yT72lp7CMiGKiuqJUq5Ss",313580,4
"10","spotify:track:0Ye1olMyvB2rLjZ4vlYVWI","Closer - R3hab Remix",73,"https://p.scdn.co/mp3-preview/6b65fe1cd633d97648d8bf6359ab677eb21a680c","The Chainsmokers",0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.418,100.042,"audio_features","0Ye1olMyvB2rLjZ4vlYVWI","https://api.spotify.com/v1/tracks/0Ye1olMyvB2rLjZ4vlYVWI","https://api.spotify.com/v1/audio-analysis/0Ye1olMyvB2rLjZ4vlYVWI",161120,4
"11","spotify:track:7eMP9Nkd3dWsc7RujxTDf3","Blackout",64,"https://p.scdn.co/mp3-preview/87c34e70223deda67cdaab6ba7899002f901435b","Pegboard Nerds",0.668,0.977,1,-2.673,1,0.0515,0.0111,0.17,0.363,0.561,128.06,"audio_features","7eMP9Nkd3dWsc7RujxTDf3","https://api.spotify.com/v1/tracks/7eMP9Nkd3dWsc7RujxTDf3","https://api.spotify.com/v1/audio-analysis/7eMP9Nkd3dWsc7RujxTDf3",212323,3
"12","spotify:track:3DDBSKvXiGEN4MiuqbJq34","Cutting Shapes",67,"https://p.scdn.co/mp3-preview/c8e29034c87379c5057e9ee82feacd7aec77a5b3","Don Diablo",0.712,0.913,0,-3.867,1,0.218,0.0249,0,0.0939,0.565,125.901,"audio_features","3DDBSKvXiGEN4MiuqbJq34","https://api.spotify.com/v1/tracks/3DDBSKvXiGEN4MiuqbJq34","https://api.spotify.com/v1/audio-analysis/3DDBSKvXiGEN4MiuqbJq34",179048,4
"13","spotify:track:1uIWPo8xdptit7XREqjHZ4","Stable",63,"https://p.scdn.co/mp3-preview/0aa34cf3cc3da47e75b12a2cbf9cc69f13e14432","Breathe Carolina",0.457,0.942,1,-3.612,0,0.339,0.0298,0,0.296,0.35,139.786,"audio_features","1uIWPo8xdptit7XREqjHZ4","https://api.spotify.com/v1/tracks/1uIWPo8xdptit7XREqjHZ4","https://api.spotify.com/v1/audio-analysis/1uIWPo8xdptit7XREqjHZ4",230787,4
"14","spotify:track:4DFaZyaQspxFSEjtuvlAO9","Put Em Up",53,"https://p.scdn.co/mp3-preview/45b4fa8360ff9e59ca4d118745f82450a48c0571","Madison Mars",0.629,0.983,2,-2.044,0,0.217,0.00726,0.00207,0.345,0.415,126.014,"audio_features","4DFaZyaQspxFSEjtuvlAO9","https://api.spotify.com/v1/tracks/4DFaZyaQspxFSEjtuvlAO9","https://api.spotify.com/v1/audio-analysis/4DFaZyaQspxFSEjtuvlAO9",168000,4
