"","uri","name","popularity","preview_url","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","track_href","analysis_url","duration_ms","time_signature"
"1","spotify:track:3s2RFp5hU6jEvAmfZrnrAi","I'll Let You Know",61,"https://p.scdn.co/mp3-preview/bdb9a83f15bd25de78738d4ccae3af5536d92887","David Hazeltine",0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.205,65.003,"audio_features","3s2RFp5hU6jEvAmfZrnrAi","https://api.spotify.com/v1/tracks/3s2RFp5hU6jEvAmfZrnrAi","https://api.spotify.com/v1/audio-analysis/3s2RFp5hU6jEvAmfZrnrAi",408600,4
"2","spotify:track:4z6d79RAbC5q0VAqPQas8W","I'll Wait And Pray",58,"https://p.scdn.co/mp3-preview/cc6e2784e596cb64ccd8b1ba4e63d4d4d352840b","John Coltrane",0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.229,115.642,"audio_features","4z6d79RAbC5q0VAqPQas8W","https://api.spotify.com/v1/tracks/4z6d79RAbC5q0VAqPQas8W","https://api.spotify.com/v1/audio-analysis/4z6d79RAbC5q0VAqPQas8W",206360,4
"3","spotify:track:0Y6WjYBWld3reWsTMT8FTd","Where We Used To Live",52,"https://p.scdn.co/mp3-preview/47bcbc7608580dbbcdce99c34128d60e994af05a","Esbjörn Svensson Trio",0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,0.0718,95.438,"audio_features","0Y6WjYBWld3reWsTMT8FTd","https://api.spotify.com/v1/tracks/0Y6WjYBWld3reWsTMT8FTd","https://api.spotify.com/v1/audio-analysis/0Y6WjYBWld3reWsTMT8FTd",265320,4
"4","spotify:track:3lw4OExcjj4kba4uU9gF4P","Romance / Hommage à Milhaud",46,"https://p.scdn.co/mp3-preview/b06e8767f8a5769e7478b001f5a586bbab1dd879","Enrico Pieranunzi",0.428,0.187,10,-21.001,1,0.0375,0.935,0.853,0.103,0.171,108.962,"audio_features","3lw4OExcjj4kba4uU9gF4P","https://api.spotify.com/v1/tracks/3lw4OExcjj4kba4uU9gF4P","https://api.spotify.com/v1/audio-analysis/3lw4OExcjj4kba4uU9gF4P",285601,4
"5","spotify:track:3KSlf0oOA2SLUd9WithXy9","I Still Believe in You",58,"https://p.scdn.co/mp3-preview/625c78a396c0e53ae920caa9aecb8dd7c7a6244d","Eric Reed",0.605,0.0223,1,-22.559,1,0.0499,0.964,0.907,0.0851,0.218,67.851,"audio_features","3KSlf0oOA2SLUd9WithXy9","https://api.spotify.com/v1/tracks/3KSlf0oOA2SLUd9WithXy9","https://api.spotify.com/v1/audio-analysis/3KSlf0oOA2SLUd9WithXy9",285000,4
"6","spotify:track:79fmhV6NAraE4Xz3MIXnN4","Ballad for MC",51,"https://p.scdn.co/mp3-preview/004a2b95eda05053ab348bd8f24158088bc031de","Grace Kelly",0.385,0.0562,11,-14.812,1,0.0415,0.974,0.532,0.107,0.186,116.666,"audio_features","79fmhV6NAraE4Xz3MIXnN4","https://api.spotify.com/v1/tracks/79fmhV6NAraE4Xz3MIXnN4","https://api.spotify.com/v1/audio-analysis/79fmhV6NAraE4Xz3MIXnN4",182653,4
"7","spotify:track:3PJMsxg6rz9FOo6xNiASXz","Goodbye Pork Pie Hat",64,"https://p.scdn.co/mp3-preview/14a67d58b7674d1ee346abe3a40df155946e93ab","Charles Mingus",0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.259,86.669,"audio_features","3PJMsxg6rz9FOo6xNiASXz","https://api.spotify.com/v1/tracks/3PJMsxg6rz9FOo6xNiASXz","https://api.spotify.com/v1/audio-analysis/3PJMsxg6rz9FOo6xNiASXz",342373,3
"8","spotify:track:3ONcanYtZHMVcgqPDAsVHd","Soul in Twilight",46,"https://p.scdn.co/mp3-preview/e62b35fe59e9996fd8c1584cea9d134371b4f997","John Moulder",0.4,0.144,10,-15.52,1,0.037,0.958,0.878,0.119,0.154,120.329,"audio_features","3ONcanYtZHMVcgqPDAsVHd","https://api.spotify.com/v1/tracks/3ONcanYtZHMVcgqPDAsVHd","https://api.spotify.com/v1/audio-analysis/3ONcanYtZHMVcgqPDAsVHd",364627,4
"9","spotify:track:3dtrI8OOHWxMyg6EHNecdt","Gramercy Sunset",50,"https://p.scdn.co/mp3-preview/0c8d2d7486df6906c28e5dded4fc765f333d941f","The Hot Sardines",0.466,0.0753,0,-18.864,1,0.0297,0.886,0.927,0.0984,0.0877,87.791,"audio_features","3dtrI8OOHWxMyg6EHNecdt","https://api.spotify.com/v1/tracks/3dtrI8OOHWxMyg6EHNecdt","https://api.spotify.com/v1/audio-analysis/3dtrI8OOHWxMyg6EHNecdt",255107,4
"10","spotify:track:4N7iWwgqcWr3p5JzngOSEF","I Was So Young, and You Were So Beautiful",55,"https://p.scdn.co/mp3-preview/37a9dbadf4cfe6ae6185c2e2701c9f2d1443a7bc","Bill Charlap",0.317,0.0302,1,-30.447,1,0.0342,0.94,0.298,0.0792,0.155,47.859,"audio_features","4N7iWwgqcWr3p5JzngOSEF","https://api.spotify.com/v1/tracks/4N7iWwgqcWr3p5JzngOSEF","https://api.spotify.com/v1/audio-analysis/4N7iWwgqcWr3p5JzngOSEF",234373,4
