"region","value"
"10001",10.8343558282209
"10002",12.0710784313725
"10003",10.9668615984405
"10004",11.33
"10005",11.8604651162791
"10006",12.8965517241379
"10007",11.6315789473684
"10009",11.3498098859316
"10010",12.0056497175141
"10011",11.2366197183099
"10012",11.7005813953488
"10013",12.480198019802
"10014",11.3090379008746
"10016",12.352380952381
"10017",12.3586497890295
"10018",12.5593220338983
"10019",10.6948176583493
"10020",7.61904761904762
"10021",12.0325203252033
"10022",12.1729106628242
"10023",11.2676056338028
"10024",12.2638888888889
"10025",11.9595375722543
"10026",14.1666666666667
"10027",12.2734375
"10028",10.9545454545455
"10029",13
"10030",13.5945945945946
"10031",12.5061728395062
"10032",13.2048192771084
"10033",11.6818181818182
"10034",12.2527472527473
"10035",12.2352941176471
"10036",11.2689804772234
"10037",12.2173913043478
"10038",11.1269841269841
"10039",12.5
"10040",12.2539682539683
"10044",8.8
"10065",11.241134751773
"10069",4.25
"10075",10.9285714285714
"10111",6
"10112",6.625
"10119",8.83333333333333
"10128",12.36
"10153",11
"10154",7
"10165",11
"10167",5.33333333333333
"10169",8.875
"10170",9
"10171",7
"10172",0
"10174",9.33333333333333
"10199",11
"10280",10.2
"10282",9.69230769230769
"10301",11.0117647058824
"10302",12.6521739130435
"10303",13.92
"10304",9.63636363636364
"10305",11.7671232876712
"10306",12.0666666666667
"10307",8.18181818181818
"10308",11.0869565217391
"10309",14.8103448275862
"10310",13.3191489361702
"10312",12.4038461538462
"10314",12.5983606557377
"10451",10.0403225806452
"10452",11.56
"10453",12.5161290322581
"10454",11.9090909090909
"10455",11.4794520547945
"10456",11.0547945205479
"10457",11.2575757575758
"10458",11.5454545454545
"10459",12.1372549019608
"10460",11.5957446808511
"10461",11.0884955752212
"10462",12.6086956521739
"10463",11.7319587628866
"10464",11.5945945945946
"10465",11.0833333333333
"10466",12.2686567164179
"10467",12.0092592592593
"10468",10.9154929577465
"10469",12.5538461538462
"10470",11.8064516129032
"10471",12.1590909090909
"10472",13.12
"10473",12.3333333333333
"10474",13.551724137931
"10475",14.5384615384615
"11001",11.5
"11004",12.1176470588235
"11005",13.5
"11040",13.9333333333333
"11101",11.1772727272727
"11102",12.5512820512821
"11103",10.9891891891892
"11104",11.0941176470588
"11105",10.5675675675676
"11106",11.1851851851852
"11109",14.8333333333333
"11201",11.1684981684982
"11203",12.5047619047619
"11204",12.9245283018868
"11205",12.9411764705882
"11206",12.9481481481481
"11207",13.0434782608696
"11208",11.9058823529412
"11209",12.2425742574257
"11210",12.765625
"11211",11.2776119402985
"11212",11.4366197183099
"11213",11.5428571428571
"11214",13.3708609271523
"11215",11.2781690140845
"11216",13.5255474452555
"11217",11.265306122449
"11218",13.3223140495868
"11219",10.6145833333333
"11220",12.1743772241993
"11221",10.7684210526316
"11222",10.6593406593407
"11223",11.09375
"11224",9.77358490566038
"11225",11.0531914893617
"11226",12.2624113475177
"11228",12.6511627906977
"11229",11.7647058823529
"11230",13.1071428571429
"11231",10.6805555555556
"11232",14.3522727272727
"11233",11.9152542372881
"11234",12.4716981132075
"11235",11.1333333333333
"11236",13.1269841269841
"11237",12.5217391304348
"11238",11.0093023255814
"11239",11.4
"11354",12.5252225519288
"11355",11.8857142857143
"11356",11.2162162162162
"11357",10.3962264150943
"11358",11.520325203252
"11360",12.2941176470588
"11361",12.043956043956
"11362",12.9736842105263
"11363",10.7692307692308
"11364",12.3846153846154
"11365",11.4545454545455
"11366",12.8139534883721
"11367",12.0444444444444
"11368",10.1640625
"11369",8.55737704918033
"11370",9.52173913043478
"11371",6.29166666666667
"11372",12.6145454545455
"11373",11.8805031446541
"11374",11.5441176470588
"11375",10.7748344370861
"11377",10.9595375722543
"11378",10.09375
"11379",10.1470588235294
"11385",10.8009259259259
"11411",11.5714285714286
"11412",15.46875
"11413",11.5454545454545
"11414",10.4210526315789
"11415",13.1333333333333
"11416",11.1481481481481
"11417",11.462962962963
"11418",12.1111111111111
"11419",11.8974358974359
"11420",10.3287671232877
"11421",10.3448275862069
"11422",13.3846153846154
"11423",12.15
"11426",12.4444444444444
"11427",13.8181818181818
"11428",12.8888888888889
"11429",9.85714285714286
"11430",10.5555555555556
"11432",11.2846715328467
"11433",10.5263157894737
"11434",11.5
"11435",10.6125
"11436",11.8666666666667
"11451",10
"11691",12.0294117647059
"11692",10.5714285714286
"11693",10.5925925925926
"11694",11.4473684210526
"11697",10.75
