"","Series.Name","Series.Code","Country.Name","Country.Code","X1990..YR1990.","X1991..YR1991.","X1992..YR1992.","X1993..YR1993.","X1994..YR1994.","X1995..YR1995.","X1996..YR1996.","X1997..YR1997.","X1998..YR1998.","X1999..YR1999.","X2000..YR2000.","X2001..YR2001.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","Avg2000","Avg2012","AVG.GDP.P.CAP"
"66","GDP per capita (current US$)","NY.GDP.PCAP.CD","Georgia","GEO","1614.640122","1314.67067","757.2235485","550.0155426","517.0870879","569.0181381","670.4611048","774.6802033","805.2726845","628.8656516","691.9977101","733.9704142","779.3845935","928.0108227","1207.367228","1530.057521","1872.680416","2492.12878","3174.949001","2706.588512","2964.477048","3725.063221","4142.869175","4274.376873","4429.650075","727.8982108","3907.287278","2376.904759"
"67","GDP per capita (current US$)","NY.GDP.PCAP.CD","Germany","DEU","22219.57253","23269.3818","26333.53744","25488.51952","27087.55845","31729.69976","30564.24781","27045.71913","27340.67288","26795.99113","23718.7467","23687.31689","25205.16445","30359.95215","34165.93403","34696.62092","36447.87232","41814.8191","45699.19832","41732.70725","41788.04479","45936.08126","44010.93139","45600.77451","47767.00191","25349.57841","45020.56677","37508.7444"
"68","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ghana","GHA","402.5888817","438.5203726","414.5616397","375.0653336","333.217825","385.7252602","403.9197548","392.2518164","416.3262485","419.8855509","264.7025762","275.4723721","311.616825","375.8807045","426.1592342","501.7240746","929.7266286","1099.022313","1234.0799","1095.503232","1323.099141","1587.190873","1641.825922","1827.101368","1441.636453","337.6007145","1564.170751","955.6494411"
"69","GDP per capita (current US$)","NY.GDP.PCAP.CD","Greece","GRC","9600.18513","10188.36978","11176.45844","10401.98299","11091.28386","12959.32432","13749.11515","13427.83249","13472.13764","13245.18946","12042.95373","12538.17883","14110.31339","18477.57841","21955.10409","22551.73574","24801.15781","28827.32636","31997.28201","29710.9703","26919.36164","25914.68155","22242.68193","21842.70331","21627.35429","13081.75461","23709.35654","22370.62556"
"70","GDP per capita (current US$)","NY.GDP.PCAP.CD","Greenland","GRL","18326.92852","18315.31561","18768.8265","16797.35739","18124.10076","21665.83081","21422.46222","19145.61441","20496.5798","20170.32276","19004.00345","19275.43281","20652.84127","24706.29193","28416.77767","28985.39087","31902.50475","36070.91982","40863.25732","41097.55636","40193.66603","44010.33322","41471.65588","42827.80827","43364.88285","19919.83602","42373.66925","33522.88817"
"71","GDP per capita (current US$)","NY.GDP.PCAP.CD","Grenada","GRD","2295.976222","2504.487796","2581.401578","2545.820627","2633.499771","2755.990307","2923.249453","3015.483221","3364.344384","3742.366572","5117.539563","5109.958715","5292.232379","5773.299151","5836.120212","6754.381175","6764.722867","7322.526171","7946.638501","7394.946318","7365.666659","7410.76108","7583.546476","7956.141842","8573.693949","4525.288323","7777.962001","6813.478337"
"72","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guatemala","GTM","835.2990465","1002.248027","1085.426709","1156.173389","1284.646821","1415.121845","1487.102697","1636.213168","1741.402186","1605.528019","1650.365959","1561.595712","1692.963796","1743.166097","1860.988805","2064.047248","2241.005002","2472.389067","2774.318063","2617.112191","2805.951416","3166.582312","3278.629128","3432.021781","3666.594606","1650.371134","3269.955849","2468.515412"
"73","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guinea","GIN","441.925744","473.5100491","486.5106787","458.2536496","448.9177672","469.7619073","476.2003677","454.1618447","422.2820159","400.2715164","340.414229","316.3823077","323.6278426","371.3209593","387.3679616","303.7609661","296.1745763","407.2065722","433.0747552","430.1999535","430.0564739","447.7909893","487.3457142","521.5389059","539.615775","360.5955823","485.2695716","402.3918654"
"74","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guinea-Bissau","GNB","230.9791211","238.0602812","204.8627264","209.6835936","203.9803922","215.0663616","224.0417856","217.7111121","163.8000811","174.2967664","281.4036603","291.9505319","303.0118619","339.8607487","370.9340773","401.147289","395.9779939","455.4358578","553.4565058","517.1470466","518.5983608","660.5867694","580.6433674","584.2818452","615.9409222","242.8925803","592.010253","458.0251225"
"75","GDP per capita (current US$)","NY.GDP.PCAP.CD","Guyana","GUY","550.5930501","469.2787191","513.1976056","614.3454504","747.8602024","855.416352","966.0541821","1020.827044","973.1657568","938.618364","960.1867601","936.9162239","972.2164996","999.1816472","1058.958515","1110.957717","1961.055623","2334.021042","2569.988506","2698.058991","2998.941274","3408.731903","3759.383547","3928.87895","4028.163991","956.2207209","3624.819933","2248.376079"
"76","GDP per capita (current US$)","NY.GDP.PCAP.CD","Haiti","HTI","..","479.5461962","305.5542998","249.4121387","282.4220626","359.7685486","365.0034113","411.6021427","450.9192277","494.2337733","462.4813299","413.7378804","393.0157939","329.7819844","387.9427209","465.3101354","505.5848205","615.8157847","674.7493926","668.2919749","662.2795182","740.947823","766.8722334","810.3265496","830.1500551","442.877601","762.1152359","581.8191998"
"77","GDP per capita (current US$)","NY.GDP.PCAP.CD","Honduras","HND","621.7969546","608.6915845","660.1891707","654.7505193","629.1574618","699.5095774","704.686148","796.3177796","869.1109453","878.65135","1138.147032","1187.590233","1196.558653","1228.478361","1298.93929","1405.78216","1547.266659","1720.76736","1899.54847","1975.796099","2110.822021","2323.757115","2395.073442","2356.516704","2434.280046","1054.011643","2324.089865","1747.95491"
"78","GDP per capita (current US$)","NY.GDP.PCAP.CD","Hong Kong SAR, China","HKG","13485.54489","15465.85886","17976.42938","20395.51737","22502.57974","23497.49231","24818.15455","27330.03335","25808.97095","25091.6666","25756.66378","25230.21633","24665.89","23977.01945","24928.10037","26649.7508","28224.21506","30594.01784","31515.66277","30697.34038","32549.99823","35142.48793","36707.77423","38364.1949","40215.66773","25310.68153","36596.02461","30347.93332"
"79","GDP per capita (current US$)","NY.GDP.PCAP.CD","Hungary","HUN","..","3333.901048","3716.869568","3855.073395","4152.996979","4472.762698","4508.176081","4580.026769","4735.292008","4789.532954","4619.528633","5266.850061","6646.238255","8391.141952","10254.24103","11155.96145","11392.06807","13830.83241","15649.72297","12948.07667","13009.34538","14032.77426","12819.71206","13585.43018","14021.90227","5211.488382","13493.83283","11174.92171"
"80","GDP per capita (current US$)","NY.GDP.PCAP.CD","Iceland","ISL","25592.14715","27021.79826","27345.70609","23772.29122","24214.70973","26851.01722","27897.00172","28016.7524","30901.04929","32187.44551","31737.47061","28516.04796","31864.57508","39019.68632","46921.1256","56445.53614","56097.11509","68344.56016","55229.61076","40362.04159","41620.06745","45970.89368","44258.84279","47493.24904","52036.73181","31041.31769","46275.95696","45727.83694"
"81","GDP per capita (current US$)","NY.GDP.PCAP.CD","India","IND","375.1520193","309.3279361","323.5247922","307.4110432","353.2924952","381.5274622","408.2417747","424.0864738","421.8215901","451.0891442","452.4135847","460.8261999","480.6214422","557.8973659","640.6005222","729.000727","816.7337762","1050.024801","1022.577592","1124.519446","1387.880084","1455.666779","1444.266598","1456.201628","1576.817669","453.3543922","1464.166551","977.0698809"
"82","GDP per capita (current US$)","NY.GDP.PCAP.CD","Indonesia","IDN","630.6685568","694.2457566","740.9177479","827.8103481","912.0977029","1026.270534","1137.265648","1063.567956","463.8830021","671.0056341","780.092079","748.1847461","900.1308039","1065.656546","1150.349294","1263.481446","1590.177906","1860.622626","2167.85765","2262.720786","3125.219934","3647.626622","3700.523538","3631.672694","3499.588735","712.659253","3520.926304","2092.927027"
"83","GDP per capita (current US$)","NY.GDP.PCAP.CD","Iran, Islamic Rep.","IRN","2222.094654","..","..","1083.856647","1207.393298","1598.498218","1963.962592","1824.864744","1733.475866","1757.453132","1664.26127","1899.020425","1900.047731","2240.807121","2649.913586","3135.187408","3646.844407","4705.38822","5476.158422","5437.81879","6299.918738","7874.484792","7710.513314","6631.29827","5442.874771","1790.851685","6791.817977","4447.635818"
"84","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ireland","IRL","14047.06638","14103.03434","15732.03941","14673.52834","15920.79629","19179.98067","20852.31769","22540.26272","24261.29235","26283.49138","26236.3719","28212.5922","32537.95748","41170.06723","47641.01377","50815.64169","54285.75075","61313.58241","61189.73248","51900.26714","48260.66536","52828.42003","48976.92975","51814.8593","54321.28772","27506.34106","51240.43243","47433.67595"
"85","GDP per capita (current US$)","NY.GDP.PCAP.CD","Isle of Man","IMY","..","..","..","..","..","12672.68506","14034.30662","15997.93705","18470.17821","20657.43693","20358.66729","20804.49555","24229.51035","28678.84529","34634.052","36980.11308","41232.92064","69418.05734","70438.01819","60417.4588","64277.06375","71307.49372","74993.64069","78119.05987","..","20904.05767","72174.31451","49706.38547"
"86","GDP per capita (current US$)","NY.GDP.PCAP.CD","Israel","ISR","11264.01838","11956.0086","12838.4182","12530.99864","13830.287","18028.63557","19285.68194","19627.13822","19400.1012","19136.71157","21052.10432","20306.19646","18431.15696","18946.99942","19888.172","20611.17931","21905.01769","25008.6037","29657.44201","27795.87671","30736.36389","33707.32496","32818.85838","36281.1999","37206.18294","19665.2541","34149.98601","26290.17858"
"87","GDP per capita (current US$)","NY.GDP.PCAP.CD","Italy","ITA","20757.08875","21884.10445","23166.80415","18676.95264","19273.84424","20596.38865","23020.09914","21779.62444","22252.35771","21936.8226","20051.2426","20400.8109","22196.50736","27387.2258","31174.56118","31959.26215","33410.7482","37698.78573","40640.18465","36976.84512","35851.50807","38332.30037","34814.12436","35367.60305","35179.65395","21367.54824","35909.03796","32096.0909"
"88","GDP per capita (current US$)","NY.GDP.PCAP.CD","Jamaica","JAM","1921.426028","1692.081517","1457.213633","1990.87193","1995.06399","2330.356939","2591.49217","2940.0639","3409.874974","3416.774615","3448.448874","3487.900025","3706.777706","3581.160016","3853.61404","4238.315843","4487.499707","4816.59587","5119.344953","4489.272772","4902.034731","5332.474361","5445.894718","5253.79101","5119.218417","3493.955239","5210.682647","4485.489536"
"89","GDP per capita (current US$)","NY.GDP.PCAP.CD","Japan","JPN","25123.63179","28540.77148","31013.64715","35451.29751","38814.89438","42522.06659","37422.86414","34304.14897","30969.73803","35004.06127","37299.64413","32716.41867","31235.58818","33690.93773","36441.50449","35781.17005","34075.97895","34033.70125","37865.61803","39322.60473","42935.25272","46229.97239","46701.008","38549.67801","36152.69002","33445.09006","42113.72023","37535.45116"
"90","GDP per capita (current US$)","NY.GDP.PCAP.CD","Jordan","JOR","1238.644312","1227.714307","1418.607873","1416.710867","1501.307096","1557.222359","1557.595151","1593.841076","1711.763252","1736.686466","1774.088418","1850.0093","1939.722199","2021.40741","2205.795874","2360.530244","2722.666078","2970.889056","3655.858124","3800.675929","4054.270668","4266.077022","4423.117355","4656.219807","4830.976915","1802.453927","4446.132353","3168.820293"
"91","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kazakhstan","KAZ","1647.463231","1512.485066","1515.104059","1433.461534","1320.321622","1288.239052","1350.333866","1445.569414","1468.701798","1130.113592","1229.000958","1490.926751","1658.031146","2068.123657","2874.288291","3771.278957","5291.57565","6771.414797","8513.564645","7165.27705","9070.649972","12102.68686","12857.89881","14310.02502","13154.84459","1395.354849","12299.22105","6821.972477"
"92","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kenya","KEN","365.6178212","336.3641884","327.9748244","222.7240548","268.6455753","330.4831218","428.4338764","454.7417768","476.7185137","425.5935921","408.9818683","407.5540066","402.1703155","444.2336311","467.3787525","530.0821579","711.7211637","857.9256887","938.5717623","942.7431465","991.8505451","1012.879773","1184.923256","1261.092863","1368.491132","424.2036592","1163.847514","795.3733375"
"93","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kiribati","KIR","392.3970541","648.5565477","665.0033427","641.9968714","732.9766097","741.1916122","860.0811268","862.3574229","822.7153617","850.8735676","799.8566112","734.9492461","827.3020845","1014.135333","1128.951514","1149.688033","1110.460493","1277.149405","1371.887152","1264.097741","1465.504574","1645.80974","1641.197419","1556.525787","1509.521187","807.1393742","1563.711742","1233.135755"
"94","GDP per capita (current US$)","NY.GDP.PCAP.CD","Korea, Rep.","KOR","6642.451218","7675.693138","8140.218706","8869.020761","10275.27753","12403.91322","13254.6374","12196.76978","8133.731245","10432.2108","11947.57725","11255.94789","12788.58018","14219.19359","15921.9392","18657.52125","20917.03024","23101.51023","20474.88685","18338.70637","22151.20889","24155.82985","24453.97191","25997.88105","27989.35399","10911.60947","24949.64914","19491.40925"
"95","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kosovo","KSV","..","..","..","..","..","..","..","..","..","..","1087.762401","1490.361033","1587.505829","1969.562713","2135.332847","2190.552079","2371.662079","2788.479464","3254.860674","3209.694109","3283.211938","3736.840999","3600.887","3890.300665","4073.819117","1388.543087","3717.011944","2711.388863"
"96","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kuwait","KWT","8950.598481","5484.897777","..","..","..","16610.36902","19228.20213","18001.0832","14687.60001","16254.403","19545.19345","17532.8578","18674.59853","22841.60249","27437.98242","35694.38171","42498.7402","45159.34147","54484.30051","36754.94587","37725.14121","47551.38297","50903.9046","48463.15167","43593.70202","17338.93056","45647.45649","36590.74846"
"97","GDP per capita (current US$)","NY.GDP.PCAP.CD","Kyrgyz Republic","KGZ","608.9451631","575.9551334","513.0359215","449.0657902","372.30781","364.2264974","394.8601215","376.4296133","345.1381316","258.04934","279.620275","308.4090314","321.726538","380.5073624","433.2351189","476.5518917","543.1107024","721.7686908","966.3936272","871.2243893","880.0377751","1123.883168","1177.974735","1282.437162","1279.769783","302.5886632","1148.820525","736.44335"
"98","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lao PDR","LAO","203.764751","235.1770385","250.7925708","287.2867049","325.4709899","363.0338297","377.2769222","344.669513","247.8528561","276.707261","324.0196947","326.0306989","319.5325358","362.6677396","418.1732543","476.1624057","591.3647725","710.9803378","900.4995535","947.9555257","1147.095387","1300.979602","1445.86945","1700.987378","1751.396971","298.8286093","1469.265757","848.2476871"
"99","GDP per capita (current US$)","NY.GDP.PCAP.CD","Latvia","LVA","..","..","..","..","..","2327.930268","2428.228827","2681.117543","2976.049762","3150.050627","3351.469058","3571.547005","4128.638136","5128.97182","6344.980664","7550.142187","9651.70304","14019.37858","16323.76528","12207.58707","11319.517","13781.20979","13775.26158","15015.83468","15692.19156","3435.550918","13916.80292","10124.1465"
"100","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lebanon","LBN","1050.116702","1617.271918","1965.337127","2597.593354","3226.980227","3863.246637","4457.939837","5093.267689","5538.664275","5509.32025","5334.880244","5253.097584","5436.587507","5425.66907","5424.217944","5339.42388","5372.475056","6015.802129","7015.605178","8403.109316","8763.795964","8728.565912","8773.931956","8388.973333","8148.639167","5414.509972","8560.781266","6788.318283"
"101","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lesotho","LSO","340.8898691","373.9610731","433.9703345","426.1151116","437.6750561","489.8373657","458.6029246","477.2222978","449.8274486","435.7061756","415.5001187","377.4535887","348.3198669","510.4162979","645.4959592","710.5209821","736.3911944","816.8495857","826.8315402","859.8280659","1087.98277","1241.205706","1158.804222","1064.828322","1034.185288","405.3614397","1117.401262","788.9742339"
"102","GDP per capita (current US$)","NY.GDP.PCAP.CD","Liberia","LBR","182.7971869","168.436541","110.1705944","79.94621075","65.47315997","64.81015385","72.52703953","125.100939","140.5739059","161.1376655","182.9427573","173.7378992","176.8341989","133.1531498","149.0590939","168.2067267","178.4531394","209.8116109","231.4432221","302.2760708","326.6044381","378.8140624","414.1851554","453.339457","457.8585865","167.0452854","406.1603399","262.4479712"
"103","GDP per capita (current US$)","NY.GDP.PCAP.CD","Libya","LBY","6571.656342","7111.251191","7370.629779","6533.98582","5978.057395","5236.381806","5610.145235","6064.334811","5287.35622","6858.698684","7170.379234","6283.74364","3711.602774","4682.625724","5807.646288","8158.889554","9304.308502","11219.43296","14231.60089","10151.64587","11933.77926","5517.779569","13035.1922","10453.97044","6573.386737","5862.35611","9502.821641","8549.065576"
"104","GDP per capita (current US$)","NY.GDP.PCAP.CD","Liechtenstein","LIE","49452.38738","50982.81212","55288.50106","55916.7681","64157.05288","78763.81512","79931.46466","72181.10027","76635.61442","81116.39927","74631.65055","74021.93978","79088.62729","89553.90607","99926.93656","104995.9855","113830.0286","129870.1857","142254.6916","125107.6711","140101.9673","157092.9694","149160.7581","..","..","77098.84626","148785.2316","113818.2552"
"105","GDP per capita (current US$)","NY.GDP.PCAP.CD","Lithuania","LTU","..","..","..","..","..","2168.796099","2328.153808","2830.737533","3166.895648","3113.546428","3297.354701","3530.147337","4146.987928","5505.535669","6706.966998","7863.162009","9240.642548","12297.91535","14961.56818","11837.39103","11988.75797","14367.20932","14342.52348","15694.09629","16489.72898","3450.986408","14576.46321","10151.33252"
"106","GDP per capita (current US$)","NY.GDP.PCAP.CD","Luxembourg","LUX","34990.46359","37376.30523","41374.06458","41892.52434","45935.22658","53357.84048","52396.59401","46552.40315","48055.68205","51903.92968","48992.31147","47680.38172","52240.89813","64669.93972","74970.92158","79494.20627","88680.23803","104841.4436","112851.4601","101221.81","103267.2765","113239.561","105447.0932","113726.639","116612.8842","49774.64061","110458.6908","88529.13763"
"107","GDP per capita (current US$)","NY.GDP.PCAP.CD","Macao SAR, China","MAC","8312.175674","9377.739572","12126.05066","13713.30585","14979.04126","16465.02637","16357.4003","16199.13528","14771.49505","13907.50458","14127.56667","15547.68192","16485.93642","18180.63902","23083.40016","25829.991","30829.26535","37200.10898","41235.0276","41187.79204","52604.32713","67150.27675","77145.0395","90746.10886","96074.83696","14968.03693","76744.11784","43161.86656"
"108","GDP per capita (current US$)","NY.GDP.PCAP.CD","Macedonia, FYR","MKD","2240.140336","2360.997767","1171.765237","1297.859379","1728.51994","2277.59157","2258.159242","1896.728172","1799.701399","1837.230208","1875.127132","1835.014521","1980.752878","2431.836776","2787.773056","3063.595426","3351.30259","4063.74594","4821.540575","4566.341332","4561.177546","5079.962079","4709.511628","5219.535681","5453.281275","1865.565227","5004.693642","3720.033229"
"109","GDP per capita (current US$)","NY.GDP.PCAP.CD","Madagascar","MDG","266.8922556","222.9855792","246.6148461","266.5990563","228.3049759","234.8927801","287.7714085","247.4504541","252.7817807","243.566786","246.2826349","278.987457","262.7418133","317.4220231","245.6704573","275.5158271","292.9908931","379.067252","472.3791008","417.1783092","414.1427872","456.3293071","444.9584938","462.9739991","467.1303343","256.8720944","449.1069843","362.2513793"
"110","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malawi","MWI","199.8920812","229.4346495","185.8457706","213.5208354","121.5144013","142.2661985","227.9496562","259.5642989","165.7193407","163.1898022","155.7643582","149.3672432","296.5202605","265.4293545","280.1773587","286.7851511","304.904164","328.4051887","382.6780362","432.0680766","471.2077524","525.6517393","383.9694598","340.8794205","362.2474866","186.112201","416.7911717","331.0703367"
"111","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malaysia","MYS","2417.436902","2626.574975","3080.868615","3395.525947","3685.935138","4280.016572","4743.688487","4585.691035","3227.808418","3456.500395","4004.557191","3878.771409","4132.667741","4431.239455","4924.585852","5564.173231","6194.671905","7240.681967","8486.599333","7312.008314","9069.041757","10427.75605","10834.65908","10973.65594","11307.06495","3740.061031","10522.43556","7252.142278"
"112","GDP per capita (current US$)","NY.GDP.PCAP.CD","Maldives","MDV","986.646813","1076.952831","1217.322045","1331.928274","1452.589319","1564.662569","1719.016519","1925.089403","1992.975637","2104.427691","2182.997011","3028.343042","3066.882655","3432.247841","3853.333408","3488.493769","4428.522898","5002.862285","5850.203319","6017.583854","6330.79498","6497.550443","6529.97807","7112.46822","7640.647153","2475.125207","6822.287773","4964.19393"
"113","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mali","MLI","316.1858565","314.1085157","318.3700932","308.6345744","221.859916","280.7307872","280.8210863","265.2542972","279.5986937","320.3511094","267.4164348","304.6129887","331.805202","389.0773607","436.4358059","484.8106143","518.3944292","592.0169225","685.5477913","692.8426783","704.0646209","829.8492313","772.2499217","798.3184808","842.1143372","300.7568857","789.3193184","576.6371213"
"114","GDP per capita (current US$)","NY.GDP.PCAP.CD","Malta","MLT","7192.394285","7688.027507","8365.0131","7428.475601","8149.416324","9717.501938","9852.310011","9683.145408","10091.2798","10301.42329","10377.03732","9967.790407","10849.75028","12844.58799","14064.2296","14834.43237","15705.34022","18356.96828","20895.7805","19636.00628","19694.08316","22347.70842","21176.30998","22776.19469","..","10317.45622","21498.57406","16680.44425"
"115","GDP per capita (current US$)","NY.GDP.PCAP.CD","Marshall Islands","MHL","1659.112051","1701.841959","1844.052489","1987.153361","2136.761769","2356.526852","2156.896317","2056.001496","2093.564732","2073.486695","2126.832872","2206.656116","2391.347403","2434.761306","2517.693389","2645.981405","2758.382926","2878.464877","2925.900483","2907.631468","3124.343448","3290.029185","3502.260704","3602.853944","3529.748303","2178.377563","3409.847117","2856.192522"
"116","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mauritania","MRT","503.8387137","693.8203377","684.2155898","567.588971","580.5384571","606.3913117","600.1377127","566.1714107","538.9589654","534.5120054","477.1129881","463.2714185","459.1255459","525.4587743","598.2105479","692.5759654","937.9827017","1008.554705","1180.549514","1045.790409","1207.827458","1402.669129","1385.004682","1457.836387","1370.985212","494.5961846","1364.864574","947.5303625"
"117","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mauritius","MUS","2506.184933","2669.326279","2973.205385","2973.793608","3197.336958","3599.551751","3899.442435","3646.637842","3593.241569","3651.231078","3861.038543","3792.187577","3957.512906","4623.351784","5229.873568","5116.039642","5455.06563","6285.78905","7749.318438","7082.2957","7772.100057","8984.629769","9113.640643","9479.86959","10002.87048","3771.042335","9070.622107","6567.038892"
"118","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mexico","MEX","3068.702424","3600.045185","4080.452175","5544.932462","5690.674713","3640.833419","4131.805706","4907.333152","5038.629775","5722.122139","6649.716534","6952.289039","7023.787276","6673.166974","7115.121769","7893.968234","8666.335353","9222.883991","9578.570562","7661.208405","8861.49372","9730.277761","9720.561674","10197.44456","10350.81469","6277.308953","9772.118482","8419.842703"
"119","GDP per capita (current US$)","NY.GDP.PCAP.CD","Micronesia, Fed. Sts.","FSM","1528.064694","1682.186235","1756.202422","1908.848629","1909.350632","2065.004277","2019.952558","1906.809762","2029.326657","2046.791518","2170.960626","2239.916954","2257.773665","2293.579614","2247.837673","2352.639409","2393.936412","2435.199848","2501.527682","2669.375054","2838.448547","2998.642197","3147.679202","3044.077373","3057.091025","2148.953884","3017.187669","2576.579019"
"120","GDP per capita (current US$)","NY.GDP.PCAP.CD","Moldova","MDA","972.0930952","832.4334053","626.1293331","640.8298793","461.2009904","476.9873795","462.1720076","528.177763","448.8413622","321.0267965","354.001279","407.7302432","458.6778168","548.2896867","720.9409321","831.2052862","950.6482044","1230.434685","1695.972811","1525.526119","1631.535832","1970.571373","2046.536787","2243.979662","2244.763762","398.0554995","2027.477483","1257.387632"
"121","GDP per capita (current US$)","NY.GDP.PCAP.CD","Monaco","MCO","84289.55954","83727.0488","91651.04996","85421.72583","89415.82812","101963.2221","101315.7077","90909.10287","93110.98102","91398.3113","82537.44647","82542.36444","89009.22023","108889.2173","123289.4941","126599.4033","135629.6057","170472.2849","193648.1322","152877.3657","145221.1916","163351.6467","..","..","..","87719.66469","154286.4191","131172.2811"
"122","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mongolia","MNG","1172.443066","1072.634868","587.3003521","339.5194007","405.9719883","631.915161","580.9100758","505.6031387","477.35013","445.0063899","474.2129566","524.024766","571.5383906","646.1191681","797.9051521","998.8222994","1334.405712","1633.384335","2138.37674","1717.073137","2650.346885","3772.931547","4377.23887","4400.614515","4201.737711","498.4265266","3880.573906","2015.915479"
"123","GDP per capita (current US$)","NY.GDP.PCAP.CD","Montenegro","MNE","..","..","..","..","..","..","..","..","..","..","1627.042893","1909.635435","2106.339013","2789.081582","3380.199535","3674.52653","4383.595097","5957.145693","7325.703474","6698.079439","6682.281158","7318.74469","6586.721279","7186.811455","7378.044404","1881.00578","7030.520597","5000.263445"
"124","GDP per capita (current US$)","NY.GDP.PCAP.CD","Morocco","MAR","1199.190005","1259.476561","1291.740881","1192.179812","1318.996572","1423.673666","1551.582641","1388.100397","1463.302879","1439.534362","1328.172963","1334.115866","1413.238155","1724.525079","1955.141931","2023.252997","2204.258351","2510.983959","2905.95268","2883.850677","2857.673414","3066.503158","2931.4002","3153.772019","3190.310444","1395.672845","3039.931847","2365.543459"
"125","GDP per capita (current US$)","NY.GDP.PCAP.CD","Mozambique","MOZ","187.8638173","237.886072","161.3051156","162.0765429","160.1679279","158.4693492","214.7273267","250.536308","281.4076755","298.3297189","274.6562556","253.6631646","260.0436726","280.8725683","332.882912","365.5968499","382.3779583","418.9129864","499.8870858","461.4252187","417.5012315","524.8914529","564.8124631","605.2344447","622.6380644","273.6200974","547.0155313","417.6930886"
"126","GDP per capita (current US$)","NY.GDP.PCAP.CD","Namibia","NAM","1981.251916","2054.863396","2278.09468","2063.813515","2264.654742","2383.293942","2313.509303","2333.573585","2114.197108","2056.163961","2059.409015","1836.755321","1716.895883","2489.893946","3298.90165","3582.25982","3884.646834","4195.936393","4011.301169","4123.939997","5143.130676","5539.61516","5679.829129","5420.81169","5342.94446","1956.684258","5425.266223","3888.418076"
"127","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nepal","NPL","193.5556313","203.8472967","172.0775865","180.1850079","194.9610926","205.7465272","206.4409708","219.6310635","212.3742546","215.8966735","231.4329676","248.8329359","246.8035835","254.5539382","288.6695954","318.7480983","350.608465","396.1697728","476.5565582","483.4034115","595.4275198","695.8831983","685.4967586","692.3363094","701.6800634","231.068083","674.1647699","444.4402117"
"128","GDP per capita (current US$)","NY.GDP.PCAP.CD","Netherlands","NLD","21019.12567","21454.86289","23598.95076","22827.30004","24331.75402","28884.71352","28698.66602","26404.98673","27533.60679","27951.73429","25921.12794","26584.12169","28817.32321","35245.16407","39954.64222","41577.16009","44453.97119","51241.31562","56928.82048","51900.34009","50341.25192","53537.27515","49474.70561","51425.07899","52138.68392","27361.58278","51383.39912","43969.39881"
"129","GDP per capita (current US$)","NY.GDP.PCAP.CD","New Zealand","NZL","13663.2011","12230.07345","11792.98869","13094.19063","15280.48144","17400.42018","18794.43604","17474.02032","14738.3076","15321.95319","13641.10272","13882.85683","16874.31232","21913.70817","25420.23488","27750.89515","26670.86452","32509.73471","31287.61364","28200.94193","33692.1696","38426.69533","40066.5648","42928.09633","44380.42658","14891.70653","39898.79053","29176.4145"
"130","GDP per capita (current US$)","NY.GDP.PCAP.CD","Nicaragua","NIC","243.5613194","351.3978396","413.9198799","396.7974009","854.5495269","897.7156165","916.5190995","917.1286485","951.8731568","981.020291","1016.021552","1043.600758","1010.146886","1015.565895","1091.505157","1175.116443","1245.142099","1350.587222","1517.803611","1478.971389","1523.481469","1679.7482","1776.209244","1829.024989","1960.490908","1000.532529","1753.790962","1380.894388"
"131","GDP per capita (current US$)","NY.GDP.PCAP.CD","Niger","NER","313.5376232","284.9839054","277.7654527","183.9772967","172.9386001","200.8994917","204.888293","183.4781735","199.0612129","186.4996546","160.2183423","167.0912301","179.7352705","218.047123","234.9104279","252.5046155","260.56377","295.3931987","358.1914055","344.3756411","351.0062183","378.2005466","393.643423","417.6703093","431.3816821","178.5211421","394.3804359","296.1955469"
