DATE,FPCPITOTLZGUSA
1960-01-01,1.50992942721867
1961-01-01,1.07518189135525
1962-01-01,1.11607142858389
1963-01-01,1.21412803643724
1964-01-01,1.30861504907306
1965-01-01,1.66846070990311
1966-01-01,2.99100052948465
1967-01-01,2.7756360833666
1968-01-01,4.21772109653862
1969-01-01,5.41470047240495
1970-01-01,5.89529590266898
1971-01-01,4.25592892442956
1972-01-01,3.30561473460659
1973-01-01,6.22006386371122
1974-01-01,11.0352602242544
1975-01-01,9.1319307347029
1976-01-01,5.73702708309028
1977-01-01,6.48646006449893
1978-01-01,7.6474638513509
1979-01-01,11.2660440919325
1980-01-01,13.5093703292918
1981-01-01,10.3155339805825
1982-01-01,6.16061606160615
1983-01-01,3.21243523316062
1984-01-01,4.31726907630524
1985-01-01,3.5611164581328
1986-01-01,1.85873605947954
1987-01-01,3.74087591240877
1988-01-01,4.00908824391645
1989-01-01,4.82700303009008
1990-01-01,5.39795643990263
1991-01-01,4.23496396453909
1992-01-01,3.02881967814967
1993-01-01,2.95165696638507
1994-01-01,2.60744159215482
1995-01-01,2.80541968853637
1996-01-01,2.93120419993459
1997-01-01,2.33768993730761
1998-01-01,1.55227909874323
1999-01-01,2.18802719697377
2000-01-01,3.37685727149934
2001-01-01,2.82617111885425
2002-01-01,1.58603162650583
2003-01-01,2.27009497336112
2004-01-01,2.67723669309173
2005-01-01,3.39274684549547
2006-01-01,3.22594410070408
2007-01-01,2.85267248150136
2008-01-01,3.839100296651
2009-01-01,-0.355546266299721
2010-01-01,1.64004344238988
2011-01-01,3.15684156862221
2012-01-01,2.0693372652606
2013-01-01,1.46483265562683
2014-01-01,1.62222297740851
2015-01-01,0.118627135552317
