"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"991","Dance","GET YOUR DANCE ON NYC!",4519,"New York, NY",2009-12-14,8,243,4,"Qioet Clubbing At Studio Square",1,2016-11-11,"10:00 PM","https://www.meetup.com/GET-YOUR-DANCE-ON-NYC/","Fri","22:00:00"
"992","Dance","NYC Club Dancing Meetup Group",783,"New York, NY",2013-07-10,NA,367,64,"Learn How To Dance Salsa & Bachata @ Croton Lounge (Includes After Party)",11,2016-11-12,"07:30 PM","https://www.meetup.com/Club-Dancing-Meetup-Group/","Sat","19:30:00"
"993","Dance","Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1125,"Jersey City, NJ",2015-04-16,1,511,69,"Salsa on 1 (LA Style) Dance Class - Beg/Int Level",3,2016-11-12,"11:30 AM","https://www.meetup.com/jerseycityballroom/","Sat","11:30:00"
"994","Dance","Friday Night Blues NYC",497,"New York, NY",2015-11-02,NA,51,10,"Friday Night Blues NYC",7,2016-11-11,"08:30 PM","https://www.meetup.com/Friday-Night-Blues-NYC/","Fri","20:30:00"
"995","Dance","The New York Scottish Country Dancing Meetup Group",382,"New York, NY",2009-08-16,21,343,9,"The New York Scottish Country Dancing Meetup Group Weekly Meetup",17,2016-11-17,"07:30 PM","https://www.meetup.com/The-New-York-Scottish-Country-Dancing-Meetup-Group/","Thu","19:30:00"
"996","Dance","Peak Latin Dancing group in Bergen County, (Ridgefield) NJ",1334,"Ridgefield, NJ",2012-08-21,8,654,89,"Salsita Saturday's",1,2016-11-12,"01:00 PM","https://www.meetup.com/Peak-Latin-Dancing-group-in-BergenCounty-NJ/","Sat","13:00:00"
"997","Dance","Salsa Classes for Absolute Beginners",954,"New York, NY",2016-03-07,1,36,1,"New Beginner Level 1 Salsa Cycle (Dec 13th)",7,2016-12-13,"08:00 PM","https://www.meetup.com/Salsa-Classes-for-Absolute-Beginners/","Tue","20:00:00"
"998","Dance","Ballet Basics for Adult Humans",1186,"New York, NY",2010-02-16,4,1390,40,"Ballet Basics for Adult Humans",3,2016-11-12,"10:00 AM","https://www.meetup.com/ballet-basics-userfriendly-ballet-for-beginners-NYC-New-York/","Sat","10:00:00"
"999","Dance","Country Dance New York",556,"New York, NY",2014-01-09,3,215,2,"Waltzes, Medleys, and Contras (oh my!)",3,2016-11-12,"03:00 PM","https://www.meetup.com/www-cdny-org/","Sat","15:00:00"
"1000","Dance","New York Swing Dancing Meetup",231,"New York, NY",2015-05-15,NA,14,10,"Swing class in Midtown",1,2016-11-23,"08:30 PM","https://www.meetup.com/New-York-Swing-Dancing-Meetup/","Wed","20:30:00"
"1001","Dance","Tango Kin - Jersey City Argentine Tango",50,"Jersey City, NJ",2016-10-14,NA,0,1,"Argentine Tango Dance Lesson",11,2016-12-03,"02:00 PM","https://www.meetup.com/Tango-Kin-Jersey-City-Argentine-Tango/","Sat","14:00:00"
"1002","Dance","Miguelina's Gift Senior Gala",31,"Brooklyn, NY",2016-10-21,NA,0,1,"Miguelina's Gift Senior Gala",15,2016-11-12,"05:00 PM","https://www.meetup.com/Miguelinas-Gift-Senior-Gala/","Sat","17:00:00"
"1003","Dance","BACHATA NEW YORK Classes, Workshops,Parties & Special offers",1900,"New York, NY",2010-06-16,6,168,5,"Bachata Classes level 1",1,2016-11-14,"06:30 PM","https://www.meetup.com/BachataNYC/","Mon","18:30:00"
"1004","Dance","New York Social Dancing Meetup",889,"New York, NY",2015-05-04,NA,169,21,"Argentine TANGO Class & Milonga - Empire Milonga",1,2016-11-11,"08:30 PM","https://www.meetup.com/New-York-Social-Dancing-Meetup/","Fri","20:30:00"
"1005","Dance","NEW YORK SALSA GROUP",1213,"New York, NY",2007-09-12,6,677,24,"Las Chicas Locas - Bachata, Salsa & More! Dance lessons & Social Dancing!",2,2016-11-13,"05:00 PM","https://www.meetup.com/newyorkdancesalsa/","Sun","17:00:00"
"1006","Dance","Scotia Scottish Country Dancers",290,"New York, NY",2009-09-11,17,335,10,"Join us for enjoyable Scottish country dancing-no prior experience needed!",11,2016-11-14,"07:00 PM","https://www.meetup.com/Scotia-Scottish-Country-Dancers/","Mon","19:00:00"
"1007","Dance","Sock Hop Sundays",534,"New York, NY",2011-07-14,21,101,1,"Sock Hop Sundays! 50's/60's Music & Dance Party! Sunday, Nov 13",3,2016-11-13,"07:00 PM","https://www.meetup.com/SockHopSundays/","Sun","19:00:00"
"1008","Dance","International Dance & Music Meetup",379,"New York, NY",2013-01-06,NA,273,10,"International Music Celebration!",3,2016-11-11,"10:00 PM","https://www.meetup.com/internationalmusicmeetup/","Fri","22:00:00"
"1009","Dance","Jersey City ~ Hoboken Bellydance Meetup",447,"Jersey City, NJ",2003-08-12,30,1567,20,"Jersey City Belly Dance Classes Resume this Monday!",5,2016-11-14,"08:00 PM","https://www.meetup.com/bellydance-nj/","Mon","20:00:00"
"1010","Dance","Naach Xpress- Dance and Exercise the Bollywood way!",763,"Jersey City, NJ",2009-07-08,3,124,2,"So You Think You Can Dance with Jack Samuel Gill !!",6,2016-11-11,"07:00 PM","https://www.meetup.com/Bollywood-Dance-NaachXpress/","Fri","19:00:00"
"1011","Dance","Tango meetup night in NYC with classes and dancing",533,"New York, NY",2013-10-17,NA,318,20,"NYC tango & folklore meetup on Monday night, classes & dancing 'til 1:15am!",1,2016-11-14,"07:30 PM","https://www.meetup.com/Tango-meetup-night-in-NYC-with-classes-and-dancing/","Mon","19:30:00"
"1012","Dance","Bachadura Social Club",199,"New York, NY",2015-07-05,NA,30,1,"BACHATA UNDERGROUND- Special Event! Hookah & Moroccan Food!",52,2016-11-19,"10:00 PM","https://www.meetup.com/New-York-City-Bachata-Social-Meetup-BACHADURA/","Sat","22:00:00"
"1013","Dance","Astoria Dance Classes",61,"Astoria, NY",2016-04-23,NA,45,50,"ZUMBA Fitness!",1,2016-11-14,"07:00 PM","https://www.meetup.com/Astoria-Dance-Meetup/","Mon","19:00:00"
"1014","Dance","Meetup de M√∫sica latina en Nueva York",215,"New York, NY",2016-09-12,NA,17,11,"SENSUAL BACHATA CLASS / BEGINNER INT.",1,2016-11-16,"08:15 PM","https://www.meetup.com/Meetup-de-Musica-latina-en-Nueva-York/","Wed","20:15:00"
"1015","Dance","5Rhythms¬Æ Rhythm Body",208,"New York, NY",2013-05-20,2,178,10,"5Rhythms¬Æ RHYTHM BODY",2,2016-11-16,"08:00 PM","https://www.meetup.com/5RhythmsDreamWaves/","Wed","20:00:00"
"1016","Dance","Bergen County Salsa Dance Lessons Meetup (in Ridgefield)",637,"Ridgefield, NJ",2015-10-19,1,236,44,"Salsita Saturdays",2,2016-11-12,"01:00 PM","https://www.meetup.com/Ridgefield-Salsa-Dance-Lessons-Meetup/","Sat","13:00:00"
"1017","Dance","RnnL Dance Group - NYC",63,"New York, NY",2016-09-20,NA,24,5,"Sunday Class",2,2016-11-13,"01:00 PM","https://www.meetup.com/RnnL-Dance-Group-NYC/","Sun","13:00:00"
"1018","Dance","'Points & Pints' Scottish Dancing and Pub Gathering",20,"New York, NY",2016-10-30,1,2,9,"'Points & Pints' Scottish Dancing and Pub Gathering",2,2016-11-17,"08:00 PM","https://www.meetup.com/Points-Pints-Scottish-Dancing-and-Pub-Gathering/","Thu","20:00:00"
"1019","Dance","NYC Swing Dancing",1005,"New York, NY",2010-01-15,4,435,1,"Sock Hop Sundays! 50's/60's Music & Dance Party! Sunday, Nov 13",2,2016-11-13,"07:00 PM","https://www.meetup.com/westcoastswingny/","Sun","19:00:00"
"1020","Dance","Bollywood Funk NYC Dance School - Jersey City",529,"Jersey City, NJ",2012-09-26,1,92,1,"So You Think You Can Dance With JSG?",6,2016-11-11,"07:00 PM","https://www.meetup.com/Bollywood-Funk-NYC-Jersey-City/","Fri","19:00:00"
"1021","Dance","SALSA NEW YORK Classes, Workshops, Parties & Special Offers",2029,"New York, NY",2014-03-22,NA,195,8,"Youth Dance Program: Winter Cycle Nov 12- Dec 10",2,2016-11-12,"12:00 PM","https://www.meetup.com/SalsaNY/","Sat","12:00:00"
"1022","Dance","ProAm Dance Team - The Best Dance Team in USA - TEAMNYC",392,"New York, NY",2014-09-30,2,292,10,"Join TeamNYC for NEW SEASON - perform at Barclays Center!",3,2016-11-16,"08:30 PM","https://www.meetup.com/ProAmDanceTeamNYC/","Wed","20:30:00"
"1023","Dance","Salsa Classes for Beginners",450,"New York, NY",2016-01-14,1,52,1,"New Beginner Level 1 Salsa Cycle (Dec 13th)",2,2016-12-13,"08:00 PM","https://www.meetup.com/Progressive-Salsa-Classes/","Tue","20:00:00"
"1024","Dance","Salsa Classes For First Timers",1406,"New York, NY",2016-01-26,NA,49,1,"New Beginner Level 1 Salsa Cycle (Dec 13th)",4,2016-12-13,"08:00 PM","https://www.meetup.com/Salsa-Classes-For-First-Timers/","Tue","20:00:00"
"1025","Dance","Life Is Now NYC Meetup",99,"New York, NY",2016-04-28,NA,40,31,"Let's dance in the beautiful Island of Martinique",1,2016-11-12,"08:00 AM","https://www.meetup.com/Life-Is-Now-NYC-Meetup/","Sat","08:00:00"
"1026","Dance","New York Salsa Meetup",50,"New York, NY",2016-11-05,NA,0,1,"RSVP for a Dance class",5,2016-11-19,"04:00 AM","https://www.meetup.com/New-York-Salsa-Meetup/","Sat","04:00:00"
"1027","Dance","Salsa Dance NYC Students & Teachers Meetup",688,"New York, NY",2008-05-26,3,738,17,"Free Latin Music Afterwork  Weekly Mixer",2,2016-11-16,"06:00 PM","https://www.meetup.com/SalsaDanceNY/","Wed","18:00:00"
"1028","Dance","""NYC Tango & Wine Lover""",1213,"New York, NY",2008-09-08,16,258,1,"Tango Workshop + Drinks afterwards",6,2016-11-19,"06:00 PM","https://www.meetup.com/nyc-tango-lover/","Sat","18:00:00"
"1029","Dance","Bellydance USA!",388,"New York, NY",2013-03-06,9,1101,63,"Private Wine Tasting w/ Complimentary Apps",8,2016-11-11,"07:00 PM","https://www.meetup.com/tagineevents/","Fri","19:00:00"
"1030","Dance","Birthday Party Network!",177,"New York, NY",2014-09-26,NA,115,11,"Sexy Birthday Singles Party!",1,2016-11-11,"10:00 PM","https://www.meetup.com/bdaynetwork/","Fri","22:00:00"
"1031","Dance","NYC Village Contra - Gender Role Free Contra Dance Meetup",330,"New York, NY",2015-03-22,1,20,3,"Let's meetup and contra dance.",4,2016-11-11,"07:00 PM","https://www.meetup.com/NYC-Village-Contra-Gender-Role-Free-Contra-Dance-Meetup/","Fri","19:00:00"
"1032","Dance","West Coast Swing New York",122,"New York, NY",2015-05-01,NA,223,56,"12-Week WCS PERFORMANCE class with Sophie!",2,2016-11-12,"11:30 AM","https://www.meetup.com/West-Coast-Swing-New-York/","Sat","11:30:00"
"1033","Dance","Beginner Hip Hop Dance Classes NYC",421,"New York, NY",2016-03-09,NA,28,6,"ucanduit Beginner Hip Hop Dance Class",3,2016-11-12,"05:00 PM","https://www.meetup.com/ucanduitonline/","Sat","17:00:00"
"1034","Dance","Affordable Salsa Classes for Absolute Beginners",386,"New York, NY",2016-05-19,NA,18,1,"New Beginner Level 1 Salsa Cycle (Dec 13th)",2,2016-12-13,"08:00 PM","https://www.meetup.com/Affordable-Salsa-Classes/","Tue","20:00:00"
"1035","Dance","Freedom Street Dance",19,"New York, NY",2016-11-06,NA,0,1,"dance.",3,2016-12-01,"08:00 PM","https://www.meetup.com/Freedom-Street-Dance/","Thu","20:00:00"
"1036","Dance","NYC Bellydance Meetup!",379,"New York, NY",2003-06-19,23,1230,20,"(Class Discontinued)Saturday Baladi Beat Belly Dance Class",1,2016-11-12,"02:00 PM","https://www.meetup.com/NYCBellydancers/","Sat","14:00:00"
"1037","Dance","Latin&Ballroom Dance Parties/Events Edgewater, NJ",891,"Edgewater, NJ",2013-01-08,4,177,10,"Salsa Night & Dance Party",1,2016-11-15,"07:30 PM","https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/","Tue","19:30:00"
"1038","Dance","Dance4people",40,"New York, NY",2013-03-19,NA,325,32,"Salsa - Group Class",1,2016-11-12,"04:00 PM","https://www.meetup.com/Dance4people/","Sat","16:00:00"
"1039","Dance","Argentine Tango Dancers Northern New Jersey",45,"Edgewater, NJ",2013-11-05,NA,316,10,"New Milonga on the Hudson - Every Friday!",1,2016-11-11,"08:00 PM","https://www.meetup.com/Argentine-Tango-Dancers-Northern-New-Jersey/","Fri","20:00:00"
"1040","Dance","Hustle in New York City",208,"New York, NY",2014-05-06,NA,12,6,"The Hustle Room at Las Chicas Locas! 2nd and 4th Sundays",3,2016-11-13,"07:30 PM","https://www.meetup.com/Hustle-in-New-York-City/","Sun","19:30:00"
"1041","Dance","New York Tango Practica Meetup - Rebecca Hosts",613,"New York, NY",2014-12-23,4,129,10,"Rawson Tango Practica",1,2016-11-12,"02:00 PM","https://www.meetup.com/New-York-Tango-Practica-Meetup-Rebecca-Hosts/","Sat","14:00:00"
"1042","Dance","NYC Date Nights Out",622,"New York, NY",2015-01-29,NA,352,48,"Intro Class for couples",1,2016-11-12,"02:00 PM","https://www.meetup.com/NYC-Date-Nights-Out/","Sat","14:00:00"
"1043","Dance","The Barefoot Boogie",241,"New York, NY",2015-06-16,3,21,1,"Post-Election Ecstatic Freestyle Dance at The Barefoot Boogie NYC!",3,2016-11-12,"08:00 PM","https://www.meetup.com/The-Barefoot-Boogie/","Sat","20:00:00"
"1044","Dance","Salsainnyc.com",1026,"New York, NY",2015-08-25,NA,122,2,"Bachatamania NYC New & Hottest Bachata Social",1,2016-11-11,"08:30 PM","https://www.meetup.com/Salsainnyc-com/","Fri","20:30:00"
"1045","Dance","BachataMania",743,"New York, NY",2015-08-29,NA,144,2,"Bachatamania NYC New & Hottest Bachata Social",3,2016-11-11,"08:30 PM","https://www.meetup.com/BachataMania/","Fri","20:30:00"
"1046","Dance","New York Burlesque Dance Classes",166,"New York, NY",2016-05-06,NA,17,10,"Lets get our Sexy on!",1,2016-11-12,"07:15 PM","https://www.meetup.com/New-York-Burlesque-Dance-Classes/","Sat","19:15:00"
"1047","Dance","The Soca Dance Experience",91,"New York, NY",2016-09-05,1,7,10,"Dance the Soca Dance sets",1,2016-11-14,"08:00 PM","https://www.meetup.com/The-Soca-Dance-Experience/","Mon","20:00:00"
"1048","Dance","The New York Ballroom Dance Meetup",252,"New York, NY",2008-02-06,9,589,12,"""Saturday Night Special"" Dance Party at Club 412",2,2016-11-12,"08:00 PM","https://www.meetup.com/ny-ballroom-dance/","Sat","20:00:00"
"1049","Pets","NYC Animal Rights",2434,"New York, NY",2004-03-27,65,1015,3,"Canada Goose Protest hosted NYC United For Animals",17,2016-11-20,"01:00 PM","https://www.meetup.com/Animals/","Sun","13:00:00"
"1050","Pets","The NYC Small Dog Social Group",1580,"New York, NY",2007-01-22,14,796,20,"Small Dog Playdate",3,2016-11-12,"01:45 PM","https://www.meetup.com/smallbreeddogs-45/","Sat","13:45:00"
"1051","Pets","NY & NJ Cavalier King Charles Spaniel Meetup",109,"New York, NY",2006-03-03,22,544,3,"NYC Cav meetup Riverside Park 72nd Sunday 12pm ",1,2016-11-13,"12:00 PM","https://www.meetup.com/cavalierspaniel-48/","Sun","12:00:00"
"1052","Pets","The Beagle Pack!",563,"New York, NY",2002-12-23,36,156,2,"November Beagle MeetUp: Madison Square Park Dog Run",3,2016-11-12,"01:00 PM","https://www.meetup.com/beagle-pack/","Sat","13:00:00"
"1053","Pets","The New York Boston Terrier Meetup Group",1237,"New York, NY",2006-03-16,66,106,1,"Pre-Thanksgiving Meetup 2016",15,2016-11-19,"12:00 PM","https://www.meetup.com/newyorkbostonterrier/","Sat","12:00:00"
"1054","Pets","The NYC Small Dog Playgroup",766,"New York, NY",2006-01-22,26,101,1,"ANNUAL HOLIDAY PARTY SATURDAY DECEMBER 3,2016 12-2 PM",5,2016-12-03,"12:00 PM","https://www.meetup.com/The-NYC-small-Dog-PlayGroup/","Sat","12:00:00"
"1055","Pets","Manhattan Feral Cat TNR, Caretakers and Rescue Groups",55,"New York, NY",2016-09-09,NA,1,2,"Feral Love - film about local NYC feral caretaker and musician",7,2016-11-16,"07:00 PM","https://www.meetup.com/Manhattan-Feral-Cat-TNR-Caretakers-Rescue-Groups/","Wed","19:00:00"
"1056","Pets","New York City Basenji Meetup",208,"New York, NY",2004-08-23,18,124,1,"November 2016 New York City Basenji Meetup",5,2016-11-13,"10:00 AM","https://www.meetup.com/basenji-nyc/","Sun","10:00:00"
"1057","Pets","Brooklyn & ""Beyond"" Dog & Puppy Fun Times",1340,"Brooklyn, NY",2009-06-24,9,637,11,"FRISBEE CATCHING! for any size dog!",1,2016-12-04,"01:00 PM","https://www.meetup.com/empireofthedog/","Sun","13:00:00"
"1058","Pets","Manhattan Dog Training Club",36,"New York, NY",2016-09-03,NA,0,1,"Free seminar on diagnosing and treating Canine PTSD.",6,2016-11-13,"04:00 PM","https://www.meetup.com/Manhattan-Dog-Training-Club/","Sun","16:00:00"
"1059","Pets","The NYC Dog Fun & Events Group",1209,"New York, NY",2006-09-07,8,1415,61,"Puppy Play Date",1,2016-11-12,"12:30 PM","https://www.meetup.com/activedogs-53/","Sat","12:30:00"
"1060","Pets","Plans for Pups (PfP) -- We have plans for pups!",662,"New York, NY",2006-09-08,13,4629,98,"Breed MeetUps -- $20 includes coffee & wine",2,2016-11-12,"07:00 PM","https://www.meetup.com/PlansForPups/","Sat","19:00:00"
"1061","Pets","NYC Horseback Riders",494,"New York, NY",2009-11-21,3,237,18,"Ride on the beautiful Old Westbury trails",1,2016-11-13,"10:00 AM","https://www.meetup.com/NYCHorsebackRiders/","Sun","10:00:00"
"1062","Pets","New York Parrot Playgroup",65,"New York, NY",2014-02-09,4,27,1,"Holiday season celebration",4,2016-12-18,"03:00 PM","https://www.meetup.com/Parrot-Playgroup/","Sun","15:00:00"
"1063","Pets","Six Legged Run!",9,"New York, NY",2016-09-01,NA,45,0,"Jogging with doggies",1,2016-11-14,"07:30 AM","https://www.meetup.com/Six-Legged-Run/","Mon","07:30:00"
"1064","Pets","The New York City Miniature Pinscher Meetup Group",358,"New York, NY",2003-11-05,24,158,7,"The New York City Miniature Pinscher Meetup Group Monthly Meetup",5,2016-12-03,"02:00 PM","https://www.meetup.com/minipinscher-54/","Sat","14:00:00"
"1065","Pets","NYC Shiba Inus and their Human Companions(NE Shibaholics).",607,"New York, NY",2006-06-15,47,500,1,"Shiba College..",5,2016-11-13,"10:45 AM","https://www.meetup.com/nycshibas/","Sun","10:45:00"
"1066","Pets","With Our Westies! (WOW!)",206,"New York, NY",2006-08-23,15,73,1,"Mickey's Mile Dog Walk (Dutchess County)",1,2016-06-10,"10:00 AM","https://www.meetup.com/withourwesties/","Sat","10:00:00"
"1067","Pets","Harlem Meer Mutts Club",65,"New York, NY",2016-02-01,1,281,21,"Weekend Mutt Meetup",1,2016-11-12,"07:45 AM","https://www.meetup.com/Harlem-Meer-Mutts-Club/","Sat","07:45:00"
"1068","Pets","BornWild",353,"New York, NY",2016-03-26,NA,21,1,"SEAL Watching/Hike in Montauk!",2,2016-11-12,"07:00 PM","https://www.meetup.com/BornWild/","Sat","19:00:00"
"1069","Hobbies & Crafts","Create Short Films Together!",1708,"New York, NY",2015-11-03,5,48,1,"Let's see ""THE VIRAL DEMON"" By JEREMY WECHTER",10,2016-11-11,"09:45 PM","https://www.meetup.com/NY-Creatives-Collaborating-to-Create-Art-and-Experience/","Fri","21:45:00"
"1070","Hobbies & Crafts","Knitting Around New York",1675,"New York, NY",2007-05-31,51,131,10,"Happy hour knitting",13,2016-11-14,"06:30 PM","https://www.meetup.com/knitting-1266/","Mon","18:30:00"
"1071","Hobbies & Crafts","NYC Pints 'n' Purls",1228,"New York, NY",2010-06-15,64,521,26,"West 3rd Common and Crafting",5,2016-11-16,"06:00 PM","https://www.meetup.com/NYC-Pints-N-Purls/","Wed","18:00:00"
"1072","Hobbies & Crafts","NYC Classes: Arts, Crafts, DIY, Jewelry, Textile, and more!",697,"New York, NY",2016-09-22,NA,18,38,"WEEKLY FRIDAY DATE NITE TERRARIUM CLASS",2,2016-11-11,"06:00 PM","https://www.meetup.com/NYC-Classes-Arts-Crafts-DIY-Jewelry-Textile-and-more/","Fri","18:00:00"
"1073","Hobbies & Crafts","The Williamsburg Book Club",1442,"Brooklyn, NY",2007-06-20,9,112,1,"Among the Missing by Dan Chaon",17,2016-12-14,"07:30 PM","https://www.meetup.com/williamsburg-book-club/","Wed","19:30:00"
"1074","Hobbies & Crafts","EweKnit in Midtown",53,"New York, NY",2014-03-18,11,106,27,"Knit Stars Class Viewing and Dye Party",7,2016-11-12,"01:00 PM","https://www.meetup.com/EweKnit-in-Midtown/","Sat","13:00:00"
"1075","Hobbies & Crafts","OMG NYC (Origami Meetup Group! NYC)",1010,"New York, NY",2008-09-22,54,921,28,"WTF (Weekly Tuesday Folders)",3,2016-11-15,"07:30 PM","https://www.meetup.com/omgnyc/","Tue","19:30:00"
"1076","Hobbies & Crafts","Upper East Side Knitters",48,"New York, NY",2007-06-26,6,207,3,"Knit at Whole Foods",6,2016-11-15,"07:00 PM","https://www.meetup.com/uesknitters/","Tue","19:00:00"
"1077","Hobbies & Crafts","NYC Disney Fanatics Meetup",109,"New York, NY",2015-06-13,NA,12,1,"enchanted tiki happy hour and MOANA in theaters",15,2016-11-28,"06:30 PM","https://www.meetup.com/New-York-Disney-Meetup/","Mon","18:30:00"
"1078","Hobbies & Crafts","Crochet and cookies at Rachel's",22,"Brooklyn, NY",2016-11-04,NA,0,1,"Cookies and crochet! :)",9,2016-12-04,"06:00 PM","https://www.meetup.com/Crochet-and-cookies-at-Rachels/","Sun","18:00:00"
"1079","Hobbies & Crafts","NYC Hand Stitching Meetup",155,"New York, NY",2015-07-03,1,60,9,"Stitching @ Gotham Quilts",1,2016-11-17,"07:00 PM","https://www.meetup.com/NYC-hand-stitching-meetup/","Thu","19:00:00"
"1080","Hobbies & Crafts","?úNYC Discovery??Walking Tours: History, Food & Neighborhoods",177,"New York, NY",2016-09-29,NA,25,25,"GERMAN YORKVILLE HISTORY AND TASTING TOUR",3,2016-11-12,"02:30 PM","https://www.meetup.com/NYC-Discovery-Walking-Tours-History-Food-Neighborhoods/","Sat","14:30:00"
"1081","Hobbies & Crafts","Technical Talent",364,"New York, NY",2015-01-04,4,10,1,"Tech Talent Show #11",10,2016-12-01,"06:30 PM","https://www.meetup.com/Technical-Talent/","Thu","18:30:00"
"1082","Hobbies & Crafts","Materials for the Arts Events",536,"Long Island City, NY",2015-10-06,1,11,1,"Third Thursday: How to Create Computers from Sustainable Materials",12,2016-11-17,"06:30 PM","https://www.meetup.com/Materials-for-the-Arts-Events/","Thu","18:30:00"
"1083","Hobbies & Crafts","Korean craftarts(Bojagi, Knots jewelry, hand embroidery)",61,"New York, NY",2015-11-20,NA,9,10,"Asian/Korean Knot Jewelry Workshop in Manhattan",4,2016-11-24,"07:00 PM","https://www.meetup.com/Bojagi-Korean-wrapping-cloth-hand-embroidery-knot-silk/","Thu","19:00:00"
"1084","Hobbies & Crafts","AMAZING Auction & Estate Sale Hunters Of NY, NJ & CT",130,"New York, NY",2013-12-08,NA,64,5,"POST ELECTION Wall Street Deal. ""YOU WIN"" in stead of the Politicians",32,2016-11-11,"08:30 PM","https://www.meetup.com/Auction-Estate-Sale-Hunters-Of-NY-NJ-CT/","Fri","20:30:00"
"1085","Hobbies & Crafts","New York Railroad Enthusiasts",19,"New York, NY",2015-07-15,NA,13,6,"Membership Meeting",1,2016-11-25,"07:00 PM","https://www.meetup.com/New-York-Railroad-Enthusiasts/","Fri","19:00:00"
"1086","Hobbies & Crafts","NYC Packaging Design Meet Up (PakMu)",50,"New York, NY",2016-08-23,NA,1,1,"Coffee & Packaging Networking at FIKA",13,2016-11-20,"02:00 PM","https://www.meetup.com/NYC-Packaging-Design-Meet-Up-PakMu/","Sun","14:00:00"
"1087","Hobbies & Crafts","Body Ink & Stain",27,"New York, NY",2016-10-23,NA,1,1,"Jagua Body Art",1,2016-11-13,"11:30 AM","https://www.meetup.com/body-ink-and-stain/","Sun","11:30:00"
"1088","Hobbies & Crafts","EatMetal Art Jewelry Studio",124,"Hoboken, NJ",2014-09-02,NA,48,7,"DIY Jewelry Workshop: Boho Chic Leather Wrap Bracelet",2,2016-11-17,"06:30 PM","https://www.meetup.com/EatMetal-Inc-Art-Jewelry-Studio/","Thu","18:30:00"
"1089","Hobbies & Crafts","Learn How to Sew & Knit",188,"New York, NY",2016-09-12,NA,59,1,"Learn to Sew Knits: Leggings Pattern",1,2016-11-13,"12:00 PM","https://www.meetup.com/Learn-How-to-Sew-Knit/","Sun","12:00:00"
"1090","Hobbies & Crafts","Business is Art & Art is Our Business Meetup",1284,"New York, NY",2007-09-15,28,349,15,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/Zorkas-BusinessArt/","Sat","12:00:00"
"1091","Hobbies & Crafts","New York Rock, Mineral, Fashion Socialite Meetup",55,"New York, NY",2014-02-03,NA,7,1,"New York Gem, Mineral and Fossil Show",4,2016-11-12,"10:00 AM","https://www.meetup.com/New-York-Gem-Mineral-Fashion-Socialite-Meetup/","Sat","10:00:00"
"1092","Hobbies & Crafts","Knit or Crochet Afghans for Local Seniors - Upper West Side",50,"New York, NY",2016-02-03,2,16,3,"Knitting and Crocheting Afghans for Homeless Seniors",2,2016-11-17,"10:30 AM","https://www.meetup.com/Knit-or-Crochet-Afghans-for-Local-Senior/","Thu","10:30:00"
"1093","Hobbies & Crafts","Woodworking & Do-It-Yourself Workshops Hoboken/Jersey City",245,"Hoboken, NJ",2016-06-27,NA,18,5,"Learn the basics of woodworking by making a beautiful serving board!",1,2016-11-03,"07:00 PM","https://www.meetup.com/Hoboken-Woodworking-Meetup/","Thu","19:00:00"
"1094","Hobbies & Crafts","The Flourishing Crafters",106,"Hoboken, NJ",2015-08-05,2,52,2,"Plan with Me Sunday...Setting Up for the New Year *SUPPLIES INCL.*",1,2016-11-13,"01:00 PM","https://www.meetup.com/TheFlourishingCrafters/","Sun","13:00:00"
"1095","Hobbies & Crafts","Learn Pottery NYC",96,"New York, NY",2016-09-12,NA,27,3,"Wheel Throwing Pottery (Weekend)",1,2016-11-12,"10:00 AM","https://www.meetup.com/meetup-group-GcPjLRvm/","Sat","10:00:00"
"1096","Hobbies & Crafts","Jewelry Making Divas NYC",385,"New York, NY",2014-01-31,NA,32,1,"All Members Meet & Greet - Fall Edition",2,2016-11-19,"03:00 PM","https://www.meetup.com/Jewelry-Making-Divas-NYC/","Sat","15:00:00"
"1097","Hobbies & Crafts","New York City Watch Club",6,"New York, NY",2014-09-11,NA,27,0,"The Horological Society of New York",1,2016-12-05,"07:30 PM","https://www.meetup.com/New-York-City-Watch-Club/","Mon","19:30:00"
"1098","Hobbies & Crafts","Scarlet Letter Finishing Club",24,"New York, NY",2016-02-09,1,6,1,"Move on Your Holiday Sewing",1,2016-12-06,"06:00 PM","https://www.meetup.com/Scarlet-Letter-Finishing-Club/","Tue","18:00:00"
"1099","Hobbies & Crafts","New York City Queens Knitting Meetup",26,"New York, NY",2016-07-29,NA,4,6,"Adult Knitting and crocheting group",1,2016-12-05,"02:00 PM","https://www.meetup.com/New-York-City-Queens-Knitting-Meetup/","Mon","14:00:00"
"1100","Hobbies & Crafts","The Art of Jewelry Making NYC",73,"New York, NY",2016-09-12,NA,40,6,"Bead Stringing",1,2016-11-12,"11:30 AM","https://www.meetup.com/The-Art-of-Jewelry-Making-NYC/","Sat","11:30:00"
