,Category,FoundedDate,Group reviews,Location,Past Meetups,Region,Upcoming Meetups,UpcommingEventDate,UpcommingEventGoing,UpcommingEventName,UpcommingEventTime,Worldwide,group,member,name
1314,Film,Aug 5 2006 ,4,New York,199,NY,9,Sat Nov 12,6 going,5-Day Digital Filmmaking Workshop November 12-16,09:30 AM,,Indie Film Makers,"3,924",New York Film Collaborative
1315,Film,Jan 1 2013 ,10,Astoria,34,NY,,,,,,,bad movie lovers,509,Bad Movie Night NYC
1316,Film,Jan 30 2015 ,,New York,19,NY,3,Sat Nov 12,5 going,Women's International Film Festival - 30% Discount!,07:00 PM,,oenephiles and cineastes,"1,141",Wine & Film in New York
1317,Film,Aug 23 2016 ,,Jersey City,13,NJ,7,Sat Nov 12,2 going,Movie Outing: The Arrival + Dinner/Drinks - Time TBD (Secaucus),06:00 PM,,YBI's,43,"Young, Black, and Indie Cinema Club (NJ/NYC)"
1318,Film,Jul 7 2009 ,19,New York,223,NY,9,Sat Nov 12,4 going,5-Day Digital Filmmaking Workshop November 12-16,09:30 AM,,"Cinematographers, Filmmakers","1,083",LIGHT & SHADOW: A Film & Video Lighting Workshop
1319,Film,Nov 3 2009 ,2,New York,179,NY,10,Sun Sep 17,21 going,Hello Dolly on Broadway with Bette Midler - front mezz seating,02:00 PM,,Friends,16,45+ Fun & Friendship Co-op
1320,Film,Apr 26 2013 ,13,Brooklyn,33,NY,,,,,,,DUMBO Storytellers,"1,719",DUMBO Storytellers Meetup
1321,Film,Sep 6 2013 ,,New York,90,NY,15,Sat Nov 12,1 going,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",12:00 PM,,ContentMakers,"1,239",Digital Media Content Makers Meetup
1322,Film,Oct 30 2011 ,15,New York,27,NY,,,,,,,New York Film Group Members,"2,997",New York Film Group
1323,Film,Feb 22 2012 ,4,New York,22,NY,1,Thu Dec 15,9 going,"ScreenUpNYC: Doc screening, panel, drinks",07:00 PM,,Video Professionals,588,ScreenUp NYC
1324,Film,Jan 30 2014 ,8,New York,29,NY,,,,,,,Foreign Movie Lovers,861,Foreign Movie Lovers
1325,Film,Aug 18 2015 ,3,New York,12,NY,1,Sun Nov 27,6 going,Nov. 27 at 2pm Breakfast at Tiffany?ôs presented by TCM at AMC Times Square,02:00 PM,,classic film lovers,339,NYC Classic Films Meetup
1326,Film,Jul 10 2016 ,2,New York,4,NY,,,,,,,Members,101,Legion M - NYC
1327,Film,Oct 2 2010 ,14,New York,132,NY,,,,,,,Ghouls,391,The Horror Of It All...
1328,Film,May 29 2013 ,3,New York,13,NY,1,Coming soon!,38 going,Workshop scripts,,,TV Writers and Creators,344,NYC TV Writers and Creators
1329,Film,Jan 7 2015 ,1,New York,16,NY,,,,,,,Big Apple Film Festival Fans,"2,550",Big Apple Film Festival Year Round Meetups
1330,Film,Oct 16 2016 ,,Astoria,1,NY,1,Fri Dec 2,4 going,Catch a movie (we'll see what's out) and get dinner at Applebee's next door,07:00 PM,,Members,161,"Make new friends, Dinner and a Movie"
1331,Film,Mar 18 2013 ,9,New York,49,NY,2,Sat Dec 17,5 going,THE SHINING SCREENING,09:00 PM,,Kubrickians,360,The Stanley Kubrick Meetup ??NYC
1332,Film,Oct 11 2015 ,6,New York,28,NY,,,,,,,Voters,50,NY Exclusive Academy/Guild Voter Screening Meetup 2016-2017
1333,Film,Oct 8 2012 ,8,New York,98,NY,9,Sat Nov 12,1 going,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",12:00 PM,,Film-Hackers,887,Film-Preneurs Growth Hacking BUSINESS Fast Forward!
1334,Film,Jul 3 2016 ,,Brooklyn,9,NY,,,,,,,Members,72,The Cineastes
1335,Film,Jul 26 2016 ,,New York,5,NY,1,Thu Nov 17,2 going,Free play reading: The Unthinkable,07:00 PM,,Show-goers,332,"Shows: Broadway, Off Broadway, Concerts and More"
1336,Film,Jul 26 2007 ,12,New York,31,NY,1,Coming soon!,20 going,Shooting a new comedy WEB SERIES!,,,Filmmakers and actors,"1,585",NY Filmmakers and Actors Who Just Want To Make Stuff
1337,Film,Sep 3 2009 ,2,New York,63,NY,1,Coming soon!,9 going,Shoot a video to submit to this contest. http://www.give-time.org/play.html,,,Filmmakers,"1,699",New York City Filmmakers
1338,Film,May 2 2013 ,3,New York,122,NY,8,Sat Nov 12,1 going,5-Day Digital Filmmaking Workshop November 12-16,09:30 AM,,"RED camera users, filmmakers",416,New RED Epic Camera and ADVANCED Lighting Workshops!
1339,Film,Jan 6 2014 ,2,New York,20,NY,1,Coming soon!,14 going,The Secret Life of Walter Mitty,,,Movie Monsters,231,NYC Movie Monsters
1340,Film,Feb 24 2016 ,,New York,17,NY,,,,,,,Cinema Tropicalistas,657,New York Latin American / Latino Cinema
1341,Film,Jun 14 2016 ,,New York,3,NY,,,,,,,Documentarians,179,Documentary Makers in New York
1342,Film,Aug 8 2016 ,,Astoria,2,NY,,,,,,,Members,197,Movies & Comedy Fans NYC Meetup
1343,Film,Sep 3 2016 ,,New York,1,NY,1,Coming soon!,1 going,Decide when we meet,,,Friends,84,Welcome to New York!
1344,Film,Sep 19 2016 ,,New York,4,NY,3,Sun Nov 13,2 going,Sunday Matinee at Toad Hall,03:00 PM,,Members,23,Sunday Matinee at Toad Hall
1345,Film,Nov 12 2002 ,3,New York,42,NY,,,,,,,Actors,262,The New York City Actors Group
1346,Film,Oct 8 2002 ,2,New York,41,NY,,,,,,,DIRECTORS ACTORS SCREENWRITERS,270,New York City Filmmakers Group & The Directors Round Table
1347,Film,Jan 16 2003 ,156,New York,459,NY,,,,,,,Screenwriters,"3,762",NYC Screenwriters Collective
1348,Film,Jan 20 2007 ,45,New York,230,NY,,,,,,,Cinema Heads,"1,585",Cinema Heads Movie & Dinner Club!
1349,Film,Jun 4 2007 ,14,New York,179,NY,1,Coming soon!,2 going,Film class taught by emmy award winner Ken Kimmelman!,,,Movie Fans,"1,805",Cheap Movie Nights
1350,Film,Dec 19 2007 ,17,New York,56,NY,,,,,,,MSTies,334,The NYC Rifftrax/MST3K Meetup
1351,Film,Jan 3 2008 ,14,New York,93,NY,,,,,,,Film Lovers,786,Film Explorations
1352,Film,Mar 14 2008 ,18,New York,113,NY,,,,,,,Screenwriters,863,NYCscreenwriter
1353,Film,May 4 2008 ,28,New York,13,NY,,,,,,,Filmmakers and Actors,"1,002",Indiezone.tv Local NYC
1354,Film,Jul 29 2008 ,4,New York,54,NY,,,,,,,Film Industry People,"1,070",Film Marketing and Distribution
1355,Film,Aug 11 2008 ,3,New York,77,NY,,,,,,,Independent Artists,704,BigAppleTalent Film Makers and Entertainers
1356,Film,Dec 30 2008 ,1,New York,5,NY,,,,,,,Caramel Club  associates,125,Caramel Club - NYC
1357,Film,Jul 10 2009 ,15,New York,15,NY,,,,,,,Blenderheads,260,Blender User Group - NYC
1358,Film,Mar 24 2010 ,,New York,55,NY,1,Coming soon!,23 going,Shooting a new comedy WEB SERIES!,,,Filmmakers,852,NY Digital Filmmaker Group
1359,Film,Aug 27 2010 ,3,New York,9,NY,,,,,,,Members,393,NYC Post Production
1360,Film,Feb 3 2011 ,9,Brooklyn,48,NY,1,Coming soon!,1 going,Horror Movie,,,Filmmakers,378,BUSY AS HELL MAKIN' MOVIES!!!
1361,Film,Apr 6 2011 ,201,New York,36,NY,,,,,,,Ponies,"4,106",BronyCon
1362,Film,May 4 2011 ,4,New York,15,NY,,,,,,,After Effects Users,388,The NYC Adobe After Effects Meetup Group
1363,Film,May 14 2011 ,14,New York,30,NY,,,,,,,Filmmakers,992,NYC Filmmakers and Actors Meetup
1364,Film,Jun 13 2011 ,,New York,,NY,,,,,,,Awardys,10,The New York Awards Meetup Group
1365,Film,Sep 15 2011 ,2,New York,28,NY,,,,,,,Members,157,NY Webseries Writers Group
1366,Film,Dec 21 2011 ,97,New York,"1,480",NY,1,,,,,,Movie-Liners,"7,271",FREE Movie Screenings
1367,Film,Jan 5 2012 ,15,New York,90,NY,,,,,,,Filmmakers,"2,634",NY Indie Filmmakers
1368,Film,Mar 10 2012 ,7,New York,46,NY,,,,,,,Cinema lovers,"2,001",Cinema & Cocktails
1369,Film,Apr 11 2012 ,3,New York,20,NY,1,Coming soon!,3 going,Marathon Headshots session,,,Working Actors,519,Working Actors Network
1370,Film,Nov 29 2012 ,1,New York,26,NY,,,,,,,Networkers,558,THE FILMMAKERS NETWORK
1371,Film,Apr 20 2013 ,9,New York,25,NY,,,,,,,City Filmmakers,"2,192",City Filmmakers Networking Group
1372,Film,Jan 23 2014 ,2,New York,8,NY,,,,,,,Members,108,SMPTE ¬Æ New York Section
1373,Film,Feb 21 2014 ,4,New York,13,NY,,,,,,,Movie Fans,"1,455",American Black Film Festival (ABFF) Meetup
1374,Film,Mar 30 2014 ,7,New York,25,NY,,,,,,,Members,321,ProducingforFilm
1375,Film,Mar 30 2014 ,5,New York,16,NY,,,,,,,Females in Film Alliance,313,Females in Film Alliance
1376,Film,Apr 9 2014 ,1,New York,6,NY,,,,,,,Screenwriters,356,SCREENWRITERS RISING NYC
1377,Film,May 26 2014 ,,Brooklyn,14,NY,,,,,,,Members,231,#NAME?
1378,Film,Sep 1 2014 ,,Brooklyn,1,NY,1,Coming soon!,75 going,"Discuss our interests, work and passion projects, and possible collaborations!",,,Art & Technology Enthusiasts,592,"Animation, Film, 3D, Technology - New York Art & Tech Group"
1379,Film,Oct 3 2014 ,,New York,1,NY,,,,,,,Messengers,18,"Meet and See the Movie ""Kill the Messenger"" with Narco News"
1380,Film,Mar 11 2015 ,2,New York,9,NY,,,,,,,French Movie Stars,218,Manhattan French Movies & Wine
1381,Film,Apr 8 2015 ,,New York,4,NY,,,,,,,wakawaka,288,"New York African Film, Music, & Dance Society"
1382,Film,May 3 2015 ,,New York,8,NY,,,,,,,Rewinders,71,Culture Schlock
1383,Sci-Fi & Games,Jan 17 2014 ,7,Astoria,194,NY,30,Tue Nov 15,3 going,Tuesday Board Game Meet Up,06:30 PM,,CoolDudes,535,Astoria Geek & Sundry
1384,Sci-Fi & Games,Oct 4 2013 ,,Woodside,102,NY,10,Tue Nov 15,1 going,Tuesday Night Backgammon and chess,08:00 PM,,Gamers,184,Astoria Backgammon and Chess
1385,Sci-Fi & Games,Dec 21 2005 ,105,New York,536,NY,12,Tue Nov 15,31 going,CONNECTED Book Release Party and Special Photo Shoot,06:30 PM,,Harry Potter Fans,"2,801",Harry Potter NYC - The Group that Shall Not be Named
1386,Sci-Fi & Games,Feb 2 2003 ,93,New York,"1,217",NY,40,,,,,,Gamers,"5,055",New York City Boardgames & Cardgames Group
1387,Sci-Fi & Games,May 12 2015 ,12,New York,98,NY,21,Wed Nov 16,12 going,Board Games at Peculier Pub,07:00 PM,,Uptown Gamers,"1,621",Uptown NYC Board Gamers
1388,Sci-Fi & Games,Oct 22 2002 ,105,New York,"1,162",NY,80,Sat Nov 12,12 going,D&D Storm King?ôs Thunder: Adventures League Expedition,01:00 PM,,D&D Players,"2,649",The NYC Dungeons & Dragons Meetup Group
1389,Sci-Fi & Games,Nov 15 2002 ,65,New York,451,NY,10,Thu Dec 8,10 going,The New York City Anime Group Monthly Meeting,07:00 PM,,Anime Fans,"4,065",The New York City Anime Group
1390,Sci-Fi & Games,Apr 13 2016 ,2,New York,29,NY,2,Sat Nov 12,17 going,Forrest Whitaker in The Arrival!,05:00 PM,,Blerds,584,Black Geek Society & Nerds of Color
1391,Sci-Fi & Games,Sep 18 2012 ,33,New York,339,NY,10,Mon Nov 14,3 going,Monday Game Night at Josie Woods,06:00 PM,,Board Gamers,"2,779",Nyeek
1392,Sci-Fi & Games,Dec 27 2013 ,9,New York,359,NY,6,Fri Nov 11,23 going,(All Level) Board Game Night @ Kopi Kopi ($12pp food/drink minimum),06:00 PM,,gamers,"1,471",#NAME?
1393,Sci-Fi & Games,Mar 8 2016 ,2,New York,5,NY,,,,,,,Alexas,570,NYC Amazon Alexa Meetup
1394,Sci-Fi & Games,Apr 29 2015 ,2,Brooklyn,78,NY,10,Wed Nov 16,6 going,Victory Pints at Berg'n Beer Hall,06:00 PM,,Pinters,"1,297",Victory Pints: Board Games and Beer
1395,Sci-Fi & Games,Oct 27 2011 ,22,New York,129,NY,2,Sun Nov 13,9 going,Board Game Beginners Sunday,01:00 PM,,Gamers,"1,521",New York LGBT Board games Meetup Group
1396,Sci-Fi & Games,Feb 20 2009 ,84,New York,382,NY,14,Tue Nov 15,4 going,Class: Role-Playing Game Design,06:30 PM,,Playcrafters,"4,544",Playcrafting NYC Meetup
1397,Sci-Fi & Games,Jul 6 2016 ,,New York,30,NY,13,Fri Nov 11,9 going,Unhosted Pokemon Go Meetup,07:00 PM,,Pokemon Trainers,"1,754",Pokemon Go NYC
1398,Sci-Fi & Games,Dec 7 2003 ,36,New York,374,NY,18,Sat Nov 12,17 going,Saturday Settlers Meetup,01:00 PM,,Settlers Players,"1,263",NYC Settlers of Catan Meetup Group
1399,Sci-Fi & Games,Oct 8 2002 ,31,New York,250,NY,8,Fri Nov 18,14 going,The New York City Star Trek Meetup Group Monthly Meetup,07:00 PM,,Trekkies / Trekkers,712,The New York City Star Trek Meetup Group
1400,Sci-Fi & Games,Mar 8 2008 ,53,New York,286,NY,8,Tue Nov 15,15 going,NYCBG Manhattan Meetup (Tuesday),06:00 PM,,Backgammon Players,"1,183",New York City Backgammon
1401,Sci-Fi & Games,Oct 3 2011 ,15,New York,76,NY,6,Thu Nov 17,15 going,Aspiring Comic Creators,07:00 PM,,Aspiring Creators,767,The New York Aspiring Comic Creators Club
1402,Sci-Fi & Games,Aug 22 2007 ,21,New York,345,NY,6,Wed Nov 23,11 going,The New York City Manga & Comics Group Monthly Meeting,07:00 PM,,Manga & Comic Fans,"2,054",The New York City Manga & Comics Group
1403,Sci-Fi & Games,Mar 25 2015 ,,Brooklyn,284,NY,51,Fri Nov 11,3 going,Anime night & Karaoke night - Free shots for singing,10:00 PM,,Anime & Cosplay lovers NYC,819,"Anime, Cosplay, Food, Super Smash Bros & Karaoke Fans NYC"
1404,Sci-Fi & Games,Mar 18 2016 ,,New York,2,NY,,,,,,,New Yorkers,200,Urban Net NYC  (aka Game-Party Meetup)
1405,Sci-Fi & Games,Sep 6 2011 ,30,Long Island City,652,NY,15,Wed Nov 16,0 going,Let's Play: D&D Encounters!,07:00 PM,,Members,"1,290",NYC Girl Geek Adventure Club
1406,Sci-Fi & Games,Jan 10 2013 ,5,Brooklyn,396,NY,20,Sun Nov 13,5 going,Sunday Funday Magic the Gathering in Brooklyn,02:00 PM,,Tappers,56,I'd Tap That - NYC Chapter (Casual Magic the Gathering)
1407,Sci-Fi & Games,Aug 12 2014 ,5,New York,231,NY,29,Mon Nov 14,3 going,"Warhammer 40,000: Deathwatch",07:00 PM,,Members,556,Manhattan Gamers Guild
1408,Sci-Fi & Games,Aug 16 2015 ,4,New York,56,NY,3,,,,,,Geek Girls,261,Geek Girls of New York City
1409,Sci-Fi & Games,Apr 30 2016 ,,Hoboken,81,NJ,30,Sat Nov 12,7 going,Community Boardgame Meetup,06:00 PM,,Boardgamers,371,Hoboken Boardgame Shindig
1410,Sci-Fi & Games,Jun 16 2014 ,3,Brooklyn,40,NY,2,Wed Nov 16,12 going,Movie Night: Arrival,07:00 PM,,Fans,369,"Genre Book Club (Sci-Fi, Fantasy, Horror)"
1411,Sci-Fi & Games,Nov 4 2014 ,3,New York,33,NY,1,Sat Nov 12,5 going,RetroGameNight at GaymerX East! ,11:00 AM,,Cartridge Blowers!?,903,Retro Game Night NYC
1412,Sci-Fi & Games,Dec 28 2014 ,10,New York,20,NY,,,,,,,Heroes,998,eSports Heroes of NYC
1413,Sci-Fi & Games,Oct 21 2015 ,1,Brooklyn,86,NY,20,Mon Nov 14,2 going,Super Smash Bros after work practice battles & hang out,06:00 PM,,Super Smash Fighters,396,Super Smash Bros Tournaments - Melee - Wii U - Brawl - NYC
1414,Sci-Fi & Games,Nov 5 2007 ,36,New York,114,NY,,,,,,,Comic Book Readers,"1,401",NYC Comics and Graphic Novels
1415,Sci-Fi & Games,Apr 22 2013 ,8,New York,33,NY,1,Fri Dec 16,17 going,Pok√©mon Competition + 3DS-ing and Drinking!,06:15 PM,,Miis,444,The New York City Nintendo 3DS Meetup Group
1416,Sci-Fi & Games,Dec 19 2013 ,8,New York,26,NY,1,Sat Nov 19,16 going,Sit down for a game of Mafia (Thanksgiving edition!),05:00 PM,,Civilians,358,Mafia party game -- of logic and persuasion
1417,Sci-Fi & Games,Oct 3 2010 ,25,New York,658,NY,34,Tue Nov 15,1 going,Hungarian Pastry Shop Tuesdays,07:00 PM,,Members,890,NY Mostly Go Club
1418,Sci-Fi & Games,Nov 19 2010 ,13,New York,78,NY,2,,,,,,people asking 'What If...',468,NYC Fantasy and Sci-Fi Book Club
1419,Sci-Fi & Games,Aug 14 2016 ,3,New York,3,NY,1,Thu Dec 8,6 going,Discuss our third book ?úAncillary Justice??by Ann Leckie,07:00 PM,,Crew Members,147,Gay Sci-Fi Book Crew
1420,Sci-Fi & Games,Nov 5 2015 ,,New York,12,NY,1,Wed Nov 16,10 going,Play Gay Magic the Gathering - Freestyle Multiplayer,07:00 PM,,Gay Planeswalkers,295,Gay Planeswalkers NYC
1421,Sci-Fi & Games,Jul 5 2016 ,,Brooklyn,1,NY,,,,,,,Members,32,Brooklyn Hearthstone Bar Brawl
1422,Sci-Fi & Games,Sep 1 2016 ,,New York,4,NY,1,Mon Dec 5,4 going,Let's Meetup and shoot some pool!,07:00 PM,,Members,96,New York Pool Meetup
1423,Sci-Fi & Games,Apr 30 2006 ,16,New York,568,NY,3,Sat Nov 12,4 going,Saturday Euchre,04:00 PM,,Euchre Players,492,Brooklyn/ NYC Euchre Club
1424,Sci-Fi & Games,Apr 25 2010 ,11,New York,111,NY,7,Sun Nov 13,15 going,Riichi Mahjong at The Uncommons,11:00 AM,,Members,387,US Professional Mahjong League
1425,Sci-Fi & Games,Apr 13 2012 ,5,Brooklyn,101,NY,3,Sun Nov 13,11 going,Serial Sundays #39: Ex Machina Book Two by Brian K. Vaughan and Tony Harris,12:00 PM,,Comic Geeks,353,North Brooklyn Comic Book Club
1426,Sci-Fi & Games,Apr 8 2014 ,5,New York,116,NY,1,Sun Nov 13,8 going,LEGACY CONSTRUCTED SUNDAY STYLES,02:00 PM,,Mages,292,NYC: Magic the Gathering - Weekly Battles
1427,Sci-Fi & Games,Oct 1 2013 ,1,New York,75,NY,20,Tue Nov 15,2 going,Tuesday Night Games Meetup: Open Game,06:30 PM,,Story Gamers!,263,Story/Indie RPG Group
1428,Sci-Fi & Games,Jul 20 2016 ,2,New York,12,NY,3,,,,,,Adventurers,58,Dungeon Crawl Classics RPG and Mutant Crawl Classics RPG NYC
1429,Sci-Fi & Games,Oct 24 2016 ,,New York,1,NY,1,Fri Nov 25,5 going,"Play chess, discuss World Chess Chamionship",07:30 PM,,chess players,57,New York Chess Meetup
1430,Sci-Fi & Games,Jul 10 2013 ,8,New York,25,NY,1,,,,,,Mah Jongg Lovers,159,"MAH JONGG LOVERS,  Manhattan and Beyond!"
1431,Sci-Fi & Games,May 24 2014 ,17,New York,86,NY,,,,,,,Hearthstone players,635,Blizzplanet - NYC Hearthstone Fireside
1432,Sci-Fi & Games,Apr 29 2015 ,4,New York,178,NY,10,Sun Nov 13,1 going,"GAYM NIGHT at Pioneers (Play N64, Wii, WiiU + more!)",07:00 PM,,Super Smashed Brothers,859,SUPER SMASHED BROTHERS
1433,Sci-Fi & Games,Oct 11 2016 ,,New York,,NY,1,Sat Nov 19,11 going,Come enjoy eSports and Beer in NYC,03:30 PM,,Members,50,Social Gaming Guild
1434,Sci-Fi & Games,Apr 8 2012 ,28,New York,163,NY,,,,,,,Summoners,"1,768",NYC League of Legends
1435,Sci-Fi & Games,May 3 2016 ,,New York,12,NY,1,,,,,,Members,97,Girl Geek Book Club
1436,Sci-Fi & Games,Aug 11 2014 ,2,New York,26,NY,1,Sun Nov 13,6 going,November 2016 Abstract Strategy Meetup,01:00 PM,,Abstract fans,262,NYC Abstract Strategy
1437,Sci-Fi & Games,Jun 8 2015 ,2,New York,11,NY,2,,,,,,gamies,252,Upper West Side board gamers club
1438,Sci-Fi & Games,Jun 28 2011 ,21,New York,119,NY,,,,,,,Bogglers and Scrabblers,415,NYC Bogglers and Scrabblers
1439,Sci-Fi & Games,Feb 22 2015 ,1,New York,29,NY,,,,,,,CROWDS,138,Tasogare Anime Network
1440,Sci-Fi & Games,Sep 19 2015 ,3,New York,3,NY,1,,,,,,Members,43,NYC Gay Men Canasta Club
1441,Sci-Fi & Games,Dec 28 2007 ,3,New York,"2,741",NY,12,,,,,,Holdem poker players,657,New York City Poker Tournaments
1442,Sci-Fi & Games,Jun 3 2008 ,33,New York,166,NY,,,,,,,Friendly Gamers,"1,048",NYC Friendly People Games
1443,Sci-Fi & Games,Jul 16 2008 ,18,New York,78,NY,1,,,,,,Spadesters and Gamers!,401,NYC Spades & Other Games
1444,Sci-Fi & Games,Jan 6 2009 ,9,New York,308,NY,1,Tue Nov 15,4 going,Play Cribbage,06:30 PM,,Cribbage Players,151,NYC Cribbage Meetup Group
1445,Sci-Fi & Games,Aug 9 2016 ,,New York,3,NY,,,,,,,Do-dance-ahedrons,103,Board Game Dance Party
1446,Sci-Fi & Games,Mar 23 2008 ,14,New York,59,NY,,,,,,,Cranium players,272,NYC Cranium Games
1447,Sci-Fi & Games,May 8 2008 ,124,New York,840,NY,,,,,,,SciFi & Fantasy Fans,"2,614",NY SciFi & Fantasy
1448,Sci-Fi & Games,Nov 11 2011 ,21,New York,116,NY,,,,,,,Trivia Geeks,362,NYC Trivia Board Games
1449,Sci-Fi & Games,Sep 29 2015 ,,New York,28,NY,3,Sat Nov 12,4 going,Annuminas in Hoboken,01:00 PM,,Heroes,25,NYC Lord of the Rings LCG
1450,Sci-Fi & Games,Jul 30 2016 ,,West New York,8,NJ,1,Sat Nov 26,4 going,Network N' Chill-NYC #FREE,06:00 PM,,Members,118,Nerdy NJ/NY
1451,Sci-Fi & Games,Aug 1 2016 ,1,New York,12,NY,1,Fri Nov 18,2 going,"Now that you know the basics, get some more practice, tips and strategies to WIN",06:15 PM,,members,19,NYC Mah Jongg Lovers SUPERVISED PLAY
1452,Sci-Fi & Games,Oct 8 2002 ,25,New York,272,NY,8,Tue Dec 6,5 going,The New York City Sci-Fi/Fantasy Meetup Group Monthly Meetup,07:00 PM,,Sci-Fi/Fantasy Fans,"1,086",The New York City Sci-Fi/Fantasy Meetup Group
1453,Sci-Fi & Games,Feb 10 2010 ,3,New York,272,NY,16,Sun Nov 13,1 going,Park Day @ Central Park,01:00 PM,,Amtgarders,313,Amtgard - Empire's Grove
1454,Sci-Fi & Games,Jan 14 2011 ,12,New York,254,NY,1,Sat Dec 3,5 going,WINTER CON GROUP PHOTO! 1PM,01:00 PM,,Proudgen Cosplayas!,726,NEW YORK COSPLAYER NETWORK!
1455,Sci-Fi & Games,Apr 4 2011 ,6,New York,150,NY,1,Sat Nov 19,6 going,PokemonDSNYC Meetup November 2016: Sun & Moon Celebration!,02:00 PM,,Pokefans,307,Pokemon DS Meetup NYC
1456,Sci-Fi & Games,Jul 27 2014 ,,Jersey City,33,NJ,,,,,,,Gamers,375,Jersey City Board Games Meetup
1457,Sci-Fi & Games,Jun 15 2016 ,,New York,4,NY,7,,,,,,Viewer,111,TV/Movies Happy Hour
1458,Sci-Fi & Games,Jul 2 2016 ,,Brooklyn,8,NY,,,,,,,Members,34,New York City Poker Home Games Meetup
1459,Sci-Fi & Games,Sep 5 2016 ,1,Brooklyn,3,NY,1,,,,,,Members,21,Dungeon Crawl Collective
1460,Sci-Fi & Games,Nov 8 2006 ,7,Brooklyn,556,NY,10,Fri Nov 11,1 going,Let's play some chess,06:45 PM,,Chess Players,332,The Brooklyn Speed Chess Meetup Group
1461,Sci-Fi & Games,Oct 3 2007 ,2,New York,"2,627",NY,40,Fri Nov 11,1 going,1/3NLHOLDEM LONG ISLAND,08:30 PM,,Poker Players,602,The New York Poker Association
1462,Sci-Fi & Games,Aug 23 2009 ,4,New York,153,NY,,,,,,,Members,67,Doppelkopf NYC
1463,Sci-Fi & Games,Jan 9 2011 ,21,New York,69,NY,2,Sun Nov 13,8 going,"""& FANTASY"" George R.R. Martin Reading Event - Room 207 at Simple",03:00 PM,,Members,281,NYC Area  Friends of JRR Tolkien & Fantasy
1464,Sci-Fi & Games,Jun 11 2015 ,,Astoria,55,NY,,,,,,,Astoria Gamers,41,Astoria Queens Dungeons and Dragons/Call of Cthulhu Group
1465,Sci-Fi & Games,Jun 15 2015 ,9,New York,48,NY,1,Sun Nov 13,11 going,"""& FANTASY"" George R.R. Martin Reading Event",03:00 PM,,Members,460,New York Game of Thrones Meetup
1466,Sci-Fi & Games,Jan 7 2016 ,,New York,4,NY,20,Sun Nov 13,1 going,Dungeons and Dragons! (The Asian Dragon),03:00 PM,,Members,100,"The Manhattan RPG, CCG, and Table Top group!"
1467,Sci-Fi & Games,Feb 11 2016 ,1,New York,11,NY,1,,,,,,Mah Jongg Players,67,Learn to play American Mah Jongg!
1468,Sci-Fi & Games,Apr 13 2016 ,1,New York,10,NY,3,Thu Nov 17,4 going,Thank Goodness for Jigsaw Puzzles...,05:00 PM,,Puzzlers,31,NYC Jigsaw Puzzles Meetup
1469,Sci-Fi & Games,Aug 17 2016 ,,New York,4,NY,,,,,,,Members,30,New York Wargaming Meetup
1470,Sci-Fi & Games,Sep 6 2016 ,,New York,2,NY,,,,,,,Members,33,JRR Tolkien Literature Meetup
1471,Sci-Fi & Games,Sep 7 2016 ,,Brooklyn,16,NY,20,Sat Nov 12,1 going,Weekly Halo 1 CTF and Slayer at Action Burger,12:00 PM,,Members,22,Halo 1 LAN Parties - Slayer & team CTF on Xbox & Xbox 360
1472,Sci-Fi & Games,Oct 8 2002 ,10,New York,"6,900",NY,48,,,,,,Tournament Poker Players,"1,712",New York City Poker Group
1473,Sci-Fi & Games,Oct 8 2002 ,5,New York,153,NY,6,Fri Nov 25,1 going,The  New York City Star Wars  Meetup Monthly Meetup,07:00 PM,,padiwans,393,The  New York City Star Wars  Meetup
1474,Sci-Fi & Games,Nov 18 2004 ,2,New York,"3,793",NY,19,Sat Nov 12,1 going,Low Stakes Poker Room @Midtown,02:00 PM,,Midtown Poker,625,Low Stakes Poker in Midtown
1475,Sci-Fi & Games,Aug 6 2008 ,17,New York,716,NY,2,,,,,,Traceurs,"1,266",New York Parkour Meetup Group
1476,Sci-Fi & Games,May 19 2010 ,45,Long Island City,448,NY,3,Fri Feb 17,5 going,Play board games (with Geek Girl Adventure group),07:00 PM,,Geeks,"2,993",New York City Geek Adventure Group
1477,Sci-Fi & Games,Feb 27 2011 ,2,Brooklyn,339,NY,11,Tue Nov 15,1 going,Meetup at Ouchi Gallery for the Gallery's new show's Opening Night.,07:00 PM,,Members,387,Brooklyn Japanese Art Meetup Group
