"StateCode","AvgP1","AvgP2","AvgP3","AvgC","AvgC1","AvgC2","AvgC3","Avg"
"AK",87.6149462365591,107.229892473118,128.672096774194,73.4865591397849,122.668870967742,138.857795698925,160.3,44.8118279569892
"AL",39.3287286324786,56.1917307692308,76.52,39.4829807692308,56.3445405982906,73.2074358974359,93.5356303418803,24.1687072649573
"AR",46.0927551020408,69.0454591836735,98.6552040816327,46.2897448979592,69.2409183673469,92.1939795918367,121.803520408163,27.7588265306122
"AZ",52.5540191897655,76.2005543710021,96.3658742004264,52.1471961620469,78.9112153518124,96.2291471215352,116.394285714286,30.476066098081
"DE",52.3008333333333,80.7008333333333,113.468333333333,47.8083333333333,76.2116666666667,104.613333333333,137.38,43.5691666666667
"FL",39.9521704511943,55.6480979062224,72.8905927455028,37.619833382483,55.7600383367738,69.9816470067827,87.6026983190799,22.0679961663226
"GA",45.8015372983871,65.3363558467742,84.6474546370968,44.3080342741935,65.9804536290323,82.3951108870968,101.706174395161,28.2547933467742
"IA",46.4857967032967,69.1948901098901,78.1712087912088,43.8650274725275,68.2879120879121,75.7143681318681,84.6906868131868,29.0442857142857
"ID",52.7082142857143,79.3142857142857,119.220714285714,52.2635714285714,78.8657142857143,105.471071428571,145.378214285714,26.1042857142857
"IL",71.4476757650951,105.099230769231,137.419727047146,71.8998759305211,108.521373035567,138.901025641026,171.22170388751,36.1075020678246
"IN",50.8951181102362,73.0823483094025,91.109851783233,48.3681936081519,75.1289207966651,91.026053728578,109.05368689208,29.6712876331635
"KS",45.6959756097561,65.7397212543554,89.3883101045296,45.0688153310105,65.0967595818815,85.1716898954704,108.762613240418,29.4716202090592
"LA",49.4525117924528,73.3401297169811,93.817016509434,50.4341509433962,74.3219811320755,92.4701768867925,112.947405660377,29.8413797169811
"ME",45.9906640625,65.0282421875,84.16734375,42.266953125,62.1213671875,77.439140625,95.685390625,28.126875
"MI",72.2698348348348,92.5151914414414,108.567162162162,68.297042042042,108.471779279279,122.633385885886,138.674816066066,38.395228978979
"MO",48.2277130434783,70.4767652173913,90.2755826086957,46.6227565217391,71.6297565217391,88.5553565217391,108.35432173913,27.8357739130435
"MS",73.07,109.799166666667,161.219583333333,72.68375,109.412916666667,146.140416666667,197.562083333333,36.3429166666667
"MT",41.5493055555556,53.6909722222222,71.049375,41.38875,53.5306944444444,65.6724305555556,83.0310416666667,29.4074305555556
"NC",51.4345339912281,74.4586074561404,93.9942763157895,50.6382456140351,74.5827247807018,91.4009484649123,110.936628289474,30.6952576754386
"ND",46.9061742424242,70.4639015151515,86.3732196969697,45.7629545454545,69.3213636363636,82.2801893939394,98.1898106060606,31.12625
"NE",46.4663257575758,69.0612878787879,84.8676136363636,46.9619696969697,69.5567424242424,82.3730681818182,98.1793560606061,28.7676893939394
"NH",58.5571153846154,80.6419230769231,99.8430769230769,55.9213461538462,79.2648076923077,96.3565384615385,114.466153846154,38.0471153846154
"NJ",60.7186571056063,86.8017340286832,111.140951760104,62.0816558018253,89.3867144719687,112.153807040417,136.236558018253,33.4780573663624
"NM",54.4335,77.76,110.4155,62.2145,85.5405,108.867,141.5235,31.107
"OH",54.2378328173375,74.8056037151703,91.9055069659443,49.3252786377709,79.832592879257,95.1767956656347,112.277596749226,27.9718846749226
"OK",48.3037222222222,70.5916481481482,91.8639259259259,48.1777222222222,70.4528148148148,88.9118703703704,110.183833333333,28.6754259259259
"PA",45.6667808219178,65.7166210045662,82.4477397260274,44.1439878234399,66.0562861491629,80.503302891933,97.2342389649924,26.8850837138508
"SC",46.9165790513834,68.9943023715415,87.7430889328063,46.9615988142292,69.0388932806324,85.4217055335968,104.170059288538,28.0073675889328
"SD",51.6794014084507,76.1666901408451,96.378485915493,51.1253521126761,75.5021830985915,92.8368309859155,113.049401408451,33.2016901408451
"TN",47.4998928571429,71.0592857142857,90.05625,46.7013392857143,73.1675357142857,90.0086607142857,109.005232142857,26.2546964285714
"TX",42.3212116830538,58.8982272990168,75.8367119722383,39.9797397339503,60.2321891266628,74.9134904569115,91.8518074031232,25.0677848467322
"UT",57.9864035087719,70.3051754385965,83.8908771929825,60.2895614035088,96.0121929824561,102.805087719298,116.390175438596,30.4635087719298
"VA",54.0206502242152,76.7918385650224,92.9777727952167,52.0628251121076,79.4899626307922,94.1811733931241,110.367174887892,32.4343049327354
"WI",60.173,89.16688125,108.82086875,58.37524375,89.26395625,107.18200625,126.8358375,33.735475
"WV",42.9280681818182,64.4761363636364,84.5415909090909,38.3570454545455,62.9515151515152,79.4404166666667,99.5058712121212,24.5835984848485
"WY",51.014,73.5318888888889,100.429333333333,52.6206111111111,73.4665555555556,95.9845,122.881833333333,32.6496666666667
