"","X","Address","Cuisine","DiningStyle","Restaurant","lon","lat"
"235",234,"150 East 14th Street New York, NY 10003","American","Casual Elegant","5 Napkin Burger - Union Square",-73.9876095,40.7332027
"236",235,"40 W 53rd Street New York, NY 10019","Brazilian Steakhouse","Casual Elegant","Fogo de Chao Brazilian Steakhouse - New York",-73.9780123,40.7611228
"237",236,"325 West 51st Street New York, NY 10019","Italian","Casual Elegant","ViceVersa",-73.9867345,40.7635745
"238",237,"236 Fifth Avenue New York, NY 10001","Mediterranean","Casual Elegant","ilili",-73.9879172,40.7444211
"239",238,"85 10th Avenue New York, NY 10011","Italian","Fine Dining","Del Posto",-74.0079542,40.7432086
"240",239,"1040 Second Street Pike Richboro, PA 18954","Italian","Casual Elegant","Uva",-75.0112849,40.2171569
"241",240,"19 First Avenue New York, NY 10003","Italian","Casual Dining","Lil' Frankie's",-73.9885286,40.7236057
"242",241,"104 North End Avenue New York, NY 10282","Contemporary American","Casual Elegant","North End Grill",-74.0154465,40.7154302
"243",242,"20 West 64th Street New York, NY 10023","Mediterranean","Casual Elegant","Boulud Sud",-73.9811807,40.7715807
"244",243,"255 Vesey Street New York, NY 10282","Southern","Casual Dining","Blue Smoke Battery Park City",-74.0152919,40.715015
"245",244,"235 Columbus Ave. New York, NY 10023","Italian","Casual Dining","Parm Upper West Side",-73.9792599,40.7764404
"246",245,"259 Vesey Street New York, NY 10282","Mexican","Casual Dining","El Vez New York",-74.0154223,40.7148114
"247",246,"321 W 44th Street Unit 103 New York, NY 10036","Japanese","Casual Dining","Gyu-Kaku - Times Square",-73.9900458,40.7593023
"248",247,"208 West 70th Street New York, NY 10023","Steakhouse","Fine Dining","Lincoln Square Steak",-73.9834716,40.777398
"249",248,"157 E 28th St New York, NY 10016","Asian","Casual Dining","Momokawa",-73.981283,40.7422853
"250",249,"194 Elizabeth Street New York, NY 10012","Italian","Casual Elegant","Peasant",-73.994306,40.7217095
"251",250,"151 Essex Street New York, NY 10002","Mexican","Casual Dining","Tijuana Picnic",-73.9873657,40.7207634
"252",251,"131 Sullivan Street New York, NY 10000","American","Home Style","The Dutch",-74.0020816,40.7265836
"253",252,"36 West 26th Street New York, NY 10010","Korean","Casual Dining","Hanjan",-73.9906238,40.7442362
"254",253,"570 Hudson Street New York, NY 10014","Italian","Casual Dining","Frankies 570 Spuntino",-74.0057727,40.7356767
"255",254,"26 Little West 12th St. New York, NY 10014","Steakhouse","Casual Elegant","STK - NYC - Meatpacking",-74.0071747,40.7398399
"256",255,"210 W 118th St New York, NY 10026","American","Casual Dining","The Cecil",-73.9525238,40.8046956
"257",256,"20 Battery Place New York, NY 10004","Italian","Casual Dining","Gigino at Wagner Park",-74.0175619,40.7049736
"258",257,"928 Broadway New York, NY 10010","Italian","Casual Elegant","Obica Mozzarella Bar  Pizza e Cucina",-73.9891408,40.740032
"259",258,"825 Third Avenue at 50th Street New York, NY 10022","Mexican","Casual Elegant","Dos Caminos - Third Avenue",-73.9702492,40.7557918
"260",259,"956 2nd Avenue New York, NY 10022","American","Casual Dining","The Smith - Midtown",-73.967868,40.755165
"261",260,"229 West 43rd Street New York, NY 10036","Japanese","Casual Elegant","Haru Sushi - W 43rd",-73.9877717,40.7575067
"262",261,"31 Union Square West at 16th Street New York, NY 10003","Seafood","Casual Elegant","Blue Water Grill",-73.9910603,40.7368703
"263",262,"25 Cooper Square New York, NY 10003","Contemporary American","Casual Elegant","Narcissa Restaurant",-73.9907857,40.7279316
"264",263,"887-889 9th Ave. New York, NY 10019","Italian","Casual Elegant","Masseria dei Vini",-73.9857624,40.7684922
"265",264,"416 8th Avenue New York, NY 10001","Barbecue","Casual Dining","Brother Jimmy's BBQ",-73.9946626,40.7500758
"266",265,"130-132 W. Houston Street New York, NY 10012","Caribbean","Casual Dining","Miss Lily's",-74.0013763,40.7279618
"267",266,"14 East 60th Street New York, NY 10022","French American","Casual Elegant","Rotisserie Georgette",-73.9717272,40.7643204
"268",267,"653 Eleventh Avenue Ink 48 Hotel New York, NY 10036","Contemporary American","Casual Dining","Print Restaurant",-73.9932872,40.7602619
"269",268,"403 East 12 Street New York, NY 10009","American","Casual Dining","Hearth",-73.9831883,40.7300263
"270",269,"70 West 45th New York, NY 10036","Contemporary American","Casual Elegant","Butter Midtown",-73.9822193,40.7563079
"271",270,"305 E 92nd St New York, NY 10128","Brazilian Steakhouse","Casual Dining","Zebu Grill",-73.9483276,40.7816316
"272",271,"311 West 43rd Street New York, NY 10036","Chinese","Fine Dining","Hakkasan - New York",-73.9900017,40.7584362
"273",272,"566 Amsterdam Avenue New York, NY 10024","Belgian","Casual Dining","B. Cafe West",-73.9746213,40.7887423
"274",273,"1250 BROADWAY 39th Floor New York, NY 10001","Korean","Casual Elegant","GAONNURI",-73.98781,40.7477162
"275",274,"2331 12th Ave New York, NY 10027","Caribbean","Casual Elegant","Solomon & Kuff's Rum Hall",-73.958418,40.819969
"276",275,"376 West Broadway New York, NY 10012","Italian","Casual Elegant","Cipriani Downtown",-74.002999,40.7235635
"277",276,"209 E. 49th St. New York, NY 10017","Mexican","Casual Elegant","Pampano New York",-73.9704345,40.7550546
"278",277,"120 West 55th Street New York, NY 10019","Italian","Casual Elegant","Circo",-73.9793577,40.7630705
"279",278,"2 Harrison St. New York, NY 10013","Korean","Fine Dining","JUNGSIK",-74.0090751,40.7188267
"280",279,"152 W. 52nd Street New York, NY 10019","American","Casual Elegant","Bar Americain",-73.9818453,40.7616506
"281",280,"92 Ninth Ave New York, NY 10011","Asian Fusion","Casual Dining","Tao Downtown",-74.0038967,40.7424482
"282",281,"156 E. Second St. New York, NY 10009","Italian","Casual Dining","Supper Restaurant",-73.9852208,40.7229454
"283",282,"79 MacDougal Street New York, NY 10012","Seafood","Casual Dining","The Mermaid Oyster Bar",-74.0018619,40.7288849
"284",283,"1114 Avenue of the Americas New York, NY 10036","Steakhouse","Casual Elegant","STK - NYC - Midtown",-73.9826789,40.7546584
"285",284,"110 First Ave. New York, NY 10009","Sushi","Casual Dining","Sushi Dojo",-73.9856588,40.7266355
"286",285,"116 East 27th Street New York, NY 10016","Barbecue","Casual Dining","Blue Smoke",-73.9838006,40.7421743
"287",286,"29 Union Sq. W. New York, NY 10003","American","Casual Dining","The Coffee Shop",-73.9910286,40.7365123
"288",287,"245 Bowery New York, NY 10002","Tapas / Small Plates","Casual Elegant","Cata",-73.9927917,40.7226288
"289",288,"29 Seventh Ave. South New York, NY 10014","Italian","Casual Elegant","Rafele",-74.0041407,40.7308299
"290",289,"45 West 81st Street inside the Excelsior Hotel New York, NY 10024","Latin American","Casual Dining","Calle Ocho",-73.9741874,40.7859464
"291",290,"55 East 54th Street New York, NY 10022","Greek","Casual Elegant","NERAI",-73.97301,40.760298
"292",291,"283 Amsterdam Avenue New York, NY 10023","Italian","Casual Elegant","Salumeria Rosi",-73.9807073,40.7792892
"293",292,"65 East 54th St New York, NY 10022","Italian","Fine Dining","Cellini",-73.972689,40.7601138
"294",293,"1063 1st Avenue New York, NY 10022","Mexican","Casual Elegant","Rosa Mexicano - First Avenue",-73.9627039,40.7589658
"295",294,"253 10th Avenue New York, NY 10001","Italian","Casual Dining","Pepe Giallo",-74.0037075,40.7489719
"296",295,"1032 Lexington Avenue New York, NY 10021","Steakhouse","Fine Dining","Arlington Club",-73.9616896,40.7715671
"297",296,"111 East 22nd Street New York, NY 10010","Steak","Casual Elegant","BLT Prime",-73.9860703,40.7394136
"298",297,"1593 1st Avenue New York, NY 10028","Italian","Casual Dining","Felice 83",-73.9510928,40.7749003
"299",298,"14 Spring Street New York, NY 10012","Mediterranean","Casual Dining","Rintintin",-73.9948822,40.7211879
"300",299,"557 3rd Avenue New York, NY 10016","Contemporary American","Casual Elegant","Hendriks",-73.9764959,40.7473891
"301",300,"1000 3rd Ave Fl 6 Bloomingdale's New York, NY 10022-1230","French American","Casual Elegant","Le Train Bleu Restaurant",-73.9595859,40.7711954
"302",301,"127 East 27th Street New York, NY 10016","American","Casual Elegant","Covina",-73.9834482,40.7422553
"303",302,"363 Greenwich Street New York, NY 10013","Steakhouse","Casual Elegant","American Cut",-74.0099857,40.7190871
"304",303,"4 East 46th St. New York, NY 10017","Contemporary American","Casual Elegant","VITAE",-73.9785293,40.7555989
"305",304,"527 Broome Street New York, NY 10013","American","Home Style","Chalk Point Kitchen",-74.0041484,40.7237175
"306",305,"209 East 42nd St. New York, NY 10017","Italian","Fine Dining","Osteria Laguna",-73.973551,40.750644
"307",306,"900 Seventh Avenue New York, NY 10019","Italian","Casual Elegant","Trattoria Dell'Arte",-73.9804753,40.765358
"308",307,"222 Thompson Street New York, NY 10012","Cuban","Casual Dining","Cuba",-73.9988446,40.7290916
"309",308,"70 South Street New York, NY 10005","American","Casual Dining","Industry Kitchen",-74.0051577,40.7049756
"310",309,"100 East 63rd Street New York, NY 10065","French","Casual Elegant","Vaucluse",-73.9676044,40.7650225
"311",310,"60 2nd Avenue New York, NY 10003","Mexican","Casual Dining","The Black Ant",-73.9893207,40.7257346
"312",311,"Fifth Avenue at Central Park South New York, NY 10019","American","Casual Elegant","The Palm Court at The Plaza Hotel",-73.9730166,40.7642832
"313",312,"1 Howard St New York, NY 10013","American","Casual Dining","Nickel & Diner",-73.9993306,40.7189019
"314",313,"303 Broome St New York, NY 10002","Italian","Casual Elegant","Louie and Chan",-73.9923807,40.718652
"315",314,"609 9th Ave New York, NY 10036","Southern","Casual Dining","Chimichurri Grill - Hell's Kitchen",-73.9922942,40.7593409
"316",315,"53 Great Jones St. New York, NY 10012","Italian","Casual Elegant","Il Buco Alimentari & Vineria",-73.9925436,40.7264749
"317",316,"1470 1st Avenue New York, NY 10021","Mexican / Southwestern","Casual Dining","Canyon Road",-73.9536119,40.7705841
"318",317,"37 E. 50th St. New York, NY 10022","American","Casual Elegant","Maloney & Porcelli",-73.9746158,40.7578595
"319",318,"2450 Broadway New York, NY 10024","Italian","Casual Dining","Carmine's - 91st Street - NYC",-73.9739914,40.7910963
"320",319,"633 Third Avenue New York, NY 10017","Seafood","Casual Dining","Docks Oyster Bar and Seafood Grill",-73.9746706,40.7496256
"321",320,"88 10th Avenue New York, NY 10011","Japanese","Fine Dining","Morimoto New York",-74.0072503,40.7430827
"322",321,"316 Columbus Avenue New York, NY 10023","Italian","Casual Dining","Pappardella",-73.9778048,40.7793602
"323",322,"240 East 58th Street New York, NY 10022","Steakhouse","Fine Dining","Club A Steakhouse",-73.9655663,40.7600624
"324",323,"597 10th Ave New York, NY 10036","Steak","Casual Dining","West Side Steakhouse",-73.9951153,40.7606442
"325",324,"893 Broadway New York, NY 10003","Korean","Casual Elegant","Barn Joo",-73.9900752,40.7388418
"326",325,"22 East 54 St. New York, NY 10022","French","Casual Elegant","Papillon Bistro and Bar",-73.974326,40.760342
"327",326,"206 West Street New York, NY 10282","Steak","Fine Dining","Palm Restaurant - Tribeca",-74.0126849,40.7164671
"328",327,"420 West 13th Street New York, NY 10014","Mediterranean","Casual Elegant","FIG & OLIVE Meatpacking",-74.0071381,40.7405525
"329",328,"1184 Broadway New York, NY 10001","Steakhouse","Fine Dining","Maxwell's Chophouse",-73.9886724,40.7455244
"330",329,"1149 First Avenue New York, NY 10065","Indian","Casual Elegant","Moti Mahal Delux",-73.9604595,40.7620943
"331",330,"107 Rivington Street New York, NY 10002","Mediterranean","Casual Dining","Cafe Medi",-73.988093,40.719762
"332",331,"115 Lexington Avenue New York, NY 10016","Indian","Casual Dining","Chote Nawab",-73.982328,40.7424557
"333",332,"31 Great Jones New York, NY 10012","Mediterranean","Casual Elegant","Vic's",-73.9932196,40.7269003
"334",333,"820 Washington St. New York, NY 10014","Italian","Casual Dining","Santina",-74.0088755,40.7396351
"335",334,"1133 Broadway New York, NY 10010","Italian","Casual Dining","La Pecora Bianca",-73.9894083,40.7436986
"336",335,"214 Mulberry Street New York, NY 10012","Mediterranean","Casual Dining","Balaboosta",-73.9960178,40.7222005
"337",336,"407 West 42nd Street New York, NY 10036","Contemporary American","Casual Dining","West Bank Cafe",-73.9928064,40.7588307
"338",337,"284 Mulberry St. New York, NY 10012","Spanish","Casual Elegant","Socarrat Paella Bar - Nolita",-73.9949285,40.724435
"339",338,"551 Fifth Avenue New York, NY 10176","American","Casual Elegant","Tommy Bahama - New York",-73.9789011,40.7553752
"340",339,"163 East 33rd Street New York, NY 10016","French","Casual Dining","Le Parisien",-73.9791196,40.7454468
"341",340,"630 Ninth Avenue New York, NY 10036","French","Casual Dining","Marseille",-73.9911492,40.7599157
"342",341,"145 E 47th St New York, NY 10001","Italian","Casual Elegant","Allora",-73.972685,40.754432
"343",342,"239 E. 5th St. New York, NY 10003","Sushi","Casual Elegant","Jewel Bako",-73.9892902,40.7270664
"344",343,"2427 Broadway New York, NY 10024","Organic","Casual Elegant","Candle Cafe West",-73.9752697,40.7905977
"345",344,"546 3rd Ave New York, NY 10016","Italian","Casual Dining","Libretto's Pizza",-73.9772832,40.7473009
"346",345,"871 7th Avenue New York, NY 10019","Greek","Casual Dining","Molyvos",-73.9805666,40.7644251
"347",346,"540 Lexington Avenue New York, NY 10022","Chinese","Fine Dining","La Chine - Waldorf Astoria New York",-73.9728566,40.7562262
"348",347,"40 Avenue B New York, NY 10009","Mexican","Casual Dining","Fonda - East Village",-73.9830308,40.7228771
"349",348,"236 E. 77th St. New York, NY 10075","Italian","Casual Dining","Caffe Buon Gusto - UES",-73.9571437,40.7722725
"350",349,"Pier 61, Chelsea Piers, West 23rd Street New York, NY 10011","American","Casual Elegant","Bateaux New York",-73.999057,40.7455412
"351",350,"368 Columbus Avenue New York, NY 10024","Mexican","Casual Dining","Cafe Frida - Columbus Ave",-73.9764467,40.7809785
"352",351,"107 1st Avenue New York, NY 10003","Spanish","Casual Elegant","Huertas",-73.9862259,40.7268485
"353",352,"325 East 34th Street New York, NY 10016","Mexican","Casual Elegant","El Parador",-73.9746937,40.7445057
"354",353,"210 West 55th Street New York, NY 10019","Italian","Casual Elegant","Serafina",-73.9819603,40.7644231
"355",354,"2588 Broadway New York, NY 10025","Indian","Fine Dining","Awadh",-73.9707432,40.7955865
"356",355,"230 West 4th New York, NY 10014","Mexican","Casual Dining","Empellon Taqueria",-74.0031469,40.7341333
"357",356,"347 West 46th Street New York, NY 10036","Japanese","Fine Dining","Sushi of Gari 46",-73.9896023,40.7606762
"358",357,"48 East 12th Street New York, NY 10003","Italian","Casual Dining","Ribalta Pizza",-73.9916243,40.7332675
"359",358,"201 Park Ave S New York, NY 10003 New York, NY 10003","Contemporary American","Casual Elegant","Irvington",-73.9885554,40.7366011
"360",359,"5651 Freeport Blvd Sacramento, CA 95822","Japanese","Casual Dining","The Izakaya",-121.4974506,38.5226074
"361",360,"433 Amsterdam Avenue New York, NY 10024","Sushi","Casual Elegant","Haru Sushi - Amsterdam Ave",-73.9772473,40.784167
"362",361,"191 7th Ave New York, NY 10001","Italian","Casual Elegant","Il Bastardo",-73.9961927,40.7429175
"363",362,"307 Spring Street New York, NY 10013","Italian","Casual Elegant","Giorgione",-74.0084437,40.7261502
"364",363,"182 Lexington Avenue New York, NY 10016","Indian","Casual Elegant","Spice Symphony",-73.9811948,40.744727
"365",364,"247 Broome St New York, NY 10002","Tapas / Small Plates","Casual Dining","The Ten Bells",-73.9898473,40.7178244
"366",365,"1481 York Avenue New York, NY 10075","Greek","Casual Dining","YEFSI",-73.9510235,40.7710431
"367",366,"107 W 17th St New York, NY 10011","Italian","Fine Dining","da Umberto",-73.995827,40.739672
"368",367,"849 Avenue of the Americas New York, NY 10001","American","Casual Dining","L'Amico",-73.9899532,40.7471585
"369",368,"2272 Frederick Douglass Blvd New York, NY 10027","American","Casual Dining","Angel of Harlem",-73.9523305,40.8080077
"370",369,"840 Second Avenue New York, NY 10017","Steak","Fine Dining","Palm Restaurant - NYC Too",-73.9706949,40.7514652
"371",370,"152 W 44th Street New York, NY 10036","Barbecue","Casual Dining","Virgil's Real BBQ",-73.9851832,40.7567321
"372",371,"339 Greenwich Street New York, NY 10013","American","Casual Dining","Sarabeth's TriBeCa",-74.0101675,40.7182618
"373",372,"48 East 7th St. New York, NY 10075","Italian","Casual Dining","Via Della Pace",-73.9877458,40.7276903
"374",373,"123 West 52nd Street New York, NY 10019","Seafood","Fine Dining","Ocean Prime - New York",-73.9806295,40.7617296
"375",374,"100 Lexington Avenue New York, NY 10016","Indian","Casual Elegant","Bhatti Indian Grill",-73.983076,40.7422281
"376",375,"261 Water Street New York, NY 10038","Steakhouse","Fine Dining","MarkJoseph Steakhouse",-74.0014897,40.7083454
"377",376,"517 Lexington Avenue New York, NY 10017","American","Casual Dining","Lexington Brass",-73.9729303,40.7552978
"378",377,"56 Beaver Street New York, NY 10004","Steakhouse","Casual Elegant","Delmonico's",-74.0104198,40.7049162
"379",378,"31 West 17th Street New York, NY 10011","Mediterranean","Casual Elegant","Aldea",-73.993779,40.7387554
"380",379,"373 Park Ave South at 27th Street New York, NY 10016","Mexican","Casual Dining","Dos Caminos - Park",-73.9844506,40.7421332
"381",380,"318 North State Street Chicago, IL 60654","Gastro Pub","Casual Dining","Wollensky's Grill",-87.6285372,41.887946
"382",381,"257 Sixth Avenue New York, NY 10014","Mexican","Casual Dining","El Toro Blanco",-74.002807,40.7290259
"383",382,"77 Hudson Street New York, NY 10013","Japanese","Casual Dining","Zutto Japanese American Pub",-74.0090997,40.7184744
"384",383,"151 W 46th Street New York, NY 10036","Cuban","Casual Dining","Havana Central Times Square",-73.9841101,40.7584223
"385",384,"200 East 60th Street New York, NY 10022","Greek","Casual Dining","Anassa Taverna",-73.9658824,40.7619091
"386",385,"345 E 6th St New York, NY 10002","Fish","Casual Dining","Edwin & Neal's Fish Bar",-73.9864661,40.7266578
"387",386,"284 West 12th Street New York, NY 10014","French","Casual Elegant","Cafe Cluny",-74.0039978,40.737397
"388",387,"239 West Broadway New York, NY 10013","Modern European","Casual Elegant","Batard",-74.0057607,40.719483
"389",388,"55 3rd Avenue New York, NY 10003","American","Casual Dining","The Smith - East Village",-73.988401,40.7309849
"390",389,"78 Rivington St. New York, NY 10002","Italian","Casual Dining","Sauce",-73.9893263,40.7204716
"391",390,"1662 3rd Avenue New York, NY 10128","Greek","Casual Dining","Korali",-73.950977,40.783492
"392",391,"1150 Broadway New York, NY 10001","American","Casual Dining","The Smith - Nomad",-73.9886452,40.7442009
"393",392,"102 W. 86th St. New York, NY 10024","French","Casual Elegant","La Mirabelle",-73.9726169,40.7863558
"394",393,"43 Carmine Street New York, NY 10014","Brazilian","Casual Dining","Berimbau Do Brasil",-74.0036516,40.7300864
"395",394,"647 9th Avenue New York, NY 10036","South Asian","Casual Dining","Obao",-73.9913285,40.7606485
"396",395,"37 W 24th St New York, NY 10010","Contemporary American","Casual Elegant","Shay & Ivy",-73.9910053,40.7432901
"397",396,"11 E 31st St New York, NY 10016","American","Casual Dining","Massoni",-73.984947,40.74636
"398",397,"160 Pearl St New York, NY 10005","Irish","Casual Dining","The Full Shilling",-74.0074865,40.7057353
"399",398,"3764 Broadway (156th & 157th) New York, NY 10032","Latin American","Casual Dining","Restaurante La Libertad",-97.5156233,35.6301774
"400",399,"1161 Beach Blvd. Jacksonville Beach, FL 32250","American","Casual Dining","Jaxon Social Restaurant & Bar",-81.4023925,30.2886052
"401",400,"24 Fifth Avenue New York, NY 10011","French","Casual Elegant","Claudette",-73.9963068,40.7332413
"402",401,"202 8th Ave New York, NY 10011","Italian","Casual Dining","Intermezzo",-73.9994559,40.7435209
"403",402,"1057-59 Lexington Avenue New York, NY 10021","French","Casual Elegant","Orsay",-73.9604753,40.7723975
"404",403,"131 Rivington Street New York, NY 10002","Continental","Casual Dining","Schiller's Liquor Bar",-73.986687,40.719347
"405",404,"101 7th Ave New York, NY 10011","American","Casual Elegant","Freds Downtown at Barneys New York",-73.9982825,40.7399493
"406",405,"173 Mott Street New York, NY 10013","Italian","Casual Dining","Pepe Rosso Social",-73.9962484,40.7200503
"407",406,"505 Columbus Avenue New York, NY 10024","Greek","Casual Dining","Kefi",-73.972622,40.785293
"408",407,"475 Columbus Ave New York, NY 10024","Italian","Casual Elegant","83rd Street Tarallucci E Vino",-73.973347,40.784298
"409",408,"125 W 43rd St New York, NY 10036","Belgian","Casual Dining","BXL Cafe",-73.9846095,40.7561118
"410",409,"240 W. 14th St. New York, NY 10011","Italian","Casual Dining","Crispo",-74.001806,40.7391368
"411",410,"637 hudson st New York, NY 10014","American","Casual Dining","High Street on Hudson",-74.0057417,40.7388774
"412",411,"310 West 38th Street New York, NY 10010","Italian","Casual Dining","Casa Nonna - Midtown",-73.9927853,40.7549995
"413",412,"158 East 48th Street New York, NY 10017","Seafood","Fine Dining","Sea Fire Grill",-73.9722216,40.7546919
"414",413,"13 E 13th St New York, NY 10003","Wine Bar","Casual Dining","Corkbuzz Wine Studio",-73.9931414,40.7350747
"415",414,"189 9th Ave New York, NY 10018","Mexican","Casual Dining","Fonda Chelsea",-74.0023376,40.7455599
"416",415,"1695 2nd Ave (Corner of 88th Street & 2nd Ave) New York, NY 10128","French","Casual Dining","Cafe D' Alsace",-73.9507958,40.7791877
"417",416,"24 E 81st Street New York, NY 10028","Italian","Fine Dining","Sistina",-73.9616664,40.7775964
"418",417,"73 West 71st Street New York, NY 10023","Mexican","Casual Dining","Santa Fe",-73.9788166,40.7767896
"419",418,"49 Clinton Street New York, NY 10002","Japanese","Casual Dining","Azasu",-73.9849802,40.7197583
"420",419,"622 Third Avenue New York, NY 10017","Asian","Casual Elegant","Zengo - NYC",-73.9756083,40.7497508
"421",420,"85 10th Avenue New York, NY 10011","Tapas / Small Plates","Casual Dining","TORO",-74.0079542,40.7432086
"422",421,"234 West 44th Street New York, NY 10036","American","Casual Elegant","Sardi's",-73.9875989,40.7577738
"423",422,"2168 Frederick Douglass Blvd. New York, NY 10026","Italian","Casual Elegant","Lido",-73.9546798,40.8048926
"424",423,"103 West 77th Street New York, NY 10024","American","Fine Dining","Dovetail",-73.9766246,40.7809351
"425",424,"132 West 44th Street New York, NY 10036","Contemporary American","Casual Dining","The Lambs Club",-73.9846347,40.7565062
"426",425,"3950 10th Ave New York, NY 10034","Italian","Casual Elegant","Viale NYC",-73.9171718,40.8673306
"427",426,"35 Downing St. New York, NY 10014","Contemporary American","Casual Elegant","Blue Ribbon Bakery Kitchen",-74.0037767,40.7293862
"428",427,"23 E 40th St. New York, NY 10016","American","Casual Elegant","Benjamin Prime",-73.9799774,40.7514372
"429",428,"180 Columbus Avenue New York, NY 10023","Italian","Casual Elegant","Il Violino",-73.980872,40.775067
"430",429,"120 West 49th Street New York, NY 10020","Seafood","Casual Elegant","Oceana",-73.9819757,40.7595452
"431",430,"102 East 22nd Street New York, NY 10010","Italian","Casual Elegant","Novita - New York City, Manhattan",-73.9864322,40.7391236
"432",431,"30 Hudson Street New York, NY 10013","Japanese","Casual Elegant","brushstroke",-74.0089115,40.7165862
"433",432,"675 Hudson Street at 14th Street New York, NY 10014","Mexican","Casual Elegant","Dos Caminos  Meatpacking",-74.005458,40.7404266
"434",433,"551 5th Ave (entrance on 45th St.) New York, NY 10017","Steakhouse","Fine Dining","Morton's The Steakhouse - Midtown Manhattan",-73.9738579,40.7530361
"435",434,"299 10th Ave New York, NY 10001","Argentinean","Casual Elegant","Porteno Restaurant",-74.002523,40.750507
"436",435,"10 Downing New York, NY 10014","Contemporary American","Casual Dining","Cafe Clover",-74.0027849,40.729283
"437",436,"1431 First Ave New York, NY 10021","Italian","Casual Dining","Numero 28 Pizzeria Napoletana 1st Ave.",-73.955184,40.769396
"438",437,"2340 Broadway New York, NY 10024","French","Casual Dining","French Roast Uptown",-73.9765902,40.7876417
"439",438,"123 W. 44th St. New York, NY 10036","French","Casual Dining","Cafe Un Deux Trois",-73.984126,40.7567949
"440",439,"611 Hudson St. New York, NY 10014","Israeli","Casual Dining","Bar Bolonat",-74.0058653,40.7376862
"441",440,"60 West 55th Street New York, NY 10019","French","Casual Elegant","Benoit Restaurant and Bar",-73.9773402,40.7624832
"442",441,"96 2nd Avenue New York, NY 10003","Seafood","Casual Dining","The Mermaid Inn East Village",-73.9884429,40.7269975
"443",442,"557 Lexington Ave New York, NY 10022","Contemporary American","Casual Dining","The National Bar & Dining Rooms",-73.971947,40.756593
"444",443,"44 West 56th Street New York, NY 10019","Steak","Fine Dining","Uncle Jack's Steakhouse - Midtown 56th Street",-73.976695,40.762982
"445",444,"1567 Broadway W Hotel Times Square New York, NY 10036","Mexican","Casual Dining","Dos Caminos - Times Square",-73.9856577,40.7568244
"446",445,"361 West 46th Street Between 8th Ave. and 9th Ave. New York, NY 10036","Italian","Casual Elegant","Lattanzi",-73.9916968,40.7597346
"447",446,"131 E. 54th Street New York, NY 10169","Steakhouse","Casual Elegant","Bobby Van's Steakhouse - 54th Street",-73.970949,40.759345
"448",447,"206 W 79th Street New York, NY 10024","Italian","Casual Elegant","Coppola's West",-73.9789685,40.7831435
"449",448,"260 Sixth Ave. New York, NY 10014","Italian","Casual Elegant","Da Silvano",-74.002161,40.728903
"450",449,"14 Christopher Street New York, NY 10014","French","Casual Dining","Dominique Bistro",-74.0004187,40.7338037
"451",450,"25 West Houston New York, NY 10012","American","Casual Dining","Burger and Barrel",-73.9980059,40.7257133
"452",451,"37 W.17th Street New York, NY 10011","Japanese","Casual Elegant","Yakiniku Futago",-73.9940632,40.7389154
"453",452,"1535 Broadway New York, NY 10036","Contemporary American","Casual Elegant","The View Restaurant",-73.9862475,40.7586115
"454",453,"53 Bond Street New York, NY 10012","American","Casual Dining","Mile End Delicatessen",-73.9927614,40.7257253
"455",454,"324 East 57th Street New York, NY 10022","Chinese","Fine Dining","MR CHOW - 57th",-73.9644708,40.7587261
"456",455,"513 E. 6th St. New York, NY 10009","Argentinean","Casual Dining","Buenos Aires",-73.9830672,40.7252832
"457",456,"43 W. 24th St. New York, NY 10010","Latin American","Casual Elegant","Raymi",-73.9912968,40.7433741
"458",457,"1553 2nd Avenue New York, NY 10075","Thai","Fine Dining","Jaiya - UES",-73.9545041,40.7745221
"459",458,"187 Orchard St. New York, NY 10002","Sushi","Casual Dining","Blue Ribbon Sushi Izakaya",-73.988438,40.722135
"460",459,"155 W 33rd St New York, NY 10001","American","Casual Dining","Hooters on 33rd",-73.9904585,40.7502921
"461",460,"156 38th Street New York, NY 10018","Latin / Spanish","Casual Dining","Jimmy's NYC",-73.9884639,40.7532456
"462",461,"100 W. 67th St. New York, NY 10023","Mediterranean","Casual Dining","Nick & Toni's Cafe Manhattan",-73.9815771,40.7743109
"463",462,"190 Duane St New York, NY 10013","Wine Bar","Casual Dining","Graffiti Earth at Duane Street Hotel",-74.0103846,40.7173375
"464",463,"1109 First Ave New York, NY 10065","Italian","Casual Dining","Tiella",-73.9614485,40.7608128
"465",464,"160 7th Avenue New York, NY 10011","French","Casual Dining","Le Singe Vert",-73.9973861,40.7420828
"466",465,"155 East 55th Street New York, NY 10022","Chinese","Casual Elegant","Shun Lee Palace",-73.9690693,40.7594505
"467",466,"323 Greenwich Street New York, NY 10013","Italian","Casual Dining","Gigino Trattoria",-74.0104631,40.7172655
"468",467,"65 Saint Marks Place New York, NY 10003","French","Casual Dining","Jules Bistro",-73.9860752,40.728169
"469",468,"123 E 110th St New York, NY 10029","Italian","Casual Dining","Nocciola Pizzeria e Trattoria",-73.9451555,40.7953442
"470",469,"1 Tavern on the Green New York, NY 10023","American","Casual Elegant","Tavern on the Green",-73.9800645,40.7769059
"471",470,"167 Orchard St New York, NY 10002","Italian","Casual Dining","Pizza Beach LES",-73.9887305,40.7213392
"472",471,"102 Norfolk Street New York, NY 10002","French","Casual Elegant","Saro Bistro",-73.9869431,40.7187348
