"","X","Address","Cuisine","DiningStyle","Restaurant","lon","lat"
"473",472,"325 West 42nd Street New York, NY 10036","Greek","Casual Dining","Dafni Greek Taverna",-73.9908489,40.7579721
"474",473,"44 West 63rd Street The Empire Hotel New York, NY 10023","Seafood","Casual Elegant","Ed's Chowder House",-73.9800645,40.7769059
"475",474,"1600 3rd Avenue New York, NY 10128","Steakhouse","Fine Dining","Parlor Steak & Fish",-73.9525044,40.7813744
"476",475,"37 West 26th St. New York, NY 10010","American","Casual Dining","The Flatiron Room",-73.9904546,40.7445724
"477",476,"259 W 19th St. New York, NY 10011","Spanish","Casual Elegant","Socarrat - Chelsea",-73.9995099,40.7427162
"478",477,"485 5th Avenue New York, NY 10017","American","Casual Dining","The Shop - Andaz Fifth Avenue",-73.9810327,40.7528879
"479",478,"60 Thompson Street New York, NY 10012","Italian","Casual Dining","Sessanta",-74.0031077,40.7239619
"480",479,"714 Seventh Avenue (inside Renaissance Hotel) Two Times Square New York, NY 10036","Contemporary American","Casual Dining","R Lounge at Two Times Square",-73.9844722,40.759011
"481",480,"45 Rockefeller Plaza New York, NY 10011","French American","Casual Elegant","Brasserie Ruhlmann",-73.9785401,40.7578542
"482",481,"250 Park Ave South New York, NY 10003","Mediterranean","Casual Dining","Barbounia",-73.9881589,40.7382513
"483",482,"121 Hudson Street New York, NY 10013","Chinese","Fine Dining","MR CHOW - TriBeca",-74.0089466,40.7201545
"484",483,"172 Orchard Street New York, NY 10002","Mexican","Casual Dining","Mission Cantina",-73.9882485,40.7214626
"485",484,"600 West 218th Street New York, NY 10034","American","Casual Dining","Indian Road Cafe",-73.9183464,40.8728492
"486",485,"550 Madison Ave New York, NY 10022","Kosher","Casual Dining","Prime Grill",-73.9733853,40.761523
"487",486,"1568 Second Avenue New York, NY 10028","Bar / Lounge / Bottle Service","Casual Dining","Comic Strip Live Comedy Club",-73.9536519,40.7748084
"488",487,"7 9th avenue New York, NY 10011","Italian","Casual Elegant","Serafina Meatpacking",-74.006657,40.739633
"489",488,"1703 2nd Avenue New York, NY 10128","Contemporary American","Casual Elegant","The Writing Room",-73.9509231,40.7794476
"490",489,"246 E. 51st Street New York, NY 10022","Indian","Fine Dining","Amma",-73.9687401,40.7555456
"491",490,"828 Eighth Avenue New York, NY 10019","American","Casual Elegant","Thalia",-73.9860031,40.7620089
"492",491,"5 W. 31st St. New York, NY 10001","Gastro Pub","Casual Dining","Osamil",-73.9864094,40.7469611
"493",492,"626 Hudson Street New York, NY 10014","Pizzeria","Casual Dining","Pizzetteria Brunetti - West Village",-74.0053769,40.7382675
"494",493,"440 9th Avenue New York, NY 10001","Steakhouse","Casual Elegant","Uncle Jack's Steakhouse - Westside 9th Avenue",-73.9954924,40.7536713
"495",494,"2211 Frederick Douglass Blvd New York, NY 10026","American","Casual Dining","Vinateria",-73.9540329,40.8066227
"496",495,"204-206 E 85th Street New York, NY 10028","French","Casual Elegant","Jacques Brasserie",-73.9541461,40.7778202
"497",496,"381 Park Ave South New York, NY 10013","American","Casual Dining","Sarabeth's Park Avenue South",-73.9842177,40.7423612
"498",497,"1504 Lexington Ave New York, NY 10029","Bar","Casual Dining","ABV (Alcohol By Volume)",-73.950646,40.786764
"499",498,"92 Ludlow St. New York, NY 10002","Contemporary American","Casual Dining","Hotel Chantelle",-73.9889794,40.7184061
"500",499,"33 University Place New York, NY 10003","Steakhouse","Casual Dining","Knickerbocker Bar and Grill",-73.9943955,40.7320526
"501",500,"15 Gold Street New York, NY 10038","Italian","Casual Dining","Felice 15 Gold Street",-74.0071031,40.7078871
"502",501,"2791 Broadway New York, NY 10025","Italian","Casual Elegant","Mezzogiorno",-73.9681172,40.8028379
"503",502,"691 9th Ave New York, NY 10036","American","Casual Dining","Mezze Bar",-73.9903454,40.7620451
"504",503,"60 East 54th Street New York, NY 10022","American","Casual Elegant","Monkey Bar",-73.9734055,40.7600804
"505",504,"105 First Ave New York, NY 10003","Mexican","Casual Dining","Empellon Cocina",-73.9863023,40.7268076
"506",505,"696 Madison Avenue New York, NY 10021","Italian","Fine Dining","Nello",-73.97008,40.7657948
"507",506,"214 Front Street New York, NY 10038","Italian","Casual Dining","Il Brigante Restaurant",-74.002642,40.707451
"508",507,"269 Columbus Ave New York, NY 10023","American","Casual Elegant","AG Kitchen",-73.9782726,40.7777686
"509",508,"1 West 67th St. New York, NY 10023","Italian","Fine Dining","The Leopard at des Artistes",-73.978841,40.773515
"510",509,"381 Lenox Avenue New York, NY 10027","Bar / Lounge / Bottle Service","Casual Dining","Harlem Hookah",-73.9435716,40.8105416
"511",510,"3927 St-Denis Montreal, QC H2W 2M4","French","Casual Dining","L'Express",-73.5744113,45.5202676
"512",511,"325 Bowery New York, NY 10003","Italian","Casual Dining","Bar Primi",-73.9918012,40.7256599
"513",512,"75 9th Ave New York, NY 10011","American","Casual Dining","Bar Truman NYC",-74.0060838,40.7425547
"514",513,"545 E.5th St. New York, NY 10009","Italian","Casual Elegant","Lavagna",-73.9823434,40.7240941
"515",514,"250 West 50th Street New York, NY 10019","Steak","Fine Dining","Palm Restaurant - NYC West Side",-73.9858466,40.7618477
"516",515,"318 East 6th St. New York, NY 10003","Indian","Casual Dining","Malai Marke",-73.9876502,40.7268512
"517",516,"77 Fulton Street New York, NY 10038","American","Fine Dining","T.J. Byrnes",-74.0046585,40.7091327
"518",517,"2319 Frederick Douglass Blvd New York, NY 10027","American","Casual Dining","Buffalo Wild Wings - Harlem",-73.951739,40.8098099
"519",518,"41 Murray Street New York, NY 10007","Mexican","Casual Elegant","Rosa Mexicano - TriBeCa",-74.0090376,40.714132
"520",519,"800 Lexington Ave New York, NY 10065","Japanese","Casual Dining","Ginza Japanese",-73.9671583,40.7640484
"521",520,"72 Bedford Street New York, NY 10014","Brazilian","Casual Elegant","Casa Brazilian",-74.004742,40.7314849
"522",521,"David Geffen Hall at Lincoln Center Plaza West 64th Street & Columbus Avenue New York, NY 10023","American","Casual Elegant","Lincoln Center Kitchen",NA,NA
"523",522,"145 Avenue C New York, NY 10009","Latin American","Casual Dining","Esperanto Restaurant",-73.9780487,40.7254621
"524",523,"99 Park Avenue New York, NY 10016","American","Casual Elegant","Park Avenue Tavern",-73.9784511,40.7503381
"525",524,"253 W 47th St New York, NY 10036","American","Casual Dining","Buffalo Wild Wings - Times Square",-73.9863851,40.7602076
"526",525,"23 East 74th Street New York, NY 10021","Italian","Fine Dining","Caravaggio New York",-73.9647436,40.773438
"527",526,"277 E. 10th St. New York, NY 10009","American","Casual Dining","Brindle Room",-73.982699,40.728287
"528",527,"35 West 19th Street New York, NY 10011","Spanish","Casual Dining","Sala One Nine",-73.9930896,40.74003
"529",528,"359 6th Ave New York, NY 10014","Spanish","Casual Elegant","Tertulia",-74.0008231,40.7322758
"530",529,"57 East 57th St. New York, NY 10022","American","Casual Elegant","TY Bar - Four Seasons New York",-73.9716063,40.7621879
"531",530,"1845 Broadway New York, NY 10023","Indian","Fine Dining","Sapphire",-73.9825829,40.769461
"532",531,"178 Ludlow Street New York, NY 10002","American","Casual Dining","Sweet Chick - LES",-73.987299,40.7216882
"533",532,"300 West 23rd Street New York, NY 10011","Japanese","Casual Elegant","Asuka Sushi",-73.9989464,40.7452401
"534",533,"25 Broad Street New York, NY 10004","Steakhouse","Casual Elegant","Bobby Van's Steakhouse - Broad Street",-74.0111372,40.7060887
"535",534,"415 3rd Ave New York, NY 10016","Italian","Casual Elegant","Bistango Ristorante 29th St.",-73.9800893,40.7425771
"536",535,"250 W 41st Street New York, NY 10036","Steakhouse","Casual Dining","Wolfgang's Steak House - Times Square",-73.9893601,40.7561642
"537",536,"113 Thompson Street New York, NY 10012","Japanese","Casual Dining","Omen",-74.0019531,40.7259932
"538",537,"1241 Amsterdam Ave New York, NY 10027","Mediterranean","Casual Dining","Flat Top",-73.9584107,40.8100291
"539",538,"New-York Historical Society 170 Central Park West New York, NY 10024","Italian","Casual Elegant","Storico",-73.9742695,40.7792844
"540",539,"890 Seventh Avenue New York, NY 10019","American","Casual Elegant","Redeye Grill",-73.9803977,40.7650765
"541",540,"28 Carmine Street New York, NY 10014","Italian","Casual Dining","Numero 28 Pizzeria - West Village",-74.0027807,40.7300735
"542",541,"316 West 49th Street New York, NY 10019","Brazilian Steakhouse","Casual Elegant","Churrascaria Plataforma Brazilian Steakhouse",-73.9877321,40.7619602
"543",542,"126 W 13th St New York, NY 10011","Italian","Casual Dining","Gradisca",-73.9986611,40.7370515
"544",543,"15 Irving Place New York, NY 10003","American","Casual Dining","Ichabod's",-73.9884014,40.7348584
"545",544,"507 Columbus Avenue New York, NY 10024","Vegan","Casual Elegant","Blossom on Columbus",-73.972662,40.7853068
"546",545,"162 Ave A New York, NY 10009","Modern Australian","Casual Dining","Flinders Lane",-73.9818726,40.7280565
"547",546,"510 Broome Street New York, NY 10013","Italian","Casual Dining","Aurora Soho",-74.0032259,40.7234953
"548",547,"152 East 79th Street New York, NY 10021","Italian","Casual Dining","Il Riccio",-73.9587963,40.7746541
"549",548,"53 Stone Street New York, NY 10004","Scandinavian","Casual Dining","Smorgas Chef Wall Street",-74.0103936,40.704461
"550",549,"23 Avenue A New York, NY 10009","Latin American","Casual Dining","Yerba Buena",-73.9860106,40.7229309
"551",550,"41 W. 42nd St. New York, NY 10036","French American","Fine Dining","Gabriel Kreuther",-73.9825026,40.7545381
"552",551,"15 West 44th New York, NY 10036","Steak","Casual Elegant","Strip House Midtown",-73.9806807,40.7553242
"553",552,"333 Park Avenue South New York, NY 10010","American","Casual Dining","The Little Beet Table",-73.9853412,40.7411104
"554",553,"1350 Avenue of the Americas New York, NY 10019","Italian","Casual Dining","Bistro Milano",-73.9777614,40.762517
"555",554,"110 West 51st Street Time Life Bldg. New York, NY 10020","American","Casual Dining","Ted's Montana Grill - NYC",-73.9822683,40.7605505
"556",555,"450 East 29th Street New York, NY 10016","American","Casual Elegant","Riverpark",-73.9738974,40.7396742
"557",556,"513 Columbus Ave New York, NY 10024","Italian","Casual Elegant","Osteria Cotta",-73.9726086,40.7855227
"558",557,"222 W. 79th Street New York, NY 10024","Seafood","Casual Elegant","Fish Tag",-73.9794519,40.7833406
"559",558,"220 Park Avenue South New York, NY 10003","Japanese","Casual Elegant","Haru Sushi - Gramercy Park",-73.9889391,40.7371405
"560",559,"432 Avenue of the Americas New York, NY 10011","American","Casual Dining","Umami Burger - Greenwich Village",-73.9985994,40.7344148
"561",560,"12 West 45th Street New York, NY 10036","American","Casual Dining","Point Break NYC",-73.9805225,40.7556009
"562",561,"530 Ninth Avenue New York, NY 10018","Thai","Casual Dining","Lucky Ace",-73.993594,40.756647
"563",562,"236 West 52nd Street New York, NY 10019","Cuban","Casual Dining","Victor's Cafe",-73.9841014,40.7628909
"564",563,"210 E. 58th St. New York, NY 10022","Indian","Casual Elegant","Dawat",-73.9663851,40.760439
"565",564,"251 East 110th Street New York, NY 10029","French","Casual Dining","Tastings Social Presents Mountain Bird",-73.9409276,40.7935881
"566",565,"500 E 62nd St New York, NY 10064","American","Casual Elegant","Prime at the Bentley",-73.9582329,40.7601059
"567",566,"136 Washington New York, NY 10006","Steakhouse","Fine Dining","Morton's The Steakhouse - World Trade Center",-74.0139508,40.7097089
"568",567,"322 W 46th St New York, NY 10036-3801","Italian","Casual Elegant","Orso - NYC",-73.9890099,40.7600118
"569",568,"401 E 76th St New York, NY 10021","British","Casual Dining","Jones Wood Foundry",-73.953541,40.770399
"570",569,"105 E. 9th St. New York, NY 10003","Japanese","Casual Elegant","Yuba",-73.990051,40.7305377
"571",570,"431 3rd Ave New York, NY 10016","Contemporary American","Casual Dining","Banc Cafe",-73.9795029,40.743256
"572",571,"15 East 18th Street New York, NY 10003","Italian","Casual Elegant","18th street Tarallucci E Vino",-73.9906044,40.7382012
"573",572,"221 Dyckman Street New York, NY 10034","Bar","Casual Dining","Dyckman Bar",-73.9274172,40.8659948
"574",573,"6 Clinton St New York, NY 10002","Indian","Casual Elegant","Khushboo Indian Restaurant",-73.9838361,40.7210415
"575",574,"945 2nd Avenue New York, NY 10022","Fish","Casual Dining","Crave Fishbar - Midtown",-73.9686887,40.7551289
"576",575,"963 Lexington Ave. New York, NY 10021","French","Casual Elegant","Brasserie Cognac East",-73.9628994,40.7691115
"577",576,"240 W 55th St New York, NY 10019","Irish","Casual Dining","McGee's Pub and Restaurant",-73.9830476,40.764892
"578",577,"54 Pearl Street New York, NY 10004","Contemporary American","Casual Dining","Fraunces Tavern",-74.0113374,40.7033945
"579",578,"157 Duane St. New York, NY 10013","South Asian","Casual Elegant","Khe-Yo",-74.008587,40.716906
"580",579,"1008 Second Avenue New York, NY 10022","Contemporary French","Casual Elegant","La Mangeoire",-73.9668354,40.7568328
"581",580,"39 E13th Street New York, NY 10003","Thai","Casual Dining","Spice - Union Square",-73.9918552,40.7345363
"582",581,"768 Madison Avenue New York, NY 10065","Italian","Casual Elegant","Bar Italia",-73.9685638,40.7679383
"583",582,"1483 1st Avenue New York, NY 10021","Italian","Fine Dining","Maruzzella",-73.9537599,40.7713386
"584",583,"244 East 79th Street New York, NY 10021","Contemporary American","Casual Elegant","Sojourn Restaurant",-73.9557274,40.7733602
"585",584,"654 9th Avenue New York, NY 10036","Italian","Casual Elegant","Cara Mia",-73.9906674,40.7606904
"586",585,"1417 2nd Avenue New York, NY 10021","Turkish","Casual Dining","A La Turka Restaurant",-73.957715,40.7701307
"587",586,"358 West 46th Street New York, NY 10036","Japanese","Casual Dining","Sake Bar Hagi 46",-73.9901141,40.7605203
"588",587,"102 Avenue C New York, NY 10009","Austrian","Casual Dining","Edi and The Wolf",-73.9787119,40.7237641
"589",588,"103 Waverly Place New York, NY 10011","Contemporary American","Casual Dining","North Square",-73.9986893,40.7325032
"590",589,"150 West 10th St. New York, NY 10014","Gastro Pub","Casual Elegant","Highlands",-74.0010957,40.7343432
"591",590,"55 Carmine Street New York, NY 10014","Korean","Home Style","Do Hwa",-74.0042313,40.7299611
"592",591,"One United Nations Plaza New York, NY 10017","American","Casual Elegant","Ambassador Grill  ONE UN New York Hotel",-73.9691221,40.7504701
"593",592,"120 West 51st Street, Time Life Bldg. New York, NY 10020","Steakhouse","Fine Dining","The Capital Grille - NY  Time Life Building",-73.9822683,40.7605505
"594",593,"2247 1st Avenue. New York, NY 10029","Latin","Casual Dining","LA AVENIDA",-73.9359683,40.7957307
"595",594,"2636 Broadway New York, NY 10025","Indian","Casual Dining","Indus Valley / Manhattan Valley",-73.9697065,40.796989
"596",595,"39 East 58th Street New York, NY 10022","Italian","Casual Elegant","Lavo - NYC",-73.971319,40.7630153
"597",596,"54 Prince Street New York, NY 10012","International","Casual Dining","Delicatessen",-73.9963118,40.72346
"598",597,"181 Front St New York, NY 10038-3501","Contemporary American","Casual Dining","Artists Loft",-74.0041766,40.7065742
"599",598,"210 East 46th St. New York, NY 10017","Steakhouse","Casual Elegant","Sparks Steak House",-73.9720906,40.7528832
"600",599,"400 5th Avenue New York, NY 10018","Contemporary European","Fine Dining","Ai Fiori",-73.9838114,40.7501161
"601",600,"320 Amsterdam Avenue New York, NY 10021","Californian","Casual Dining","Playa Betty's",-73.980368,40.780879
"602",601,"200 East 54th Street New York, NY 10022","Steakhouse","Casual Dining","Wolfgang's Steak House - 54th Street",-73.9685741,40.7579569
"603",602,"2367 Frederick Douglas Blvd New York, NY 10027","Japanese","Casual Dining","Nabe Harlem",-73.9504255,40.8117018
"604",603,"1813 Amsterdam Avenue New York, NY 10031","African","Casual Dining","Farafina Cafe & Lounge",-73.9451,40.828147
"605",604,"198 E. 54th St. New York, NY 10022","Contemporary American","Casual Dining","Crimson & Rye",-73.9687428,40.7580868
"606",605,"One West 59th Street The Plaza Hotel, Concourse Level New York, NY 10019","Contemporary American","Casual Dining","Todd English at The Plaza Food Hall",-73.9918181,40.7686973
"607",606,"249 W. 49th St. New York, NY 10019","American","Casual Dining","Lillie's Times Square",-73.9858991,40.7615384
"608",607,"60 West 53rd Street New York, NY 10019","Chinese","Casual Elegant","China Grill - New York",-73.978765,40.761254
"609",608,"75 West 68th Street New York, NY 10023","French","Casual Elegant","La Boite en Bois",-73.9802468,40.7749073
"610",609,"17 John Street New York, NY 10004","Irish","Casual Dining","The Irish American Pub",-74.008657,40.710034
"611",610,"1626 Broadway New York, NY 10019","American","Casual Dining","Carolines on Broadway",-73.984011,40.7610605
"612",611,"108 East 38 Street New York, NY 10016","Italian","Casual Elegant","Rossini's Restaurant",-73.9788924,40.7491154
"613",612,"129 East 27th Street New York, NY 10016","Contemporary Indian","Casual Elegant","Pippali",-73.9832694,40.7423842
"614",613,"257 West 55th Street New York, NY 10019","Italian","Casual Elegant","1 Nocello",-73.983319,40.765422
"615",614,"350 7th Avenue New York, NY 10001","American","Casual Dining","Seven Bistro",-73.9930736,40.7482597
"616",615,"88 Second Avenue New York, NY 10003","Italian","Casual Dining","Frank Restaurant",-73.9886341,40.7268109
"617",616,"104 Lexington Ave New York, NY 10016","Indian","Casual Elegant","SAHIB",-73.9829659,40.7423098
"618",617,"225 Park Avenue South New York, NY 10003","Italian","Casual Dining","Florian Cafe",-73.9879502,40.7371329
"619",618,"136 W. 33rd Street New York, NY 10001","Steakhouse","Casual Elegant","Statler Grill",-73.9900428,40.7497232
"620",619,"853 Lexington Ave New York, NY 10065","French","Casual Elegant","Sel et Poivre Restaurant",-73.9654103,40.7655864
"621",620,"250 Vesey Street New York, NY 10004","Italian","Casual Dining","Parm Battery Park City",-74.0160185,40.7142595
"622",621,"209 East 56th Street New York, NY 10022","Italian","Casual Elegant","Amata",-73.9670748,40.7594016
"623",622,"344 W. 11th St. New York, NY 10014","Modern European","Casual Elegant","Wallse",-74.008212,40.73541
"624",623,"953 Second Avenue New York, NY 10022","Spanish","Casual Dining","Socarrat Midtown East",-73.9685203,40.7553112
"625",624,"536 E. 5th St. New York, NY 10009","Contemporary American","Casual Dining","Tuome",-73.982949,40.723998
"626",625,"59 West 44th Street New York, NY 10036","Contemporary American","Casual Elegant","The Round Table at the Algonquin Hotel",-73.9822973,40.7560179
"627",626,"156 Ninth Avenue New York, NY 10011","American","Casual Elegant","Tipsy Parson",-74.0026473,40.744247
"628",627,"11 W 32nd Street 3rd & 4th Floor New York, NY 10001","Bar","Casual Dining","Maru Karaoke Lounge",-114.6214815,32.6703765
"629",628,"802 Ninth Avenue New York, NY 10019","Mexican","Casual Dining","Tacuba Hell's Kitchen",-73.987173,40.765423
"630",629,"2607 Broadway New York, NY 10025","Italian","Casual Dining","Regional",-73.9710867,40.7962958
"631",630,"176 2nd Avenue New York, NY 10003","Italian","Casual Dining","Numero 28 Pizzeria Napoletana",-73.9859834,40.7304266
"632",631,"87 7th Avenue South New York, NY 10014","Japanese","Casual Elegant","SUSHISAMBA West Village",-74.0031237,40.7326392
"633",632,"151 Rivington St. 1st floor New York, NY 10002","Japanese","Casual Elegant","Yopparai",-73.985732,40.719125
"634",633,"565 W 207th St New York, NY 10034","Latin / Spanish","Casual Dining","Raices",-73.9200343,40.866434
"635",634,"303 Madison Avenue New York, NY 10017","Mediterranean","Casual Elegant","Pera Mediterranean Brasserie",-73.9794252,40.752316
"636",635,"238 Sherman Avenue New York, NY 10034","American","Casual Dining","Fantastic Restaurant & Lounge",-73.9196803,40.8663138
"637",636,"1 Rockefeller Plaza New York, NY 10020","Wine Bar","Casual Elegant","Morrell Wine Bar & Cafe",-73.9788647,40.7580616
"638",637,"808 Lexington Avenue New York, NY 10065","Mediterranean","Casual Elegant","FIG & OLIVE Uptown",-73.9669029,40.7644006
"639",638,"1356 1st Avenue New York, NY 10021","Italian","Casual Elegant","Petaluma",-73.9553054,40.7682295
"640",639,"106 W 73rd St New York, NY 10023","Italian","Casual Elegant","Arte Cafe",-73.9788317,40.7781074
"641",640,"82 2nd Avenue New York, NY 10003","Creperie","Casual Dining","Golden Crepes - East Village",-73.9888985,40.726472
"642",641,"109 Avenue A (corner of 7th Street) New York, NY 10009","Jamaican","Casual Dining","Miss Lily's 7A",-73.9835429,40.7260554
"643",642,"225 Columbus Avenue New York, NY 10023","French","Casual Dining","Bistro Cassis Manhattan",-73.9792675,40.7762094
"644",643,"57 Stone Street New York, NY 10004","Tapas / Small Plates","Casual Elegant","Vintry Wine & Whiskey",-74.0102668,40.70452
"645",644,"6 West 24th Street New York, NY 10010","Contemporary American","Casual Elegant","Bo's Kitchen & Bar Room",-73.9903152,40.7425327
"646",645,"31 Union Square West New York, NY 10003","Seafood","Casual Elegant","Metropolis Oyster Room and Cocktail Bar",-73.9910603,40.7368703
"647",646,"116 2nd Ave New York, NY 10003","Fusion / Eclectic","Casual Dining","Cafe Mocha",-73.9879512,40.7277859
"648",647,"230 Park Avenue New York, NY 10169","Steakhouse","Casual Elegant","Bobby Van's Park Avenue - 'The Original'",-73.9761826,40.7543721
"649",648,"21 Ann Street New York, NY 10038","Italian","Casual Elegant","Da Claudio Ristorante",-74.0075265,40.7108994
"650",649,"607 10th Ave New York, NY 10036","Mediterranean","Casual Dining","Meme Mediterranean on 10th",-73.994815,40.760923
"651",650,"218 West 35th Street New York, NY 10001","Gastro Pub","Casual Dining","Rock & Reilly's",-73.991033,40.751789
"652",651,"45 Mercer St New York, NY 10013","Italian","Casual Dining","Galli Restaurant SoHo",-74.0013841,40.721676
"653",652,"2128 Frederick Douglass Blvd New York, NY 10026","American","Casual Elegant","Row House",-73.9556367,40.8035322
"654",653,"339 E. 75th Street New York, NY 10021","American","Casual Dining","Seamstress",-73.9549813,40.7701191
"655",654,"205 10th Ave. New York, NY 10011","Tapas / Small Plates","Casual Dining","Tia Pol",-74.004801,40.7473
"656",655,"405 East 52nd Street New York, NY 10022","French","Fine Dining","Le Perigord",-73.9646207,40.7550069
"657",656,"283 West 12th Street New York, NY 10014","Contemporary American","Casual Elegant","Blenheim",-74.0040059,40.7376858
"658",657,"95 7th Ave. South New York, NY 10014","Italian","Casual Dining","Taqueria-Meza",-74.0028447,40.7330017
"659",658,"1 West 59th St New York, NY 10019","Italian","Casual Dining","Ora di Pasta",-73.9744989,40.7647267
"660",659,"53 W 19th St New York, NY 10011","Tapas / Small Plates","Casual Dining","Boqueria Flatiron",-73.9937318,40.74026
"661",660,"367 3rd Ave New York, NY 10016","Bar","Casual Dining","Handcraft Kitchen & Cocktails",-73.981317,40.740985
"662",661,"700 Fifth Avenue New York, NY 10019","Afternoon Tea","Casual Elegant","Gotham Lounge",-73.9754144,40.7616194
"663",662,"789 9th Ave New York, NY 10019","Mexican","Casual Dining","Mi Nidito",-73.9880698,40.7652022
"664",663,"157 Ludlow St. New York, NY 10002","Contemporary Asian","Casual Elegant","SakaMai",-73.9881277,40.7209731
"665",664,"212 E 34th St New York, NY 10016","Turkish","Casual Dining","Galata",-73.9776803,40.745244
"666",665,"211 East 46th St. New York, NY 10017","Indian","Fine Dining","Tulsi",-73.9718218,40.7532168
"667",666,"1325 2nd Avenue New York, NY 10021","American","Casual Dining","5 Napkin - UES",-73.9596012,40.767448
"668",667,"321 West 46th Street New York, NY 10036","Italian","Fine Dining","Barbetta Restaurant",-73.9889489,40.7604034
"669",668,"24 Greenwich Avenue New York, NY 10011","Japanese","Casual Elegant","Saikai Dining Bar (fka Shuka Dining Bar)",-73.9998457,40.7349373
"670",669,"2418 Broadway New York, NY 10024","Italian","Casual Dining","Cibo e Vino",-73.9748699,40.7899815
"671",670,"140 W 13th St New York, NY 10011","Italian","Casual Elegant","Sotto 13",-73.9991585,40.7372515
"672",671,"301 Lavaca Street Austin, TX 78701","Steakhouse","Casual Elegant","Bob's Steak and Chop House - Austin",-97.7458872,30.2661786
"673",672,"185 Avenue C New York, NY 10009","American","Casual Dining","Kaz",-73.9770839,40.7268765
"674",673,"244 E 51st St New York, NY 10022","Middle Eastern","Casual Dining","Karizma Hookah Lounge",-73.9688182,40.7556061
"675",674,"274 Lenox Ave New York, NY 10027","Indian","Casual Dining","ChaiWali",-73.9458469,40.8067572
"676",675,"67 Murray St. New York, NY 10007","Korean","Casual Dining","Gunbae",-74.0102346,40.7146774
"677",676,"611 5th Avenue New York, NY 10021","Contemporary American","Casual Dining","Cafe SFA",-73.9769745,40.758045
"678",677,"401 West 24th Street New York, NY 10011","Spanish","Casual Dining","El Quinto Pino",-74.0010854,40.7474515
"679",678,"106 Lexington Avenue New York, NY 10016","Indian","Casual Dining","Kokum",-73.9829537,40.7423573
"680",679,"179 West Broadway New York, NY 10013","French","Casual Dining","Landmarc TriBeCa",-74.007055,40.7179003
"681",680,"29 7th Ave South New York, NY 10014","Contemporary Mexican","Casual Elegant","La Loteria",-74.0041407,40.7308299
"682",681,"347 East 85th Street New York, NY 10028","Italian","Casual Dining","Luna Rossa Ristorante",-73.9503512,40.7765941
"683",682,"22 East 66th Street New York, NY 10065","French","Casual Elegant","Bistro Chat Noir",-73.9687753,40.7679531
"684",683,"2 East 61st Street The Pierre Hotel New York, NY 10065","Bar","Casual Elegant","Two E Bar and Lounge",-73.9624327,40.7645239
"685",684,"621 9th Avenue New York, NY 10036","Italian","Home Style","Mama Mia - 44sw",-73.992069,40.759761
"686",685,"1022 Madison Ave New York, NY 10075","Italian","Casual Dining","Serafina Fabulous Pizza",-73.9624262,40.7761872
"687",686,"181 East 78th Street New York, NY 10075","French","Casual Elegant","Monte-Carlo NYC",-73.9581211,40.7738695
"688",687,"50 West 22nd New York, NY 10010","Belgian","Casual Dining","BXL ZOUTE",-73.9926271,40.7417252
"689",688,"75 9th Avenue New York, NY 10111","Italian","Casual Dining","Giovanni Rana Pastificio & Cucina",-74.0060838,40.7425547
"690",689,"201 East 31st Street New York, NY 10016","Tapas / Small Plates","Casual Dining","VinoTapa",-73.9791166,40.7437965
"691",690,"1448 First Ave New York, NY 10021","Indian","Casual Elegant","Papadam Flavors of India",-73.954138,40.7698726
"692",691,"235 E 53rd Street New York, NY 10022","Indian","Casual Dining","Brick Lane Curry House - Midtown",-73.9679282,40.7573037
"693",692,"1540 Broadway New York, NY 10036","American","Casual Dining","Planet Hollywood - Times Square",-73.9848083,40.7580769
"694",693,"32 East 21st. St. New York, NY 10010","American","Casual Elegant","Harding's",-73.9887809,40.7392836
"695",694,"310 W 4th St New York, NY 10014","American","Casual Dining","The Black Derby",-74.0039956,40.7372617
"696",695,"488 Amsterdam Ave New York, NY 10024","Indian","Casual Dining","Alachi Masala",-73.9764569,40.7861914
"697",696,"1720 2nd Avenue New York, NY 10128","Creole / Cajun / Southern","Casual Dining","Infirmary",-73.9498615,40.7799438
"698",697,"89 Greenwich Avenue New York, NY 10014","American","Casual Dining","Good Restaurant",-74.0018114,40.7372741
"699",698,"6 East 18th St New York, NY 10003","Contemporary American","Casual Dining","Union Fare",-73.9912583,40.7381636
"700",699,"212 Lafayette St. New York, NY 10012","Swiss","Casual Dining","Cafe Select - NYC",-73.9979236,40.721815
"701",700,"356 E 51st St New York, NY 10022","French","Casual Dining","Deux Amis",-73.9661811,40.7545393
"702",701,"660 Amsterdam Avenue New York, NY 10025","Italian","Casual Dining","Numero 28 Pizzeria - UWS",-73.9723652,40.7917536
"703",702,"104 2nd Ave New York, NY 10003","Bar","Casual Dining","Lionsbeerstore",-73.9881539,40.7273943
"704",703,"953 Amsterdam Avenue New York, NY 10025","Latin American","Casual Dining","Tropical Sensation",-73.9650543,40.8008645
"705",704,"1600 Amsterdam Ave New York, NY 10031","Italian","Casual Dining","Fumo Pizza - Bar - Pasta",-73.9506925,40.8214028
"706",705,"4015 Broadway New York, NY 10032","Comfort Food","Casual Dining","Coogan's Restaurant",-73.939728,40.841687
"707",706,"319 Greenwich Avenue New York, NY 10013","Indian","Casual Elegant","Salaam Bombay - Tribeca",-74.0104987,40.7170258
"708",707,"35 W. 20th St. New York, NY 10011","Greek","Casual Dining","Periyali",-73.9928977,40.7407162
